geneID	Endocrine	Immune	Exocrine	ActivatedStroma	ClassicalTumor	NormalStroma	BasalTumor
MGST2	3.544077e-01	5.006067e-01	1.082193e+00	8.005276e-01	1.384624e+00	7.850098e-01	1.186306e+00
MGST3	9.256748e-01	5.146469e-01	7.544211e-01	9.983907e-01	1.270537e+00	1.157043e+00	8.874236e-01
MIA	0	3.581338e-01	0	8.422175e-01	1.678839e+00	2.624520e-02	1.776548e+00
MIA2	8.704491e-01	0	2.871119e-01	0	6.267162e-01	1.304168e-01	0
MIA3	8.118764e-01	8.646036e-01	1.058812e+00	1.005399e+00	9.475319e-01	8.597357e-01	4.641935e-01
MIAT	6.209801e-01	2.919100e+00	1.618548e-01	1.314455e+00	5.521509e-01	8.365405e-01	5.387637e-01
MIB1	4.822273e-01	5.479363e-01	7.317363e-01	1.270874e+00	6.952095e-01	8.354176e-01	4.290293e-01
MIB2	6.382956e-01	4.710311e-01	3.833736e-01	4.665342e-01	1.131110e+00	8.651322e-01	1.145711e+00
MICA	5.462696e-01	6.723973e-01	5.624877e-01	1.056671e+00	8.832445e-01	6.869394e-01	7.921992e-01
MICAL1	1.164027e+00	2.121040e+00	2.375160e-01	7.644230e-01	1.100975e+00	9.550299e-01	6.756611e-01
MICAL2	7.516100e-01	4.079035e-01	7.536496e-01	1.991545e+00	7.695269e-01	9.978014e-01	9.112811e-01
MICAL3	8.586816e-01	1.184817e+00	3.904123e-01	5.777321e-01	8.879258e-01	9.998330e-01	9.477073e-01
MICALCL	0	0	0	3.143071e-01	5.933079e-01	0	1.206318e+00
MICALL1	7.948946e-01	5.630939e-01	8.915882e-01	6.650090e-01	7.143080e-01	1.028101e+00	1.429186e+00
MICALL2	2.190319e-01	4.834932e-01	0	5.006789e-01	1.546719e+00	5.768785e-01	1.392978e+00
MICB	0	1.318460e+00	0	8.784331e-01	4.191546e-01	1.990467e-01	5.016332e-01
MID1	1.095920e+00	8.971228e-01	4.298324e-01	6.953237e-01	7.756633e-01	1.281161e+00	2.348625e-01
MID1IP1	7.659838e-01	5.543200e-01	1.172292e+00	4.925749e-01	1.277258e+00	8.681563e-01	1.038120e+00
MID2	8.879128e-01	8.541219e-01	1.159065e+00	6.247371e-01	3.005335e-01	8.861961e-01	1.978568e-01
MIDN	7.938020e-01	8.533053e-01	7.408114e-01	7.564781e-01	1.437841e+00	1.000449e+00	1.223431e+00
MIER1	4.913969e-01	8.813787e-01	3.178209e-01	9.340491e-01	8.684298e-01	1.009106e+00	6.049921e-01
MIER2	6.669339e-01	6.864887e-01	4.944675e-01	7.023096e-01	9.842550e-01	8.130966e-01	1.104135e+00
MIER3	3.835438e-01	8.787481e-01	5.791968e-01	5.756746e-01	8.030477e-01	9.417617e-01	4.643656e-01
MIF	3.831310e-01	2.315623e-01	4.485259e-01	8.726598e-01	1.402092e+00	7.972285e-01	2.003630e+00
MIF4GD	8.822633e-01	1.385787e+00	8.945821e-01	5.061480e-01	7.167355e-01	8.584693e-01	8.725517e-01
MIIP	8.310810e-01	1.014091e+00	5.685370e-01	7.195770e-01	9.404422e-01	7.259972e-01	1.200043e+00
MIMT1	8.461604e-01	0	1.153439e-01	1.748456e-02	0	3.458314e-01	0
MINA	9.268332e-01	9.460340e-01	9.345434e-01	6.830177e-01	6.846938e-01	8.396438e-01	9.013974e-01
MINK1	8.245769e-01	1.172087e+00	6.204514e-01	7.361171e-01	1.030521e+00	8.678052e-01	8.982500e-01
MINPP1	1.044094e+00	6.429232e-01	8.510785e-01	7.469354e-01	7.071291e-01	7.650255e-01	6.117983e-01
MIOS	4.938954e-01	1.280909e+00	9.513254e-01	5.053053e-01	7.400713e-01	7.553318e-01	7.738342e-01
MIOX	1.322717e+00	3.415677e-02	0	0	6.091312e-01	9.108310e-02	5.418352e-01
MIP	1.241660e-01	6.035367e-01	1.623841e-01	0	1.753067e-01	0	3.122583e-02
MIPEP	8.449450e-01	3.846340e-01	1.013567e+00	6.292094e-01	8.187712e-01	8.164940e-01	8.991914e-01
MIPOL1	5.198266e-01	0	8.658498e-01	4.780101e-01	7.691016e-01	5.156976e-01	4.644786e-01
MIR155HG	3.746004e-01	2.850629e+00	3.190329e-01	6.274877e-01	3.787077e-01	4.433151e-01	3.086273e-01
MIR17HG	0	1.238872e+00	5.890217e-01	0	8.198953e-01	8.207610e-01	6.049519e-01
MIS12	7.576537e-01	1.182380e+00	6.397440e-01	6.147972e-01	5.040217e-01	1.012161e+00	3.341994e-01
MITD1	3.119825e-01	8.450069e-01	3.862522e-01	5.650474e-01	8.083646e-01	5.669857e-01	9.939345e-01
MITF	3.574024e-01	2.338144e-02	3.048078e-01	1.715750e+00	7.762058e-01	1.482322e+00	1.294061e-01
MIXL1	0	9.608666e-01	2.242341e-01	4.317678e-02	0	0	0
MKI67	0	2.162425e-01	4.369540e-01	2.507336e-01	1.049951e+00	1.415103e-02	1.877572e+00
MKI67IP	6.090764e-01	8.746934e-01	9.291602e-01	6.996260e-01	8.822696e-01	7.820297e-01	1.081659e+00
MKKS	1.405996e+00	8.198565e-01	1.148454e+00	7.578287e-01	8.022985e-01	1.133916e+00	7.235556e-01
MKL1	9.817535e-01	1.213910e+00	6.783400e-01	1.117355e+00	9.112069e-01	1.082358e+00	9.689151e-01
MKL2	1.333872e+00	1.472646e+00	9.994743e-01	7.177794e-01	6.186233e-01	1.287886e+00	4.141833e-01
MKLN1	6.530169e-01	9.559225e-01	5.457009e-01	7.082420e-01	9.181825e-01	1.015481e+00	6.771090e-01
MKNK1	8.330320e-01	1.411725e+00	1.880841e+00	8.068610e-01	7.215537e-01	1.034721e+00	7.518391e-01
MKNK2	4.715662e-01	1.027075e+00	1.125027e+00	5.138370e-01	1.190642e+00	7.588391e-01	1.528260e+00
MKRN1	5.323462e-01	9.924626e-01	9.104277e-01	7.274600e-01	1.083216e+00	8.739700e-01	1.183660e+00
MKRN2	7.193202e-01	7.962523e-01	9.809763e-01	8.388458e-01	7.456380e-01	8.157914e-01	8.761845e-01
MKRN3	8.719401e-01	1.216761e+00	1.441626e-01	0	1.011720e-03	2.181130e-01	4.076154e-01
MKS1	7.936751e-01	8.970144e-01	7.035725e-01	6.021871e-01	5.863294e-01	6.932334e-01	8.003566e-01
MKX	1.338310e+00	3.488425e-02	3.707538e-01	6.400636e-01	1.458253e-01	1.072620e+00	0
MLANA	2.709412e-02	2.145709e-01	6.152991e-02	0	0	0	0
MLC1	0	4.772181e-01	0	5.916565e-01	2.259671e-01	3.731471e-01	3.663400e-01
MLEC	8.650722e-01	8.047145e-01	1.183431e+00	7.439439e-01	9.483458e-01	1.270569e+00	9.667945e-01
MLF1	3.213126e-01	3.150057e-01	2.819304e-01	1.051554e+00	2.967998e-01	6.547367e-01	9.743878e-01
MLF1IP	0	3.176637e-01	2.832513e-01	3.044857e-01	8.646942e-01	1.308038e-01	1.521580e+00
MLF2	7.007597e-01	9.447006e-01	8.637547e-01	8.326500e-01	1.025982e+00	8.309551e-01	1.452063e+00
MLH1	1.071310e+00	1.125654e+00	8.768768e-01	7.700474e-01	6.558301e-01	8.869846e-01	9.224489e-01
MLH3	7.195344e-01	8.206297e-01	5.417509e-01	5.292490e-01	9.279409e-01	8.158536e-01	6.835421e-01
MLKL	2.812835e-01	9.888899e-01	4.551287e-01	5.641941e-01	1.096515e+00	6.166218e-01	9.102703e-01
MLL	4.729931e-01	1.141427e+00	5.984706e-01	7.651219e-01	8.017986e-01	8.522053e-01	7.048921e-01
MLL2	6.002219e-01	1.337727e+00	7.326973e-01	6.315114e-01	9.301625e-01	1.008106e+00	6.248142e-01
MLL3	6.083559e-01	1.146013e+00	7.558018e-01	6.865368e-01	8.741047e-01	9.878095e-01	5.997286e-01
MLL4	6.127122e-01	1.127643e+00	6.388770e-01	6.523217e-01	1.032051e+00	7.938271e-01	1.000246e+00
MLL5	1.640945e-01	1.113251e+00	2.340548e-01	8.242595e-01	9.433373e-01	8.995326e-01	4.518692e-01
MLLT1	1.070892e+00	9.531775e-01	8.066886e-01	9.157902e-01	9.281697e-01	1.157749e+00	9.291044e-01
MLLT10	7.606860e-01	8.672113e-01	4.749838e-01	5.817385e-01	7.194990e-01	8.383241e-01	5.909161e-01
MLLT11	1.566041e+00	5.220496e-01	4.165047e-01	1.398267e+00	3.593701e-02	1.323484e+00	7.741596e-01
MLLT3	8.567905e-01	6.427297e-01	1.924543e-01	7.809341e-01	7.354375e-01	9.110032e-01	4.511301e-01
MLLT4	8.731034e-01	6.981739e-01	8.513112e-01	7.065404e-01	8.994313e-01	9.047996e-01	7.055061e-01
MLLT6	6.890896e-01	1.689077e+00	7.952740e-01	5.759468e-01	1.167650e+00	9.924027e-01	1.067553e+00
MLN	0	0	3.667710e-01	0	5.537623e-02	3.232589e-01	0
MLNR	0	0	0	0	3.605405e-02	5.567977e-01	0
MLPH	2.558079e-01	0	5.786980e-01	7.916037e-01	2.035748e+00	7.671321e-01	1.536051e+00
MLST8	9.075982e-01	7.748742e-01	9.293968e-01	6.729617e-01	8.979020e-01	7.699381e-01	1.178298e+00
MLX	7.223950e-01	8.350286e-01	7.947659e-01	8.009421e-01	1.059815e+00	8.585133e-01	1.048262e+00
MLXIP	6.270268e-01	8.988527e-01	9.681884e-01	8.064049e-01	6.942032e-01	1.288662e+00	5.233421e-01
MLXIPL	5.037821e+00	1.002980e+00	5.364176e-01	0	1.456930e+00	1.912618e+00	3.059963e-01
MLYCD	1.129037e+00	9.191402e-01	1.655581e+00	3.188426e-01	7.248812e-01	1.030421e+00	6.222918e-01
MMAA	4.321063e-01	5.774356e-01	6.273889e-01	6.469478e-01	8.092951e-01	6.102933e-01	5.268593e-01
MMAB	1.218150e+00	7.974951e-01	1.169070e+00	3.889458e-01	9.662645e-01	9.404580e-01	9.437515e-01
MMACHC	5.420150e-01	2.429940e-01	8.148737e-01	3.293938e-01	4.931741e-01	6.210891e-01	6.762384e-01
MMADHC	6.284993e-01	7.265237e-01	1.123397e+00	8.802301e-01	8.643716e-01	7.881032e-01	1.083268e+00
MMD	2.069471e-01	1.261652e+00	1.287530e-01	1.177938e+00	2.531364e-01	1.111984e+00	6.519035e-01
MMD2	6.933222e-01	3.047057e-01	1.123032e-01	0	0	5.104404e-02	0
MME	0	4.527687e-01	0	2.605059e+00	1.005435e-01	8.476961e-01	7.497508e-01
MMEL1	0	0	0	8.003959e-02	1.505865e+00	6.229381e-01	7.780144e-01
MMGT1	9.625477e-01	7.051331e-01	9.889847e-01	7.551001e-01	6.398771e-01	8.198736e-01	8.263489e-01
MMP1	6.979166e-01	4.242826e-02	3.451208e-01	1.977088e+00	1.668362e+00	1.778569e+00	0
MMP10	7.819318e-01	0	9.604489e-01	1.398394e+00	1.033053e+00	3.039587e-01	6.523596e-01
MMP11	4.565951e-01	3.136985e-01	1.769217e-01	3.728290e+00	1.373115e+00	9.411686e-01	1.819647e+00
MMP12	1.621714e-01	5.052642e-01	1.358022e+00	1.372499e+00	7.448522e-01	1.028710e-01	7.146149e-01
MMP13	0	0	0	2.357305e+00	4.222135e-01	0	1.648994e+00
MMP14	7.361519e-01	5.796401e-01	6.876192e-01	2.655984e+00	9.334325e-01	1.006824e+00	1.530026e+00
MMP15	1.019725e+00	2.243519e-01	7.427747e-01	5.651962e-01	1.525642e+00	1.133015e+00	8.362970e-01
MMP16	1.829598e+00	1.601829e-01	4.689376e-01	1.582214e+00	0	1.094498e+00	0
MMP17	2.187754e-01	8.236827e-01	0	1.583237e+00	6.182852e-01	1.188189e+00	4.351093e-01
MMP19	1.461345e+00	1.716713e+00	2.995170e-01	1.482842e+00	7.137717e-01	1.512458e+00	3.681211e-01
MMP2	1.116823e+00	1.102513e+00	6.586867e-01	3.560044e+00	5.461087e-01	1.984374e+00	6.043783e-01
MMP20	0	1.178560e-01	6.165850e-02	0	8.036731e-02	1.149652e-01	0
MMP21	1.005281e+00	6.953905e-01	2.118137e-01	2.214921e-02	0	6.515679e-01	0
MMP23A	0	0	0	5.210703e-01	1.873133e-01	3.580091e-01	0
MMP23B	1.290994e+00	5.671487e-01	1.490250e-01	1.527832e+00	7.657572e-01	1.468487e+00	7.223663e-01
MMP24	1.395960e+00	6.298683e-01	1.172554e+00	5.137441e-01	7.555350e-01	1.246612e+00	6.829731e-01
MMP25	5.499912e-01	2.186615e+00	7.514499e-01	3.692018e-01	3.692483e-01	6.838437e-01	4.455114e-01
MMP26	2.965895e-01	0	0	0	1.309378e-02	0	0
MMP27	4.873854e-02	0	0	0	0	1.037497e-01	0
MMP28	8.476920e-01	7.497229e-02	3.405871e-01	9.470867e-01	1.682680e+00	6.032900e-01	2.564982e+00
MMP3	0	0	0	1.970034e+00	0	1.191283e+00	0
MMP7	6.984914e-01	8.167524e-01	6.497998e-02	1.186659e+00	1.733833e+00	1.181469e+00	1.612117e+00
MMP8	0	0	4.310620e-01	1.904634e+00	0	0	5.907301e-01
MMP9	7.783375e-01	2.501061e+00	0	2.146159e+00	8.125440e-01	4.281359e-01	1.298715e+00
MMRN1	4.240958e+00	2.527974e+00	1.060884e+00	1.171293e-01	1.757374e-01	2.778897e+00	0
MMRN2	1.651266e+00	1.997573e+00	7.810603e-01	1.087989e+00	5.329101e-01	1.545233e+00	3.380177e-01
MMS19	7.607770e-01	9.374693e-01	6.112916e-01	6.984105e-01	8.787970e-01	6.644705e-01	1.224969e+00
MN1	1.092373e+00	5.397386e-01	3.536011e-01	2.100488e+00	2.093187e-01	1.560332e+00	3.049866e-01
MNAT1	4.393955e-01	3.992133e-01	7.508048e-01	5.501229e-01	6.843028e-01	4.067658e-01	1.213930e+00
MND1	0	2.498314e-01	1.520863e-01	5.426639e-02	5.046433e-01	0	1.463042e+00
MNDA	1.753600e+00	2.211345e+00	1.299003e+00	1.698116e+00	2.769961e-01	7.037235e-01	0
MNS1	8.699768e-01	1.897061e-01	5.779354e-01	9.770739e-01	8.033619e-01	5.230624e-01	4.251414e-01
MNT	7.353966e-01	7.837424e-01	3.463956e-01	7.344780e-01	8.086622e-01	7.805628e-01	8.954019e-01
MNX1	2.104075e+00	2.967612e-02	2.090605e+00	0	1.003922e+00	7.264687e-01	4.288236e-01
MOAP1	1.157039e+00	9.293537e-01	7.420176e-01	5.360739e-01	9.389358e-01	1.425086e+00	5.172646e-01
MOB2	7.018164e-01	8.555060e-01	9.031407e-01	5.859979e-01	1.075276e+00	1.048806e+00	1.143578e+00
MOBKL1A	1.902410e+00	9.767388e-01	4.408656e-01	9.409710e-01	5.396275e-01	1.027285e+00	5.178926e-01
MOBKL1B	1.626678e-01	9.564432e-01	4.924170e-01	8.522993e-01	8.483530e-01	6.183743e-01	7.978249e-01
MOBKL2A	7.107364e-01	1.792511e+00	5.509047e-01	1.003428e+00	6.591286e-01	8.499952e-01	9.542306e-01
MOBKL2B	4.000038e-01	1.305086e+00	7.626716e-01	1.169480e+00	9.455759e-01	8.962900e-01	2.450250e-01
MOBKL2C	9.587966e-01	1.364159e+00	1.023473e+00	7.241386e-01	8.646495e-01	1.041469e+00	8.118535e-01
MOBKL3	5.503584e-01	5.903840e-01	6.416409e-01	7.533162e-01	8.262631e-01	8.210392e-01	9.608940e-01
MOBP	7.757691e-02	6.921157e-01	0	2.384506e-01	7.916106e-02	4.905881e-01	0
MOCOS	1.173417e-01	5.859148e-02	5.052098e-01	5.273689e-01	8.349884e-01	5.447351e-01	7.976187e-01
MOCS1	1.921833e+00	1.433551e+00	1.138194e+00	1.112849e+00	4.694234e-01	1.619754e+00	8.160987e-02
MOCS2	1.253141e+00	9.876783e-01	8.659122e-01	8.124428e-01	6.082635e-01	1.254782e+00	5.137270e-01
MOCS3	2.574071e-01	5.803336e-01	7.645364e-01	3.728777e-01	5.763755e-01	5.056936e-01	9.677379e-01
MOG	0	0	0	0	2.258070e-02	5.719752e-01	0
MOGAT1	1.170497e+00	0	0	0	6.559524e-01	5.212629e-01	0
MOGAT2	0	0	0	0	1.497332e+00	6.768966e-01	1.272381e-01
MOGAT3	0	0	0	0	1.802200e+00	4.305258e-01	3.834168e-02
MOGS	3.499698e-01	9.314625e-01	7.085666e-01	8.843868e-01	1.065885e+00	7.247095e-01	1.133724e+00
MON1A	1.227627e+00	7.558162e-01	7.733962e-01	5.916062e-01	9.031675e-01	1.125093e+00	7.830427e-01
MON1B	4.149273e-01	9.018339e-01	6.211779e-01	7.192288e-01	8.605224e-01	6.958943e-01	7.327995e-01
MON2	6.784790e-01	1.045470e+00	6.400055e-01	7.383017e-01	8.206947e-01	1.001619e+00	4.422030e-01
MORC1	3.810342e-01	5.476143e-02	0	0	0	4.412314e-02	0
MORC2	6.911743e-01	6.069338e-01	6.394917e-01	7.692930e-01	8.157821e-01	6.885207e-01	1.088931e+00
MORC3	5.208781e-01	1.200464e+00	5.911007e-01	7.793694e-01	7.769742e-01	7.171556e-01	5.780523e-01
MORC4	7.891213e-01	5.730616e-01	9.126293e-01	9.309392e-01	8.549607e-01	6.894496e-01	4.466371e-01
MORF4	3.321009e-01	0	2.983259e-01	3.593146e-01	0	1.535662e-01	1.662538e-01
MORF4L1	1.087899e+00	1.039108e+00	9.029588e-01	1.308271e+00	8.671054e-01	1.085858e+00	1.076598e+00
MORF4L2	8.270409e-01	7.407683e-01	5.673567e-01	1.230439e+00	9.350855e-01	9.774252e-01	1.057423e+00
MORN1	4.118057e-01	3.545410e-01	0	0	6.831707e-01	3.726323e-01	2.929409e-01
MORN2	9.624328e-01	3.231652e-01	7.958013e-01	8.174487e-01	5.856373e-01	7.449045e-01	7.543485e-01
MORN3	7.732038e-02	1.101525e+00	6.840183e-01	1.890276e-01	5.086094e-01	0	6.207103e-01
MORN4	1.724370e+00	4.337310e-01	7.215185e-01	7.291868e-01	4.345352e-01	6.258557e-01	6.982360e-01
MORN5	1.264205e-01	0	3.185999e-01	0	0	1.361223e+00	1.626142e-01
MOS	0	0	0	0	0	0	0
MOSC1	1.463166e+00	9.602879e-01	9.432882e-01	5.125379e-01	7.466386e-01	1.164033e+00	3.842222e-01
MOSC2	8.686194e-01	8.859743e-01	1.227296e+00	5.193666e-01	9.658811e-01	1.203412e+00	2.287197e-01
MOSPD1	2.332377e-01	4.669275e-01	7.564052e-01	9.682466e-01	4.898624e-01	6.683307e-01	6.204138e-01
MOSPD2	1.930734e-01	8.355262e-01	4.148516e-01	9.004509e-01	5.204281e-01	4.800033e-01	2.555651e-01
MOSPD3	4.749755e-01	4.216944e-01	5.249653e-01	6.435248e-01	1.039309e+00	6.330784e-01	1.267598e+00
MOV10	3.081406e-01	9.218895e-01	4.621161e-01	6.900870e-01	1.057711e+00	6.507349e-01	1.204963e+00
MOV10L1	0	2.342557e-01	0	1.186138e+00	2.464723e-01	1.738215e+00	0
MOXD1	2.806543e+00	1.742376e+00	5.474927e-01	2.146778e+00	3.750976e-01	1.476616e+00	0
MPDU1	1.115218e+00	1.016405e+00	1.101364e+00	8.895824e-01	9.536591e-01	9.646631e-01	9.364198e-01
MPDZ	1.407656e+00	9.010145e-01	4.046933e-01	1.688068e+00	1.272834e-01	1.845521e+00	0
MPEG1	1.763646e+00	3.394635e+00	1.237471e+00	1.368013e+00	3.237539e-01	1.436611e+00	0
MPG	3.955625e-01	6.668732e-01	8.618224e-01	8.108194e-01	1.162259e+00	7.839837e-01	1.415052e+00
MPHOSPH10	6.729778e-01	8.311722e-01	6.632240e-01	7.921186e-01	7.585505e-01	8.739446e-01	8.798354e-01
MPHOSPH6	3.605073e-01	5.795020e-01	4.291533e-01	8.547464e-01	5.718891e-01	5.782138e-01	9.766962e-01
MPHOSPH8	8.619562e-01	1.196392e+00	6.303739e-01	8.478639e-01	7.402997e-01	9.101945e-01	4.495260e-01
MPHOSPH9	4.913873e-01	9.622716e-01	2.213077e-01	6.591817e-01	2.047437e-01	5.933873e-01	2.902855e-01
MPI	6.990233e-01	8.861417e-01	7.406149e-01	6.448493e-01	7.701740e-01	7.981854e-01	9.955278e-01
MPL	1.863980e+00	1.794644e-01	2.014900e-01	1.684391e-01	3.614750e-01	9.639902e-01	5.787727e-02
MPND	7.938449e-01	7.766329e-01	1.253047e+00	5.707459e-01	1.081948e+00	8.058093e-01	1.093817e+00
MPO	1.580485e+00	1.438252e+00	3.796596e-01	7.370439e-01	0	7.989396e-01	0
MPP1	1.919464e+00	1.655854e+00	1.853161e+00	1.250240e+00	5.045549e-01	1.401905e+00	2.887120e-01
MPP2	4.030561e+00	5.655689e-01	2.082343e-01	9.266890e-01	0	1.522351e+00	8.805296e-02
MPP3	7.311939e-01	2.613495e-01	4.011286e-01	4.517069e-01	9.466862e-01	1.061457e+00	6.026252e-01
MPP4	0	0	0	5.438240e-01	7.316582e-02	1.425270e-01	1.835444e-01
MPP5	3.768870e-01	2.323337e-01	8.608893e-01	6.341025e-01	9.093861e-01	6.843818e-01	1.000816e+00
MPP6	2.161724e+00	1.162667e+00	8.119047e-01	3.542913e-01	0	6.957677e-01	3.643941e-01
MPP7	7.716646e-01	7.300543e-01	1.507259e+00	5.675269e-02	5.183764e-01	1.178474e+00	2.000869e-01
MPPE1	7.521262e-01	7.952477e-01	8.310923e-01	7.147706e-01	1.031625e+00	8.179402e-01	8.906374e-01
MPPED1	7.727758e-01	3.223442e-01	0	0	5.948600e-02	4.321898e-01	0
MPPED2	1.946055e+00	3.148779e-01	9.741133e-01	1.116048e+00	0	1.708561e+00	0
MPRIP	9.977675e-01	1.048216e+00	8.084026e-01	1.271950e+00	9.506985e-01	1.293859e+00	9.729363e-01
MPST	2.667685e-01	4.039116e-01	1.061368e+00	5.465243e-01	1.455551e+00	1.221234e+00	1.065770e+00
MPV17	6.222408e-01	8.078596e-01	6.111877e-01	1.024602e+00	7.485285e-01	9.116621e-01	9.526945e-01
MPV17L	1.002894e+00	1.642747e-01	2.309629e+00	3.359850e-01	3.626560e-01	6.616693e-01	3.046709e-01
MPV17L2	1.121600e+00	7.692747e-01	7.330328e-01	6.435020e-01	8.782828e-01	9.286382e-01	9.866838e-01
MPZ	1.647383e+00	2.294953e+00	6.540739e-01	2.938522e-02	1.730787e-01	1.472991e+00	0
MPZL1	1.085024e+00	8.508074e-01	4.835800e-01	1.275285e+00	1.075957e+00	1.116492e+00	7.608710e-01
MPZL2	1.672383e-02	8.047861e-03	4.867610e-01	8.686488e-01	1.129162e+00	6.070764e-01	1.528954e+00
MPZL3	0	0	0	3.570122e-01	4.058797e-01	0	4.127483e-01
MR1	1.099220e+00	8.987948e-01	4.717238e-01	8.151718e-01	6.573710e-01	4.345225e-01	5.981249e-01
MRAP	2.881937e-01	3.253082e+00	0	0	0	6.977782e-02	0
MRAP2	4.460524e+00	9.586164e-03	2.580572e-01	1.972583e-01	1.050284e+00	1.608224e+00	0
MRAS	1.713485e+00	1.153511e+00	6.584294e-01	1.644201e+00	3.309179e-01	1.541595e+00	3.335293e-01
MRC1	1.382248e+00	1.779494e+00	1.540361e+00	1.783716e+00	3.271333e-01	1.191549e+00	0
MRC2	1.240938e+00	9.389145e-01	5.095020e-01	2.827278e+00	5.054014e-01	1.426514e+00	7.088796e-01
MRE11A	2.396436e-01	8.776885e-01	5.490604e-01	5.232403e-01	5.983265e-01	6.223864e-01	7.653434e-01
MREG	6.225288e-01	9.191729e-01	4.119455e-01	3.708177e-01	8.247072e-01	3.590865e-01	1.106444e+00
MRFAP1	1.192406e+00	1.111346e+00	1.013194e+00	1.100572e+00	1.056393e+00	1.111423e+00	1.319340e+00
MRFAP1L1	8.658866e-01	1.072536e+00	8.255335e-01	8.505059e-01	9.013568e-01	8.108134e-01	1.093435e+00
MRGPRD	0	0	0	0	3.700918e-02	2.073015e-01	0
MRGPRE	1.835577e+00	0	0	0	0	1.193469e-01	1.564288e-01
MRGPRF	9.883707e-01	1.037462e+00	6.104840e-01	2.021581e+00	3.376746e-01	2.679552e+00	1.519682e-01
MRGPRG	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0
MRGPRX2	1.728990e-01	1.356474e-01	4.476440e-01	0	0	0	0
MRGPRX3	0	0	0	1.671999e-01	0	0	5.168723e-01
MRGPRX4	0	5.971894e-02	0	0	0	0	6.417269e-03
MRI1	1.983392e-01	8.744667e-01	4.753645e-01	6.452795e-01	1.031941e+00	8.000146e-01	8.791200e-01
MRM1	8.607306e-01	8.358979e-01	8.619346e-01	1.949105e-01	8.363423e-01	7.864051e-01	1.026251e+00
MRO	3.157479e+00	1.141744e+00	1.170164e+00	9.277173e-01	0	1.478689e+00	0
MRP63	9.861497e-01	8.133488e-01	8.423704e-01	5.657010e-01	1.068149e+00	9.283001e-01	1.204022e+00
MRPL1	4.996582e-01	6.604777e-01	9.536878e-01	6.648107e-01	6.587305e-01	6.026013e-01	9.686106e-01
MRPL10	4.000004e-01	7.692216e-01	1.051839e+00	6.836668e-01	8.702148e-01	7.504423e-01	1.221473e+00
MRPL11	5.277559e-01	8.487367e-01	9.167325e-01	5.421434e-01	8.951378e-01	7.887516e-01	1.383793e+00
MRPL12	5.497921e-01	7.020959e-01	9.833141e-01	5.283883e-01	9.408695e-01	7.662179e-01	1.574296e+00
MRPL13	7.422278e-01	5.372639e-01	9.576078e-01	6.665465e-01	8.044554e-01	4.903442e-01	1.372441e+00
MRPL14	5.792761e-01	6.544742e-01	1.089444e+00	8.251560e-01	1.065419e+00	6.563737e-01	1.269613e+00
MRPL15	4.615465e-01	5.096212e-01	9.842793e-01	6.672223e-01	7.712137e-01	6.922466e-01	1.326172e+00
MRPL16	5.141034e-01	7.401747e-01	1.019054e+00	7.343333e-01	9.366922e-01	8.994829e-01	1.113989e+00
MRPL17	7.449682e-01	6.453932e-01	8.320209e-01	8.394094e-01	9.619010e-01	5.511879e-01	1.327818e+00
MRPL18	9.271735e-01	9.095838e-01	6.285539e-01	9.080159e-01	7.478828e-01	9.519922e-01	7.666857e-01
MRPL19	7.058638e-01	5.983748e-01	8.629957e-01	8.003333e-01	7.761504e-01	8.304765e-01	9.257583e-01
MRPL2	6.470909e-01	7.574193e-01	1.023943e+00	6.509188e-01	8.475231e-01	7.912394e-01	9.904932e-01
MRPL20	9.752732e-01	8.747887e-01	1.122619e+00	7.226147e-01	1.020447e+00	9.940140e-01	1.290597e+00
MRPL21	5.679698e-01	5.029208e-01	1.025815e+00	4.094652e-01	8.711619e-01	7.027635e-01	1.421181e+00
MRPL22	4.973691e-01	6.560446e-01	7.900997e-01	6.345544e-01	8.528113e-01	6.770695e-01	1.041941e+00
MRPL23	4.730931e-01	6.289530e-01	1.191358e+00	6.488643e-01	1.152441e+00	6.010340e-01	1.288562e+00
MRPL24	1.070821e+00	5.370393e-01	1.137921e+00	6.466868e-01	9.496216e-01	8.063641e-01	1.052729e+00
MRPL27	8.710691e-01	8.047838e-01	1.115350e+00	9.481648e-01	9.119385e-01	8.697635e-01	1.212978e+00
MRPL28	5.292744e-01	6.907440e-01	7.323912e-01	7.852964e-01	9.811672e-01	7.470930e-01	1.432168e+00
MRPL3	5.866370e-01	5.788220e-01	8.736370e-01	8.392952e-01	8.349815e-01	7.512975e-01	1.198620e+00
MRPL30	5.097850e-01	8.054383e-01	8.854845e-01	7.533477e-01	8.255839e-01	8.104839e-01	1.028919e+00
MRPL32	6.144671e-01	8.134566e-01	9.803253e-01	6.989977e-01	9.470039e-01	8.944407e-01	1.009765e+00
MRPL33	1.002501e+00	7.730953e-01	1.229394e+00	6.501908e-01	6.914871e-01	1.102080e+00	9.714993e-01
MRPL34	1.034432e+00	8.556768e-01	8.749165e-01	7.036427e-01	1.113292e+00	1.057796e+00	1.019767e+00
MRPL35	7.324085e-01	7.306675e-01	8.651784e-01	7.030403e-01	8.137981e-01	1.043384e+00	8.437240e-01
MRPL36	5.206248e-01	6.730153e-01	8.067812e-01	6.980402e-01	7.302216e-01	7.404660e-01	1.032889e+00
