sampleID	D6.6_SU-KIDNEY	D7.6_REACTOME-INITIAL-TRIGGERING-OF-COMPLEMENT	D9.6_BIOCARTA-KREB-PATHWAY	D12.7_SABATES-COLORECTAL-ADENOMA-SIZE-UP	D8.2_FARMER-BREAST-CANCER-CLUSTER-5	D11.11_ACUTE-INFLAMMATORY-RESPONSE	D10.6_AIGNER-ZEB1-TARGETS	D7.1_chryp11
TCGA-BP-4969-01A-01R-1334-07	5.083723e-01	5.571084e-02	4.335395e-01	1.369538e+00	8.643745e-01	0	0	2.938960e+00
TCGA-BP-4970-01A-01R-1334-07	1.254802e-01	4.951622e-01	3.247885e-02	4.795082e-01	2.072000e+00	1.559112e-02	8.189425e-01	5.830091e+00
TCGA-BP-4971-01A-01R-1334-07	8.615387e-03	6.658807e-01	0	1.486577e+00	2.863367e+00	0	2.676550e-01	1.761242e+00
TCGA-BP-4972-01A-01R-1334-07	1.948408e-01	2.236372e-01	1.442684e-01	5.996291e-01	2.074984e+00	0	2.495035e-01	5.095183e+00
TCGA-BP-4973-01A-01R-1334-07	4.419207e-02	2.826905e-01	4.497531e-02	1.019583e+00	1.175678e+00	0	5.067477e-02	6.602472e+00
TCGA-BP-4974-01A-01R-1334-07	2.028141e-01	0	1.967389e-01	8.369648e-01	2.547645e+00	1.669669e-02	1.628911e-01	2.567791e+00
TCGA-BP-4975-01A-01R-1334-07	2.409664e-01	2.309227e-01	4.016248e-01	2.628591e-01	1.736346e+00	0	2.051751e-01	5.512214e+00
TCGA-BP-4976-01A-01R-1334-07	2.425857e-01	5.535744e-02	3.138290e-01	4.390746e-01	9.262104e-01	0	7.307327e-02	6.872597e+00
TCGA-BP-4977-01A-01R-1334-07	9.035085e-03	7.149285e-01	3.160064e-01	9.228992e-01	1.348716e+00	3.073234e-02	5.252189e-01	6.203221e+00
TCGA-BP-4981-01A-01R-1334-07	2.344524e-02	8.858098e-01	1.797579e-02	1.526154e+00	1.148191e+00	0	0	3.429294e+00
TCGA-BP-4982-01A-01R-1334-07	2.040409e-01	4.326806e-03	2.993243e-02	5.741644e-01	1.851069e+00	0	2.188857e-01	5.722474e+00
TCGA-BP-4983-01A-01R-1334-07	0	1.495096e+00	2.623546e-01	6.863223e-01	3.070921e+00	0	0	2.808522e+00
TCGA-BP-4985-01A-01R-1334-07	0	1.158553e+00	6.835349e-01	4.958001e-02	2.852092e+00	4.598830e-02	4.596304e-01	3.242345e+00
TCGA-BP-4986-01A-01R-1334-07	0	9.626212e-01	2.228844e-01	4.324885e-01	2.898554e+00	1.012535e-01	4.801647e-01	4.761554e+00
TCGA-BP-4987-01A-01R-1334-07	3.731628e-02	0	1.575610e-01	9.136181e-01	1.365479e+00	0	0	5.533605e+00
TCGA-BP-4988-01A-01R-1334-07	0	7.798434e-01	6.913528e-02	1.226025e+00	2.963933e+00	3.826528e-02	4.275463e-02	2.501331e+00
TCGA-BP-4989-01A-01R-1334-07	0	7.367617e-01	3.830087e-03	1.288381e+00	2.159599e+00	0	0	3.902570e+00
TCGA-BP-4991-01A-01R-1334-07	0	2.747833e-02	1.760935e-01	5.038606e-01	2.110913e+00	0	4.498679e-01	5.908300e+00
TCGA-BP-4992-01A-01R-1334-07	0	1.171072e+00	0	2.191652e+00	1.546684e+00	9.566447e-02	9.075467e-02	2.517738e+00
TCGA-BP-4993-01A-02R-1420-07	1.074608e-01	1.689625e-01	1.425957e-01	5.032088e-01	2.021375e+00	0	2.720812e-01	4.129074e+00
TCGA-BP-4994-01A-01R-1334-07	3.989465e-01	1.000511e-01	2.384131e+00	2.855951e-01	1.435346e+00	4.824616e-02	8.983156e-01	3.482095e+00
TCGA-BP-4995-01A-01R-1334-07	3.829144e-01	1.220293e-01	1.969811e+00	2.317550e-01	1.489995e+00	3.817976e-02	7.869169e-01	4.211806e+00
TCGA-BP-4998-01A-01R-1334-07	1.418730e-01	5.433822e-01	5.718459e-02	8.241136e-01	2.313787e+00	4.555686e-03	7.417655e-01	4.762433e+00
TCGA-BP-4999-01A-01R-1334-07	6.321768e-02	0	3.015146e-01	4.053557e-01	2.015796e+00	0	4.505375e-01	5.481774e+00
TCGA-BP-5000-01A-01R-1334-07	3.358263e-01	1.122925e+00	2.213881e-01	1.025574e+00	1.980735e+00	1.236534e-01	3.654279e-01	2.643330e+00
TCGA-BP-5001-01A-01R-1334-07	5.097450e-01	2.367354e-01	2.840046e-01	1.875320e+00	8.328522e-01	0	0	1.888011e+00
TCGA-BP-5004-01A-01R-1334-07	8.104172e-02	1.804944e-01	2.463897e-01	6.114662e-01	1.473982e+00	0	0	6.558065e+00
TCGA-BP-5006-01A-01R-1334-07	2.357097e-01	1.429360e-01	3.064909e-01	6.929471e-01	1.212637e+00	0	0	5.260457e+00
TCGA-BP-5007-01A-01R-1334-07	4.425978e-02	3.288939e-01	1.562174e-01	9.088619e-01	1.516701e+00	0	3.496506e-01	5.384528e+00
TCGA-BP-5008-01A-01R-1334-07	2.606135e-01	2.735167e-01	3.208654e-01	6.516384e-01	2.252470e+00	6.272931e-03	8.417816e-01	4.115919e+00
TCGA-BP-5009-01A-01R-1334-07	0	1.007334e+00	1.238337e-01	5.901833e-01	2.183160e+00	0	2.746363e-01	4.795626e+00
TCGA-BP-5010-01A-02R-1420-07	1.273723e-01	9.628395e-01	2.180863e-01	8.187043e-01	3.019584e+00	4.688325e-02	3.220091e-01	9.947779e-01
TCGA-BP-5168-01A-01R-1420-07	3.101309e-02	1.339336e-01	3.693138e-01	4.172324e-01	1.321551e+00	0	0	5.508631e+00
TCGA-BP-5169-01A-01R-1426-07	0	1.906404e+00	2.909590e-01	9.672781e-01	2.555104e+00	1.910886e-01	0	1.879783e+00
TCGA-BP-5170-01A-01R-1426-07	0	8.128827e-01	3.036552e-01	0	2.725423e+00	0	2.075832e-01	3.989967e+00
TCGA-BP-5173-01A-01R-1426-07	5.314894e-02	4.488493e-01	3.407828e-01	5.502404e-01	1.609241e+00	0	0	5.122252e+00
TCGA-BP-5174-01A-01R-1426-07	2.540696e-01	7.943649e-01	7.346528e-02	1.299482e+00	4.035608e-01	0	0	4.965413e+00
TCGA-BP-5175-01A-01R-1426-07	5.306833e-02	2.003672e+00	1.432947e-01	1.146112e+00	1.744073e+00	1.616839e-01	6.853668e-02	3.058188e+00
TCGA-BP-5176-01A-01R-1426-07	2.416368e-01	4.793630e-01	2.829505e-01	5.031586e-01	1.354604e+00	0	4.881896e-02	4.413521e+00
TCGA-BP-5177-01A-01R-1426-07	2.455086e-01	6.547002e-02	3.051262e-01	5.703279e-01	2.335364e+00	0	2.353677e-02	2.346424e+00
TCGA-BP-5178-01A-01R-1426-07	0	1.787828e+00	3.094774e-01	3.064384e-01	2.011481e+00	1.099513e-01	0	4.709814e+00
TCGA-BP-5180-01A-01R-1426-07	0	1.228683e+00	9.869708e-02	7.657156e-01	9.610753e-01	0	3.218198e-01	6.063008e+00
TCGA-BP-5181-01A-01R-1426-07	2.385268e-01	6.878788e-02	2.354253e-01	4.694240e-01	1.273494e+00	0	7.153197e-03	5.286649e+00
TCGA-BP-5182-01A-01R-1426-07	3.367679e-01	7.071959e-01	1.479788e-01	6.267254e-01	2.229497e+00	0	4.041230e-01	4.241755e+00
TCGA-BP-5183-01A-01R-1426-07	1.700961e-02	8.147245e-01	4.260184e-02	1.148279e+00	6.613057e-01	0	7.306406e-02	6.741821e+00
TCGA-BP-5184-01A-01R-1426-07	3.573954e-01	1.549971e-01	3.949238e-01	3.536289e-01	1.685430e+00	0	1.780108e-01	4.503247e+00
TCGA-BP-5185-01A-01R-1426-07	2.045987e-01	8.443675e-01	2.313156e-01	1.196250e+00	9.386598e-01	0	0	2.401038e+00
TCGA-BP-5186-01A-01R-1426-07	2.983604e-01	0	1.918916e-01	8.280876e-01	1.320354e+00	0	1.596959e-01	4.735659e+00
TCGA-BP-5187-01A-01R-1426-07	7.703134e-03	5.044595e-01	3.033322e-01	5.975745e-02	2.292139e+00	3.020181e-02	6.756152e-01	5.763531e+00
TCGA-BP-5189-01A-02R-1426-07	0	8.141526e-01	2.233631e-01	1.593866e-01	2.224411e+00	5.787850e-02	2.966728e-01	6.278517e+00
TCGA-BP-5190-01A-01R-1426-07	2.881179e-01	8.435772e-01	3.052505e-01	9.965919e-01	4.929327e-01	0	7.969230e-02	5.523140e+00
TCGA-BP-5191-01A-01R-1426-07	6.717774e-02	1.848815e+00	9.181066e-02	1.208799e+00	1.366660e+00	8.751527e-02	4.667629e-02	4.061093e+00
TCGA-BP-5192-01A-01R-1426-07	2.289204e-01	0	4.069574e-01	7.124577e-01	7.432565e-01	0	2.582001e-01	5.784067e+00
TCGA-BP-5194-01A-02R-1426-07	6.380962e-02	4.433838e-02	2.552418e-01	2.364013e-01	1.734825e+00	0	2.895632e-02	6.194178e+00
TCGA-BP-5195-01A-02R-1426-07	0	5.449406e-01	1.644293e-01	4.114882e-02	2.507367e+00	0	3.330348e-01	5.252290e+00
TCGA-BP-5196-01A-01R-1426-07	0	1.020285e+00	1.730480e-01	5.946843e-01	2.767517e+00	0	5.689565e-01	2.405891e+00
TCGA-BP-5198-01A-01R-1426-07	0	1.041289e+00	1.623019e-01	3.174570e-02	2.897286e+00	0	8.321711e-02	4.634190e+00
TCGA-BP-5199-01A-01R-1426-07	0	6.350457e-01	1.229833e-01	8.248269e-01	3.110230e+00	0	2.771970e-01	1.937453e+00
TCGA-BP-5200-01A-01R-1426-07	1.209965e-01	2.532711e-01	1.106755e-01	3.352754e-01	2.134412e+00	0	1.254088e-01	5.437333e+00
TCGA-BP-5201-01A-01R-1426-07	5.408457e-02	8.438256e-01	3.317737e-02	1.136027e+00	1.046271e+00	8.798502e-03	5.062120e-02	5.204441e+00
TCGA-BP-5202-01A-02R-1426-07	1.679183e-01	1.229185e-01	3.323866e-01	5.347993e-01	1.291419e+00	0	0	5.814499e+00
TCGA-CJ-4634-01A-02R-1325-07	1.369106e-01	0	1.551725e-01	7.743421e-01	1.610265e+00	0	4.085357e-02	4.905328e+00
TCGA-CJ-4635-01A-02R-1305-07	0	7.740270e-01	1.698992e-01	6.164054e-01	2.186194e+00	0	3.802425e-02	5.431742e+00
TCGA-CJ-4636-01A-02R-1325-07	6.772341e-02	9.800398e-01	7.099482e-02	1.085028e+00	1.847941e+00	0	3.138022e-01	4.473171e+00
TCGA-CJ-4637-01A-02R-1325-07	0	1.162539e+00	0	1.237707e+00	2.129842e+00	4.874982e-02	0	4.549115e+00
TCGA-CJ-4638-01A-02R-1325-07	3.288337e-01	1.225249e+00	2.548833e-01	2.049527e+00	4.255589e-01	0	1.191987e-01	2.491104e+00
TCGA-CJ-4639-01A-02R-1325-07	1.447584e-01	0	2.127133e-01	7.332848e-01	1.407915e+00	0	0	5.737157e+00
TCGA-CJ-4640-01A-02R-1325-07	1.659727e-01	9.220940e-01	2.622584e-01	5.893455e-01	1.354900e+00	0	3.098580e-01	5.704029e+00
TCGA-CJ-4641-01A-02R-1325-07	3.998146e-01	1.037965e+00	1.521291e-01	1.296053e+00	1.566927e+00	9.148374e-02	3.085213e-01	4.436077e+00
TCGA-CJ-4642-01B-01R-1305-07	7.029941e-02	8.696823e-01	9.380604e-01	7.828306e-01	2.496548e+00	0	3.698990e-01	0
TCGA-CJ-4643-01A-02R-1325-07	1.757705e-01	0	9.600711e-02	8.140366e-01	1.746741e+00	0	1.545942e-01	4.910020e+00
TCGA-CJ-4644-01A-02R-1325-07	1.261276e-01	3.667127e-01	2.893998e-01	3.474062e-01	1.111594e+00	0	0	6.267329e+00
TCGA-CJ-4868-01A-01R-1305-07	0	1.149999e+00	2.413357e-01	2.463171e-01	3.252462e+00	8.976709e-02	2.049031e-01	3.263531e+00
TCGA-CJ-4869-01A-02R-1426-07	1.333086e-01	1.433991e+00	0	8.901439e-01	1.654782e+00	6.972846e-03	2.937228e-02	4.467855e+00
TCGA-CJ-4870-01A-01R-1305-07	4.506934e-02	1.427701e-01	4.901246e-01	3.431397e-01	1.420854e+00	0	0	4.428549e+00
TCGA-CJ-4871-01A-01R-1305-07	1.548339e-01	9.036276e-01	4.214560e-01	0	2.229618e+00	4.260634e-03	3.022811e-01	5.064668e+00
TCGA-CJ-4872-01A-01R-1305-07	3.942319e-02	7.019404e-01	2.947598e-01	1.228242e-01	2.902331e+00	7.611412e-04	2.188770e-01	3.558003e+00
TCGA-CJ-4873-01A-01R-1305-07	0	1.489562e+00	7.190690e-03	1.577812e+00	1.874547e+00	0	1.096020e-01	2.351544e+00
TCGA-CJ-4874-01A-01R-1305-07	2.203238e-01	2.456790e-01	2.238206e-01	4.721779e-01	9.551964e-01	0	0	6.546041e+00
TCGA-CJ-4875-01A-01R-1305-07	0	7.360569e-01	9.248950e-02	1.396223e+00	1.168183e+00	0	0	4.263403e+00
TCGA-CJ-4876-01A-01R-1305-07	1.502500e-01	6.423653e-01	2.072952e-01	1.407870e+00	4.998064e-01	0	3.713979e-02	4.693043e+00
TCGA-CJ-4878-01A-01R-1305-07	3.702485e-02	1.171208e-01	1.807744e-01	1.132172e+00	1.162162e+00	0	9.316737e-03	4.393918e+00
TCGA-CJ-4881-01A-01R-1305-07	0	1.670855e+00	1.361672e-01	9.943419e-01	2.347464e+00	1.594094e-01	3.858976e-01	3.090910e+00
TCGA-CJ-4882-01A-02R-1426-07	1.083909e-01	1.152031e+00	2.483600e-01	8.778561e-01	3.145169e+00	1.610052e-01	4.793673e-01	1.401181e+00
TCGA-CJ-4884-01A-01R-1305-07	8.503022e-02	8.546676e-01	6.215591e-02	1.137919e+00	1.210908e+00	0	0	5.460879e+00
TCGA-CJ-4885-01A-01R-1305-07	4.711218e-02	4.448136e-01	4.303980e-01	3.428785e-01	1.118136e+00	0	3.092390e-01	6.201071e+00
TCGA-CJ-4886-01A-01R-1305-07	2.872240e-01	1.630546e-01	1.570603e-01	5.314805e-01	2.001027e+00	0	5.452375e-02	4.613111e+00
TCGA-CJ-4887-01A-01R-1305-07	6.746481e-02	9.558235e-01	0	1.235488e+00	1.026796e+00	0	0	5.335241e+00
TCGA-CJ-4888-01A-01R-1305-07	0	1.228790e+00	2.783854e-01	5.954309e-01	2.628025e+00	2.531503e-02	0	4.237962e+00
TCGA-CJ-4889-01A-01R-1305-07	2.277493e-01	3.530703e-01	1.283955e-01	6.703691e-01	2.555111e+00	0	4.381221e-01	3.634105e+00
TCGA-CJ-4890-01A-01R-1305-07	0	1.217740e+00	3.243698e-01	2.291107e-01	3.507140e+00	1.498381e-01	2.550243e-01	3.700941e+00
TCGA-CJ-4891-01A-01R-1305-07	0	1.844686e+00	3.748987e-01	9.596351e-01	2.507694e+00	1.141870e-01	2.040119e-02	1.695067e+00
TCGA-CJ-4892-01A-01R-1305-07	3.315913e-01	3.094636e-01	2.212366e-01	1.325766e+00	1.272835e+00	2.596074e-02	1.699319e-01	3.542072e+00
TCGA-CJ-4893-01A-01R-1305-07	7.681396e-02	2.645308e-01	1.525074e-01	6.330486e-01	1.313506e+00	0	0	6.056318e+00
TCGA-CJ-4894-01A-01R-1305-07	6.036515e-02	2.775939e-01	0	1.049132e+00	1.298931e+00	0	2.146932e-01	6.039852e+00
TCGA-CJ-4895-01A-01R-1305-07	0	1.123301e+00	2.636116e-01	4.541132e-01	2.497497e+00	5.416998e-02	6.821844e-02	4.017788e+00
TCGA-CJ-4897-01A-03R-1426-07	3.175668e-01	1.927037e-01	3.252568e-01	5.524582e-01	1.437640e+00	0	9.693291e-02	5.284839e+00
TCGA-CJ-4899-01A-01R-1334-07	1.945713e-01	1.989148e-01	2.338380e-01	6.790854e-01	2.378423e+00	6.789011e-02	5.206095e-01	4.346587e+00
TCGA-CJ-4900-01A-01R-1334-07	1.056619e-02	1.235698e+00	5.881609e-02	1.278690e+00	2.062774e+00	4.164405e-02	0	3.018101e+00
TCGA-CJ-4901-01A-01R-1426-07	0	1.160376e+00	2.228627e-01	6.271007e-01	2.892809e+00	6.729335e-02	1.116509e-01	3.458195e+00
TCGA-CJ-4902-01A-01R-1426-07	0	7.966135e-01	1.181984e-01	6.779222e-01	2.824185e+00	4.342785e-02	1.793323e-01	3.659870e+00
TCGA-CJ-4903-01A-01R-1426-07	1.141648e-01	5.646569e-01	7.473343e-03	7.853125e-01	1.372430e+00	0	1.036774e-01	6.069789e+00
TCGA-CJ-4904-01A-02R-1426-07	5.178702e-02	2.727749e-03	2.674956e-01	1.311873e-01	1.953736e+00	0	0	5.708777e+00
TCGA-CJ-4905-01A-02R-1426-07	0	0	3.106511e-01	1.268223e-01	2.512821e+00	0	1.489673e-01	4.455088e+00
TCGA-CJ-4907-01A-01R-1426-07	3.404495e-01	2.933199e-01	4.437022e-01	3.922529e-01	2.252388e+00	1.728755e-02	6.526340e-01	4.089412e+00
TCGA-CJ-4908-01A-01R-1426-07	3.227508e-02	2.914867e-01	1.255805e-01	4.745575e-01	2.611145e+00	0	3.007262e-01	4.410955e+00
TCGA-CJ-4912-01A-01R-1426-07	0	1.351573e+00	2.375507e-01	1.178081e+00	1.943264e+00	6.158091e-02	4.574172e-01	3.264896e+00
TCGA-CJ-4916-01A-01R-1426-07	7.744391e-02	5.711265e-01	0	1.292225e+00	1.328404e+00	0	0	5.034578e+00
TCGA-CJ-4918-01A-01R-1426-07	0	6.116586e-01	4.106111e-01	0	3.478345e+00	6.195083e-02	3.438350e-01	3.827729e+00
TCGA-CJ-4920-01A-01R-1426-07	6.383100e-03	6.045273e-01	1.894919e-01	5.322032e-01	2.226686e+00	4.965152e-02	3.006211e-01	4.425053e+00
TCGA-CJ-4923-01A-01R-1426-07	1.109074e-01	1.104881e+00	2.394119e-01	8.999431e-01	2.611169e+00	8.697833e-03	3.719586e-01	2.013967e+00
TCGA-CJ-5671-01A-11R-1541-07	0	1.053829e+00	1.562762e-01	0	3.423198e+00	0	6.579384e-02	3.514133e+00
TCGA-CJ-5672-11A-01R-1541-07	1.268677e+00	0	2.640292e+00	1.029949e-01	5.547246e-01	0	2.904722e+00	6.887345e-01
TCGA-CJ-5672-01A-11R-1541-07	2.541767e-01	9.236107e-01	5.726223e-02	9.719273e-01	1.226615e+00	0	1.504368e-01	5.399043e+00
TCGA-CJ-5675-01A-11R-1541-07	2.387427e-01	7.788163e-01	3.149784e-01	8.898065e-01	4.902540e-01	0	2.139521e-01	6.302349e+00
TCGA-CJ-5676-11A-01R-1541-07	1.459915e+00	1.635395e-01	2.010117e+00	7.562812e-02	1.185873e+00	0	1.776615e+00	1.254581e+00
TCGA-CJ-5676-01A-11R-1541-07	0	1.223828e+00	1.006134e-01	2.299889e-01	2.449981e+00	3.231185e-03	0	4.058838e+00
TCGA-CJ-5677-11A-01R-1541-07	1.636902e+00	0	2.276109e+00	2.616604e-01	7.456467e-01	0	1.993546e+00	4.147914e-01
TCGA-CJ-5677-01A-11R-1541-07	1.331924e-01	1.533721e+00	1.706450e-01	5.691764e-01	2.200051e+00	2.771024e-03	0	3.373652e+00
TCGA-CJ-5678-11A-01R-1541-07	1.527991e+00	0	2.338770e+00	0	8.640836e-01	0	1.951593e+00	1.314764e+00
TCGA-CJ-5678-01A-11R-1541-07	1.596225e-02	1.286578e+00	2.841919e-01	8.308174e-01	7.863299e-01	0	0	5.750817e+00
TCGA-CJ-5679-11A-01R-1541-07	1.319275e+00	1.279161e-01	2.118401e+00	1.468119e-01	1.265603e+00	0	2.121568e+00	9.608923e-01
TCGA-CJ-5679-01A-11R-1541-07	4.418570e-01	1.493754e+00	8.050098e-01	1.646322e-01	1.737446e+00	9.663827e-02	4.305291e-01	3.129302e+00
TCGA-CJ-5680-11A-01R-1541-07	1.091341e+00	2.400161e-01	1.493544e+00	4.304173e-01	1.449852e+00	0	1.778151e+00	1.279744e+00
TCGA-CJ-5680-01A-11R-1541-07	3.974083e-01	5.072663e-01	6.777261e-01	1.013447e+00	8.883666e-01	0	5.857500e-01	4.027271e+00
TCGA-CJ-5681-11A-01R-1541-07	1.479817e+00	1.073923e-01	2.515385e+00	1.486173e-01	1.045672e+00	3.335263e-02	1.878523e+00	0
TCGA-CJ-5681-01A-11R-1541-07	1.615239e-01	5.263883e-01	1.571650e+00	6.120493e-01	1.039715e+00	0	4.160670e-01	3.356565e+00
TCGA-CJ-5682-01A-11R-1541-07	1.212098e-01	5.540105e-01	3.195309e-01	1.528511e-01	2.113907e+00	0	3.597358e-01	4.574002e+00
TCGA-CJ-5683-01A-11R-1541-07	6.434150e-01	4.594248e-01	8.224682e-01	5.375180e-01	1.324109e+00	7.462266e-03	7.493459e-01	2.828025e+00
TCGA-CJ-5684-01A-11R-1541-07	4.634206e-01	4.713576e-01	5.993402e-01	4.815501e-01	1.413618e+00	4.755198e-02	3.799480e-01	4.689258e+00
TCGA-CJ-5686-01A-11R-1672-07	2.063899e-01	7.563809e-01	1.851407e-01	7.332998e-01	1.379626e+00	1.026816e-01	3.048637e-01	6.171551e+00
TCGA-CJ-5689-11A-01R-1541-07	1.070083e+00	1.265840e-01	2.063772e+00	2.257848e-01	1.377079e+00	0	2.564218e+00	5.470276e-01
TCGA-CJ-5689-01A-11R-1541-07	5.683199e-01	7.547776e-01	8.927336e-01	0	2.577548e+00	6.806423e-02	7.214003e-01	2.400320e+00
TCGA-CJ-6027-01A-11R-1672-07	0	1.608235e+00	3.077497e-01	4.479622e-01	2.098543e+00	9.123935e-02	0	5.126583e+00
TCGA-CJ-6028-01A-11R-1672-07	2.802271e-02	1.063102e+00	3.941138e-01	8.847398e-02	2.362756e+00	1.726438e-01	2.618432e-01	5.322618e+00
TCGA-CJ-6030-11A-01R-1672-07	1.548487e+00	5.941892e-02	2.414972e+00	2.354470e-01	5.731761e-01	0	1.750059e+00	9.866197e-01
TCGA-CJ-6030-01A-11R-1672-07	0	1.049597e+00	8.089153e-02	3.792887e-01	1.855021e+00	0	2.388029e-01	6.182082e+00
TCGA-CJ-6031-01A-11R-1672-07	1.157341e-01	1.070893e+00	2.590776e-01	1.572467e-01	2.838886e+00	2.896357e-02	2.735313e-01	3.788719e+00
TCGA-CJ-6032-01A-11R-1672-07	3.082151e-01	7.967502e-02	1.554441e-01	7.151169e-01	6.417339e-01	0	1.821654e-01	6.424828e+00
TCGA-CJ-6033-11A-01R-1858-07	1.282094e+00	2.666722e-01	2.292510e+00	7.473506e-01	3.043946e-01	1.262742e-02	2.327309e+00	0
TCGA-CJ-6033-01A-11R-1672-07	0	1.110910e+00	3.770579e-01	2.100642e-01	2.717261e+00	1.470023e-01	1.199298e-01	3.114982e+00
TCGA-CW-5580-11A-02R-1672-07	1.160435e+00	0	2.348195e+00	4.493238e-01	5.627640e-01	0	2.783363e+00	4.021756e-01
TCGA-CW-5580-01A-01R-1672-07	5.850737e-02	4.895051e-01	2.872632e-01	3.262805e-01	1.810403e+00	3.194599e-03	4.154363e-01	6.009031e+00
TCGA-CW-5581-11A-01R-1541-07	1.711044e+00	0	2.530562e+00	1.857031e-01	3.335275e-01	0	2.088470e+00	8.547614e-01
TCGA-CW-5581-01A-02R-1541-07	5.602904e-01	4.306593e-01	7.914389e-01	3.582509e-01	9.433284e-01	3.724663e-02	6.482896e-01	5.491154e+00
TCGA-CW-5583-01A-02R-1541-07	4.622403e-01	0	4.413331e-01	6.268550e-01	1.471959e+00	0	7.950113e-01	4.688612e+00
TCGA-CW-5584-11A-01R-1541-07	1.201140e+00	3.876517e-01	1.814639e+00	3.892124e-01	1.181505e+00	0	1.874727e+00	1.349812e+00
TCGA-CW-5584-01A-01R-1541-07	3.312400e-01	3.716556e-01	4.345289e-01	2.550278e-01	1.329229e+00	0	6.132941e-01	5.600584e+00
TCGA-CW-5585-11A-01R-1541-07	1.661510e+00	0	2.427475e+00	5.532241e-02	6.528812e-01	0	1.845848e+00	6.710062e-01
TCGA-CW-5585-01A-01R-1541-07	2.841405e-01	0	3.980298e-01	6.724722e-01	8.499765e-01	0	0	5.487131e+00
TCGA-CW-5587-11A-01R-1541-07	1.672671e+00	0	2.414243e+00	2.462799e-01	2.351572e-01	0	2.012679e+00	1.288878e+00
TCGA-CW-5587-01A-01R-1541-07	3.964411e-01	2.569146e-01	2.797393e-01	6.570924e-01	1.185641e+00	0	5.806845e-02	6.182138e+00
TCGA-CW-5588-01A-01R-1541-07	1.361870e-01	9.562352e-01	4.244235e-01	0	2.486698e+00	6.386732e-02	5.230675e-01	4.909945e+00
TCGA-CW-5589-11A-01R-1541-07	1.622000e+00	0	2.320624e+00	2.540835e-01	4.599575e-01	0	2.126854e+00	1.123549e+00
TCGA-CW-5589-01A-01R-1541-07	6.076679e-01	3.025198e-01	7.088624e-01	2.858380e-01	1.716120e+00	0	7.738037e-01	3.871558e+00
TCGA-CW-5590-01A-01R-1541-07	1.153454e-01	6.973961e-01	4.915881e-01	2.138677e-01	2.036161e+00	3.880663e-02	4.402049e-01	4.955181e+00
TCGA-CW-5591-11A-01R-1541-07	4.754991e-02	1.056734e+00	3.860283e-01	1.113830e-01	1.864599e+00	1.018399e-01	4.142999e-01	6.218629e+00
TCGA-CW-5591-01A-01R-1541-07	1.117978e+00	2.832721e-01	1.699459e+00	1.572562e-01	1.318991e+00	0	1.884233e+00	2.225945e+00
TCGA-CW-6087-11A-01R-1672-07	1.397419e+00	0	2.660462e+00	3.199070e-01	1.235524e-02	0	2.533410e+00	1.517004e+00
TCGA-CW-6087-01A-11R-1672-07	0	1.052468e+00	5.870483e-01	4.785247e-01	2.345437e+00	0	5.216749e-01	2.965735e+00
TCGA-CW-6088-11A-01R-1672-07	4.966036e-01	0	2.906846e+00	5.686991e-02	3.250040e-01	0	3.413866e+00	2.224954e+00
TCGA-CW-6088-01A-11R-1672-07	3.166500e-01	0	3.420899e-01	4.477126e-01	1.502174e+00	0	6.026212e-01	5.679796e+00
TCGA-CW-6090-11A-01R-1672-07	1.717772e+00	0	2.464107e+00	1.263464e-01	1.500359e-01	0	2.015807e+00	2.034217e+00
TCGA-CW-6090-01A-11R-1672-07	0	6.825584e-01	5.099673e-01	0	3.388421e+00	0	0	4.203109e+00
TCGA-CW-6093-01A-11R-1672-07	0	0	4.095131e-01	2.346397e-01	1.884636e+00	0	8.842144e-02	5.745416e+00
TCGA-CW-6097-01A-11R-1672-07	5.153565e-02	9.944336e-01	7.972263e-02	2.920170e-01	2.652965e+00	0	3.645402e-01	4.777980e+00
TCGA-CZ-4853-01A-01R-1426-07	2.078289e-01	4.173492e-01	2.894125e-01	9.109561e-01	5.859304e-01	0	0	6.398859e+00
TCGA-CZ-4854-01A-01R-1305-07	1.844717e-02	1.334550e+00	2.923606e-01	7.106020e-01	2.037702e+00	1.315477e-01	4.875310e-01	4.937443e+00
TCGA-CZ-4856-01A-02R-1426-07	2.076366e-01	3.549231e-01	1.574385e-01	4.134576e-01	1.246676e+00	0	1.354468e-01	5.858647e+00
TCGA-CZ-4857-01A-01R-1305-07	0	1.257150e+00	2.230209e-01	4.084204e-01	2.636573e+00	4.773785e-02	3.092252e-01	4.457291e+00
TCGA-CZ-4858-01A-01R-1305-07	0	1.204114e+00	7.271852e-01	0	3.892658e+00	0	0	1.299797e+00
TCGA-CZ-4859-01A-02R-1426-07	3.432465e-01	0	5.873139e-01	6.239596e-01	2.818084e-01	0	0	5.845120e+00
TCGA-CZ-4860-01A-01R-1305-07	0	1.583625e+00	8.059927e-01	0	2.910483e+00	0	0	3.322392e+00
TCGA-CZ-4861-01A-01R-1305-07	0	9.587714e-01	1.557610e-01	5.564464e-01	1.663958e+00	0	1.351814e-01	6.216034e+00
TCGA-CZ-4862-01A-01R-1305-07	9.455714e-02	6.608311e-01	0	9.794708e-01	1.585304e+00	0	4.426433e-01	6.263710e+00
TCGA-CZ-4863-11A-01R-1503-07	4.652689e-01	0	2.526080e+00	0	7.617495e-01	0	3.185741e+00	1.526570e+00
