sampleID	D12.10_GNF2-SPRR1B	D6.2_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D17.11_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D19.8_FARMER-BREAST-CANCER-CLUSTER-5	D9.7_REACTOME-CYTOSOLIC-SULFONATION-OF-SMALL-MOLECULES	D18.18_REACTOME-DOPAMINE-NEUROTRANSMITTER-RELEASE-CYCLE	D17.8_WEBER-METHYLATED-ICP-IN-SPERM-DN	D18.17_GNF2-SPINK1	D19.16_CHROMOSOME-CONDENSATION	D18.12_MARTINELLI-IMMATURE-NEUTROPHIL-DN	D17.6_chr11q11
TCGA-FP-A9TM-01A-11R-A39E-31	5.576712e-02	1.237793e+00	6.866156e-01	0	6.770126e-01	5.869228e-02	2.397745e-01	1.645637e-01	0	7.317044e-02	3.656969e-01
TCGA-HF-7131-01A-11R-2055-13	1.082830e-02	1.030388e+00	1.709163e-01	8.592180e-02	7.318116e-01	0	4.039674e-01	1.507411e-01	0	4.908044e-01	6.654789e-01
TCGA-HF-7132-01A-11R-2055-13	0	1.869902e+00	5.691293e-01	3.590599e-01	5.385317e-01	1.322975e-02	0	3.652619e-01	1.238872e-01	4.665611e-02	2.417486e-01
TCGA-HF-7133-01A-11R-2055-13	0	1.411829e+00	4.503768e-01	3.766722e-01	0	1.427666e-01	1.496580e-01	2.917232e-01	3.677493e-02	2.881379e-01	4.139743e-01
TCGA-HF-7134-01A-11R-2055-13	0	8.863886e-01	2.258641e-01	1.043075e-01	6.941447e-01	0	0	0	3.352015e-01	7.217088e-01	4.634393e-01
TCGA-HF-7136-01A-11R-2055-13	4.414721e-02	1.706946e+00	1.054138e-01	4.091902e-01	5.811498e-01	1.510400e-01	1.571849e+00	0	2.224654e-01	1.279123e-01	2.531751e-01
TCGA-HF-A5NB-01A-11R-A31P-31	0	2.214750e-01	8.193096e-02	3.359678e-01	3.447260e-01	5.271846e-02	0	0	0	0	9.689851e-02
TCGA-HJ-7597-01A-21R-2203-13	6.029621e-02	1.168380e+00	4.381439e-01	2.728101e-01	5.515821e-02	4.789667e-02	1.259175e-01	1.615106e-01	0	0	3.931514e-01
TCGA-HU-8238-11A-01R-2343-13	0	1.450489e+00	7.890415e-02	0	1.981987e+00	3.683307e-02	0	2.073868e-01	1.163826e-01	0	5.884694e-01
TCGA-HU-8238-01A-11R-2343-13	1.275417e-01	1.239202e+00	3.863269e-01	1.124474e-01	8.955086e-01	4.151667e-02	4.886842e-02	0	1.694221e-01	3.742757e-01	3.206071e-01
TCGA-HU-8243-01A-11R-2343-13	0	1.032152e+00	4.772762e-02	2.110980e-01	3.596698e-01	0	1.382477e+00	1.088345e-01	0	1.830185e-01	8.571896e-01
TCGA-HU-8244-01A-11R-2343-13	2.103942e-01	0	0	0	9.837378e-01	0	0	0	1.930270e-01	2.085203e-01	4.609843e-01
TCGA-HU-8249-01A-11R-A36D-31	1.337273e-01	9.324477e-01	3.220023e-01	1.180964e-01	9.677274e-01	5.580791e-02	2.244906e-01	0	6.943408e-01	5.571011e-01	0
TCGA-HU-8602-01A-11R-2402-13	0	7.290150e-01	4.719622e-01	2.402352e-01	0	0	0	0	0	6.619461e-03	0
TCGA-HU-8604-01A-11R-2402-13	0	1.601202e+00	5.357393e-01	4.145191e-01	6.688137e-01	1.456674e-02	0	0	3.217765e-01	4.440136e-01	0
TCGA-HU-8608-01A-11R-2402-13	0	9.867917e-01	8.053947e-01	0	0	0	0	0	0	5.092112e-01	1.140748e+00
TCGA-HU-8610-01A-22R-2402-13	0	1.219516e+00	3.824239e-01	2.070111e-01	0	0	0	0	6.643886e-01	8.824487e-01	7.624832e-01
TCGA-HU-A4G2-01A-11R-A251-31	0	7.343437e-01	4.435620e-02	4.486298e-02	0	0	0	0	0	4.795200e-01	1.393344e+00
TCGA-HU-A4G3-11A-11R-A24K-31	0	5.058472e+00	0	0	0	8.641303e-02	0	0	0	0	0
TCGA-HU-A4G3-01A-11R-A24K-31	0	1.132934e+00	1.184284e-01	2.629926e-01	5.681602e-01	0	2.238123e-02	1.524115e-01	1.863815e-01	5.443317e-02	4.154526e-01
TCGA-HU-A4G6-01A-11R-A24K-31	0	0	0	0	0	0	0	0	8.590430e-01	5.149692e-02	1.381954e+00
TCGA-HU-A4G8-01A-11R-A251-31	0	8.904180e-01	5.485798e-01	2.187165e-01	5.523219e-02	0	0	1.068926e-01	6.970633e-02	0	1.661880e-01
TCGA-HU-A4G9-01A-11R-A24K-31	0	0	0	0	9.726067e-02	0	0	7.705688e-03	1.705340e-01	0	4.902331e-01
TCGA-HU-A4GC-11A-11R-A251-31	0	4.902262e+00	0	0	0	1.147662e-01	0	0	0	0	0
TCGA-HU-A4GC-01A-12R-A251-31	0	1.449189e+00	1.445459e-02	3.660904e-01	8.693409e-01	2.814574e-02	3.541094e-01	1.377382e-01	3.853100e-02	0	7.429861e-01
TCGA-HU-A4GD-01A-11R-A36D-31	1.207337e-01	9.449076e-01	1.494272e-01	1.760747e-02	1.147422e+00	0	1.231529e+00	9.655810e-03	3.299755e-01	2.390918e-01	1.330105e-01
TCGA-HU-A4GF-01A-11R-A24K-31	1.970220e-02	8.623472e-01	1.833497e-01	3.767134e-03	9.526043e-01	0	6.598046e-01	0	5.509322e-01	7.575776e-01	3.078957e-01
TCGA-HU-A4GH-11A-11R-A36D-31	0	4.773649e+00	0	6.100599e-02	7.062409e-01	5.297653e-03	0	6.065292e-02	8.207791e-03	1.388234e-01	7.112150e-02
TCGA-HU-A4GH-01A-11R-A24K-31	5.184175e-02	4.946346e-01	1.224603e-01	0	5.234233e-01	3.202535e-02	4.774289e-01	9.658399e-02	2.183774e-01	5.645560e-01	3.977405e-01
TCGA-HU-A4GJ-01A-11R-A251-31	0	2.180024e+00	9.909255e-01	1.340845e-03	2.150152e-01	7.664752e-02	9.705591e-02	3.643063e-01	1.270634e-02	0	4.651767e-01
TCGA-HU-A4GN-11A-12R-A251-31	0	4.088790e+00	0	0	9.904873e-01	0	0	8.499374e-02	0	0	2.583118e-01
TCGA-HU-A4GN-01A-11R-A251-31	5.202875e-02	3.331587e-01	2.744464e-01	4.062956e-01	0	0	0	0	1.322050e-01	0	7.481712e-02
TCGA-HU-A4GP-11A-21R-A251-31	0	4.943204e+00	3.612088e-02	0	0	1.212950e-01	0	1.537361e-02	0	5.655079e-02	0
TCGA-HU-A4GP-01A-11R-A251-31	0	1.014962e+00	2.106515e-01	2.814244e-02	5.386974e-01	0	1.601684e-01	0	0	7.789124e-02	4.720095e-01
TCGA-HU-A4GQ-01A-11R-A36D-31	1.160002e-01	2.124267e+00	9.386451e-02	4.630994e-01	3.627968e-01	0	0	0	0	0	3.269740e-01
TCGA-HU-A4GT-01A-21R-A251-31	0	4.798926e-01	5.636412e-02	3.409808e-01	1.218427e+00	0	0	0	1.379919e-01	3.591780e-01	4.291831e-02
TCGA-HU-A4GU-01A-11R-A251-31	0	3.663386e-01	0	4.188680e-01	6.162640e-01	0	0	0	6.483561e-01	4.437445e-01	1.024102e-01
TCGA-HU-A4GX-01A-12R-A251-31	0	9.901205e-01	4.043524e-01	1.608211e-01	4.819703e-01	1.647664e-02	0	2.718724e-01	0	0	6.024913e-01
TCGA-HU-A4GY-11A-11R-A36D-31	0	4.989192e+00	2.235935e-02	1.727052e-02	0	1.235275e-01	0	0	0	0	0
TCGA-HU-A4GY-01A-21R-A24K-31	0	2.933613e+00	9.615262e-01	3.170036e-01	3.909822e-01	8.987486e-02	0	0	7.374898e-02	0	3.460090e-01
TCGA-HU-A4H0-01A-11R-A251-31	0	4.374118e-01	4.825454e-01	0	0	0	0	0	4.011245e-01	0	1.290533e+00
TCGA-HU-A4H2-01A-11R-A251-31	0	9.817551e-01	3.386476e-01	3.492997e-01	0	0	2.378066e-01	1.248640e-01	7.358151e-02	0	6.113639e-01
TCGA-HU-A4H3-01A-21R-A251-31	2.840839e-02	8.862218e-01	3.880753e-02	5.202523e-01	3.159285e-01	0	1.105155e-01	9.192738e-02	3.873317e-02	0	2.069338e-01
TCGA-HU-A4H4-01A-21R-A251-31	0	8.592602e-01	5.328599e-01	1.925753e-01	3.600804e-01	0	0	0	1.169915e-01	3.930782e-01	6.332106e-01
TCGA-HU-A4H5-01A-21R-A251-31	1.475714e-01	7.037900e-01	2.181732e-01	2.538722e-01	0	1.299497e-02	5.123130e-03	0	1.303619e+00	8.653497e-02	3.543580e-01
TCGA-HU-A4H6-01A-11R-A251-31	5.645414e-02	1.315760e+00	4.732990e-01	7.757970e-02	1.406413e-01	0	2.771448e-01	1.661103e-01	3.510798e-01	2.309001e-01	3.546256e-01
TCGA-HU-A4H8-01A-11R-A251-31	0	5.986498e-01	2.329137e-01	8.848588e-02	3.514288e-01	0	0	3.622973e-02	1.477048e-01	0	4.796676e-01
TCGA-HU-A4HB-11A-11R-A251-31	0	4.897693e+00	0	0	1.265692e-01	4.242932e-02	0	2.072264e-02	0	8.617581e-02	0
TCGA-HU-A4HB-01A-12R-A251-31	0	1.780955e+00	7.221370e-01	5.761034e-02	1.163937e+00	0	5.924456e-01	1.786753e-01	5.000438e-02	2.990040e-02	4.845453e-01
TCGA-HU-A4HD-01A-11R-A251-31	0	1.434022e+00	1.027184e-01	3.631668e-01	7.204463e-01	5.337645e-02	1.208092e+00	0	1.176376e-01	7.032375e-02	5.180970e-01
TCGA-IN-7806-11A-01R-2055-13	2.467222e+00	1.670168e+00	1.823707e-01	0	0	0	0	0	0	0	1.165206e-01
TCGA-IN-7806-01A-11R-2055-13	6.350894e-01	1.676032e+00	2.462552e-01	2.282700e-01	8.768539e-01	1.159648e-01	0	0	3.492656e-01	0	5.537911e-01
TCGA-IN-7808-01A-11R-2203-13	0	2.079744e+00	1.045753e+00	2.231619e-02	3.230388e-01	2.373404e-01	0	0	1.577177e-01	0	1.846569e-01
TCGA-IN-8462-11A-01R-2343-13	2.361725e+00	1.460736e+00	3.099668e-01	0	0	0	0	0	0	0	2.591527e-01
TCGA-IN-8462-01A-11R-2343-13	1.280149e+00	1.890492e+00	2.836219e-01	3.038254e-01	7.013629e-02	0	2.895099e-01	8.096465e-02	0	7.071584e-02	4.339287e-01
TCGA-IN-8663-11A-01R-2402-13	2.545803e+00	1.208765e+00	2.203777e-02	0	0	0	0	0	0	0	1.719137e-01
TCGA-IN-8663-01A-11R-2402-13	9.016195e-01	1.085954e+00	0	4.364119e-01	0	0	0	0	3.008914e-01	0	0
TCGA-IN-A6RI-01A-11R-A32D-31	1.060238e-02	5.031159e-02	0	1.538216e-01	2.746908e-01	0	8.091969e-01	1.329873e-01	1.234873e-02	6.954025e-02	7.697308e-01
TCGA-IN-A6RJ-01A-21R-A33Y-31	2.141399e+00	6.732416e-01	3.616565e-01	4.092102e-02	0	0	0	0	3.261170e-02	0	2.993610e-01
TCGA-IN-A6RL-01A-11R-A32D-31	2.951395e-01	1.153267e+00	2.583435e-01	2.622301e-01	1.319090e-01	1.837034e-02	6.337401e-01	1.353760e-01	2.511715e-03	0	5.732015e-01
TCGA-IN-A6RN-01A-12R-A33Y-31	5.446471e-01	1.021490e+00	3.852565e-02	3.097889e-01	0	6.052318e-02	4.614465e-01	3.528564e-01	0	1.080919e-01	2.401466e-01
TCGA-IN-A6RO-01A-12R-A33Y-31	0	0	0	1.558343e-01	2.168948e-01	0	0	0	7.411816e-02	0	8.997933e-01
TCGA-IN-A6RR-01A-12R-A32D-31	1.728387e-01	8.118893e-01	1.941503e-02	2.036911e-01	4.756281e-02	4.234616e-02	2.915528e-01	1.219782e-01	9.951720e-03	5.888930e-02	8.959280e-01
TCGA-IN-A6RS-01A-12R-A354-31	4.763963e-01	5.379032e-01	1.364017e-01	1.124839e-01	9.096724e-01	0	1.084407e-01	0	2.944248e-01	1.093074e+00	1.127723e-01
TCGA-IN-A7NR-01A-11R-A354-31	1.106167e+00	1.431216e+00	3.643930e-01	2.515371e-01	1.751106e-02	5.551702e-02	3.410987e-01	3.378126e-01	8.366367e-02	0	4.374662e-01
TCGA-IN-A7NT-01A-21R-A354-31	1.083860e+00	1.140056e+00	8.340486e-02	5.148827e-01	0	9.615725e-02	1.879538e-01	0	9.772079e-02	9.351698e-02	0
TCGA-IN-A7NU-01A-22R-A354-31	5.908935e-01	1.420005e+00	3.102175e-01	5.570224e-01	0	0	2.762533e-01	5.015400e-02	4.792984e-02	9.333564e-02	3.743741e-01
TCGA-IN-AB1V-11A-11R-A414-31	2.081310e+00	2.420809e+00	3.153452e-01	0	0	0	0	0	0	0	2.111348e-01
TCGA-IN-AB1V-01A-21R-A414-31	1.565401e+00	1.437849e+00	4.367521e-01	0	1.952758e-01	1.631239e-02	1.202829e-01	1.970642e-02	6.553578e-03	7.028832e-02	4.104519e-01
TCGA-IN-AB1X-11A-21R-A39E-31	2.271313e+00	1.950612e+00	2.322599e-01	5.273528e-02	0	0	0	6.496632e-03	0	0	1.682139e-01
TCGA-IN-AB1X-01A-11R-A39E-31	9.716011e-01	9.447970e-01	6.893305e-01	8.707614e-02	0	6.148438e-02	3.632031e-02	1.596139e-01	0	1.936671e-01	5.779522e-01
TCGA-IP-7968-11A-01R-2203-13	1.799289e+00	1.938056e+00	3.773097e-01	2.180782e-01	0	0	0	0	4.634944e-02	3.399446e-01	2.260124e-01
TCGA-IP-7968-01A-11R-2203-13	6.879838e-02	1.735647e+00	2.867035e-01	4.399626e-01	4.620578e-01	4.530271e-02	6.876385e-01	0	2.851293e-01	1.900498e-01	3.608717e-01
TCGA-KB-A6F7-01A-12R-A32D-31	0	9.012877e-01	4.230091e-01	3.607524e-04	2.482264e-01	1.730927e-02	1.760414e+00	8.428939e-02	0	1.702190e-01	6.083712e-01
TCGA-KB-A93G-01A-11R-A39E-31	0	2.635706e+00	1.607107e-01	5.919517e-01	6.491919e-02	5.240379e-02	0	2.008660e-01	0	1.278641e+00	1.601251e-01
TCGA-KB-A93H-01A-11R-A39E-31	0	2.521313e-01	1.475010e-02	5.096118e-02	5.913065e-01	6.641315e-02	6.198915e-01	0	3.173035e-01	1.112199e-01	3.897900e-01
TCGA-KB-A93J-01A-11R-A39E-31	0	8.565006e-01	3.777953e-01	3.390569e-01	0	1.025603e-01	2.702425e-03	1.831664e-02	0	0	1.498093e+00
TCGA-MX-A5UG-01A-21R-A31P-31	7.844286e-02	3.122017e+00	7.201334e-01	3.389045e-01	7.855163e-01	0	0	6.243026e-03	1.412136e-01	4.096459e-01	3.925466e-01
TCGA-MX-A5UJ-01A-11R-A31P-31	0	2.338276e+00	3.056234e-01	3.802067e-01	7.094691e-01	0	1.136925e-01	1.035153e-01	1.853251e-01	0	1.599402e-01
TCGA-MX-A663-01A-11R-A31P-31	0	3.137915e+00	2.491659e-01	4.401902e-01	8.059648e-01	2.044850e-02	1.326709e+00	2.024517e-01	1.290069e-01	0	3.114746e-01
TCGA-MX-A666-01A-11R-A31P-31	2.500914e-02	1.624908e+00	5.596286e-01	1.946294e-02	8.020395e-01	0	1.631353e+00	1.837204e-01	2.533269e-01	1.526210e-02	4.190346e-02
TCGA-R5-A7O7-01A-11R-A33Y-31	6.325096e-02	1.050149e+00	1.047702e-01	3.494709e-01	7.536570e-02	0	6.052871e-01	8.113658e-02	2.686907e-01	3.984921e-01	5.803115e-01
TCGA-R5-A7ZE-01B-11R-A354-31	1.361676e+00	1.709853e-01	0	9.235024e-02	3.069407e-01	1.384395e-03	5.463814e-01	0	5.668548e-01	6.292360e-01	1.789576e-02
TCGA-R5-A7ZF-01A-11R-A354-31	4.920451e-01	2.746026e-01	0	1.977423e-01	2.819683e-01	9.124328e-02	1.279889e-01	0	7.149424e-01	4.351102e-02	0
TCGA-R5-A7ZI-01A-11R-A354-31	0	5.610391e-01	6.661749e-01	3.790836e-02	0	0	0	0	0	6.063653e-01	6.391865e-01
TCGA-R5-A7ZR-01A-11R-A354-31	0	3.596878e-01	1.104569e-01	1.833135e-02	6.853452e-01	2.151703e-02	1.155216e+00	0	0	1.689096e-01	1.251668e+00
TCGA-R5-A805-01A-11R-A36D-31	1.564232e-01	1.485967e+00	2.545104e-01	3.175209e-01	0	1.732329e-02	0	3.121957e-01	4.646868e-02	6.052596e-01	7.528770e-01
TCGA-RD-A7BS-01A-11R-A32D-31	1.042667e+00	1.722221e+00	4.686731e-01	3.629141e-01	1.003090e-01	1.886867e-02	7.000719e-02	2.029425e-01	1.096775e-02	4.208894e-01	2.853322e-01
TCGA-RD-A7BT-01A-11R-A33Y-31	1.585408e-02	4.198211e-01	1.945144e-02	1.057231e-01	8.828117e-01	2.986176e-02	7.428543e-01	3.026015e-01	3.936914e-01	3.118893e-01	2.136424e-01
TCGA-RD-A7BW-01A-11R-A32D-31	1.445111e-01	3.747078e+00	4.419385e-01	4.561810e-01	0	5.721456e-02	3.982830e-02	8.008217e-02	0	0	5.429005e-01
TCGA-RD-A7C1-01A-11R-A32D-31	0	1.070266e+00	3.968889e-01	3.638600e-01	1.650775e-01	0	3.254247e-01	0	7.501671e-02	1.297911e-01	8.194898e-01
TCGA-RD-A8MV-01A-11R-A36D-31	9.228785e-02	1.354658e+00	7.090368e-01	7.162601e-02	4.466384e-01	0	3.318009e-01	0	0	4.422508e-01	7.622088e-01
TCGA-RD-A8MW-01A-11R-A36D-31	2.538384e-02	2.027341e+00	3.748258e-01	5.642450e-01	8.567807e-03	1.311055e-02	6.946986e-01	0	1.902075e-01	3.203909e-01	7.815166e-01
TCGA-RD-A8N0-01A-12R-A36D-31	0	2.451101e+00	6.482813e-01	2.068002e-01	0	6.982524e-02	0	4.504269e-01	4.350633e-02	0	6.123379e-01
TCGA-RD-A8N1-01A-12R-A36D-31	0	2.027384e+00	7.393981e-01	4.071747e-01	1.186667e-02	1.879060e-03	5.696270e-02	2.231582e-01	2.037255e-01	0	8.271860e-01
TCGA-RD-A8N2-01A-12R-A36D-31	0	4.441773e+00	2.951941e-01	9.548881e-02	0	0	0	0	0	0	5.287360e-01
TCGA-RD-A8N4-01A-21R-A36D-31	4.911542e-02	4.285875e+00	4.750003e-01	1.482912e-02	0	1.290683e-01	0	2.501860e-03	0	0	1.932657e-01
TCGA-RD-A8N5-01A-12R-A36D-31	0	2.088194e+00	1.279522e-01	5.066731e-01	3.591308e-01	3.369124e-02	0	0	0	1.240575e+00	1.345765e-01
TCGA-RD-A8N6-01A-11R-A36D-31	0	2.705151e+00	1.500714e-01	2.736528e-01	8.043324e-01	1.613256e-01	1.199743e+00	0	1.959350e-01	0	3.584081e-01
TCGA-RD-A8N9-01A-12R-A39E-31	0	2.766912e+00	5.053293e-01	4.764180e-01	6.746945e-02	0	0	2.211648e-02	1.310688e-01	3.322241e-01	5.057934e-01
TCGA-RD-A8NB-01A-12R-A39E-31	0	2.342183e+00	5.900381e-01	3.243123e-01	1.324643e-01	0	0	0	7.968822e-02	0	2.232771e-01
TCGA-SW-A7EA-01A-12R-A354-31	2.966520e-01	5.455504e-01	1.112122e-01	5.969067e-01	0	0	0	0	0	0	9.147903e-03
TCGA-SW-A7EB-01A-11R-A354-31	8.542479e-03	1.653171e+00	2.923518e-01	1.568318e-01	9.741766e-01	9.108872e-03	1.413805e+00	3.587119e-01	1.231342e-01	0	2.693155e-01
TCGA-VQ-A8DT-01A-11R-A36D-31	1.617652e-01	5.189790e-01	6.674897e-02	1.106671e-01	6.233211e-01	0	1.377598e-01	0	2.098288e-01	9.372721e-02	5.523509e-01
TCGA-VQ-A8DU-01A-11R-A36D-31	0	1.655707e+00	1.814802e-01	3.739266e-01	3.231496e-01	0	1.073383e+00	3.061249e-01	5.125415e-01	8.178845e-02	1.378893e-02
TCGA-VQ-A8DV-01A-12R-A36D-31	0	1.163247e+00	0	1.521881e-01	5.125505e-01	9.015453e-02	2.169548e+00	0	5.291323e-01	0	4.003436e-01
TCGA-VQ-A8DZ-01A-11R-A36D-31	1.958043e-01	1.128943e+00	1.390210e-01	3.060516e-01	6.757555e-01	0	1.383069e+00	0	2.307168e-01	1.752274e-01	4.070321e-01
TCGA-VQ-A8E0-01A-11R-A414-31	0	6.637667e-01	1.363309e-01	1.184811e-01	1.712828e-01	1.196968e-01	6.783412e-01	8.389374e-02	0	5.033816e-01	1.114457e+00
TCGA-VQ-A8E2-01A-11R-A36D-31	0	2.340000e+00	2.312243e-01	4.656201e-01	5.946658e-01	2.168851e-01	1.283763e+00	2.808829e-02	5.318877e-01	0	7.314921e-02
TCGA-VQ-A8E3-01A-11R-A39E-31	1.036229e-01	7.794880e-01	5.571556e-01	2.728888e-01	2.405841e-01	2.011352e-02	0	0	1.359583e-01	8.810386e-02	2.162438e-01
TCGA-VQ-A8E7-01B-11R-A414-31	5.509975e-01	1.241491e+00	6.366787e-02	3.631781e-01	8.621123e-01	9.324384e-03	2.565416e-01	3.954818e-02	4.756596e-01	3.723346e-01	2.864329e-01
TCGA-VQ-A8P2-01A-11R-A36D-31	9.337866e-02	2.951807e-01	0	3.731290e-01	6.842193e-01	0	0	0	4.077553e-01	0	0
TCGA-VQ-A8P3-01A-11R-A36D-31	1.079317e-01	1.428510e+00	1.281447e-01	5.977140e-01	0	0	0	0	4.436904e-01	0	6.910562e-02
TCGA-VQ-A8P5-01A-11R-A39E-31	8.712349e-02	1.127976e+00	1.451869e-01	5.357535e-01	0	5.359289e-02	2.807440e-01	0	2.605607e-01	2.355379e-01	8.106786e-01
TCGA-VQ-A8P8-01A-11R-A39E-31	7.674965e-02	2.024601e+00	5.218023e-01	1.422013e-01	5.486063e-01	0	4.443842e-02	8.131210e-02	1.593725e-01	2.606885e-01	3.559763e-01
TCGA-VQ-A8PB-01A-11R-A39E-31	1.003023e-02	8.684918e-01	1.402541e-02	5.590734e-01	3.066202e-01	0	0	0	5.645252e-02	0	0
TCGA-VQ-A8PC-01A-11R-A39E-31	8.295885e-02	1.784971e+00	5.177149e-01	2.142807e-01	6.588349e-01	8.273218e-02	1.059151e-01	1.511329e-01	1.848008e-01	2.248219e-01	4.637183e-01
TCGA-VQ-A8PD-01A-11R-A414-31	4.989017e-02	2.127957e+00	6.787818e-01	1.410801e-01	3.573873e-01	0	0	6.016868e-02	1.871290e-01	2.467533e-01	7.379634e-01
TCGA-VQ-A8PE-01A-11R-A414-31	0	1.306272e+00	4.252435e-01	2.036530e-01	7.574999e-01	0	1.618621e+00	1.089539e-01	1.257141e-01	1.176134e-01	2.222969e-01
TCGA-VQ-A8PF-01A-11R-A414-31	0	1.695008e+00	7.316274e-01	2.547847e-01	2.139748e-02	0	0	0	1.923180e-02	1.334901e-01	1.820998e+00
TCGA-VQ-A8PH-01A-12R-A414-31	0	9.549459e-01	2.799574e-01	6.112021e-02	7.145235e-01	0	1.604798e+00	1.342185e-01	3.263916e-01	1.612734e-01	2.510250e-01
TCGA-VQ-A8PJ-01A-11R-A414-31	1.052577e-01	6.939917e-01	1.827830e-02	1.573413e-01	4.252683e-01	1.329952e-02	1.193726e+00	0	1.800936e-01	1.817104e-01	7.160967e-01
TCGA-VQ-A8PK-01A-12R-A414-31	9.939670e-02	9.831592e-01	3.845675e-02	4.831696e-01	0	4.255364e-02	5.503013e-01	2.858134e-01	5.995619e-02	3.715946e-01	8.152518e-01
TCGA-VQ-A8PM-01A-21R-A414-31	0	1.985529e+00	4.677103e-01	1.724274e-01	5.755914e-01	8.532602e-02	6.212242e-01	2.183950e-01	0	2.727771e-01	8.766432e-01
TCGA-VQ-A8PO-01A-11R-A414-31	2.504228e-02	1.094657e+00	5.818789e-01	4.467754e-01	9.078769e-01	0	0	0	0	1.615780e-01	0
TCGA-VQ-A8PP-01A-21R-A414-31	3.181289e-01	1.427781e+00	3.726461e-01	6.152899e-01	0	0	0	1.092116e-01	2.841394e-01	0	0
TCGA-VQ-A8PQ-01A-11R-A414-31	0	2.553863e+00	9.709279e-01	2.310176e-01	4.418165e-01	9.521037e-02	0	0	2.922043e-02	0	9.818141e-01
TCGA-VQ-A8PU-01A-12R-A414-31	0	3.720576e-01	0	0	1.121924e-01	8.754632e-03	1.962487e-02	0	1.528300e-01	5.586716e-01	8.920083e-01
TCGA-VQ-A8PX-01A-12R-A414-31	0	4.439837e-01	3.225111e-01	0	2.255563e-01	2.089176e-01	0	1.179074e-01	1.111619e-01	2.759748e-01	9.904484e-01
TCGA-VQ-A91A-01A-11R-A414-31	0	1.932962e+00	1.289437e-01	5.416139e-01	1.724058e-01	5.970538e-02	0	0	0	1.146779e+00	1.585040e-02
TCGA-VQ-A91D-01A-11R-A414-31	0	8.148680e-01	1.698576e-01	6.437471e-01	0	0	0	0	8.935789e-02	0	2.287921e-01
TCGA-VQ-A91E-01A-31R-A414-31	0	5.199929e-01	4.492886e-01	3.139260e-03	1.586153e-01	1.738761e-02	4.684778e-02	2.020395e-01	1.752932e-01	0	4.517856e-01
TCGA-VQ-A91K-01A-11R-A414-31	0	1.622076e+00	2.554686e-01	4.455688e-01	4.067443e-01	0	0	0	0	0	8.218750e-01
TCGA-VQ-A91N-01A-11R-A414-31	2.075439e-02	9.720121e-01	2.571888e-01	0	5.917660e-01	1.719490e-01	2.003179e-01	8.205259e-03	1.842089e-01	2.110400e-01	1.262216e-01
TCGA-VQ-A91Q-01A-12R-A414-31	8.802935e-02	1.624624e+00	1.709996e-01	5.325597e-01	0	1.200181e-01	1.831937e-01	0	1.826275e-01	3.765017e-01	5.113208e-01
TCGA-VQ-A91S-01A-11R-A414-31	0	1.195593e+00	3.213109e-01	1.402765e-01	8.409492e-01	0	4.863988e-01	0	1.721482e-01	2.333784e-01	2.181700e-01
TCGA-VQ-A91U-01A-11R-A414-31	0	1.109859e+00	3.817666e-01	1.707959e-01	7.725911e-01	3.648724e-02	1.108237e-01	2.438440e-01	1.862618e-01	2.094880e-01	1.383819e-01
TCGA-VQ-A91V-01A-11R-A414-31	3.208558e-01	4.907771e-01	1.087417e-01	1.377455e-01	2.424275e-01	1.168771e-01	6.083784e-02	0	7.371180e-02	2.740703e-02	3.752652e-01
TCGA-VQ-A91W-01A-11R-A414-31	0	7.518765e-01	3.407600e-01	0	0	0	0	6.426299e-02	8.662573e-01	5.943345e-01	1.140699e+00
TCGA-VQ-A91X-01A-12R-A414-31	1.352689e-02	0	0	0	9.716057e-01	0	3.504453e-01	1.701207e-01	5.987580e-01	3.236952e-01	2.175304e-02
TCGA-VQ-A91Y-01A-11R-A414-31	5.199009e-02	2.984890e+00	5.165161e-01	4.084845e-01	0	0	2.781282e-01	0	1.957153e-01	0	8.940808e-01
TCGA-VQ-A91Z-01A-11R-A414-31	3.354549e-01	4.935635e-01	0	2.780566e-01	0	1.824929e-01	3.149785e-01	0	1.192771e+00	0	0
TCGA-VQ-A922-01A-11R-A414-31	4.877242e-02	2.110938e+00	2.900235e-01	4.223281e-01	4.393778e-01	2.025777e-01	9.880006e-01	0	2.170465e-01	3.017994e-01	1.944624e-01
TCGA-VQ-A923-01A-11R-A414-31	0	1.597648e+00	7.027672e-01	7.287521e-02	1.367428e-02	0	0	0	1.614800e-01	0	1.763599e+00
TCGA-VQ-A924-01A-11R-A414-31	1.139501e-02	1.294550e+00	3.257076e-01	4.772371e-01	3.468474e-01	0	0	0	5.321933e-02	0	7.011529e-03
TCGA-VQ-A925-01A-11R-A414-31	1.888982e-01	1.269110e+00	2.395150e-01	1.824753e-01	3.061941e-01	6.741726e-02	3.599233e-01	2.969658e-02	1.234095e-01	0	4.117839e-01
TCGA-VQ-A927-01A-12R-A414-31	5.450311e-02	1.708739e+00	2.732145e-01	4.991494e-02	8.548096e-01	3.024295e-02	0	9.972757e-02	1.539752e-01	3.086424e-01	4.837159e-01
TCGA-VQ-A928-01A-11R-A414-31	0	1.842418e+00	2.079576e-01	5.902283e-01	0	1.041148e-01	1.835822e-01	0	4.340558e-01	1.090749e-01	5.688079e-01
