sampleID	D16.12_SENGUPTA-NASOPHARYNGEAL-CARCINOMA-DN	D6.1_INAMURA-LUNG-CANCER-SCC-DN	D13.3_FARMER-BREAST-CANCER-CLUSTER-5	D13.4_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D8.7_GNF2-SPRR1B	D6.4_MIPS-UTX-MLL2-3-COMPLEX	D7.1_chr11q25	D11.8_chr11q11	D16.8_REACTOME-BETA-DEFENSINS	D16.15_SASSON-FSH-RESPONSE	D16.14_SINGH-NFE2L2-TARGETS
TCGA-55-A491-01A-11R-A24H-07	0	5.655037e-01	1.143703e+00	2.152625e+00	6.994183e-01	1.535767e+00	3.902907e+00	7.121360e-02	1.100447e+00	0	0
TCGA-55-A492-01A-11R-A24H-07	0	3.331030e+00	0	1.606823e+00	1.281654e-02	1.484686e+00	2.192360e+00	5.936085e-01	1.487111e-01	0	5.603299e-01
TCGA-55-A493-01A-11R-A24H-07	0	2.245716e-01	2.578433e+00	1.266706e+00	7.235257e-02	8.163712e-01	3.424055e+00	0	0	0	0
TCGA-55-A494-01A-11R-A24X-07	0	0	7.471246e-01	3.874495e-01	2.897492e-03	3.700285e+00	4.466119e+00	1.688463e+00	7.740572e-01	0	0
TCGA-55-A4DF-01A-11R-A24H-07	2.725046e-01	2.143104e+00	8.657302e-01	2.220011e+00	4.291865e-01	2.716609e+00	1.522586e+00	4.983590e-01	4.088871e-02	0	1.991791e-01
TCGA-55-A4DG-01A-11R-A24H-07	1.041354e-01	2.695555e+00	2.242250e-01	1.432230e+00	0	1.063948e+00	4.548194e+00	0	8.140456e-01	0	0
TCGA-55-A57B-01A-12R-A39D-07	4.182317e-02	2.975487e+00	1.133433e+00	6.416852e-01	2.103402e-01	5.000446e-01	3.929840e+00	0	1.126777e+00	0	4.881654e-02
TCGA-62-8394-01A-11R-2326-07	9.493097e-02	1.475269e+00	9.184624e-01	1.499040e+00	7.840474e-01	1.198064e+00	3.641490e+00	0	9.468812e-01	0	2.314920e-02
TCGA-62-8395-01A-11R-2326-07	0	3.162348e+00	6.300711e-01	1.343707e+00	1.081646e-01	2.016470e+00	3.057840e+00	2.259431e-01	5.104495e-01	0	2.540648e-01
TCGA-62-8397-01A-11R-2326-07	0	2.262706e+00	4.195146e-01	1.312506e+00	0	1.374507e-01	4.771652e+00	0	1.721635e+00	0	1.413443e-01
TCGA-62-8398-01A-11R-2326-07	0	1.690635e+00	1.872217e+00	7.389501e-01	1.244249e+00	1.586467e+00	1.105659e+00	4.741944e-01	0	2.849015e-01	2.583687e-01
TCGA-62-8399-01A-21R-2326-07	0	2.992195e+00	1.259583e+00	7.512355e-01	0	1.809453e+00	2.151004e+00	2.018131e-01	0	1.181440e-01	0
TCGA-62-8402-01A-11R-2326-07	0	7.038356e-01	8.806385e-01	2.283277e+00	3.223177e-01	3.228118e+00	2.488914e+00	1.310733e+00	1.599960e-01	0	0
TCGA-62-A46O-01A-11R-A24H-07	0	1.046642e+00	1.336078e+00	0	5.104962e-01	2.212468e+00	1.983496e-01	1.277978e-02	0	6.771749e-01	1.517002e-01
TCGA-62-A46P-01A-11R-A24H-07	0	2.519195e+00	0	2.018826e+00	0	2.918345e+00	2.686444e+00	1.781199e+00	1.749038e-01	0	0
TCGA-62-A46R-01A-11R-A24H-07	1.745075e-01	1.272079e+00	9.550362e-01	1.217295e+00	0	3.865549e-01	4.889090e+00	0	9.827570e-01	0	3.979499e-03
TCGA-62-A46S-01A-11R-A24H-07	0	3.035842e+00	1.377928e-01	1.709198e+00	2.644604e-01	2.546749e+00	2.500023e+00	1.335640e+00	2.154536e-02	0	0
TCGA-62-A46U-01A-11R-A24H-07	0	1.117992e+00	9.357096e-01	2.243796e+00	7.732998e-02	6.718084e-01	4.480512e+00	0	1.035897e+00	0	1.051354e-01
TCGA-62-A46V-01A-11R-A24H-07	0	1.100653e+00	1.115890e+00	7.412692e-01	0	1.226894e-01	5.392192e+00	0	1.980584e+00	0	1.178819e-01
TCGA-62-A46Y-01A-11R-A24H-07	6.131226e-01	2.285938e+00	5.560600e-01	1.059284e+00	3.857157e-01	0	4.500145e+00	0	1.015567e+00	0	0
TCGA-62-A470-01A-11R-A24H-07	0	3.397451e+00	0	1.917500e+00	2.086210e-01	2.920652e+00	1.590639e+00	1.137479e+00	1.395824e-01	0	3.483465e-01
TCGA-62-A471-01A-12R-A24H-07	0	8.709336e-01	1.842734e+00	2.418227e-01	1.289482e+00	1.399892e+00	2.032456e-01	2.077804e-01	0	6.223725e-01	3.906718e-01
TCGA-62-A472-01A-11R-A24H-07	0	1.450195e+00	9.558125e-01	1.070354e+00	0	1.403106e-01	4.541052e+00	0	8.514014e-01	0	7.585720e-02
TCGA-64-1676-01A-01R-0946-07	0	7.820337e-01	1.676064e+00	9.234993e-01	0	0	3.891335e+00	0	7.724379e-01	0	4.450979e-02
TCGA-64-1677-01A-01R-0946-07	6.037012e-02	9.432501e-01	6.602041e-01	1.537259e+00	0	1.249632e+00	3.413735e+00	9.555105e-01	6.819268e-01	6.003220e-02	0
TCGA-64-1678-01A-01R-0946-07	0	7.575883e-01	8.009514e-01	7.501270e-01	0	3.754189e+00	8.259877e-01	2.313504e+00	1.755350e-01	0	3.543261e-01
TCGA-64-1679-01A-21R-2066-07	1.425195e-01	1.032158e+00	2.454426e+00	3.126392e-01	4.817207e-01	1.015129e+00	3.736429e+00	0	6.660642e-01	0	0
TCGA-64-1680-01A-02R-0946-07	6.688445e-01	2.116323e+00	2.165448e-01	2.869736e-01	2.739647e-01	0	4.800353e+00	8.835227e-02	1.241059e+00	0	0
TCGA-64-1681-01A-11R-2066-07	4.830901e-01	2.946105e+00	2.242646e-01	1.587739e+00	4.990058e-01	8.267092e-01	3.892121e+00	0	1.132536e+00	0	3.708818e-03
TCGA-64-5774-01A-01R-1628-07	0	7.408210e-01	1.396998e+00	9.017997e-01	0	4.907235e+00	2.033070e+00	2.691724e+00	0	0	0
TCGA-64-5775-01A-01R-1628-07	0	1.330474e+00	2.915734e+00	0	0	3.697521e-01	0	0	0	0	0
TCGA-64-5778-01A-01R-1628-07	2.677819e-01	1.460068e+00	3.025485e-01	2.114373e+00	2.286535e-02	0	4.433690e+00	0	6.113705e-01	0	0
TCGA-64-5779-01A-01R-1628-07	0	1.986569e+00	1.323480e+00	1.550465e+00	0	4.643136e+00	1.631816e+00	1.937655e+00	6.764924e-02	0	0
TCGA-64-5781-01A-01R-1628-07	0	8.391837e-01	2.672776e+00	5.317861e-01	5.711146e-01	0	8.739273e-01	0	0	4.212879e-01	2.618942e-01
TCGA-64-5815-01A-01R-1628-07	0	1.830759e+00	2.507443e+00	5.240718e-01	3.938691e-01	2.348156e-01	3.226111e+00	1.773076e-01	4.682998e-01	5.378149e-03	0
TCGA-67-3770-01A-01R-0946-07	0	3.036114e+00	0	1.401665e+00	0	0	3.981112e+00	0	1.483947e+00	0	1.787071e-01
TCGA-67-3771-01A-01R-0946-07	9.050732e-03	2.140380e+00	1.196215e+00	1.987789e+00	5.345045e-01	2.446974e+00	1.261866e+00	3.052707e-01	3.671066e-02	0	3.583394e-01
TCGA-67-3772-01A-01R-0946-07	2.411549e-01	2.402635e+00	7.018737e-01	1.208925e+00	4.786546e-01	3.398732e-01	3.771325e+00	2.928255e-02	1.489794e+00	0	0
TCGA-67-3773-01A-01R-0946-07	0	3.282270e+00	1.690972e-01	1.349982e+00	0	0	4.137947e+00	0	1.608683e+00	0	0
TCGA-67-3774-01A-01R-0946-07	2.872549e-01	3.755012e+00	4.348068e-01	1.677878e+00	3.753370e-01	1.612759e+00	2.315790e+00	5.678995e-01	1.346270e-01	1.914953e-02	1.223773e-01
TCGA-67-4679-01B-01R-1755-07	2.201961e-01	4.039673e+00	0	1.081955e+00	0	6.769387e-01	4.045082e+00	0	1.219386e+00	0	0
TCGA-67-6215-01A-11R-1755-07	0	2.031808e+00	4.804374e-01	6.334027e-01	6.539334e-02	2.868349e-01	4.829834e+00	0	1.437628e+00	0	0
TCGA-67-6216-01A-11R-1755-07	1.566589e-01	1.510723e+00	9.481947e-01	9.344326e-01	3.729918e-01	0	5.262083e+00	0	1.419165e+00	0	0
TCGA-67-6217-01A-11R-1755-07	6.288548e-02	2.884061e+00	7.806839e-02	1.815927e+00	0	1.023824e+00	4.795994e+00	0	1.291622e+00	0	0
TCGA-69-7760-01A-11R-2170-07	0	5.403510e-01	1.271140e+00	0	0	1.645774e+00	4.546784e+00	3.768970e-01	1.431444e+00	0	0
TCGA-69-7761-01A-11R-2170-07	0	1.840361e+00	1.966667e+00	1.466188e+00	1.644920e+00	5.805201e-01	1.771174e+00	0	0	0	0
TCGA-69-7763-01A-11R-2170-07	2.324923e-01	3.626880e+00	1.214537e+00	4.982881e-01	3.385894e-01	1.381609e+00	2.258267e+00	5.038282e-01	0	1.258928e-01	0
TCGA-69-7764-01A-11R-2170-07	0	3.439245e+00	0	1.261774e+00	0	2.399941e+00	2.892830e+00	6.302238e-01	2.623072e-01	5.200953e-02	0
TCGA-69-7765-01A-11R-2170-07	0	1.990895e+00	1.657235e+00	8.480780e-01	0	1.280450e+00	4.122259e+00	3.728387e-01	8.035369e-01	0	0
TCGA-69-7973-01A-11R-2187-07	0	2.142038e+00	7.873081e-01	1.441717e+00	0	4.429227e+00	2.258713e+00	2.427023e+00	3.499205e-01	0	0
TCGA-69-7974-01A-11R-2187-07	2.712390e-01	2.471741e+00	1.235367e+00	1.034636e+00	2.690227e-01	5.510105e-01	3.579129e+00	1.006346e-01	2.327092e-01	8.187243e-03	0
TCGA-69-7978-01A-11R-2187-07	7.553295e-03	1.590177e+00	2.356243e+00	1.355691e+00	2.073126e-01	6.462204e-01	2.965925e+00	3.869068e-02	0	0	6.630626e-02
TCGA-69-7979-01A-11R-2187-07	1.667758e-01	1.028520e+00	1.677929e+00	6.890931e-01	1.614373e-01	1.797575e+00	3.125607e+00	0	1.899326e-01	0	1.347877e-01
TCGA-69-7980-01A-11R-2187-07	1.188448e-01	1.921620e+00	1.024798e+00	1.650565e+00	5.508115e-01	1.404257e+00	3.531231e+00	4.375073e-02	4.617209e-01	0	0
TCGA-69-8253-01A-11R-2287-07	3.791248e-03	2.884360e+00	7.827328e-01	7.586430e-01	3.054647e-01	9.864136e-01	2.904090e+00	3.635762e-01	4.322380e-01	1.433335e-01	2.525978e-01
TCGA-69-8254-01A-11R-2287-07	5.340505e-01	3.239525e+00	4.442465e-01	9.099441e-01	1.348759e+00	6.786067e-01	3.193297e+00	1.771882e-01	6.367726e-01	0	0
TCGA-69-8255-01A-11R-2287-07	0	2.572973e+00	1.144238e-01	2.610993e+00	0	1.800237e+00	4.736820e-01	4.043067e-01	0	3.163745e-01	1.829423e-01
TCGA-69-8453-01A-12R-2326-07	4.167484e-01	4.086489e+00	7.743698e-01	1.500681e+00	1.427678e+00	0	1.831695e+00	0	0	0	0
TCGA-69-A59K-01A-11R-A262-07	2.258502e-02	2.054852e+00	1.313503e+00	1.317278e+00	0	1.206981e+00	2.925421e+00	0	1.647502e-01	0	2.234445e-01
TCGA-71-6725-01A-11R-1858-07	0	1.376898e+00	3.572880e-01	5.121412e-01	0	5.374988e-01	5.318868e+00	0	8.542790e-01	0	0
TCGA-71-8520-01A-11R-2403-07	0	8.463836e-01	1.524223e+00	8.423161e-01	2.477236e-01	1.181619e+00	5.326459e+00	0	1.915159e+00	0	0
TCGA-73-4658-01A-01R-1755-07	0	2.314902e+00	1.822206e+00	8.693697e-01	0	3.367320e-01	3.757592e+00	2.554022e-01	5.304850e-01	0	0
TCGA-73-4659-01A-01R-1206-07	3.255179e-03	3.052108e+00	9.079494e-01	1.351967e+00	1.067031e-01	2.938534e+00	1.743157e+00	1.740533e+00	4.679758e-02	4.293130e-02	1.771340e-01
TCGA-73-4662-01A-01R-1206-07	0	2.252666e+00	5.961558e-01	1.463829e+00	0	9.971230e-01	4.780699e+00	1.285681e-01	1.049597e+00	0	0
TCGA-73-4666-01A-01R-1206-07	0	1.285554e+00	1.835580e+00	1.257183e+00	0	0	2.611846e+00	0	0	0	3.024296e-01
TCGA-73-4668-01A-01R-1206-07	0	1.046618e+00	2.055315e+00	1.934774e-01	0	1.044551e+00	4.178164e+00	4.302471e-02	3.898734e-01	0	0
TCGA-73-4670-01A-01R-1206-07	0	9.633548e-01	2.385676e+00	9.969561e-02	6.675531e-01	1.037602e+00	7.839833e-01	4.781311e-01	0	5.868803e-01	2.234393e-01
TCGA-73-4675-01A-01R-1206-07	1.359117e-01	2.054239e+00	1.515926e+00	7.349478e-01	4.270975e-01	1.296622e+00	2.626182e+00	2.731051e-01	1.016486e-01	0	3.266139e-01
TCGA-73-4676-11A-01R-1755-07	9.267271e-02	6.774256e+00	4.717797e-02	9.491778e-01	0	0	6.939359e-01	0	0	0	9.001093e-03
TCGA-73-4676-01A-01R-1755-07	0	2.208158e+00	1.613568e+00	5.891405e-02	0	0	2.695540e+00	0	1.663618e-01	0	3.288163e-01
TCGA-73-4677-01A-01R-1206-07	1.368383e-01	3.888672e+00	4.447202e-01	7.946078e-01	2.027833e-01	1.091085e+00	1.930705e+00	2.526538e-01	0	8.951397e-02	3.161839e-01
TCGA-73-7498-01A-12R-2187-07	0	3.706673e+00	1.981599e-01	1.583890e+00	0	1.969342e+00	3.362213e+00	3.796173e-01	4.479361e-01	0	1.670946e-01
TCGA-73-7499-01A-11R-2187-07	3.674580e-01	1.100715e+00	5.892338e-01	2.351034e+00	3.293186e-01	9.235528e-01	3.408942e+00	1.854338e-01	8.709621e-01	0	8.763129e-02
TCGA-73-A9RS-01A-11R-A41B-07	0	1.329294e+00	8.545336e-01	1.000255e+00	6.326781e-02	2.206494e+00	1.209291e+00	7.389798e-01	0	4.517297e-01	0
TCGA-75-5122-01A-01R-1755-07	0	2.182150e+00	1.661743e+00	1.808757e+00	0	0	2.490506e+00	0	0	0	0
TCGA-75-5125-01A-01R-1755-07	0	1.213932e+00	1.798075e+00	1.297536e+00	0	3.167851e-01	3.649008e+00	0	1.568664e-02	0	0
TCGA-75-5126-01A-01R-1755-07	4.179267e-01	2.884890e+00	1.505686e+00	1.062653e+00	5.623188e-01	0	2.349658e+00	6.628441e-02	0	2.242200e-02	0
TCGA-75-5146-01A-01R-1628-07	2.559360e-01	3.639720e+00	0	1.427921e+00	0	1.152549e+00	2.951048e+00	4.173481e-01	5.129556e-01	0	0
TCGA-75-5147-01A-01R-1628-07	2.884010e-01	1.436561e+00	8.096647e-01	1.980280e+00	6.343771e-01	1.441502e+00	2.883248e+00	3.724665e-01	9.024411e-01	0	5.295439e-02
TCGA-75-6203-01A-11R-1755-07	0	5.104428e+00	2.344986e-01	1.378034e+00	1.143372e-01	5.265927e-01	2.615209e+00	9.681348e-02	9.415061e-01	0	0
TCGA-75-6205-01A-11R-1755-07	0	1.644895e+00	2.481515e+00	1.249815e+00	1.584055e-01	0	2.860287e+00	0	4.679390e-02	0	8.040194e-02
TCGA-75-6206-01A-11R-1755-07	0	3.505680e+00	5.543044e-01	1.173437e+00	0	1.758871e+00	2.833014e+00	5.149009e-02	1.038452e-01	0	1.972616e-01
TCGA-75-6207-01A-11R-1755-07	0	1.148993e+00	1.442657e+00	2.030052e-01	0	4.319132e-01	3.842406e+00	0	5.407814e-01	0	3.542279e-02
TCGA-75-6211-01A-11R-1755-07	0	1.393439e+00	1.324942e+00	1.380574e+00	2.619711e-01	4.166675e+00	1.253155e+00	1.607627e+00	7.261360e-02	0	3.856852e-01
TCGA-75-6212-01A-11R-1755-07	0	3.136724e+00	4.663087e-01	1.513603e+00	0	2.729745e-01	4.204590e+00	0	1.544875e+00	0	7.165166e-02
TCGA-75-6214-01A-41R-1949-07	6.624633e-01	4.940968e-01	2.097108e+00	0	1.189002e+00	3.254962e-01	2.404512e+00	0	0	4.513063e-02	3.155558e-02
TCGA-75-7025-01A-12R-1949-07	7.903798e-01	3.069428e+00	7.379486e-01	1.146161e+00	7.626893e-01	8.531641e-01	3.756643e+00	0	1.123207e+00	0	8.560957e-04
TCGA-75-7027-01A-11R-1949-07	0	1.525793e+00	2.376299e+00	2.761710e-01	8.455115e-01	2.513118e+00	2.913146e-01	7.918236e-01	0	2.495335e-01	3.362820e-01
TCGA-75-7030-01A-11R-1949-07	7.356035e-01	3.421012e+00	1.845478e+00	3.769970e-01	1.547363e+00	5.605373e-01	1.949270e+00	2.110068e-01	0	0	0
TCGA-75-7031-01A-11R-1949-07	0	2.718957e+00	0	2.535659e+00	0	3.393334e+00	1.747472e+00	1.509405e+00	8.179466e-02	0	2.621342e-01
TCGA-78-7143-01A-11R-2039-07	3.164376e-01	1.689749e+00	5.561336e-01	1.201851e+00	3.472631e-01	8.647628e-01	4.796862e+00	0	1.230473e+00	0	0
TCGA-78-7145-01A-11R-2039-07	0	1.116744e+00	1.488621e+00	3.015238e-01	0	4.880028e-01	4.791862e+00	0	1.185826e+00	0	1.888639e-03
TCGA-78-7146-01A-11R-2039-07	0	2.176407e-01	2.548958e+00	0	0	3.658880e-01	2.601993e+00	0	0	0	2.723969e-01
TCGA-78-7147-01A-11R-2039-07	5.287723e-01	1.358666e+00	4.138338e-01	1.353536e+00	5.653789e-01	8.220855e-01	4.233715e+00	0	1.333351e+00	0	9.987215e-02
TCGA-78-7148-01A-11R-2039-07	0	2.459392e+00	9.279059e-01	7.303395e-01	6.966530e-01	2.015617e+00	1.564562e+00	7.560405e-01	3.194426e-02	3.169975e-01	2.507716e-01
TCGA-78-7149-01A-11R-2039-07	9.885047e-02	2.835497e+00	6.176892e-01	1.268417e+00	2.906432e-01	1.774546e+00	1.852962e+00	2.808420e-01	0	3.259091e-04	4.441883e-01
TCGA-78-7150-01A-21R-2039-07	0	1.294399e+00	2.373672e+00	0	8.255296e-01	2.075791e+00	0	0	0	4.665370e-01	2.882339e-01
TCGA-78-7152-01A-11R-2039-07	3.802739e-02	2.236089e+00	7.474413e-01	1.451585e+00	1.838480e-01	1.175935e+00	3.532001e+00	4.754399e-01	1.641750e-01	0	0
TCGA-78-7153-01A-11R-2039-07	0	2.082566e+00	1.986890e-01	1.673993e+00	3.871849e-02	3.137407e+00	2.478517e+00	1.559423e+00	3.902723e-01	0	1.844032e-01
TCGA-78-7154-01A-11R-2039-07	1.539160e-01	2.578996e+00	1.398868e+00	4.189510e-01	1.058320e+00	1.584703e+00	5.806846e-01	0	0	0	4.151672e-01
TCGA-78-7155-01A-11R-2039-07	0	1.460539e+00	1.030090e+00	4.282450e-01	0	2.944025e+00	9.942932e-02	0	0	0	0
TCGA-78-7156-01A-11R-2039-07	0	4.136793e+00	0	5.713445e-01	0	1.802693e+00	1.440240e+00	0	0	0	4.292967e-01
TCGA-78-7158-01A-11R-2039-07	0	2.092835e+00	2.514930e-01	7.843958e-01	0	1.159702e+00	4.432744e+00	4.705296e-02	1.796007e+00	0	0
TCGA-78-7159-01A-11R-2039-07	8.959532e-03	1.669031e+00	9.806355e-01	1.510146e+00	0	4.504465e+00	2.172977e+00	2.599373e+00	1.770752e-01	0	0
TCGA-78-7160-01A-11R-2039-07	0	3.384104e+00	1.328310e+00	9.450128e-01	6.401223e-01	1.573127e+00	1.153570e+00	2.904405e-01	0	2.380898e-01	3.106173e-01
TCGA-78-7161-01A-11R-2039-07	0	2.138674e+00	7.126595e-01	1.009877e+00	0	4.058265e+00	2.517030e+00	2.152217e+00	3.388264e-01	6.116950e-02	0
TCGA-78-7162-01A-21R-2066-07	1.691166e-01	5.081576e+00	1.172747e-01	1.435969e+00	0	1.411571e+00	1.571644e+00	2.986717e-02	0	0	2.819604e-01
TCGA-78-7163-01A-12R-2066-07	2.847056e-01	7.568516e-01	3.687843e-01	1.379950e-01	4.233009e-01	1.079317e+00	4.474939e+00	0	1.699335e+00	0	1.671604e-01
TCGA-78-7166-01A-12R-2066-07	0	1.140850e+00	1.228894e+00	1.091660e+00	9.131573e-01	1.354087e+00	1.286928e+00	5.076612e-01	0	4.620804e-01	3.356090e-01
TCGA-78-7167-01A-11R-2066-07	1.588788e-01	2.831740e+00	3.853451e-01	1.002047e+00	0	2.367739e+00	2.720265e+00	2.799387e-01	1.884979e-01	0	3.912272e-01
TCGA-78-7220-01A-11R-2039-07	0	2.125572e+00	1.337476e+00	2.884161e-01	8.825987e-01	2.273794e+00	0	2.868967e-01	2.184152e-02	4.841481e-01	3.134610e-01
TCGA-78-7535-01A-11R-2066-07	0	9.950475e-01	9.108588e-01	1.294232e+00	0	6.006795e-01	5.088865e+00	2.417960e-01	6.378529e-01	0	0
TCGA-78-7536-01A-11R-2066-07	1.244367e-02	1.075397e+00	8.187312e-01	1.574282e+00	0	4.074079e+00	1.574680e+00	1.813328e+00	0	0	0
TCGA-78-7537-01A-11R-2066-07	0	2.728375e+00	5.410299e-01	1.460280e+00	8.254749e-02	1.740046e+00	3.212605e+00	7.164101e-01	5.768388e-01	0	0
TCGA-78-7539-01A-11R-2066-07	0	1.919990e+00	5.151344e-02	2.359817e+00	0	1.342145e+00	4.368402e+00	5.271990e-02	1.139123e+00	0	0
TCGA-78-7540-01A-11R-2066-07	1.642972e-01	2.732598e+00	7.772262e-01	5.745397e-01	1.940929e+00	0	2.319722e+00	0	6.215612e-02	0	0
TCGA-78-7542-01A-21R-2066-07	3.233385e-01	7.767138e-01	2.082058e+00	0	7.209617e-01	0	2.327227e+00	0	0	8.667263e-02	0
TCGA-78-7633-01A-11R-2066-07	0	4.287158e+00	3.154134e-02	5.616226e-01	0	2.032228e+00	1.641757e+00	0	0	0	4.155482e-01
TCGA-78-8640-01A-11R-2403-07	0	1.920474e+00	7.751146e-01	1.598397e+00	1.452858e-01	1.499119e+00	2.066276e+00	0	0	3.044612e-02	1.767392e-01
TCGA-78-8648-01A-11R-2403-07	0	3.624813e+00	1.581240e+00	2.350640e+00	0	1.309803e+00	2.125970e+00	1.571958e-01	2.165552e-01	0	0
TCGA-78-8655-01A-11R-2403-07	0	1.729804e+00	1.097618e+00	9.372792e-01	1.121837e-01	3.016596e-01	4.627977e+00	0	1.073693e+00	0	0
TCGA-78-8660-01A-11R-2403-07	0	2.195309e+00	1.062512e+00	1.774090e+00	3.303500e-02	5.720969e-01	3.071299e+00	0	0	0	2.139926e-01
TCGA-78-8662-01A-11R-2403-07	0	1.744321e+00	4.981048e-01	8.284705e-01	0	9.037993e-01	2.971063e+00	0	0	0	0
TCGA-80-5607-01A-31R-1949-07	9.134487e-02	2.668807e+00	1.037298e+00	8.405808e-01	5.964570e-01	3.718263e-01	3.314601e+00	2.714432e-01	3.903143e-01	7.736243e-02	0
TCGA-80-5608-01A-31R-1949-07	9.079178e-02	2.419344e+00	1.968521e-01	1.696913e+00	5.675536e-01	3.596258e+00	2.127915e+00	2.386051e+00	0	3.784402e-02	0
TCGA-80-5611-01A-01R-1628-07	0	9.707365e-01	1.356996e+00	1.828271e+00	9.588766e-02	1.048467e+00	2.018600e+00	0	0	0	2.004272e-01
TCGA-83-5908-01A-21R-2287-07	3.180060e-01	9.557881e-01	2.421003e+00	9.924904e-01	4.429832e-01	5.061325e-01	2.767389e+00	0	0	0	0
TCGA-86-6562-01A-11R-1755-07	0	1.919314e+00	1.575978e+00	4.032156e-01	1.173045e-02	1.226026e+00	4.013583e+00	2.639235e-01	5.788277e-01	0	0
TCGA-86-6851-01A-11R-1949-07	0	1.489850e+00	1.059768e+00	2.547759e+00	2.341045e-01	1.498037e+00	4.046969e+00	0	6.401051e-01	0	0
TCGA-86-7701-01A-11R-2170-07	0	2.326751e+00	1.180630e+00	1.705075e+00	0	4.233892e+00	1.218544e+00	2.326630e+00	0	5.896639e-02	0
TCGA-86-7711-01A-11R-2066-07	0	1.400601e+00	2.429036e+00	8.943815e-01	0	1.148816e+00	7.917945e-01	0	0	1.590226e-01	3.262294e-01
TCGA-86-7713-01A-11R-2066-07	0	1.851687e+00	4.786233e-01	8.826177e-01	0	3.981949e+00	2.631361e+00	1.742422e+00	0	8.821235e-02	0
TCGA-86-7714-01A-12R-2170-07	9.330749e-02	2.175778e+00	7.837022e-01	4.406346e-01	3.307337e-01	5.202124e-01	4.998531e+00	0	1.956254e+00	1.584853e-02	0
TCGA-86-7953-01A-11R-2187-07	0	1.533169e+00	1.340478e+00	1.550562e+00	1.134666e-01	2.389002e+00	3.023694e+00	6.491540e-01	5.898466e-01	0	0
TCGA-86-7954-01A-11R-2187-07	8.661483e-02	1.861067e+00	6.277986e-01	2.450901e+00	4.752950e-01	2.179301e+00	3.299064e+00	4.895115e-01	7.940310e-01	0	4.414750e-02
TCGA-86-7955-01A-11R-2187-07	0	5.116344e-01	1.187903e+00	2.962098e-02	1.832639e-01	2.185868e+00	1.565437e+00	2.421399e-01	0	4.219420e-01	2.794584e-02
TCGA-86-8054-01A-11R-2241-07	0	2.204948e+00	1.063293e+00	3.466511e-01	0	4.410543e+00	1.118298e+00	1.988490e+00	1.325940e-01	4.122779e-02	0
TCGA-86-8055-01A-11R-2241-07	1.369254e-02	1.570805e+00	2.271692e+00	5.114649e-01	6.063372e-01	1.091037e+00	3.285291e+00	0	9.938247e-01	7.691740e-04	0
TCGA-86-8056-01A-11R-2241-07	2.762542e-01	3.062062e+00	4.681650e-01	1.032810e+00	5.784625e-01	1.095050e+00	3.646018e+00	0	9.075365e-01	0	0
TCGA-86-8073-01A-11R-2241-07	1.232350e-02	2.782265e+00	1.034095e+00	1.062777e+00	1.561051e-01	1.448817e+00	2.684182e+00	0	1.302403e-01	0	2.639739e-01
TCGA-86-8074-01A-11R-2241-07	1.085353e-01	9.132917e-01	1.903507e+00	8.480578e-01	3.341814e-01	1.079971e+00	4.218014e+00	0	1.165007e+00	0	1.733200e-02
TCGA-86-8075-01A-11R-2241-07	3.883776e-02	1.649139e+00	1.936417e+00	8.859437e-01	5.215746e-01	1.364070e+00	3.476856e+00	0	1.009594e+00	0	0
TCGA-86-8076-01A-31R-2241-07	5.755337e-01	2.988109e+00	7.815860e-01	1.768351e+00	4.659963e-01	1.424602e+00	2.563312e+00	6.691149e-01	9.197439e-02	1.121401e-01	1.475104e-02
TCGA-86-8278-01A-11R-2287-07	3.286866e-01	1.233801e+00	1.692725e+00	6.435782e-01	5.476337e-01	9.443885e-01	4.555815e+00	5.894494e-02	1.239722e+00	0	0
TCGA-86-8279-01A-11R-2287-07	0	1.237096e+00	1.281982e+00	8.609388e-01	0	1.324073e+00	4.650603e+00	0	1.019024e+00	0	0
TCGA-86-8280-01A-11R-2287-07	3.407780e-01	2.944939e+00	6.218690e-01	1.863499e+00	3.661561e-01	9.734356e-01	3.930007e+00	0	1.125630e+00	0	0
TCGA-86-8281-01A-11R-2287-07	0	2.876555e+00	5.298787e-01	1.094139e+00	0	2.042958e+00	2.732402e+00	2.648021e-01	8.152457e-02	4.312027e-03	3.849764e-01
TCGA-86-8358-01A-11R-2326-07	0	1.931585e+00	1.348325e+00	1.464220e+00	0	4.329405e+00	3.500654e-01	1.054233e+00	0	0	3.196528e-01
TCGA-86-8359-01A-11R-2326-07	0	1.240237e+00	1.375404e+00	1.115781e+00	4.786189e-01	2.342944e+00	2.821282e+00	1.542673e+00	8.252253e-02	1.700332e-01	0
TCGA-86-8585-01A-11R-2403-07	0	1.740576e+00	1.281947e+00	1.810858e+00	4.474268e-01	1.085362e+00	1.853977e+00	3.935406e-01	0	3.610219e-01	0
TCGA-86-8668-01A-11R-2403-07	4.467420e-02	3.053036e+00	8.103683e-01	1.422849e+00	2.062918e-01	1.018270e+00	4.280187e+00	0	1.530748e+00	0	0
TCGA-86-8669-01A-11R-2403-07	0	3.062216e+00	0	2.393263e+00	0	3.931605e+00	2.037483e+00	1.704089e+00	4.386853e-01	0	1.444167e-01
