sampleID	D11.8_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D8.6_DOANE-BREAST-CANCER-ESR1-DN	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.5_NAKAYAMA-SOFT-TISSUE-TUMORS-PCA2-DN	D11.10_REACTOME-GLUCURONIDATION	D11.1_MODULE-352	D11.2_NADH-DEHYDROGENASE-COMPLEX	D9.8_SMID-BREAST-CANCER-RELAPSE-IN-LIVER-DN	D9.2_FINETTI-BREAST-CANCERS-KINOME-BLUE
TCGA-AC-A6IV-01A-12R-A33J-07	3.952433e-01	4.473731e-01	1.145496e+00	1.474996e+00	0	3.116902e+00	2.842413e+00	7.002546e-01	2.110774e+00
TCGA-AC-A6IW-01A-12R-A33J-07	9.802275e-01	1.482583e+00	6.294503e-01	4.830268e-01	0	3.371445e+00	3.728537e+00	4.169219e-02	4.307095e-01
TCGA-AC-A6IX-06A-11R-A32P-07	5.666521e-01	2.147268e-01	6.209881e-01	1.021312e+00	1.907464e-01	3.506901e+00	2.537389e+00	7.252348e-01	1.716495e+00
TCGA-AC-A6IX-01A-12R-A32P-07	3.282072e-01	2.138564e-01	1.040502e+00	1.288837e+00	0	3.250018e+00	2.791439e+00	3.623342e-01	2.439092e+00
TCGA-AC-A6NO-01A-12R-A33J-07	1.458075e-01	5.410570e-01	1.052208e+00	4.397693e-01	0	3.115652e+00	3.380371e+00	3.782021e-02	3.211968e+00
TCGA-AC-A7VB-01A-11R-A352-07	1.032260e-02	0	4.476785e-01	6.620874e-01	0	3.524771e+00	3.712156e+00	3.871105e-01	3.359401e+00
TCGA-AC-A7VC-01A-11R-A352-07	0	1.485939e-01	1.678429e+00	1.008228e+00	0	3.055878e+00	4.046805e+00	0	1.200878e-01
TCGA-AC-A8OP-01A-11R-A36F-07	2.832467e-01	4.469689e-01	8.399102e-01	1.026607e+00	0	3.443099e+00	2.888584e+00	4.015098e-01	3.068406e+00
TCGA-AC-A8OQ-01A-11R-A41B-07	6.750567e-01	1.348096e+00	1.108550e+00	1.024319e+00	0	3.319447e+00	3.230867e+00	0	7.009993e-01
TCGA-AC-A8OR-01A-21R-A41B-07	0	6.385038e-01	8.445783e-01	1.513963e-01	0	3.133264e+00	3.729288e+00	1.444018e+00	1.948001e+00
TCGA-AC-A8OS-01A-12R-A41B-07	3.396477e-01	5.592706e-01	9.117040e-01	1.358676e+00	5.364609e-02	3.080227e+00	2.584897e+00	4.096772e-01	2.174047e+00
TCGA-AN-A03X-01A-21R-A00Z-07	0	0	1.548356e+00	6.377179e-01	3.548516e-02	3.152806e+00	3.247055e+00	9.113276e-01	1.752054e+00
TCGA-AN-A03Y-01A-21R-A00Z-07	2.427704e-01	0	8.657695e-01	4.691803e-01	0	3.452041e+00	3.477038e+00	0	3.415889e+00
TCGA-AN-A041-01A-11R-A034-07	1.018710e-01	6.194552e-02	1.469839e+00	3.192840e-01	0	3.973812e+00	2.755269e+00	1.117053e+00	1.553278e+00
TCGA-AN-A046-01A-21R-A034-07	4.127745e-01	0	1.110682e+00	6.014919e-01	0	3.301022e+00	3.246246e+00	8.250603e-01	1.898272e+00
TCGA-AN-A049-01A-21R-A00Z-07	3.492707e-01	9.538681e-02	1.160036e+00	6.122809e-01	0	3.391288e+00	3.062614e+00	1.304760e+00	1.913090e+00
TCGA-AN-A04A-01A-21R-A034-07	1.481160e-01	5.470455e-01	1.631823e+00	3.074646e-01	0	3.518205e+00	3.007260e+00	1.011266e+00	1.722769e+00
TCGA-AN-A04C-01A-21R-A034-07	4.004765e-01	5.079098e-01	8.606766e-01	4.226534e-01	1.065185e+00	3.415113e+00	3.364550e+00	0	7.698403e-01
TCGA-AN-A04D-01A-21R-A034-07	0	1.575241e+00	7.318894e-01	1.617104e-01	2.666696e-05	3.876819e+00	3.710481e+00	0	5.203394e-01
TCGA-AN-A0AJ-01A-11R-A00Z-07	5.342096e-01	0	1.097003e+00	2.112265e-01	9.957386e-02	3.846528e+00	3.238652e+00	0	2.296784e+00
TCGA-AN-A0AK-01A-21R-A00Z-07	1.793075e-01	0	8.747162e-01	1.644840e-02	9.681958e-02	3.935262e+00	3.538177e+00	9.669737e-01	1.616322e+00
TCGA-AN-A0AL-01A-11R-A00Z-07	6.529096e-01	1.111793e+00	1.350882e+00	4.399710e-01	5.944443e-02	3.589015e+00	3.180171e+00	4.823582e-01	0
TCGA-AN-A0AM-01A-11R-A034-07	5.316893e-01	3.737330e-01	1.348286e+00	1.846233e-01	4.382572e-01	3.365579e+00	3.488758e+00	7.720941e-01	8.338318e-01
TCGA-AN-A0AR-01A-11R-A00Z-07	9.401641e-02	1.642203e+00	7.868739e-01	3.802614e-01	0	3.544361e+00	3.789662e+00	0	6.501900e-01
TCGA-AN-A0AS-01A-11R-A00Z-07	1.265114e-01	0	1.622603e+00	3.161173e-01	1.437182e-01	3.562223e+00	3.294804e+00	8.056056e-01	6.090256e-01
TCGA-AN-A0AT-01A-11R-A034-07	4.712617e-01	1.649567e+00	9.867919e-01	1.699630e-01	0	4.011760e+00	3.321897e+00	0	8.117750e-02
TCGA-AN-A0FD-01A-11R-A034-07	2.378498e-01	1.477143e-01	1.596678e+00	1.303759e-01	0	3.294609e+00	3.428808e+00	9.545587e-01	1.965341e+00
TCGA-AN-A0FF-01A-11R-A034-07	2.674248e-01	0	9.258100e-01	7.376055e-01	0	3.325847e+00	2.991465e+00	1.784346e+00	1.942136e+00
TCGA-AN-A0FJ-01A-11R-A00Z-07	1.934457e-01	1.534816e+00	1.196385e+00	3.095284e-01	0	4.134251e+00	3.098641e+00	0	1.842735e-01
TCGA-AN-A0FK-01A-11R-A034-07	0	0	9.858624e-01	2.988639e-01	0	3.441286e+00	3.235583e+00	1.960254e+00	1.133679e+00
TCGA-AN-A0FL-01A-11R-A034-07	1.104375e-01	1.483879e+00	7.637669e-01	3.481151e-01	2.775769e-01	3.350985e+00	3.809106e+00	4.175078e-01	0
TCGA-AN-A0FN-01A-11R-A034-07	3.916613e-01	0	1.465051e+00	1.197915e+00	0	3.335431e+00	2.532894e+00	6.674536e-01	1.620485e+00
TCGA-AN-A0FS-01A-11R-A034-07	0	6.288308e-01	1.004861e+00	1.188570e+00	0	3.347748e+00	2.605981e+00	4.372261e-01	2.723477e+00
TCGA-AN-A0FT-01A-11R-A034-07	1.803160e-01	0	1.166657e+00	6.398107e-01	3.305689e-01	2.773505e+00	3.822155e+00	2.997498e-01	2.078646e+00
TCGA-AN-A0FV-01A-11R-A00Z-07	2.209378e-02	2.014211e-01	1.578120e+00	1.459367e-01	9.748528e-01	3.821214e+00	2.979265e+00	3.783593e-01	4.340078e-01
TCGA-AN-A0FW-01A-11R-A034-07	9.127461e-02	2.684897e-01	8.353935e-01	9.377019e-01	0	3.548377e+00	3.033076e+00	1.339405e+00	1.975007e+00
TCGA-AN-A0FX-01A-11R-A034-07	1.758416e-01	1.877559e+00	1.156804e+00	6.854390e-01	0	3.697505e+00	3.011607e+00	0	7.775751e-01
TCGA-AN-A0FY-01A-11R-A034-07	1.305795e-01	2.028787e-01	1.289902e+00	4.892211e-01	0	3.651585e+00	3.244803e+00	0	2.961878e+00
TCGA-AN-A0FZ-01A-11R-A034-07	0	6.791194e-02	1.153273e+00	5.175029e-01	8.117368e-02	3.712836e+00	3.166633e+00	5.402545e-01	2.372219e+00
TCGA-AN-A0G0-01A-11R-A034-07	2.666337e-01	1.190427e+00	1.185011e+00	1.591395e-01	1.259604e-01	4.348017e+00	2.991007e+00	0	3.447883e-02
TCGA-AN-A0XL-01A-11R-A10J-07	2.761653e-02	4.181376e-01	9.558733e-01	1.474953e+00	0	3.473914e+00	2.532291e+00	2.882554e-01	2.564142e+00
TCGA-AN-A0XN-01A-21R-A109-07	1.721984e-01	1.649874e-02	1.868563e+00	4.472486e-01	8.212353e-02	3.858561e+00	2.831483e+00	3.457220e-01	1.102990e+00
TCGA-AN-A0XO-01A-11R-A109-07	0	6.438153e-01	1.501662e+00	2.060472e-01	6.078645e-03	3.505830e+00	3.075230e+00	5.047377e-01	2.083072e+00
TCGA-AN-A0XP-01A-11R-A109-07	9.241293e-02	0	1.267655e+00	7.011576e-02	0	3.600854e+00	2.831707e+00	2.125451e+00	9.710240e-01
TCGA-AN-A0XR-01A-11R-A109-07	4.860919e-02	0	1.208041e+00	0	0	3.289673e+00	3.493827e+00	1.221573e+00	2.213155e+00
TCGA-AN-A0XS-01A-22R-A109-07	2.970602e-01	3.135234e-03	1.176766e+00	9.682459e-01	0	3.168676e+00	3.034015e+00	0	3.302892e+00
TCGA-AN-A0XT-01A-11R-A109-07	6.679108e-02	4.532358e-01	7.249253e-01	9.490991e-01	0	3.629450e+00	2.736108e+00	1.005335e+00	2.847352e+00
TCGA-AN-A0XU-01A-11R-A109-07	5.579482e-01	1.595861e+00	1.124876e+00	1.694870e-01	0	4.178228e+00	2.961108e+00	1.512221e-01	1.110601e-01
TCGA-AN-A0XV-01A-11R-A109-07	2.848838e-01	2.725092e-01	1.103020e+00	8.522336e-01	0	3.528477e+00	2.632407e+00	8.280526e-01	2.144394e+00
TCGA-AN-A0XW-01A-11R-A109-07	4.424555e-01	8.697544e-02	1.719829e+00	2.279254e-01	2.626440e-02	3.612677e+00	2.806583e+00	8.254459e-01	1.705936e+00
TCGA-AO-A03L-01A-41R-A056-07	4.092672e-01	2.115706e-01	1.301483e+00	3.545915e-01	9.627178e-02	3.565642e+00	2.932921e+00	7.182001e-01	2.067803e+00
TCGA-AO-A03M-01B-11R-A10J-07	6.984705e-01	4.030848e-01	1.048730e+00	4.561826e-01	1.047258e-01	3.599557e+00	2.993776e+00	1.444633e-01	2.488315e+00
TCGA-AO-A03N-01B-11R-A10J-07	8.906190e-02	1.297918e-02	1.421155e+00	2.117658e-01	5.470779e-01	3.143017e+00	3.310515e+00	8.893262e-01	6.327790e-01
TCGA-AO-A03O-01A-11R-A00Z-07	5.997513e-01	0	7.227095e-01	3.188218e-01	0	3.939477e+00	3.029488e+00	5.655019e-02	2.651870e+00
TCGA-AO-A03P-01A-11R-A00Z-07	1.223376e-01	0	1.018423e+00	1.597054e-01	0	3.722243e+00	3.543002e+00	9.227058e-01	2.319314e+00
TCGA-AO-A03R-01A-21R-A034-07	4.746813e-01	7.678286e-01	5.391399e-01	9.911098e-01	0	2.858396e+00	3.476268e+00	5.570964e-01	2.752115e+00
TCGA-AO-A03T-01A-21R-A034-07	4.129055e-01	8.334587e-01	7.243378e-01	6.987184e-01	6.670802e-02	2.623103e+00	3.682799e+00	8.901244e-01	2.755381e+00
TCGA-AO-A03U-01B-21R-A10J-07	5.126830e-01	1.457048e+00	1.135716e+00	7.856745e-01	1.264555e-01	3.698176e+00	2.414494e+00	6.381744e-01	0
TCGA-AO-A03V-01A-11R-A115-07	1.855013e-01	4.163081e-01	9.903248e-01	7.815011e-01	0	3.523668e+00	2.930667e+00	5.581606e-01	2.502668e+00
TCGA-AO-A0J2-01A-11R-A034-07	6.917938e-01	1.769864e-01	1.122897e+00	1.180142e-01	1.212658e+00	3.480604e+00	3.347521e+00	0	1.548038e-01
TCGA-AO-A0J3-01A-11R-A034-07	2.228114e-02	0	5.478479e-01	1.752676e-01	0	3.779550e+00	3.501019e+00	1.112029e+00	2.878933e+00
TCGA-AO-A0J4-01A-11R-A034-07	6.555246e-01	1.754939e+00	1.251582e+00	2.764168e-01	0	3.989064e+00	2.949100e+00	0	2.290715e-01
TCGA-AO-A0J5-01A-11R-A034-07	0	0	1.280723e+00	1.081799e+00	0	3.759421e+00	2.717008e+00	5.036669e-01	2.249705e+00
TCGA-AO-A0J6-01A-11R-A034-07	8.283086e-01	1.554446e+00	8.687776e-01	0	0	3.838334e+00	3.400807e+00	2.667467e-01	0
TCGA-AO-A0J7-01A-11R-A034-07	0	2.375449e-01	1.061760e+00	9.579391e-02	0	3.426949e+00	3.474851e+00	1.405063e+00	2.221411e+00
TCGA-AO-A0J8-01A-21R-A034-07	2.676301e-01	0	1.151407e+00	4.797142e-01	0	3.375578e+00	3.010578e+00	1.106000e+00	1.888977e+00
TCGA-AO-A0J9-01A-11R-A034-07	4.171931e-01	3.834002e-01	1.018942e+00	1.543800e+00	0	2.788737e+00	3.305544e+00	4.838189e-01	2.087812e+00
TCGA-AO-A0JA-01A-11R-A056-07	3.163684e-01	2.270403e-01	1.370138e+00	5.946540e-01	0	3.743705e+00	2.568034e+00	7.220169e-01	1.772131e+00
TCGA-AO-A0JB-01A-11R-A32Y-07	3.962233e-01	1.102960e+00	7.732108e-01	8.283181e-01	3.235796e-01	2.250431e+00	3.974422e+00	1.612350e-01	2.049068e+00
TCGA-AO-A0JC-01A-11R-A056-07	1.082108e+00	3.668978e-01	5.745928e-01	1.240239e+00	0	3.384813e+00	2.683782e+00	1.234617e-01	2.468516e+00
TCGA-AO-A0JD-01A-11R-A056-07	4.764409e-01	6.180547e-01	7.393216e-01	2.665266e-01	2.001513e-01	3.951400e+00	2.915661e+00	4.671499e-01	1.824787e+00
TCGA-AO-A0JE-01A-11R-A056-07	6.603337e-01	7.880573e-02	1.588729e+00	3.025264e-01	8.692520e-01	3.530228e+00	2.769043e+00	3.446026e-01	4.030912e-01
TCGA-AO-A0JF-01A-11R-A056-07	2.037600e-01	1.120933e-01	1.227659e+00	1.234671e+00	0	3.515452e+00	2.336000e+00	1.003648e+00	1.495447e+00
TCGA-AO-A0JG-01A-31R-A084-07	3.366750e-01	5.499703e-01	8.993432e-01	9.015388e-01	0	3.717961e+00	2.438780e+00	1.159169e+00	2.133751e+00
TCGA-AO-A0JI-01A-21R-A056-07	6.289027e-02	1.027814e-01	5.015691e-01	6.966636e-01	0	3.827002e+00	2.900676e+00	9.185285e-01	3.483503e+00
TCGA-AO-A0JJ-01A-11R-A056-07	4.401392e-01	6.190021e-01	9.109123e-01	1.206318e+00	0	3.259970e+00	2.514778e+00	1.230552e+00	1.721261e+00
TCGA-AO-A0JL-01A-11R-A056-07	1.491740e-01	1.655957e+00	9.342701e-01	6.062607e-01	0	3.094647e+00	3.826517e+00	2.154780e-02	8.481604e-01
TCGA-AO-A0JM-01A-21R-A056-07	1.657865e-01	0	1.453779e+00	3.729435e-01	2.144820e-01	3.450169e+00	3.130386e+00	8.946732e-01	1.425648e+00
TCGA-AO-A124-01A-11R-A10J-07	3.977002e-01	2.113856e+00	8.477338e-01	4.316989e-02	0	4.154982e+00	3.113794e+00	5.830275e-02	0
TCGA-AO-A125-01A-11R-A10J-07	0	1.913177e-01	4.717622e-01	1.432554e-01	0	3.094730e+00	3.645012e+00	1.742552e+00	2.094082e+00
TCGA-AO-A126-01A-11R-A10J-07	5.331599e-04	0	1.309732e+00	6.999159e-01	0	2.689377e+00	3.832464e+00	2.797488e-01	3.210135e+00
TCGA-AO-A128-01A-11R-A10J-07	1.292176e+00	5.353769e-01	8.908133e-01	4.041058e-01	0	4.035770e+00	2.949164e+00	3.515641e-01	2.105248e-01
TCGA-AO-A129-01A-21R-A10J-07	7.794673e-01	1.589197e+00	1.010197e+00	4.409608e-01	0	3.349192e+00	3.578523e+00	0	5.065283e-01
TCGA-AO-A12A-01A-21R-A115-07	3.143331e-01	8.877028e-01	1.056207e+00	8.680578e-01	0	3.289663e+00	2.626770e+00	6.412924e-01	2.444869e+00
TCGA-AO-A12B-01A-11R-A10J-07	0	0	5.267772e-01	4.947665e-01	0	3.180202e+00	3.591081e+00	2.381401e+00	1.533096e+00
TCGA-AO-A12C-01A-11R-A10J-07	0	4.319996e-01	1.515880e+00	5.415080e-01	0	3.640570e+00	2.824455e+00	7.241001e-01	2.398538e+00
TCGA-AO-A12D-01A-11R-A115-07	6.794252e-01	3.475318e-01	1.488342e+00	2.576261e-01	1.082315e+00	3.885577e+00	2.437590e+00	4.669594e-02	1.088491e-01
TCGA-AO-A12E-01A-11R-A10J-07	3.477787e-01	7.701347e-01	6.818632e-01	1.172677e+00	1.157210e-02	3.314500e+00	2.609809e+00	7.715719e-01	2.432183e+00
TCGA-AO-A12F-01A-11R-A115-07	8.537744e-02	1.507840e+00	1.044089e+00	9.265557e-01	0	3.701470e+00	3.245140e+00	0	3.543249e-01
TCGA-AO-A12G-01A-11R-A10J-07	1.505685e-01	3.380661e-01	1.163259e+00	6.084123e-01	1.691749e-01	3.298173e+00	3.204409e+00	7.386103e-02	2.739152e+00
TCGA-AO-A12H-01A-11R-A115-07	0	0	8.484082e-01	2.493779e-01	0	3.429689e+00	3.445080e+00	2.051218e+00	1.843239e+00
TCGA-AO-A1KO-01A-31R-A13Q-07	6.879929e-02	1.792270e+00	3.654608e-01	1.331919e+00	1.390874e-01	3.988227e+00	1.685312e+00	2.381803e-01	1.505135e+00
TCGA-AO-A1KP-01A-11R-A13Q-07	0	1.756575e-01	9.988193e-01	1.988373e-01	0	3.837015e+00	2.973751e+00	1.466455e-01	3.576940e+00
TCGA-AO-A1KQ-01A-11R-A13Q-07	4.256493e-01	0	1.045675e+00	3.222231e-01	0	3.055394e+00	3.797569e+00	6.715571e-01	2.783794e+00
TCGA-AO-A1KR-01A-12R-A144-07	5.163207e-01	1.602846e+00	6.102483e-01	4.091539e-01	1.394750e-01	2.876759e+00	4.191221e+00	0	6.307046e-01
TCGA-AO-A1KS-01A-11R-A13Q-07	2.774665e-01	1.936249e-01	9.162530e-01	4.464557e-01	0	4.697062e+00	1.884686e+00	1.827123e-01	2.611826e+00
TCGA-AO-A1KT-01A-11R-A13Q-07	2.259977e-01	1.815455e-01	1.441097e+00	3.172120e-01	1.212254e-01	3.423959e+00	3.376465e+00	3.358024e-01	2.338065e+00
TCGA-AQ-A04H-01B-11R-A10J-07	1.776457e-02	6.229401e-02	9.063717e-01	4.970092e-01	0	4.088179e+00	2.920468e+00	5.820329e-01	2.928407e+00
TCGA-AQ-A04J-01A-02R-A034-07	6.642230e-01	1.705771e+00	1.021831e+00	7.442341e-01	0	3.852922e+00	2.581021e+00	7.003365e-02	4.355852e-01
TCGA-AQ-A04L-01B-21R-A10J-07	1.245612e-01	5.781075e-02	1.282114e+00	2.963938e-01	1.039779e+00	3.599928e+00	3.240436e+00	0	8.074885e-01
TCGA-AQ-A0Y5-01A-11R-A14M-07	1.002045e-02	0	1.663359e+00	2.923869e-01	6.430248e-01	3.934625e+00	2.709286e+00	4.973705e-01	1.072220e+00
TCGA-AQ-A1H2-01A-11R-A13Q-07	3.483065e-02	0	9.127955e-01	1.650747e-01	0	3.384011e+00	3.473609e+00	1.868052e+00	1.822039e+00
TCGA-AQ-A1H3-01A-31R-A13Q-07	2.786828e-01	3.054152e-01	1.070903e+00	1.014364e+00	0	3.698978e+00	2.438499e+00	4.366445e-01	2.490941e+00
TCGA-AQ-A54N-01A-11R-A266-07	2.489754e-01	1.956724e+00	3.210452e-01	2.537925e-01	0	2.925875e+00	4.407026e+00	4.320393e-02	6.533044e-01
TCGA-AQ-A54O-01A-11R-A266-07	2.440206e-01	2.956664e-02	8.890802e-01	3.357348e-01	0	2.216515e+00	4.298151e+00	1.569911e+00	2.398663e+00
TCGA-AQ-A7U7-01A-22R-A352-07	7.167288e-01	2.252039e-01	1.281711e+00	7.776453e-01	0	3.200114e+00	2.712928e+00	7.830875e-01	2.191747e+00
TCGA-AR-A0TP-01A-11R-A084-07	0	1.881763e+00	1.046954e+00	2.955662e-01	0	4.184691e+00	3.138549e+00	0	2.151655e-01
TCGA-AR-A0TQ-01A-11R-A084-07	5.438840e-01	0	8.782754e-01	6.348650e-01	4.024166e-02	3.722849e+00	3.052576e+00	4.097374e-01	2.812981e+00
TCGA-AR-A0TR-01A-11R-A084-07	4.666444e-02	0	1.467623e-01	3.186962e-01	0	3.875280e+00	2.880465e+00	1.962593e+00	2.574178e+00
TCGA-AR-A0TS-01A-11R-A115-07	6.688669e-01	1.454090e+00	1.017741e+00	8.890002e-01	0	4.040636e+00	2.630686e+00	0	5.780873e-01
TCGA-AR-A0TT-01A-31R-A084-07	6.926617e-01	0	1.082988e+00	7.111902e-01	0	3.870080e+00	2.763686e+00	1.174520e-02	2.275499e+00
TCGA-AR-A0TU-01A-31R-A109-07	8.004592e-01	1.163382e+00	6.660652e-01	1.856022e-01	0	4.018247e+00	3.482093e+00	0	5.492407e-02
TCGA-AR-A0TV-01A-21R-A084-07	4.551315e-01	0	6.708838e-01	2.533218e-01	0	3.670322e+00	3.516083e+00	1.119464e+00	2.122989e+00
TCGA-AR-A0TW-01A-11R-A084-07	4.303715e-01	0	9.989514e-01	4.314355e-02	6.237044e-03	3.889358e+00	3.328575e+00	7.956725e-01	2.050625e+00
TCGA-AR-A0TX-01A-11R-A084-07	5.429762e-01	0	9.966446e-01	8.681730e-01	6.783903e-01	3.824956e+00	2.506345e+00	0	1.329014e+00
TCGA-AR-A0TY-01A-12R-A115-07	1.537685e-01	1.908095e-01	9.311313e-01	3.820692e-01	2.742104e-01	3.875954e+00	3.215627e+00	4.581519e-01	2.102585e+00
TCGA-AR-A0TZ-01A-12R-A084-07	0	0	1.168805e+00	2.305540e-01	0	4.066353e+00	2.818499e+00	4.088053e-01	3.391297e+00
TCGA-AR-A0U0-01A-11R-A109-07	1.003499e+00	1.031657e+00	1.038282e+00	3.415572e-02	1.942620e-01	3.998258e+00	3.119883e+00	1.792611e-01	0
TCGA-AR-A0U2-01A-11R-A109-07	2.971428e-01	0	8.873161e-01	1.569112e-01	9.042563e-02	4.558072e+00	2.522782e+00	9.304586e-01	1.794643e+00
TCGA-AR-A0U3-01A-11R-A109-07	2.833069e-01	1.248736e-01	9.058929e-01	2.800994e-01	9.015326e-03	3.994590e+00	2.664088e+00	7.306842e-01	2.421631e+00
TCGA-AR-A0U4-01A-11R-A109-07	8.964618e-01	9.444291e-01	1.004627e+00	6.026236e-01	0	4.197972e+00	2.875008e+00	1.359986e-01	6.938330e-02
TCGA-AR-A1AH-01A-11R-A12D-07	1.109456e-01	1.345774e+00	1.011569e+00	3.348427e-01	3.961525e-02	4.162038e+00	3.178658e+00	0	3.043724e-03
TCGA-AR-A1AI-01A-11R-A12P-07	9.195127e-01	1.436794e+00	8.253874e-01	9.686307e-02	0	4.512797e+00	2.782248e+00	0	4.667138e-02
TCGA-AR-A1AJ-01A-21R-A12P-07	1.063623e+00	9.956523e-01	9.525147e-01	1.018622e+00	0	3.975452e+00	2.565129e+00	4.498571e-02	4.100326e-01
TCGA-AR-A1AK-01A-21R-A12P-07	5.855747e-01	6.195421e-01	9.349803e-01	9.016144e-01	0	3.297193e+00	2.678290e+00	7.629440e-01	2.754601e+00
TCGA-AR-A1AL-01A-21R-A12P-07	1.795713e-01	9.082806e-01	1.013853e+00	1.058256e+00	0	3.707833e+00	2.064317e+00	1.906565e-01	2.626405e+00
TCGA-AR-A1AM-01A-41R-A22K-07	2.994821e-01	7.547745e-01	9.894397e-01	9.083221e-01	0	3.021596e+00	2.925037e+00	3.780528e-01	2.705260e+00
TCGA-AR-A1AN-01A-11R-A12P-07	1.017723e-01	0	1.140948e+00	1.046126e+00	0	3.505686e+00	2.815566e+00	8.922380e-01	1.675931e+00
TCGA-AR-A1AO-01A-11R-A12P-07	8.039842e-01	8.699826e-01	1.148995e+00	1.008298e+00	5.124275e-01	3.437586e+00	2.521454e+00	1.638880e-01	6.243442e-01
TCGA-AR-A1AP-01A-11R-A12P-07	3.789583e-01	3.347579e-01	1.209132e+00	6.524345e-01	3.104292e-02	3.449547e+00	3.024146e+00	3.751911e-01	2.198168e+00
TCGA-AR-A1AQ-01A-11R-A12P-07	9.345601e-01	1.345392e+00	1.124516e+00	2.394746e-01	0	3.776336e+00	3.270682e+00	7.888255e-02	1.839761e-02
TCGA-AR-A1AR-01A-31R-A137-07	7.492091e-01	8.075767e-01	1.052141e+00	9.508614e-01	0	4.513385e+00	2.357332e+00	0	2.359477e-01
TCGA-AR-A1AS-01A-11R-A12P-07	0	1.299698e-01	1.379666e+00	0	3.735058e-01	3.466984e+00	3.397990e+00	5.089193e-01	1.480929e+00
TCGA-AR-A1AT-01A-11R-A12P-07	6.396174e-01	0	1.014504e+00	4.145676e-01	4.986040e-01	3.659740e+00	2.935349e+00	0	1.389722e+00
TCGA-AR-A1AU-01A-11R-A12P-07	1.905433e-01	9.001664e-01	9.534194e-01	1.044492e+00	0	3.417375e+00	2.775557e+00	2.693869e-01	3.071915e+00
TCGA-AR-A1AV-01A-21R-A12P-07	0	0	1.199042e+00	3.241684e-01	0	3.876232e+00	2.697528e+00	1.786662e+00	1.446362e+00
TCGA-AR-A1AW-01A-21R-A12P-07	9.562752e-01	0	8.688102e-01	7.481502e-01	0	3.867641e+00	2.511130e+00	0	2.715492e+00
TCGA-AR-A1AX-01A-11R-A12P-07	7.519865e-01	3.352833e-01	1.103102e+00	6.205074e-01	1.261780e-01	3.721241e+00	2.492410e+00	4.075822e-02	2.377256e+00
TCGA-AR-A1AY-01A-21R-A12P-07	3.125721e-01	1.719998e+00	1.192523e+00	2.861755e-01	0	4.330946e+00	2.781316e+00	0	1.015306e-01
TCGA-AR-A24H-01A-11R-A169-07	4.293732e-01	0	8.027867e-01	2.375123e-01	0	4.253739e+00	2.766477e+00	5.280773e-01	2.271593e+00
TCGA-AR-A24K-01A-11R-A169-07	0	3.121791e-02	1.107966e+00	0	0	4.197127e+00	2.906986e+00	4.866661e-01	2.734970e+00
TCGA-AR-A24L-01A-11R-A169-07	2.475520e-02	2.421993e-01	1.435430e+00	5.064625e-01	0	4.124089e+00	2.387889e+00	9.993925e-01	2.169446e+00
TCGA-AR-A24M-01A-11R-A169-07	1.053317e-01	5.236773e-01	1.430144e+00	3.329963e-01	0	3.990648e+00	2.110385e+00	1.432457e+00	1.207714e+00
TCGA-AR-A24N-01A-11R-A169-07	2.334949e-01	0	1.248507e+00	3.453528e-01	0	3.957942e+00	2.895093e+00	4.355960e-01	2.314571e+00
TCGA-AR-A24O-01A-11R-A169-07	3.869173e-01	5.835847e-01	1.146893e+00	1.221885e+00	0	3.678349e+00	2.019675e+00	9.959337e-01	1.517249e+00
TCGA-AR-A24P-01A-11R-A169-07	2.419115e-01	4.323480e-01	1.467946e+00	3.760666e-01	0	3.888433e+00	2.523525e+00	6.755521e-01	2.162927e+00
TCGA-AR-A24Q-01A-12R-A169-07	3.524479e-01	1.396909e+00	1.457104e+00	4.019304e-01	0	4.116328e+00	2.734771e+00	3.910554e-02	5.604968e-01
TCGA-AR-A24R-01A-11R-A169-07	3.998629e-01	8.558693e-03	9.447678e-01	4.955550e-01	0	3.868302e+00	2.779140e+00	8.356941e-01	2.662711e+00
TCGA-AR-A24S-01A-11R-A169-07	4.935276e-01	0	1.200033e+00	8.125732e-01	0	4.035843e+00	2.388424e+00	1.409968e-01	2.111522e+00
TCGA-AR-A24T-01A-11R-A169-07	1.717022e-01	3.579588e-01	1.405612e+00	7.664294e-01	0	3.792003e+00	2.427911e+00	5.550173e-01	2.398860e+00
TCGA-AR-A24U-01A-11R-A169-07	7.257998e-01	3.506549e-02	1.061678e+00	9.524541e-01	6.956753e-01	4.109602e+00	2.268195e+00	0	5.185760e-01
TCGA-AR-A24V-01A-21R-A169-07	1.597291e-01	0	1.713946e+00	3.239432e-01	0	3.767648e+00	2.862008e+00	4.788734e-01	2.216500e+00
TCGA-AR-A24W-01A-11R-A169-07	3.968564e-02	1.240290e+00	8.330354e-01	1.193898e+00	0	3.695953e+00	1.999287e+00	7.694059e-01	1.836339e+00
TCGA-AR-A24X-01A-11R-A169-07	1.418959e-01	1.981696e-01	1.187520e+00	6.407306e-01	0	3.849095e+00	2.543835e+00	0	2.829724e+00
TCGA-AR-A24Z-01A-11R-A169-07	2.350363e-01	0	8.503031e-01	2.928750e-01	0	4.099050e+00	2.558189e+00	1.470817e+00	1.559585e+00
