sampleID	D11.8_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D8.6_DOANE-BREAST-CANCER-ESR1-DN	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.5_NAKAYAMA-SOFT-TISSUE-TUMORS-PCA2-DN	D11.10_REACTOME-GLUCURONIDATION	D11.1_MODULE-352	D11.2_NADH-DEHYDROGENASE-COMPLEX	D9.8_SMID-BREAST-CANCER-RELAPSE-IN-LIVER-DN	D9.2_FINETTI-BREAST-CANCERS-KINOME-BLUE
TCGA-BH-A0DT-01A-21R-A12D-07	3.331401e-01	6.788233e-01	1.108876e+00	8.345024e-01	0	3.412983e+00	2.623156e+00	2.300000e-01	2.839731e+00
TCGA-BH-A0DV-11A-22R-A12P-07	0	1.820048e+00	4.236898e-01	1.428870e+00	3.555144e-01	3.645907e+00	1.833161e+00	0	2.045405e+00
TCGA-BH-A0DV-01A-21R-A12P-07	2.017285e-01	5.640400e-01	1.361897e+00	1.454813e+00	7.997479e-02	3.137851e+00	2.504229e+00	2.821607e-01	1.875557e+00
TCGA-BH-A0DX-01A-11R-A115-07	3.154562e-01	1.278755e-01	1.273261e+00	1.025006e+00	2.010617e-01	3.391126e+00	2.779803e+00	4.318721e-01	1.391936e+00
TCGA-BH-A0DZ-11A-22R-A089-07	1.969515e-01	1.744699e+00	5.657514e-01	1.076196e+00	4.490333e-01	2.700393e+00	3.013845e+00	2.498653e-01	1.781754e+00
TCGA-BH-A0DZ-01A-11R-A00Z-07	3.743964e-01	8.649130e-02	1.688052e+00	2.589362e-01	4.292132e-01	3.499947e+00	3.057065e+00	3.812412e-01	1.138978e+00
TCGA-BH-A0E0-11A-13R-A089-07	1.894937e-02	1.659835e+00	4.326309e-01	1.397120e+00	3.869565e-01	2.792593e+00	2.933936e+00	9.908943e-02	2.121341e+00
TCGA-BH-A0E0-01A-11R-A056-07	3.035473e-01	1.010385e+00	7.498516e-01	4.480380e-01	3.490025e-01	3.565841e+00	3.686072e+00	3.934746e-03	8.245750e-01
TCGA-BH-A0E1-11A-13R-A089-07	3.379444e-02	2.129982e+00	2.889120e-01	1.163894e+00	0	3.276929e+00	2.655891e+00	2.080524e-01	2.019989e+00
TCGA-BH-A0E1-01A-11R-A056-07	4.533285e-02	6.681574e-01	1.117784e+00	4.201516e-01	0	3.294745e+00	3.018113e+00	1.917602e+00	1.228460e+00
TCGA-BH-A0E2-01A-11R-A056-07	2.359327e-01	4.705493e-01	1.359918e+00	4.761671e-01	0	3.478053e+00	3.198638e+00	7.136442e-01	2.233887e+00
TCGA-BH-A0E6-01A-11R-A034-07	5.158766e-01	1.635885e+00	8.994942e-01	7.602850e-01	3.028436e-03	2.770708e+00	3.942325e+00	0	8.247098e-01
TCGA-BH-A0E7-01A-11R-A034-07	0	0	1.135654e+00	1.786517e-01	0	3.877611e+00	2.819589e+00	4.473206e-01	3.386079e+00
TCGA-BH-A0E9-01B-11R-A115-07	2.602635e-01	1.068320e+00	8.297013e-01	1.005416e+00	0	3.507884e+00	2.257909e+00	5.372543e-01	2.450983e+00
TCGA-BH-A0EA-01A-11R-A115-07	1.244965e-01	8.404981e-01	1.008882e+00	1.401230e+00	0	3.195139e+00	2.551086e+00	4.797600e-01	2.323693e+00
TCGA-BH-A0EB-01A-11R-A034-07	3.536486e-01	1.295314e-01	1.382932e+00	3.100584e-01	0	3.568125e+00	2.679850e+00	1.813565e+00	1.038840e+00
TCGA-BH-A0EE-01A-11R-A034-07	7.950807e-01	3.509430e-01	6.770909e-01	0	1.211911e+00	3.731444e+00	3.200208e+00	2.899705e-01	0
TCGA-BH-A0EI-01A-11R-A115-07	0	2.163583e-01	1.542993e+00	4.199264e-01	0	3.748446e+00	2.803505e+00	5.945767e-01	2.546186e+00
TCGA-BH-A0GY-01A-11R-A056-07	5.385069e-01	5.977582e-01	1.305223e+00	3.837537e-01	1.505123e-01	3.635124e+00	2.935682e+00	8.474990e-02	2.073548e+00
TCGA-BH-A0GZ-01A-11R-A056-07	1.225492e-01	3.788558e-01	1.365445e+00	5.696889e-01	7.728133e-03	3.025181e+00	3.447015e+00	1.129411e+00	1.808989e+00
TCGA-BH-A0H0-01A-11R-A056-07	2.880760e-03	0	3.607179e-01	8.083929e-01	0	3.808627e+00	3.067658e+00	6.451397e-01	3.545772e+00
TCGA-BH-A0H3-01A-11R-A12P-07	2.439498e-01	6.635316e-01	1.192840e+00	9.440436e-01	0	3.795894e+00	2.279219e+00	3.040152e-01	2.509933e+00
TCGA-BH-A0H5-11A-62R-A115-07	8.248171e-02	1.801713e+00	3.470498e-01	1.532871e+00	9.588189e-02	3.437437e+00	1.988254e+00	2.270513e-01	2.199521e+00
TCGA-BH-A0H5-01A-21R-A115-07	9.009007e-01	4.474303e-01	7.476238e-01	1.033071e+00	1.837404e-03	3.272974e+00	2.579733e+00	2.872139e-01	2.721265e+00
TCGA-BH-A0H6-01A-21R-A056-07	0	1.000026e-01	1.327824e+00	6.232108e-01	1.507031e-01	3.301854e+00	3.188586e+00	0	3.169469e+00
TCGA-BH-A0H7-11A-13R-A089-07	1.702846e-01	1.629412e+00	4.900624e-01	1.368578e+00	1.717440e-01	3.061394e+00	2.704693e+00	2.068668e-01	2.202458e+00
TCGA-BH-A0H7-01A-13R-A056-07	2.372565e-01	2.190487e-01	1.589599e+00	2.532280e-01	5.578031e-02	3.523368e+00	3.253925e+00	3.640772e-01	2.230741e+00
TCGA-BH-A0H9-11A-22R-A466-07	0	1.062520e-01	3.631687e-01	3.196515e+00	0	2.950802e+00	3.201154e+00	4.382499e-01	3.241706e-01
TCGA-BH-A0H9-01A-11R-A056-07	1.298588e-01	4.520577e-01	9.632545e-01	7.131703e-01	0	3.567007e+00	2.959119e+00	1.028202e+00	1.792002e+00
TCGA-BH-A0HA-11A-31R-A12P-07	8.472364e-03	2.077220e+00	2.624082e-01	1.123339e+00	0	3.752786e+00	2.140829e+00	0	2.090725e+00
TCGA-BH-A0HA-01A-11R-A12P-07	3.423653e-01	1.738356e-01	1.370082e+00	6.705808e-01	0	2.892332e+00	3.382292e+00	1.215237e+00	1.905567e+00
TCGA-BH-A0HB-01A-11R-A056-07	4.796086e-01	3.336271e-01	1.068392e+00	5.257130e-01	3.998029e-02	3.114707e+00	3.562670e+00	4.336543e-01	2.916065e+00
TCGA-BH-A0HF-01A-11R-A056-07	3.497043e-01	6.737511e-01	1.227686e+00	8.868327e-01	7.858767e-02	3.092520e+00	2.824687e+00	1.201215e+00	1.294619e+00
TCGA-BH-A0HI-01A-11R-A084-07	9.570204e-02	1.016066e-01	1.256322e+00	3.775050e-01	0	3.266866e+00	2.928754e+00	2.036546e+00	1.404894e+00
TCGA-BH-A0HK-11A-11R-A089-07	1.498241e-01	1.714488e+00	6.809679e-01	1.620791e+00	7.708991e-02	3.009704e+00	2.411661e+00	4.407982e-01	1.613560e+00
TCGA-BH-A0HK-01A-11R-A056-07	2.709531e-01	5.580385e-01	8.281856e-01	1.362795e+00	6.978005e-02	3.413322e+00	2.750594e+00	3.152441e-01	1.928903e+00
TCGA-BH-A0HL-01A-11R-A10U-07	0	0	7.404525e-01	3.047344e-01	0	3.651042e+00	3.363869e+00	1.267868e+00	2.617943e+00
TCGA-BH-A0HN-01A-11R-A10U-07	0	0	6.783791e-01	1.015029e-01	0	2.744935e+00	4.053486e+00	1.139922e+00	2.566124e+00
TCGA-BH-A0HO-01A-11R-A034-07	2.048885e-01	0	8.657532e-01	6.102415e-01	0	3.486821e+00	2.904903e+00	2.386425e+00	1.072667e+00
TCGA-BH-A0HP-01A-12R-A084-07	2.789819e-01	6.395804e-01	1.027590e+00	9.040839e-01	1.990302e-03	3.343952e+00	2.699338e+00	3.724484e-01	2.242664e+00
TCGA-BH-A0HQ-01A-11R-A034-07	1.020491e-01	5.489997e-01	1.372271e+00	4.335234e-01	0	3.281502e+00	2.968187e+00	2.284953e-01	2.628727e+00
TCGA-BH-A0HU-01A-11R-A034-07	2.258070e-01	1.821906e-01	9.672545e-01	3.682350e-01	0	3.223487e+00	3.592431e+00	7.623570e-01	2.151090e+00
TCGA-BH-A0HW-01A-11R-A034-07	0	0	5.736394e-01	2.016409e-01	0	3.777794e+00	3.451574e+00	6.058447e-01	3.818727e+00
TCGA-BH-A0HX-01A-21R-A056-07	1.483390e-01	3.300728e-01	1.251542e+00	6.986669e-01	0	3.560877e+00	3.035093e+00	6.647982e-01	2.515314e+00
TCGA-BH-A0HY-01A-11R-A056-07	0	4.947755e-02	1.307575e+00	5.541428e-01	3.235984e-01	3.624818e+00	3.202574e+00	1.195960e-02	1.857471e+00
TCGA-BH-A0RX-01A-21R-A084-07	8.279575e-01	1.287612e+00	1.135904e+00	7.233375e-01	0	3.175535e+00	3.377674e+00	1.572779e-01	7.698641e-01
TCGA-BH-A0W3-01A-11R-A109-07	0	0	6.965126e-01	2.818645e-01	0	3.589650e+00	2.898084e+00	1.752712e+00	2.195882e+00
TCGA-BH-A0W4-01A-11R-A109-07	0	5.843150e-01	1.204059e+00	9.265214e-01	0	3.533360e+00	2.679297e+00	0	3.432028e+00
TCGA-BH-A0W5-01A-11R-A109-07	5.603917e-01	4.731338e-01	1.118726e+00	8.312314e-01	0	3.347868e+00	2.643967e+00	1.914939e-01	2.988889e+00
TCGA-BH-A0W7-01A-11R-A115-07	5.743633e-01	1.194573e-01	1.341014e+00	6.532628e-01	0	3.078464e+00	3.121913e+00	5.133159e-01	2.249889e+00
TCGA-BH-A0WA-01A-11R-A109-07	3.900145e-01	1.785466e+00	1.361000e+00	1.566187e-01	0	4.168272e+00	2.909437e+00	0	0
TCGA-BH-A18F-01A-11R-A12D-07	3.509321e-01	4.381082e-01	1.087400e+00	1.186570e+00	0	3.408297e+00	2.630524e+00	4.782923e-02	2.407131e+00
TCGA-BH-A18G-01A-11R-A12D-07	2.663248e-01	1.360231e+00	1.262870e+00	9.507725e-02	1.874597e-01	3.490051e+00	3.759966e+00	9.392362e-02	0
TCGA-BH-A18H-01A-11R-A12D-07	5.787952e-01	0	1.022953e+00	4.399957e-01	0	3.438873e+00	3.048287e+00	8.615938e-01	2.480077e+00
TCGA-BH-A18I-01A-11R-A12D-07	4.165823e-01	2.166594e-01	1.430208e+00	6.327817e-01	0	3.596731e+00	2.535247e+00	5.118533e-01	2.581825e+00
TCGA-BH-A18J-11A-31R-A12D-07	1.117495e-01	1.646930e+00	3.813141e-01	1.874871e+00	1.407745e-01	3.287745e+00	2.122292e+00	7.438763e-02	1.905710e+00
TCGA-BH-A18J-01A-11R-A12D-07	1.665317e-01	2.860100e-01	1.620244e+00	1.595030e-01	1.678749e-02	3.553951e+00	3.195342e+00	8.779535e-01	1.206591e+00
TCGA-BH-A18K-11A-13R-A12D-07	0	1.653223e+00	3.740539e-01	1.812961e+00	2.108053e-01	3.528768e+00	1.936046e+00	0	2.073821e+00
TCGA-BH-A18K-01A-11R-A12D-07	2.314293e-01	2.724036e-01	1.366716e+00	5.449754e-01	9.941051e-02	3.243440e+00	3.092324e+00	7.730615e-01	1.639061e+00
TCGA-BH-A18L-11A-42R-A12D-07	1.216451e-01	1.484728e+00	5.223500e-01	2.121170e+00	0	3.196410e+00	2.145886e+00	6.224524e-01	1.543115e+00
TCGA-BH-A18L-01A-32R-A12D-07	2.113928e-01	0	4.705723e-01	5.037806e-01	0	4.029583e+00	2.991523e+00	1.294500e+00	2.443633e+00
TCGA-BH-A18M-11A-33R-A12D-07	1.498273e-01	1.267227e+00	7.214628e-01	1.959335e+00	0	3.365782e+00	2.082421e+00	3.821023e-01	2.012493e+00
TCGA-BH-A18M-01A-11R-A12D-07	2.829138e-01	4.411509e-01	1.195468e+00	9.927713e-01	0	3.458776e+00	2.590186e+00	7.582088e-01	2.544087e+00
TCGA-BH-A18N-11A-43R-A12D-07	7.803495e-02	1.530073e+00	4.770646e-01	1.987161e+00	0	3.345228e+00	1.985943e+00	3.642342e-01	2.030673e+00
TCGA-BH-A18N-01A-11R-A12D-07	0	5.903118e-02	9.539233e-01	4.215311e-01	0	3.562248e+00	3.189966e+00	9.345451e-01	3.081925e+00
TCGA-BH-A18P-11A-43R-A12D-07	0	1.491931e+00	2.037176e-01	2.363535e+00	8.516873e-02	3.575471e+00	1.943024e+00	8.146305e-02	1.654954e+00
TCGA-BH-A18P-01A-11R-A12D-07	2.519220e-01	6.897336e-02	1.257841e+00	4.303272e-01	7.795942e-02	4.028586e+00	2.492266e+00	2.695150e-01	1.747843e+00
TCGA-BH-A18Q-11A-34R-A12D-07	9.470876e-02	1.672656e+00	4.312178e-01	1.759132e+00	7.136620e-02	3.603715e+00	1.821801e+00	0	2.107283e+00
TCGA-BH-A18Q-01A-12R-A12D-07	4.839022e-01	1.930609e+00	6.471287e-01	7.699641e-01	0	3.842929e+00	2.537103e+00	2.444009e-01	9.690236e-01
TCGA-BH-A18R-11A-42R-A12D-07	9.139084e-03	1.531756e+00	3.039221e-01	2.094298e+00	3.914630e-02	3.587757e+00	1.844739e+00	0	2.023527e+00
TCGA-BH-A18R-01A-11R-A12D-07	3.694350e-01	4.849341e-01	8.835442e-01	4.771107e-01	3.063095e-01	4.101871e+00	2.660999e+00	4.012417e-02	2.249811e+00
TCGA-BH-A18S-11A-43R-A12D-07	2.530130e-01	1.599203e+00	4.297165e-01	1.941073e+00	1.612413e-01	3.213179e+00	2.157233e+00	2.268184e-01	1.630347e+00
TCGA-BH-A18S-01A-11R-A12D-07	0	0	6.821472e-01	3.166124e-01	8.715580e-02	3.558940e+00	2.998718e+00	1.776264e+00	1.596743e+00
TCGA-BH-A18T-01A-11R-A12D-07	4.965613e-01	1.407421e+00	9.300056e-01	2.224130e-01	0	4.297249e+00	3.180863e+00	0	5.453178e-02
TCGA-BH-A18U-11A-23R-A12D-07	1.904972e-01	1.840967e+00	5.342502e-01	1.559538e+00	0	3.412759e+00	2.046357e+00	3.936866e-01	1.754943e+00
TCGA-BH-A18U-01A-21R-A12D-07	3.377268e-01	0	1.255554e+00	2.511353e-01	2.757190e-01	3.869842e+00	2.938327e+00	4.471856e-01	1.667613e+00
TCGA-BH-A18V-11A-52R-A12D-07	1.414508e-01	1.773170e+00	3.685516e-01	1.827590e+00	2.164582e-01	2.247226e+00	3.186813e+00	1.646907e-01	1.935530e+00
TCGA-BH-A18V-06A-11R-A213-07	1.082161e+00	8.911664e-01	8.617496e-01	6.021299e-01	0	3.674676e+00	3.198756e+00	1.977461e-01	6.771919e-01
TCGA-BH-A18V-01A-11R-A12D-07	7.725218e-01	1.386750e+00	1.232795e+00	3.406748e-01	0	4.232469e+00	2.808092e+00	0	0
TCGA-BH-A1EN-11A-23R-A13Q-07	1.442003e-01	1.297172e+00	5.778376e-01	2.286639e+00	2.107161e-01	3.356895e+00	2.038932e+00	3.249404e-01	1.048511e+00
TCGA-BH-A1EN-01A-11R-A13Q-07	0	0	1.149502e+00	3.939790e-01	9.160589e-01	3.907897e+00	2.927957e+00	6.458828e-01	0
TCGA-BH-A1EO-11A-31R-A137-07	3.391917e-02	0	7.119116e-01	2.930197e+00	0	3.417526e+00	2.688429e+00	4.118589e-01	1.113506e-01
TCGA-BH-A1EO-01A-11R-A137-07	1.901638e-01	0	1.537669e+00	7.513861e-01	0	3.994743e+00	2.408927e+00	1.955788e-02	2.450153e+00
TCGA-BH-A1ES-06A-12R-A24H-07	1.284449e-01	4.256604e-01	7.379131e-01	7.612596e-01	2.585540e-01	2.921283e+00	3.795052e+00	6.646719e-01	2.240015e+00
TCGA-BH-A1ES-01A-11R-A137-07	0	5.388407e-01	1.529727e+00	9.037070e-02	0	3.905026e+00	2.874594e+00	2.370531e-01	2.794532e+00
TCGA-BH-A1ET-11B-23R-A137-07	6.096011e-02	1.437772e+00	4.458375e-01	1.991738e+00	0	3.682678e+00	1.735161e+00	9.576345e-02	2.178624e+00
TCGA-BH-A1ET-01A-11R-A137-07	1.074103e-01	1.193856e-01	1.007178e+00	6.764898e-01	0	3.842053e+00	2.173074e+00	1.479106e+00	1.674169e+00
TCGA-BH-A1EU-11A-23R-A137-07	4.964069e-02	1.653577e+00	4.622518e-01	1.813122e+00	9.627237e-02	3.760937e+00	1.628047e+00	8.762460e-02	1.778335e+00
TCGA-BH-A1EU-01A-11R-A137-07	4.455622e-01	4.197210e-01	8.693849e-01	1.347782e+00	0	3.892299e+00	1.730965e+00	1.137806e+00	1.619775e+00
TCGA-BH-A1EV-11A-24R-A137-07	2.242179e-01	1.559802e+00	5.836829e-01	1.754862e+00	9.885509e-02	3.939832e+00	1.544203e+00	1.715236e-01	1.421171e+00
TCGA-BH-A1EV-01A-11R-A137-07	9.398839e-05	0	1.480617e+00	1.844214e-01	3.128346e-01	3.827566e+00	2.831959e+00	3.513705e-01	1.449710e+00
TCGA-BH-A1EW-11B-33R-A137-07	2.355297e-01	1.165275e+00	5.181315e-01	1.476028e+00	0	3.905016e+00	1.750608e+00	3.024898e-01	2.239235e+00
TCGA-BH-A1EW-01A-11R-A137-07	4.585660e-01	1.792496e-01	9.599519e-01	7.586543e-01	0	3.921277e+00	2.495209e+00	3.761943e-01	2.634649e+00
TCGA-BH-A1EX-01A-11R-A13Q-07	3.520737e-01	2.822814e-01	1.393900e+00	5.890116e-01	5.453906e-01	3.866745e+00	2.262027e+00	2.999493e-01	8.934590e-01
TCGA-BH-A1EY-01A-11R-A13Q-07	3.450017e-01	0	1.275265e+00	6.011236e-01	1.671349e-01	3.653946e+00	2.748156e+00	6.470701e-01	1.515310e+00
TCGA-BH-A1F0-11B-23R-A137-07	1.517714e-01	1.596236e+00	3.934814e-01	2.126877e+00	5.476815e-02	3.358095e+00	2.022254e+00	1.488188e-01	1.712443e+00
TCGA-BH-A1F0-01A-11R-A137-07	9.107050e-01	1.290615e+00	9.559350e-01	1.064616e+00	0	3.979812e+00	2.318481e+00	2.374222e-01	3.553757e-01
TCGA-BH-A1F2-11A-32R-A13Q-07	5.649972e-02	1.488969e+00	3.721930e-01	2.342237e+00	6.891734e-02	3.512417e+00	1.898949e+00	3.146181e-01	1.322605e+00
TCGA-BH-A1F2-01A-31R-A13Q-07	8.685216e-02	0	1.187395e+00	1.093693e+00	4.382834e-01	4.241503e+00	2.025521e+00	3.758073e-01	1.059252e+00
TCGA-BH-A1F5-01A-12R-A13Q-07	9.145199e-03	1.213372e-01	1.002704e+00	2.995812e-01	9.296299e-02	4.175027e+00	2.267537e+00	3.609498e-01	3.089020e+00
TCGA-BH-A1F6-11B-94R-A13Q-07	1.098853e-01	1.435669e+00	6.384448e-01	2.144082e+00	7.754292e-02	3.895221e+00	1.393481e+00	5.663448e-01	8.584335e-01
TCGA-BH-A1F6-01A-11R-A13Q-07	7.223488e-01	1.454091e+00	1.050227e+00	4.377436e-01	0	3.764503e+00	3.216545e+00	0	2.420789e-01
TCGA-BH-A1F8-11B-21R-A13Q-07	1.187287e-01	1.716016e+00	5.660610e-01	1.841932e+00	2.784542e-02	3.391858e+00	2.106332e+00	2.524362e-01	1.441143e+00
TCGA-BH-A1F8-01A-11R-A13Q-07	2.431885e-01	0	1.219219e+00	4.775781e-03	2.117519e-01	4.476790e+00	2.402283e+00	1.020059e+00	1.538771e+00
TCGA-BH-A1FB-11A-33R-A13Q-07	1.652241e-01	1.707430e+00	4.046756e-01	1.575168e+00	2.775473e-01	3.432242e+00	1.976472e+00	0	2.014877e+00
TCGA-BH-A1FB-01A-11R-A13Q-07	5.151574e-01	8.623220e-01	1.147935e+00	8.718462e-01	1.890149e-02	3.648063e+00	2.120074e+00	7.124080e-02	2.587130e+00
TCGA-BH-A1FC-11A-32R-A13Q-07	3.041093e-01	1.260769e+00	5.182222e-01	1.936364e+00	3.117962e-01	3.168996e+00	2.170708e+00	1.769980e-01	1.634776e+00
TCGA-BH-A1FC-01A-11R-A13Q-07	8.029684e-01	8.867027e-01	1.001614e+00	7.416036e-02	0	4.197086e+00	3.304220e+00	0	2.111663e-01
TCGA-BH-A1FD-11B-21R-A13Q-07	5.366516e-02	1.347997e+00	3.412885e-01	2.261052e+00	9.109610e-02	3.550931e+00	1.869852e+00	2.525770e-01	1.693978e+00
TCGA-BH-A1FD-01A-11R-A13Q-07	1.615149e-01	0	1.319952e+00	1.458739e-01	6.915201e-03	3.908651e+00	3.111613e+00	7.525594e-01	1.658021e+00
TCGA-BH-A1FE-11B-14R-A13Q-07	1.088522e-01	1.723919e+00	2.689164e-01	1.556892e+00	1.922731e-02	4.279055e+00	1.376967e+00	0	1.657237e+00
TCGA-BH-A1FE-06A-11R-A213-07	0	1.030525e-01	1.214847e+00	1.746608e+00	0	3.762343e+00	2.837559e+00	2.619156e-01	5.673407e-01
TCGA-BH-A1FE-01A-11R-A13Q-07	5.436684e-01	4.132854e-01	1.331128e+00	5.783967e-01	9.956652e-02	4.130866e+00	2.106795e+00	0	2.434745e+00
TCGA-BH-A1FG-11B-12R-A13Q-07	2.912416e-02	1.703063e+00	2.658890e-01	1.796987e+00	2.032247e-01	3.773439e+00	1.535408e+00	5.559237e-01	1.088831e+00
TCGA-BH-A1FG-01A-11R-A13Q-07	1.976106e-01	2.335893e-01	8.225646e-01	3.280625e-01	0	3.374263e+00	3.358476e+00	1.176371e+00	2.893994e+00
TCGA-BH-A1FH-11B-42R-A13Q-07	2.174929e-01	1.738243e+00	5.910835e-01	1.956550e+00	0	3.258697e+00	2.232470e+00	2.892580e-01	1.161599e+00
TCGA-BH-A1FH-01A-12R-A13Q-07	1.460180e-01	9.367267e-01	1.202383e+00	1.182544e+00	0	3.689508e+00	2.051786e+00	5.531207e-01	1.937416e+00
TCGA-BH-A1FJ-11B-42R-A13Q-07	1.722920e-01	1.485426e+00	5.554796e-01	1.805544e+00	1.134533e-01	4.031527e+00	1.231402e+00	6.405020e-01	1.064858e+00
TCGA-BH-A1FJ-01A-11R-A13Q-07	0	7.696893e-02	1.147387e+00	5.781061e-02	0	3.842980e+00	2.880362e+00	1.495903e+00	1.673362e+00
TCGA-BH-A1FL-01A-11R-A13Q-07	7.231154e-02	1.084750e-01	8.923357e-01	7.485468e-01	0	3.567343e+00	2.870692e+00	0	3.586103e+00
TCGA-BH-A1FM-11B-23R-A13Q-07	7.394235e-02	1.622064e+00	4.557759e-01	1.921872e+00	6.126408e-02	3.602808e+00	1.809318e+00	1.137778e-01	1.947357e+00
TCGA-BH-A1FM-01A-11R-A13Q-07	0	0	1.539683e+00	2.450969e-02	3.277797e-02	4.614701e+00	2.433284e+00	9.887434e-01	1.265730e+00
TCGA-BH-A1FN-11A-34R-A13Q-07	4.542431e-01	1.618371e+00	6.121545e-01	1.615471e+00	0	3.631219e+00	2.003569e+00	9.826865e-02	1.366835e+00
TCGA-BH-A1FN-01A-11R-A13Q-07	2.123214e-01	3.290093e-01	1.541756e+00	1.273180e-01	0	4.130234e+00	2.895476e+00	5.232123e-01	1.274807e+00
TCGA-BH-A1FR-11B-42R-A13Q-07	2.961815e-01	1.319713e+00	7.341368e-01	1.568805e+00	3.000872e-01	3.354442e+00	1.980700e+00	4.160770e-01	1.577794e+00
TCGA-BH-A1FR-01A-11R-A13Q-07	1.421461e-01	2.428284e-01	7.890024e-01	6.082688e-01	0	3.556784e+00	2.890956e+00	1.567852e+00	2.174564e+00
TCGA-BH-A1FU-11A-23R-A14D-07	9.383336e-02	1.613197e+00	5.231777e-01	1.749350e+00	0	3.444708e+00	2.025008e+00	4.427033e-02	2.362087e+00
TCGA-BH-A1FU-01A-11R-A14D-07	4.119658e-01	7.823512e-01	1.490585e+00	6.061891e-01	5.778276e-01	3.886825e+00	2.458998e+00	0	6.712000e-01
TCGA-BH-A201-01A-11R-A14M-07	1.597037e-01	9.311054e-01	1.321716e+00	7.436538e-01	7.302759e-02	3.607435e+00	2.463106e+00	4.613267e-01	2.012362e+00
TCGA-BH-A202-01A-11R-A14M-07	5.380610e-01	1.527815e-01	1.201707e+00	1.866683e-01	4.523058e-01	4.213526e+00	2.594714e+00	4.216931e-01	7.560967e-01
TCGA-BH-A203-11A-42R-A169-07	4.209839e-03	1.741892e+00	2.397178e-01	2.058171e+00	6.608825e-02	3.856665e+00	1.621690e+00	2.473676e-01	1.348494e+00
TCGA-BH-A203-01A-12R-A169-07	4.981167e-01	2.706393e-01	1.114809e+00	5.995293e-01	7.322276e-01	3.908280e+00	2.687374e+00	0	9.061513e-01
TCGA-BH-A204-11A-53R-A157-07	0	1.099752e+00	5.923405e-01	2.701926e+00	5.358507e-05	3.517993e+00	1.980581e+00	4.471656e-01	8.480386e-01
TCGA-BH-A204-01A-11R-A157-07	0	0	9.171208e-01	2.587929e-01	0	4.796068e+00	2.322904e+00	9.899728e-01	2.331017e+00
TCGA-BH-A208-11A-51R-A157-07	6.069568e-02	1.894559e+00	3.865390e-01	1.503862e+00	0	3.625269e+00	1.999965e+00	1.857204e-01	2.061349e+00
TCGA-BH-A208-01A-11R-A157-07	2.536953e-01	8.458692e-01	1.813126e+00	7.447064e-01	6.117467e-01	3.644458e+00	2.447761e+00	1.988195e-01	0
TCGA-BH-A209-11A-42R-A157-07	3.688174e-01	1.449884e+00	4.786469e-01	1.960952e+00	5.412000e-02	3.676586e+00	1.717503e+00	3.466665e-01	1.313072e+00
TCGA-BH-A209-01A-11R-A157-07	8.641184e-01	0	8.310460e-01	5.499287e-01	2.603363e-02	3.928757e+00	2.896831e+00	1.159512e-01	1.947428e+00
TCGA-BH-A28O-01A-11R-A22K-07	1.559498e-01	1.396397e+00	8.487756e-01	1.478834e+00	0	2.905726e+00	2.613958e+00	5.518746e-02	2.307734e+00
TCGA-BH-A28Q-01A-11R-A16F-07	7.974760e-02	1.694838e-01	1.144980e+00	6.396125e-01	0	3.722755e+00	2.654915e+00	3.355312e-01	2.893983e+00
TCGA-BH-A2L8-01A-11R-A18M-07	6.034992e-01	3.017885e-01	1.119019e+00	8.678686e-01	0	3.089735e+00	3.154567e+00	0	2.842196e+00
TCGA-BH-A42T-01A-11R-A24H-07	1.704827e-01	0	9.416510e-01	9.331207e-01	0	2.688375e+00	4.049743e+00	0	3.321093e+00
TCGA-BH-A42U-01A-12R-A24H-07	4.119065e-01	1.504357e+00	7.672739e-01	1.356542e+00	1.844377e-01	2.149377e+00	3.348705e+00	1.236851e-01	2.039866e+00
TCGA-BH-A42V-01A-11R-A24H-07	2.433088e-01	1.030244e+00	7.902040e-01	1.258216e+00	0	2.705216e+00	3.150870e+00	0	3.404089e+00
TCGA-BH-A5IZ-01A-11R-A27Q-07	4.601659e-01	1.577581e+00	1.213046e+00	9.775118e-03	0	3.614740e+00	3.691435e+00	1.606993e-01	0
TCGA-BH-A5J0-01A-11R-A27Q-07	4.361456e-01	0	1.299406e+00	7.173704e-01	5.170091e-02	2.302895e+00	3.968928e+00	5.625632e-01	2.379165e+00
TCGA-BH-A6R8-01A-21R-A33J-07	3.852126e-01	0	9.009427e-01	6.096256e-02	0	2.804479e+00	3.965930e+00	1.348724e+00	2.753510e+00
TCGA-BH-A6R9-01A-21R-A32P-07	4.889844e-01	6.291138e-01	1.953190e+00	7.588890e-01	0	3.501569e+00	3.029426e+00	8.794113e-02	1.139208e-01
TCGA-BH-A8FY-01A-11R-A36F-07	5.190541e-02	4.867763e-01	4.781373e-01	6.732312e-01	0	2.750805e+00	3.738072e+00	1.634031e+00	2.067215e+00
TCGA-BH-A8FZ-01A-11R-A352-07	6.081853e-01	8.380891e-01	9.522140e-01	1.046099e+00	2.545952e-01	3.047050e+00	2.711397e+00	0	2.385132e+00
TCGA-BH-A8G0-01A-11R-A352-07	4.047934e-01	7.999283e-01	1.116755e+00	1.087971e+00	0	2.910791e+00	2.780108e+00	2.898401e-01	2.834685e+00
