sampleID	D12.10_GNF2-TTN	D12.11_RICKMAN-HEAD-AND-NECK-CANCER-D	D11.2_MOSERLE-IFNA-RESPONSE	D7.4_CORNIFIED-ENVELOPE	D12.5_FARMER-BREAST-CANCER-CLUSTER-5	D16.16_WEBER-METHYLATED-ICP-IN-SPERM-UP	D17.14_SINGH-NFE2L2-TARGETS	D14.8_GNF2-SPRR1B	D14.10_RUNNE-GENDER-EFFECT-UP	D10.2_MIPS-40S-RIBOSOMAL-SUBUNIT-CYTOPLASMIC	D9.2_GNF2-CDH3
TCGA-CV-6961-01A-21R-1915-07	7.782760e-01	2.010924e-01	1.376514e+00	2.786463e-01	9.948785e-01	6.134799e-01	1.477504e-02	7.496356e-02	2.648077e-01	1.757099e+00	2.871623e+00
TCGA-CV-6962-11A-01R-1915-07	5.714068e-02	4.782180e-01	1.062973e+00	1.252372e+00	6.696534e-01	0	2.728414e-01	1.641892e+00	0	2.681787e+00	1.194546e+00
TCGA-CV-6962-01A-11R-1915-07	1.935314e-01	0	4.638354e-01	2.013567e-01	1.111462e+00	4.247267e-02	1.906639e+00	1.735100e-01	0	2.477760e+00	2.021408e+00
TCGA-CV-7089-01A-11R-2016-07	0	0	1.793652e+00	1.354776e+00	2.131237e-01	0	1.609886e-01	1.087685e+00	0	1.836760e+00	2.849566e+00
TCGA-CV-7090-01A-11R-2016-07	0	0	1.870302e+00	4.614154e-01	1.209606e+00	4.133922e-01	1.045586e-01	0	0	1.131026e+00	4.308644e+00
TCGA-CV-7091-11A-01R-2016-07	1.193349e+00	9.578264e-01	5.639343e-01	0	1.825287e+00	0	0	1.111498e-01	0	3.437839e+00	8.253780e-01
TCGA-CV-7091-01A-11R-2016-07	2.860719e-02	0	1.402937e+00	8.323916e-01	8.726670e-01	2.816744e-01	3.585601e-03	4.880442e-01	0	1.679786e+00	3.316297e+00
TCGA-CV-7095-01A-21R-2016-07	5.440647e-01	0	1.554195e+00	9.475228e-01	5.077628e-01	2.299385e-01	1.302126e-01	4.893470e-02	0	1.538562e+00	3.876415e+00
TCGA-CV-7097-11A-01R-2016-07	9.797726e-01	1.564972e+00	1.208957e+00	0	1.378169e+00	0	0	2.357936e-01	0	3.369427e+00	1.213819e+00
TCGA-CV-7097-01A-11R-2016-07	6.712758e-01	0	1.858925e+00	5.258989e-01	9.309426e-01	0	7.035237e-02	1.522862e-02	0	1.440322e+00	3.725923e+00
TCGA-CV-7099-01A-41R-2016-07	0	4.188423e-01	2.257435e+00	1.066658e+00	3.124030e-01	2.421401e-01	5.789397e-01	3.862799e-01	0	1.483405e+00	3.264141e+00
TCGA-CV-7100-01A-11R-2016-07	6.083330e-03	1.409730e-01	1.955650e+00	0	8.515994e-01	0	1.259451e-01	0	9.514617e-02	1.418638e+00	2.371500e+00
TCGA-CV-7101-11A-01R-2016-07	0	1.332782e+00	7.846881e-01	9.702095e-01	1.070142e-01	0	5.635760e-01	1.207124e+00	6.536902e-03	2.503077e+00	9.568972e-01
TCGA-CV-7101-01A-11R-2016-07	6.806924e-02	5.773383e-01	1.549183e+00	6.086983e-01	1.033600e+00	2.942194e-02	1.105350e+00	4.930588e-01	2.246576e-02	1.943568e+00	2.185397e+00
TCGA-CV-7102-01A-11R-2016-07	6.975232e-01	0	1.442951e+00	6.541603e-03	1.192842e+00	4.052343e-01	1.316920e-01	0	0	1.622823e+00	3.648275e+00
TCGA-CV-7103-11A-01R-2016-07	7.246901e-01	4.687949e-02	8.848407e-01	1.380791e+00	8.136729e-01	0	5.319560e-01	1.066885e+00	1.539475e-01	2.636461e+00	1.353359e+00
TCGA-CV-7103-01A-21R-2016-07	6.499632e-01	0	6.452885e-01	0	1.900334e+00	0	1.200018e+00	0	0	2.433724e+00	2.411071e+00
TCGA-CV-7104-01A-11R-2016-07	7.961670e-01	2.847474e-01	2.022902e+00	8.032941e-01	8.912857e-01	1.259699e-01	0	0	0	1.251881e+00	3.761182e+00
TCGA-CV-7177-11A-01R-2016-07	5.898099e-03	8.716670e-01	1.254435e+00	1.422279e+00	7.863068e-02	0	3.716642e-01	1.445620e+00	0	2.197104e+00	1.924856e+00
TCGA-CV-7177-01A-11R-2016-07	0	1.603424e-01	8.563521e-01	5.841030e-01	1.763811e+00	0	1.196209e+00	1.935220e-01	0	2.067591e+00	2.886281e+00
TCGA-CV-7178-11A-01R-2016-07	3.742722e-01	1.659048e+00	8.129948e-01	4.876934e-01	7.793614e-01	9.886048e-02	2.478787e-01	0	7.533678e-02	3.164043e+00	1.761765e+00
TCGA-CV-7178-01A-21R-2016-07	5.718967e-01	0	1.672033e+00	1.616083e-01	1.297573e+00	7.482783e-01	2.232318e-01	0	0	1.852635e+00	3.022603e+00
TCGA-CV-7180-01A-11R-2016-07	1.790547e-01	5.595333e-02	1.198907e+00	1.420488e+00	4.803331e-03	0	2.481200e-01	7.139351e-01	1.555427e-01	1.924582e+00	3.169008e+00
TCGA-CV-7183-11A-01R-2016-07	0	3.379148e-02	7.268033e-01	1.566792e+00	0	0	7.285083e-01	1.906943e+00	0	3.395927e+00	6.016812e-01
TCGA-CV-7183-01A-11R-2016-07	0	0	7.476260e-01	1.723128e+00	7.144251e-01	0	2.092992e-01	6.521617e-01	0	1.971325e+00	3.350032e+00
TCGA-CV-7235-11A-01R-2016-07	1.217593e-01	1.957303e+00	1.413131e+00	0	1.331239e+00	0	0	0	0	2.584111e+00	1.213467e+00
TCGA-CV-7235-01A-11R-2016-07	0	0	1.821110e+00	0	1.425646e+00	3.092697e-01	1.532397e-01	0	0	1.803436e+00	2.968708e+00
TCGA-CV-7236-01A-11R-2016-07	1.256192e-02	6.453766e-01	1.461682e+00	4.360272e-01	1.041908e+00	6.960686e-01	4.376647e-02	0	0	1.503678e+00	3.719237e+00
TCGA-CV-7238-11A-01R-2016-07	9.671875e-01	1.227892e+00	7.498817e-01	1.127686e+00	8.733818e-01	0	1.170190e-01	9.741777e-01	1.588649e-02	2.930629e+00	1.395871e+00
TCGA-CV-7238-01A-11R-2016-07	8.103808e-01	1.731040e-01	1.908633e+00	8.615394e-01	8.951655e-01	4.368999e-01	1.865063e-01	0	4.274954e-02	1.669650e+00	3.565559e+00
TCGA-CV-7242-11A-01R-2016-07	2.725638e-02	1.711405e-01	1.335816e+00	1.328618e+00	4.100279e-01	0	4.252767e-01	1.741674e+00	0	2.727049e+00	1.121467e+00
TCGA-CV-7242-01A-11R-2016-07	8.608512e-03	1.006022e+00	1.637178e+00	7.807715e-01	5.964066e-01	1.672234e-01	6.224661e-01	3.814973e-01	8.922298e-02	1.893638e+00	2.253878e+00
TCGA-CV-7243-01A-11R-2016-07	5.524845e-01	0	8.894045e-01	5.246683e-01	1.124318e+00	3.066815e-02	1.680471e-01	0	0	1.822771e+00	4.226656e+00
TCGA-CV-7245-11A-01R-2016-07	1.085885e+00	6.232051e-02	7.273292e-01	4.532534e-01	1.699082e+00	0	7.883735e-03	1.281731e+00	0	3.184592e+00	7.795359e-01
TCGA-CV-7245-01A-11R-2016-07	3.457848e-02	0	8.669404e-01	7.285271e-01	8.877526e-01	3.054844e-01	2.327393e-01	1.463765e-01	0	1.558162e+00	3.787562e+00
TCGA-CV-7247-01A-11R-2016-07	7.695007e-01	1.485990e-02	9.983710e-01	4.353748e-01	8.166085e-01	3.664028e-01	2.555385e-01	4.635845e-02	2.791900e-01	1.751083e+00	3.355781e+00
TCGA-CV-7248-01A-11R-2016-07	2.684314e-01	6.528243e-01	1.440268e+00	5.152809e-01	1.118385e+00	2.338393e-01	1.007639e+00	3.529838e-01	5.278449e-02	2.174269e+00	2.364252e+00
TCGA-CV-7250-11A-01R-2016-07	1.008521e+00	4.437666e-02	1.604761e+00	1.177620e+00	3.109920e-01	0	1.321747e-01	1.534543e+00	1.065863e-01	2.569438e+00	7.745272e-01
TCGA-CV-7250-01A-11R-2016-07	8.746046e-02	7.607932e-02	1.547947e+00	8.900890e-01	3.173294e-01	3.117234e-01	3.370344e-01	5.019405e-01	0	1.683681e+00	2.617053e+00
TCGA-CV-7252-11A-01R-2016-07	6.501652e-01	5.495536e-01	7.640502e-01	1.575871e+00	4.283273e-01	0	3.578113e-01	1.388530e+00	1.227699e-01	2.432810e+00	1.434782e+00
TCGA-CV-7252-01A-11R-2016-07	0	0	1.641943e+00	7.592892e-01	8.936276e-01	5.562266e-01	2.035860e-01	8.662599e-02	0	1.386580e+00	4.332153e+00
TCGA-CV-7253-01A-11R-2016-07	4.191958e-01	0	7.364298e-01	7.207658e-01	0	0	4.589598e-01	2.542899e-01	0	1.776703e+00	2.950459e+00
TCGA-CV-7254-01A-11R-2016-07	5.946292e-02	1.027248e+00	1.618479e+00	0	1.758827e+00	0	1.239063e+00	0	7.951759e-02	2.612193e+00	1.707789e+00
TCGA-CV-7255-11A-01R-2016-07	5.081215e-01	9.506769e-01	1.421730e+00	1.006411e+00	2.141677e-01	0	2.432245e-01	1.076153e+00	1.208559e-01	2.286532e+00	1.616174e+00
TCGA-CV-7255-01A-11R-2016-07	5.089378e-01	4.969662e-01	1.054794e+00	1.016848e+00	1.343426e-01	4.366178e-01	0	1.859815e-01	0	1.355757e+00	4.207777e+00
TCGA-CV-7261-11A-01R-2016-07	2.242764e-02	6.127830e-01	6.505422e-01	1.381036e+00	3.402630e-01	0	6.065101e-01	1.587409e+00	0	2.611626e+00	1.119854e+00
TCGA-CV-7261-01A-11R-2016-07	0	6.718728e-01	1.091680e+00	2.640574e-01	1.475140e+00	0	1.543605e+00	1.417609e-02	0	1.934117e+00	2.471251e+00
TCGA-CV-7263-01A-11R-2016-07	6.168044e-01	0	1.382475e+00	6.153641e-01	1.334767e+00	0	6.227178e-01	0	1.047871e-02	1.990911e+00	2.608910e+00
TCGA-CV-7406-11A-01R-2081-07	1.142944e+00	4.867953e-01	8.503612e-01	1.043507e+00	5.943110e-01	0	1.115882e-01	1.383288e+00	0	3.141982e+00	1.359979e+00
TCGA-CV-7406-01A-11R-2081-07	7.758225e-01	1.553597e-01	8.572230e-01	8.909925e-02	1.246762e+00	0	3.808469e-01	3.797952e-01	6.702140e-01	2.206576e+00	1.398445e+00
TCGA-CV-7407-01A-11R-2081-07	2.390633e-01	1.997626e-01	1.929537e+00	1.972991e-01	6.709110e-01	0	8.624376e-01	0	1.002333e-01	1.569445e+00	2.502534e+00
TCGA-CV-7409-01A-31R-2232-07	0	5.942683e-01	1.897975e+00	6.319242e-01	2.082007e-01	1.650972e-01	3.233702e-02	0	7.370602e-02	1.615131e+00	3.008827e+00
TCGA-CV-7410-01A-21R-2081-07	6.818690e-02	0	2.120625e+00	7.109998e-01	1.281234e+00	2.538286e-01	0	4.666741e-02	9.999755e-02	1.416472e+00	3.213971e+00
TCGA-CV-7411-01A-11R-2081-07	0	0	1.175407e+00	1.562728e+00	1.015762e+00	2.230662e-01	2.078134e-01	4.093097e-01	0	1.726297e+00	3.467103e+00
TCGA-CV-7413-01A-11R-2081-07	9.948804e-03	0	1.571575e+00	9.904419e-01	1.280165e+00	9.068933e-01	7.809658e-02	0	0	1.705027e+00	3.710567e+00
TCGA-CV-7414-01A-11R-2081-07	4.302622e-01	0	9.852317e-01	4.355526e-02	1.130678e+00	0	6.319620e-01	5.100587e-03	4.525499e-01	1.934764e+00	2.005380e+00
TCGA-CV-7415-01A-11R-2081-07	2.446594e-01	0	1.751523e+00	4.335390e-01	1.034840e+00	6.936982e-01	8.925987e-02	0	2.764397e-02	1.626288e+00	3.870274e+00
TCGA-CV-7416-11A-01R-2081-07	5.517085e-01	0	8.243593e-01	1.570095e+00	0	0	3.645250e-01	1.337834e+00	2.044701e-02	2.513203e+00	2.007963e+00
TCGA-CV-7416-01A-11R-2081-07	7.881225e-03	0	1.185785e+00	3.799832e-01	1.280703e+00	4.196669e-01	5.653029e-01	0	0	1.294381e+00	4.247247e+00
TCGA-CV-7418-01A-11R-2081-07	3.352167e-01	2.641013e-01	1.476206e+00	0	1.090844e+00	0	1.665022e+00	0	2.036982e-01	2.002970e+00	1.780218e+00
TCGA-CV-7421-01A-11R-2081-07	3.011601e-03	3.804388e-01	9.606006e-01	2.404725e-01	1.412341e+00	0	4.996377e-01	2.600342e-01	3.842191e-01	2.388966e+00	2.527687e+00
TCGA-CV-7422-01A-21R-2081-07	3.090880e-01	0	1.737023e+00	3.345627e-01	9.977016e-01	0	1.356223e+00	1.266182e-01	1.020801e-01	1.665551e+00	2.183095e+00
TCGA-CV-7423-11A-01R-2081-07	7.345071e-01	0	1.408851e+00	1.490939e+00	9.052134e-02	0	2.566000e-01	1.176975e+00	1.144235e-01	2.566932e+00	1.670744e+00
TCGA-CV-7423-01A-11R-2081-07	3.846353e-01	0	9.643177e-01	1.115908e+00	5.965827e-01	7.042633e-01	0	4.886578e-02	0	1.235139e+00	4.574633e+00
TCGA-CV-7424-11A-01R-2081-07	5.982017e-01	8.523250e-01	1.023242e+00	1.326460e+00	2.766753e-01	0	3.991358e-01	1.405507e+00	0	2.375137e+00	1.341905e+00
TCGA-CV-7424-01A-11R-2081-07	4.192902e-02	0	1.199742e+00	0	1.888963e+00	2.160147e-01	1.593438e+00	0	0	2.433660e+00	1.856858e+00
TCGA-CV-7425-11A-01R-2081-07	0	0	2.010766e+00	1.795449e+00	4.466133e-01	0	2.302253e-01	3.087228e-01	0	1.910203e+00	2.913407e+00
TCGA-CV-7425-01A-11R-2081-07	4.979595e-02	1.103225e-01	1.995881e+00	1.357524e+00	5.376969e-01	5.861388e-02	1.143805e-01	9.159108e-03	0	1.197371e+00	3.691758e+00
TCGA-CV-7427-01A-11R-2081-07	1.907611e-01	0	2.594322e+00	1.449673e+00	3.115259e-01	0	1.123259e-01	3.040264e-01	0	9.369484e-01	3.542081e+00
TCGA-CV-7428-01A-11R-2132-07	5.868000e-02	2.583574e-01	2.109746e+00	8.807353e-01	6.492548e-01	0	1.752061e-01	0	1.723959e-02	1.359375e+00	3.506925e+00
TCGA-CV-7429-01A-11R-2132-07	3.922103e-01	0	1.306225e+00	0	1.450752e+00	6.151933e-01	7.731694e-01	0	0	2.249501e+00	3.353624e+00
TCGA-CV-7430-01A-11R-2132-07	0	0	8.047744e-01	1.021094e+00	5.652705e-01	0	9.541096e-01	8.067177e-01	2.333922e-04	1.794811e+00	2.674759e+00
TCGA-CV-7432-11A-01R-2132-07	7.595552e-02	2.157396e+00	9.307709e-01	0	9.438412e-01	0	0	0	0	2.893738e+00	9.832032e-01
TCGA-CV-7432-01A-11R-2132-07	0	0	1.554781e+00	7.247540e-01	7.752217e-02	0	5.046092e-01	0	0	1.498898e+00	4.098238e+00
TCGA-CV-7433-01A-11R-2132-07	1.933915e-01	2.397283e-02	2.121733e+00	7.269517e-01	1.376670e+00	4.867489e-01	6.144758e-02	1.350551e-01	0	1.672711e+00	3.688415e+00
TCGA-CV-7434-11A-01R-2132-07	9.410365e-02	2.087318e+00	1.015989e+00	0	1.277755e+00	0	0	4.094989e-02	0	2.838618e+00	1.401339e+00
TCGA-CV-7434-01A-11R-2132-07	0	0	1.965034e+00	5.615933e-01	3.494844e-01	0	1.046566e-02	0	0	1.030652e+00	4.467783e+00
TCGA-CV-7435-01A-11R-2132-07	4.037271e-01	0	1.591085e+00	4.934969e-01	1.543165e+00	9.133239e-02	4.806347e-01	1.455200e-01	0	1.526980e+00	3.176641e+00
TCGA-CV-7437-11A-01R-2132-07	0	4.881944e-01	1.236655e+00	1.417080e+00	0	0	5.117495e-01	1.581337e+00	1.761511e-01	2.565372e+00	9.959855e-01
TCGA-CV-7437-01A-21R-2132-07	5.273918e-04	1.529795e-01	1.105109e+00	0	1.054967e+00	2.522120e-01	1.599222e+00	0	1.248523e-01	1.968081e+00	2.128690e+00
TCGA-CV-7438-11A-01R-2132-07	4.069784e-01	3.129059e-01	1.596191e+00	1.424623e+00	4.546267e-01	0	4.087204e-01	1.253347e+00	2.307316e-01	2.256743e+00	1.754767e+00
TCGA-CV-7438-01A-21R-2132-07	7.705280e-01	1.180391e-01	1.817947e+00	4.659659e-01	9.277011e-01	0	5.714660e-02	0	1.901622e-01	1.567788e+00	3.607342e+00
TCGA-CV-7440-11A-01R-2187-07	6.716956e-01	1.235153e+00	1.127565e+00	1.084199e+00	0	0	5.120024e-01	1.020974e+00	0	2.326047e+00	1.685658e+00
TCGA-CV-7440-01A-11R-2132-07	8.993411e-03	2.535795e-01	1.515683e+00	1.213805e-01	5.816500e-01	6.932946e-01	0	0	0	1.478718e+00	3.393529e+00
TCGA-CV-7446-01A-11R-2232-07	3.404452e-02	4.829081e-01	1.054054e+00	4.605465e-01	1.257600e+00	7.712676e-01	1.107650e+00	1.243029e-01	9.436461e-02	1.270708e+00	2.587588e+00
TCGA-CV-7568-01A-11R-2232-07	5.769255e-01	0	1.149229e+00	3.829719e-01	1.306163e+00	0	4.649441e-01	0	0	1.226815e+00	3.988783e+00
TCGA-CV-A45O-01A-21R-A24H-07	0	0	1.804972e+00	2.101010e+00	3.281879e-01	0	0	2.163936e-01	0	1.338499e+00	3.424847e+00
TCGA-CV-A45P-01A-11R-A24H-07	4.154654e-01	0	1.501366e+00	1.730346e+00	1.298943e-01	0	1.014631e-01	7.410204e-01	0	1.684823e+00	3.312504e+00
TCGA-CV-A45Q-01A-11R-A24H-07	2.674099e-01	0	1.669290e+00	1.363714e+00	0	0	5.754564e-02	0	0	3.169198e+00	3.602286e+00
TCGA-CV-A45R-01A-11R-A24H-07	5.741517e-01	0	1.705990e+00	1.043246e+00	8.907649e-01	1.788063e-01	2.734372e-01	3.999653e-01	4.927400e-02	1.834464e+00	2.973006e+00
TCGA-CV-A45T-01A-11R-A24H-07	5.716907e-01	0	2.285966e+00	1.278228e+00	6.913460e-01	2.243002e-01	1.286830e-01	5.033707e-01	6.021679e-02	2.095972e+00	3.022915e+00
TCGA-CV-A45U-01A-12R-A24H-07	9.272053e-02	0	1.157807e+00	4.182989e-01	1.016891e+00	8.311057e-01	9.402329e-01	0	4.186571e-01	1.725920e+00	2.892546e+00
TCGA-CV-A45V-01A-21R-A24Z-07	1.397392e-01	0	1.740579e+00	1.477693e+00	8.870881e-01	3.332925e-01	3.157065e-01	5.854328e-01	0	1.911322e+00	2.734576e+00
TCGA-CV-A45W-01A-11R-A24Z-07	1.936574e-02	2.016276e-01	1.781941e+00	1.944633e-01	1.319521e+00	5.497351e-01	1.311007e+00	9.857292e-02	2.706469e-01	2.359101e+00	1.615410e+00
TCGA-CV-A45X-01A-21R-A24Z-07	0	0	1.190976e+00	1.435566e+00	3.558011e-01	9.712544e-01	0	3.899288e-01	0	1.561232e+00	3.576235e+00
TCGA-CV-A45Y-01A-11R-A24Z-07	5.848277e-03	6.554422e-01	1.643438e+00	5.285349e-01	1.426512e+00	3.667717e-02	2.730311e-01	4.157123e-02	3.826284e-01	1.986588e+00	3.053236e+00
TCGA-CV-A45Z-01A-21R-A24Z-07	0	5.150572e-01	1.657666e+00	5.654351e-01	8.262292e-01	1.426780e-01	9.501218e-01	2.332754e-01	1.820662e-01	2.147881e+00	2.243540e+00
TCGA-CV-A460-01A-21R-A24Z-07	0	0	1.583838e+00	1.600483e-01	1.370979e+00	3.128880e-01	1.301348e-01	1.488105e-01	1.566853e+00	1.766299e+00	1.662887e+00
TCGA-CV-A461-01A-41R-A266-07	7.127881e-02	0	2.129559e+00	4.517195e-01	7.950326e-01	1.410550e-01	4.180103e-01	0	0	2.028158e+00	2.234573e+00
TCGA-CV-A463-01A-11R-A266-07	0	0	1.526396e+00	1.344226e+00	2.719430e-01	0	2.050114e-01	0	0	1.395173e+00	3.893006e+00
TCGA-CV-A464-01A-11R-A266-07	7.527000e-01	0	1.664640e+00	4.505225e-01	1.208107e+00	0	8.176784e-02	0	0	1.887752e+00	3.731525e+00
TCGA-CV-A465-01A-11R-A266-07	4.584847e-01	0	1.166261e+00	1.441797e+00	2.826746e-01	0	2.352283e-01	0	0	1.536464e+00	4.061080e+00
TCGA-CV-A468-01A-11R-A266-07	5.785002e-01	0	2.122035e+00	1.074211e+00	1.027640e+00	0	1.636472e-01	8.695288e-01	0	2.368783e+00	2.378774e+00
TCGA-CV-A6JD-01A-11R-A31N-07	1.102919e-02	1.590444e-02	2.140064e+00	1.049237e-01	7.196783e-01	0	0	0	0	2.176231e+00	3.406613e+00
TCGA-CV-A6JE-01A-11R-A31N-07	0	1.729567e-01	1.914266e+00	4.464608e-01	5.286135e-01	2.888862e-01	0	0	0	2.932515e+00	3.651066e+00
TCGA-CV-A6JM-01A-11R-A31N-07	6.852029e-02	0	1.121041e+00	7.524714e-01	4.470958e-01	7.380279e-01	1.356770e-01	0	0	3.599101e+00	3.327623e+00
TCGA-CV-A6JN-01A-11R-A31N-07	2.637796e-01	0	1.965535e+00	1.202897e+00	0	0	6.756348e-02	3.939585e-01	6.241055e-03	2.694938e+00	3.625447e+00
TCGA-CV-A6JO-01B-11R-A34R-07	0	0	2.335211e+00	1.143366e+00	1.752362e-01	0	1.089593e-01	3.583884e-01	0	1.662364e+00	3.834027e+00
TCGA-CV-A6JT-01A-11R-A31N-07	6.557163e-01	0	1.644333e+00	1.044737e+00	7.578338e-01	0	0	0	0	2.623624e+00	3.680220e+00
TCGA-CV-A6JU-01A-11R-A31N-07	7.725165e-01	2.417359e-01	1.530680e+00	1.702768e-01	4.041386e-01	1.661906e-02	3.220941e-01	0	0	3.482339e+00	2.264414e+00
TCGA-CV-A6JY-01A-11R-A31N-07	0	0	9.390313e-01	1.680191e+00	5.672479e-01	5.998106e-01	4.280005e-01	4.113511e-01	0	1.886332e+00	2.854608e+00
TCGA-CV-A6JZ-01A-11R-A31N-07	2.748177e-03	3.907640e-02	2.446239e+00	4.702354e-01	8.605769e-01	9.980510e-02	8.013030e-03	0	0	1.787047e+00	3.304502e+00
TCGA-CV-A6K0-01B-21R-A31N-07	7.079759e-01	0	1.734855e+00	7.289895e-01	1.137057e+00	0	2.323211e-01	6.901557e-01	4.912079e-02	2.052269e+00	2.430944e+00
TCGA-CV-A6K1-01A-11R-A31N-07	0	0	1.865943e+00	1.136418e+00	1.823502e-01	2.439210e-01	1.591416e-02	1.686278e-01	0	2.847948e+00	3.163524e+00
TCGA-CV-A6K2-01A-11R-A31N-07	0	0	1.749614e+00	9.781791e-01	5.231626e-01	9.731185e-01	1.927416e-01	4.690394e-01	0	1.663386e+00	3.354891e+00
TCGA-CX-7082-01A-11R-2016-07	5.791233e-01	0	1.225178e+00	1.062556e-01	9.906158e-01	0	1.038773e+00	0	2.872786e-01	1.890752e+00	2.304264e+00
TCGA-CX-7085-01A-21R-2016-07	6.525840e-01	0	2.051902e+00	1.294081e+00	1.456045e+00	0	0	7.885166e-01	0	1.559262e+00	2.935987e+00
TCGA-CX-7086-01A-11R-2081-07	0	0	1.575203e+00	1.292378e+00	2.575671e-01	6.555019e-01	4.962366e-01	6.642595e-01	0	1.344170e+00	3.007806e+00
TCGA-CX-7219-01A-11R-2016-07	3.920527e-02	3.118121e-01	1.741923e+00	8.447383e-01	1.134122e+00	1.383347e-01	3.846176e-02	3.832045e-01	5.466907e-02	1.408815e+00	3.347594e+00
TCGA-CX-A4AQ-01A-11R-A24Z-07	5.372617e-02	2.336050e-01	1.645891e+00	0	1.392127e+00	3.193173e-01	5.038696e-02	0	1.516744e+00	2.691821e+00	1.653746e+00
TCGA-D6-6515-01A-21R-1873-07	3.757347e-01	0	2.394045e+00	7.855923e-01	1.362769e+00	0	1.130736e-01	2.554035e-01	8.751900e-02	1.434026e+00	2.895791e+00
TCGA-D6-6516-01A-11R-1873-07	5.114006e-03	0	2.035249e+00	1.221473e+00	4.974888e-01	0	1.604815e-01	4.062865e-02	0	1.312839e+00	3.686612e+00
TCGA-D6-6517-01A-11R-1873-07	0	8.158801e-01	1.461201e+00	5.572683e-01	6.517671e-01	2.584415e-01	6.833403e-02	0	0	1.435552e+00	4.077482e+00
TCGA-D6-6823-01A-11R-1915-07	1.633241e-01	5.407620e-01	1.392823e+00	6.799203e-01	2.877404e-01	0	2.437133e-02	0	9.472550e-02	1.467627e+00	3.742502e+00
TCGA-D6-6824-01A-11R-1915-07	1.083601e-01	1.433883e+00	1.819828e+00	5.061440e-01	1.156909e+00	0	2.837427e-01	3.401383e-01	0	1.839052e+00	2.405877e+00
TCGA-D6-6825-01A-21R-1915-07	5.124825e-01	0	2.120675e+00	9.971604e-01	9.738064e-01	3.293190e-01	0	0	0	8.181970e-01	3.875000e+00
TCGA-D6-6826-01A-11R-1915-07	1.170654e-01	8.495064e-01	1.810316e+00	7.194534e-01	9.319183e-01	6.375336e-01	0	2.630254e-01	0	1.162293e+00	3.605336e+00
TCGA-D6-6827-01A-11R-1915-07	3.310743e-02	6.749323e-01	1.033153e+00	2.796322e-01	1.314190e+00	5.040324e-02	3.346377e-01	4.355552e-01	8.991992e-01	2.411340e+00	1.435072e+00
TCGA-D6-8568-01A-11R-2403-07	6.314890e-01	6.919905e-01	1.563449e+00	6.175793e-01	7.180454e-01	0	1.286025e-01	3.215356e-01	4.518566e-02	1.866652e+00	3.205556e+00
TCGA-D6-8569-01A-11R-2403-07	4.876981e-01	0	1.910361e+00	8.416350e-01	5.184950e-01	0	1.999523e-01	1.563600e-01	0	1.209022e+00	3.867513e+00
TCGA-D6-A4Z9-01A-11R-A24Z-07	4.509742e-01	0	1.694596e+00	9.381313e-01	4.618617e-01	0	1.404696e-01	7.285103e-02	5.506139e-02	1.338419e+00	3.878842e+00
TCGA-D6-A4ZB-01A-11R-A24Z-07	2.306289e-02	1.399336e-01	1.131459e+00	9.846153e-01	1.038011e+00	8.782746e-01	6.532921e-01	1.405676e-01	2.297521e-01	2.088767e+00	3.083452e+00
TCGA-D6-A6EK-01A-11R-A31N-07	4.649409e-02	2.067850e-01	2.142518e+00	1.681420e+00	1.836183e-01	0	7.757724e-02	6.028671e-01	1.679332e-01	2.843816e+00	2.632735e+00
TCGA-D6-A6EM-01A-21R-A31N-07	8.663040e-01	0	2.699590e+00	3.652100e-01	1.833523e-01	0	1.044301e-01	0	0	2.922753e+00	2.809070e+00
TCGA-D6-A6EN-01A-11R-A31N-07	8.543894e-03	1.620930e-01	2.738267e+00	4.198729e-01	0	0	0	0	0	2.792862e+00	2.986112e+00
TCGA-D6-A6EO-01A-11R-A31N-07	6.470512e-03	2.851021e-02	1.281407e+00	6.923163e-01	4.736042e-01	0	5.724284e-01	1.256226e-01	0	1.776572e+00	2.884609e+00
TCGA-D6-A6EP-01A-11R-A31N-07	6.517234e-02	1.237959e-02	5.683622e-01	0	1.841999e+00	0	2.786274e-01	0	3.092082e-01	4.239063e+00	1.678472e+00
TCGA-D6-A6EQ-01A-11R-A31N-07	1.082341e-02	2.774593e-01	1.631369e+00	7.833822e-01	8.119521e-01	3.252230e-01	1.374684e-01	1.008869e-01	4.611727e-02	2.788739e+00	3.568474e+00
TCGA-D6-A6ES-01A-12R-A31N-07	0	0	1.140677e+00	1.104600e+00	1.204785e-01	5.607790e-01	2.085309e-01	7.788622e-02	2.901800e-02	3.514990e+00	2.836072e+00
TCGA-D6-A74Q-01A-11R-A34R-07	2.049108e-02	2.474602e-01	1.519135e+00	5.937262e-01	4.377017e-01	0	0	1.817329e-01	2.579358e-01	2.132612e+00	2.755201e+00
TCGA-DQ-5624-01A-01R-1873-07	5.525542e-01	2.963612e-02	1.288360e+00	8.508692e-01	1.033984e+00	6.088122e-01	0	3.090614e-01	0	1.629503e+00	3.942359e+00
TCGA-DQ-5625-01A-01R-1873-07	9.012008e-01	0	2.226806e+00	7.387237e-01	4.944887e-01	0	0	0	0	1.490033e+00	3.729671e+00
TCGA-DQ-5629-01A-01R-1873-07	0	4.708164e-01	9.406507e-01	0	1.033819e+00	5.920602e-01	1.448323e+00	0	0	1.769787e+00	2.672584e+00
