sampleID	D6.6_GNF2-SPRR1B	D8.5_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D8.2_MODULE-103	D7.2_RUNNE-GENDER-EFFECT-UP	D6.2_NIKOLSKY-BREAST-CANCER-7P15-AMPLICON
TCGA-W3-A824-06A-21R-A352-07	0	1.560277e+00	2.178024e+00	2.962520e+00	0
TCGA-W3-A825-06A-11R-A352-07	1.634925e-01	1.251089e+00	6.038268e-01	1.682079e+00	5.361964e+00
TCGA-W3-A828-06A-11R-A352-07	3.790037e-01	1.272993e+00	8.581413e-01	2.305412e+00	4.748206e+00
TCGA-W3-AA1O-06A-11R-A38C-07	5.480158e-03	6.202268e-01	3.197622e+00	3.841607e+00	3.545274e-01
TCGA-W3-AA1Q-06A-11R-A38C-07	0	1.530302e+00	1.086609e+00	2.755945e+00	4.181376e-01
TCGA-W3-AA1R-06A-11R-A39D-07	0	7.700904e-01	2.655334e+00	3.512266e+00	0
TCGA-W3-AA1V-06B-11R-A40A-07	0	9.519020e-01	1.397411e+00	4.228141e+00	2.460874e+00
TCGA-W3-AA1W-06A-11R-A38C-07	0	2.449330e+00	1.937927e+00	3.118901e+00	0
TCGA-W3-AA21-06A-11R-A38C-07	0	8.511486e-01	2.095764e+00	1.563063e+00	8.179662e-01
TCGA-WE-A8JZ-06A-11R-A37K-07	6.978149e-02	9.750142e-01	1.310575e+00	2.386757e+00	1.911506e+00
TCGA-WE-A8K1-06A-21R-A37K-07	0	1.812181e+00	2.434427e+00	2.940196e+00	0
TCGA-WE-A8K4-01A-12R-A37K-07	2.842137e-02	1.551818e+00	3.095369e+00	2.732596e+00	0
TCGA-WE-A8K5-06A-11R-A37K-07	2.358550e-02	1.425433e+00	1.467166e+00	1.743453e+00	1.614662e+00
TCGA-WE-A8K6-06A-11R-A37K-07	4.334292e-02	3.310630e-01	1.903398e+00	2.180272e+00	4.759637e+00
TCGA-WE-A8ZM-06A-11R-A37K-07	1.364140e-01	5.344071e-01	5.808383e-01	7.309870e-01	5.140344e+00
TCGA-WE-A8ZN-06A-11R-A37K-07	7.667951e-02	1.829385e+00	3.871191e+00	1.408384e+00	1.041972e+00
TCGA-WE-A8ZO-06A-11R-A37K-07	7.955938e-03	1.720071e+00	9.203380e-01	2.340338e+00	8.998782e-01
TCGA-WE-A8ZQ-06A-41R-A37K-07	3.535534e-02	4.276329e-01	2.803310e-01	1.022725e+00	4.939335e+00
TCGA-WE-A8ZR-06A-11R-A37K-07	5.955600e-02	1.194287e+00	2.327442e+00	2.869346e+00	5.703297e-01
TCGA-WE-A8ZT-06A-11R-A37K-07	0	1.044966e+00	0	1.555294e+00	2.439066e+00
TCGA-WE-A8ZX-06A-11R-A37K-07	0	1.530687e+00	1.835634e+00	1.692234e+00	2.117529e+00
TCGA-WE-A8ZY-06A-11R-A37K-07	3.550175e-02	8.950577e-01	2.659515e+00	3.426654e+00	7.000065e-01
TCGA-WE-AA9Y-06A-12R-A38C-07	1.799539e-01	1.481309e+00	2.186158e+00	1.792270e+00	2.780096e+00
TCGA-WE-AAA0-06A-11R-A38C-07	1.327583e-02	1.415336e+00	2.629998e+00	3.545021e+00	3.147276e-02
TCGA-WE-AAA3-06A-11R-A38C-07	4.006950e-02	1.876574e+00	1.556026e+00	8.829300e-01	1.553516e+00
TCGA-WE-AAA4-06A-12R-A38C-07	3.494169e-02	2.236674e+00	4.199504e+00	1.513008e+00	2.872947e-01
TCGA-XV-A9VZ-01A-11R-A38C-07	1.096565e+00	5.569404e-01	7.815604e-01	1.746845e+00	3.068466e+00
TCGA-XV-A9W2-01A-11R-A39D-07	1.511361e+00	5.287579e-01	1.788240e+00	2.623491e+00	5.542806e-01
TCGA-XV-A9W5-01A-11R-A38C-07	1.062935e+00	5.372535e-01	8.371990e-01	1.599474e+00	4.091510e+00
TCGA-XV-AAZV-01A-11R-A40A-07	1.312446e+00	9.497175e-01	1.808201e+00	2.369641e+00	2.739704e+00
TCGA-XV-AAZW-01A-12R-A40A-07	1.421483e+00	1.809814e-01	1.179956e+00	1.828061e+00	2.508943e+00
TCGA-XV-AAZY-01A-12R-A40A-07	3.261925e-01	1.403421e+00	4.859876e+00	1.367388e+00	0
TCGA-XV-AB01-06A-12R-A40A-07	0	1.561954e+00	3.241340e+00	3.669252e-01	1.304915e+00
TCGA-YD-A89C-06A-11R-A37K-07	0	1.403817e-01	5.774034e-01	1.356793e+00	3.940384e+00
TCGA-YD-A9TA-06A-11R-A39D-07	1.401850e-01	1.315841e+00	4.422459e-01	2.821660e+00	4.118738e+00
TCGA-YD-A9TB-06A-12R-A40A-07	7.645067e-02	1.512885e+00	1.021592e+00	1.752832e+00	2.540387e+00
TCGA-YG-AA3N-01A-11R-A38C-07	1.129645e+00	1.451981e+00	2.762914e+00	2.095271e+00	0
TCGA-YG-AA3O-06A-11R-A38C-07	0	9.573538e-01	2.644489e+00	3.563804e+00	2.980109e-01
TCGA-YG-AA3P-06A-11R-A38C-07	0	5.851639e-01	5.137091e-01	1.696988e+00	1.102898e+00
TCGA-Z2-A8RT-06A-11R-A37K-07	1.006196e-01	1.788717e+00	1.276415e+00	1.840841e+00	1.526899e+00
TCGA-Z2-AA3S-06A-11R-A39D-07	0	1.250570e+00	3.410417e-01	1.724287e+00	5.977900e-01
TCGA-Z2-AA3V-06A-11R-A39D-07	6.260104e-02	1.981119e+00	5.523669e+00	5.395996e-01	2.581664e-01
