sampleID	D10.9_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D10.8_GNF2-CDH3	D10.7_CHASSOT-SKIN-WOUND	D10.6_PROTEIN-DEACETYLASE-ACTIVITY	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.8_BIOCARTA-ETC-PATHWAY
TCGA-ET-A25G-01A-11R-A16R-07	2.381233e-01	2.050349e+00	0	0	2.267602e+00	9.311811e-01
TCGA-ET-A25I-01A-11R-A16R-07	6.616730e-01	0	0	2.332182e+00	3.052845e-01	1.021820e+00
TCGA-ET-A25J-01A-11R-A16R-07	2.871736e-01	0	0	4.195906e-01	2.015818e+00	8.006230e-01
TCGA-ET-A25K-01A-11R-A16R-07	1.798907e-01	8.276687e-01	4.491084e-01	4.127334e-01	1.327381e+00	0
TCGA-ET-A25L-01A-11R-A16R-07	3.699814e-01	4.567354e-01	0	3.351951e-01	3.092649e+00	4.977672e-01
TCGA-ET-A25M-01A-11R-A16R-07	9.631868e-02	2.110599e-01	2.515340e-01	0	2.615788e+00	5.356143e-01
TCGA-ET-A25N-01A-11R-A16R-07	2.623086e-01	1.671351e+00	4.704657e-01	5.096030e-01	7.170911e-01	3.270660e-01
TCGA-ET-A25O-01A-11R-A16R-07	0	0	0	0	6.396911e-01	5.429464e-01
TCGA-ET-A25P-01A-11R-A16R-07	2.353040e-01	4.309900e-02	9.611325e-02	3.161774e+00	1.029391e+00	2.171002e-01
TCGA-ET-A25R-01A-11R-A16R-07	4.658727e-01	4.980983e-01	0	0	2.410664e+00	5.219263e-01
TCGA-ET-A2MX-11C-11R-A23N-07	2.799008e-01	2.474888e-02	3.001093e+00	0	4.033318e-01	6.809069e-01
TCGA-ET-A2MX-01A-11R-A23N-07	1.590151e-01	1.393749e+00	0	0	1.410782e+00	1.513344e+00
TCGA-ET-A2MY-01A-11R-A18C-07	2.198849e-01	5.375208e-01	0	3.595612e-01	1.739859e+00	9.818744e-01
TCGA-ET-A2MZ-01A-12R-A19O-07	2.205223e-01	1.986215e-01	0	5.796652e-01	1.200428e+00	1.487633e-01
TCGA-ET-A2N0-01A-11R-A18C-07	6.557726e-01	1.158974e+00	1.136920e+00	0	8.956131e-01	1.350809e+00
TCGA-ET-A2N3-01B-21R-A23N-07	0	3.198927e-01	8.057053e-01	9.392752e-01	3.267617e-01	3.465314e-01
TCGA-ET-A2N4-01A-12R-A19O-07	1.278344e-01	0	0	1.585367e+00	8.190460e-01	2.111978e-01
TCGA-ET-A2N5-11B-11R-A18C-07	0	0	2.743870e+00	0	3.277521e-01	6.959384e-01
TCGA-ET-A2N5-01A-11R-A18C-07	1.003735e-01	0	4.613805e-01	3.014118e+00	5.718498e-02	6.864880e-01
TCGA-ET-A39I-01A-11R-A19O-07	0	0	5.955691e-01	2.634665e+00	8.559331e-02	4.547532e-01
TCGA-ET-A39J-01A-11R-A19O-07	1.543457e-01	9.343023e-01	2.458752e-01	5.896873e-01	1.455340e+00	9.746736e-02
TCGA-ET-A39K-01A-11R-A19O-07	4.194406e-01	7.468889e-01	4.748109e-01	2.322355e-01	1.168248e+00	5.346551e-01
TCGA-ET-A39L-01A-12R-A19O-07	2.161716e-01	0	1.684609e-01	1.396430e+00	4.687238e-01	2.624131e-01
TCGA-ET-A39M-01A-11R-A19O-07	1.088227e+00	1.531116e-01	0	1.073708e+00	1.149458e+00	3.715018e-01
TCGA-ET-A39N-01A-11R-A19O-07	3.731918e-01	3.245009e-01	0	0	1.074411e+00	8.083398e-01
TCGA-ET-A39O-01A-11R-A19O-07	6.287071e-01	9.366121e-01	0	0	2.380390e+00	8.375734e-01
TCGA-ET-A39P-01A-21R-A19O-07	2.055329e-01	4.042507e-01	0	9.775442e-02	2.243905e+00	7.078864e-01
TCGA-ET-A39R-01A-11R-A19O-07	1.085350e+00	3.180788e-01	0	1.430644e+00	1.501163e+00	2.658945e-01
TCGA-ET-A39S-01A-11R-A19O-07	2.400143e-01	6.207333e-01	1.613627e+00	4.593062e-01	1.177599e+00	3.013541e-01
TCGA-ET-A39T-01A-11R-A19O-07	1.798451e-01	6.808988e-01	0	0	5.468066e-01	1.256473e+00
TCGA-ET-A3BN-01A-11R-A19O-07	3.244646e-02	1.866812e+00	3.615856e-01	6.577255e-01	1.045922e+00	4.884641e-01
TCGA-ET-A3BO-01A-11R-A19O-07	8.062638e-01	5.567954e-01	0	4.744413e-01	1.770045e+00	3.341717e-01
TCGA-ET-A3BP-01A-21R-A19O-07	2.196286e-01	0	0	8.265087e-01	1.125010e+00	4.467745e-01
TCGA-ET-A3BQ-01B-11R-A206-07	3.348475e-01	7.046189e-01	3.964297e-01	5.922335e-01	1.168604e+00	6.665123e-02
TCGA-ET-A3BS-01A-11R-A206-07	1.118722e+00	0	0	2.516278e-01	7.858866e-01	2.032188e-01
TCGA-ET-A3BT-01A-11R-A19O-07	4.135575e-01	3.916487e-01	7.295561e-02	0	1.876027e+00	5.709884e-01
TCGA-ET-A3BU-01A-11R-A19O-07	3.191767e-01	1.297024e+00	0	7.925462e-01	1.146805e+00	2.580336e-01
TCGA-ET-A3BV-01A-11R-A19O-07	5.835653e-01	1.044863e+00	2.820441e-02	0	3.371091e+00	3.281435e-01
TCGA-ET-A3BW-01A-11R-A19O-07	0	0	0	6.407411e-01	2.760562e-01	9.857615e-02
TCGA-ET-A3BX-01A-11R-A19O-07	3.082920e-01	2.273788e+00	0	0	1.198174e+00	7.125860e-01
TCGA-ET-A3DO-01A-11R-A19O-07	1.085193e+00	1.292306e+00	0	0	2.026572e+00	6.201664e-01
TCGA-ET-A3DP-11A-22R-A21D-07	4.588349e-02	5.801874e-02	3.196862e+00	0	5.444819e-01	6.667512e-01
TCGA-ET-A3DP-01A-11R-A21D-07	4.576371e-01	5.515615e-01	8.084893e-01	5.020910e-01	1.230803e+00	1.900706e-01
TCGA-ET-A3DQ-01A-11R-A19O-07	8.994618e-01	5.955627e-02	1.419364e+00	2.107705e+00	9.451287e-01	4.608978e-01
TCGA-ET-A3DR-01A-11R-A19O-07	6.544607e-02	1.365759e+00	1.513293e+00	0	9.663459e-01	2.604527e-01
TCGA-ET-A3DS-01A-11R-A19O-07	5.439212e-01	0	1.462393e+00	2.831472e-01	3.709012e-01	6.839125e-01
TCGA-ET-A3DT-01A-11R-A19O-07	1.356829e+00	2.163301e-01	2.432503e-02	5.050772e-01	1.466782e+00	1.426484e-01
TCGA-ET-A3DU-01A-11R-A19O-07	1.269871e+00	1.163424e+00	0	0	1.905413e+00	6.557877e-01
TCGA-ET-A3DV-01A-12R-A206-07	0	4.212362e-01	8.109756e-01	5.874541e-01	4.129105e-01	6.579921e-01
TCGA-ET-A3DW-11A-11R-A19O-07	0	2.433255e-01	2.634961e+00	1.883164e-01	3.852068e-01	9.217383e-01
TCGA-ET-A3DW-01A-11R-A19O-07	4.736888e-01	1.294371e+00	0	7.433590e-02	9.303539e-01	9.319695e-01
TCGA-ET-A40P-01A-11R-A23N-07	3.168178e-01	0	1.095353e+00	2.521886e+00	8.090824e-01	4.963283e-01
TCGA-ET-A40Q-01A-11R-A23N-07	7.748415e-01	3.633556e-01	0	2.907276e-01	2.460798e+00	6.755740e-01
TCGA-ET-A40R-01A-11R-A23N-07	7.168524e-01	2.678419e-01	1.131820e+00	1.478817e+00	8.582523e-01	3.772205e-01
TCGA-ET-A40S-01A-11R-A23N-07	9.354920e-01	8.214671e-01	8.508383e-02	2.259459e+00	1.262570e+00	5.203129e-01
TCGA-ET-A40T-01A-11R-A23N-07	7.107288e-01	4.004384e-01	4.319888e-01	1.019743e+00	1.724435e+00	4.139141e-03
TCGA-ET-A4KN-01A-11R-A250-07	1.252249e+00	1.521215e+00	3.646509e-02	1.942948e-01	2.126926e+00	1.579928e+00
TCGA-ET-A4KQ-01A-12R-A250-07	8.046501e-03	0	1.325418e+00	2.958319e+00	6.886701e-01	3.223680e-01
TCGA-FE-A22Z-01A-11R-A16R-07	1.678837e-01	8.952247e-01	0	0	2.820499e+00	5.228019e-01
TCGA-FE-A230-01A-11R-A14Y-07	9.256107e-01	1.221347e+00	0	0	1.000695e+00	6.728140e-01
TCGA-FE-A231-01A-11R-A14Y-07	2.954873e-01	3.117744e-01	0	1.195101e-01	1.020689e+00	1.084877e+00
TCGA-FE-A232-01A-11R-A14Y-07	6.391848e-01	6.212972e-01	7.923768e-01	1.333655e-01	1.597496e+00	6.598856e-01
TCGA-FE-A233-01A-11R-A14Y-07	1.357023e-01	1.265949e+00	0	0	1.216956e+00	8.592577e-01
TCGA-FE-A234-01A-11R-A14Y-07	4.431435e-01	8.940900e-01	0	5.983832e-02	2.074182e+00	5.517874e-01
TCGA-FE-A235-01A-11R-A16R-07	4.483209e-01	7.679803e-01	8.652615e-01	6.523385e-01	1.184924e+00	2.893282e-01
TCGA-FE-A236-01A-11R-A16R-07	2.163049e-01	3.499326e-01	0	0	1.271861e+00	9.827405e-01
TCGA-FE-A237-01A-11R-A16R-07	3.947696e-01	2.830627e-01	4.447294e-01	3.619470e-01	2.368097e+00	4.449945e-01
TCGA-FE-A238-01A-11R-A16R-07	4.587940e-01	6.948837e-01	0	0	1.238554e+00	7.414839e-01
TCGA-FE-A239-01A-11R-A16R-07	1.447612e-01	0	4.990301e-01	2.602118e-01	6.673351e-01	5.219449e-01
TCGA-FE-A23A-01A-11R-A16R-07	9.655269e-01	1.295960e+00	0	0	1.618681e+00	6.717229e-01
TCGA-FE-A3PA-01A-12R-A220-07	3.704996e-01	2.971616e-01	0	2.644659e+00	1.417738e+00	1.279787e-01
TCGA-FE-A3PB-01A-11R-A220-07	7.459379e-01	1.617545e-01	6.951018e-01	1.895195e-01	3.181356e+00	5.353741e-01
TCGA-FE-A3PC-01A-11R-A220-07	4.918576e-01	7.778988e-01	2.306996e-01	5.887593e-01	1.369981e+00	4.344891e-01
TCGA-FE-A3PD-01A-11R-A220-07	6.692916e-01	2.651197e-01	0	2.435062e+00	9.458986e-01	2.794318e-01
TCGA-FK-A3S3-01A-11R-A22L-07	2.011626e-01	2.298809e-02	4.486970e-01	2.086090e+00	9.382163e-01	2.093681e-01
TCGA-FK-A3SB-01A-11R-A22L-07	2.437180e-01	4.016758e-01	6.040502e-02	1.054641e+00	1.185930e+00	0
TCGA-FK-A3SD-01A-11R-A22L-07	0	7.479095e-02	1.512489e+00	1.341940e-01	3.973571e-01	7.336285e-01
TCGA-FK-A3SE-01A-11R-A22L-07	2.546507e-01	1.665729e+00	1.234062e+00	3.481662e-02	1.224447e+00	5.218185e-01
TCGA-FK-A3SG-01A-11R-A22L-07	2.010677e-01	8.866931e-01	3.524383e-01	1.625987e+00	1.065780e+00	4.153244e-01
TCGA-FK-A3SH-01A-11R-A22L-07	8.569961e-02	1.078376e+00	0	3.919070e-01	1.058539e+00	2.929651e-01
TCGA-FK-A4UB-01A-11R-A250-07	1.889424e-01	1.509645e-01	3.711155e-01	1.331976e+00	1.197286e+00	7.382776e-02
TCGA-FY-A2QD-01A-11R-A19O-07	0	5.413497e-01	1.054083e+00	0	0	5.901744e-01
TCGA-FY-A3BL-01A-11R-A19O-07	4.204426e-02	5.681601e-01	0	0	9.471777e-01	9.019646e-01
TCGA-FY-A3I4-01A-11R-A21D-07	5.226211e-01	1.180885e+00	1.679533e+00	7.112097e-01	1.909843e+00	2.776157e-01
TCGA-FY-A3I5-01B-11R-A220-07	6.494046e-01	0	1.621456e+00	1.021304e-02	7.501034e-01	9.245104e-01
TCGA-FY-A3NM-01A-11R-A21D-07	8.852503e-02	0	1.198179e+00	3.754912e-01	3.243500e-02	8.211087e-01
TCGA-FY-A3NN-01A-11R-A21D-07	3.106727e-01	6.017872e-02	0	4.184719e-01	6.909082e-01	8.864923e-01
TCGA-FY-A3NP-01A-11R-A21D-07	8.690045e-02	0	3.314045e-01	2.741730e+00	1.219350e-01	6.666507e-01
TCGA-FY-A3ON-01A-11R-A220-07	6.492093e-01	1.428153e+00	1.062163e-02	6.192657e-01	1.159147e+00	1.120670e-01
TCGA-FY-A3R6-01A-11R-A220-07	1.089790e+00	4.196158e-01	7.977221e-01	1.981273e+00	1.372066e+00	4.793655e-01
TCGA-FY-A3R7-01A-11R-A220-07	5.726710e-01	3.367951e-01	1.579164e+00	6.564244e-01	1.021138e+00	2.032243e-01
TCGA-FY-A3R8-01A-11R-A220-07	4.464152e-01	5.804188e-01	0	3.845967e-01	2.276229e+00	5.241463e-01
TCGA-FY-A3R9-01A-11R-A220-07	8.540657e-03	0	1.353110e+00	1.637790e+00	3.248542e-01	1.268729e+00
TCGA-FY-A3RA-01A-11R-A220-07	1.604883e-01	1.020281e+00	9.163528e-02	0	6.184465e-01	9.929478e-01
TCGA-FY-A3TY-11A-12R-A22U-07	1.624090e-01	0	3.071475e+00	0	4.659707e-01	4.412336e-01
TCGA-FY-A3TY-01A-11R-A22U-07	7.066300e-01	3.008524e-01	1.857094e+00	4.443887e-01	2.562437e+00	4.093526e-01
TCGA-FY-A3W9-01A-11R-A22L-07	4.638649e-02	3.288732e-01	0	2.727364e+00	4.326946e-01	2.895772e-01
TCGA-FY-A3WA-01A-11R-A22L-07	6.084570e-02	0	1.294216e+00	6.697894e-01	2.974726e-01	1.717184e-01
TCGA-FY-A3YR-01A-11R-A22U-07	3.216647e-01	5.998364e-01	2.540306e-02	0	2.628526e+00	6.984601e-01
TCGA-FY-A40K-01A-11R-A23N-07	6.557074e-01	0	5.188410e-01	4.408391e-01	1.148924e+00	0
TCGA-FY-A40L-01A-11R-A23N-07	5.619461e-01	7.745254e-01	2.455854e-02	5.729976e-01	2.281277e+00	6.357012e-01
TCGA-FY-A40M-01A-11R-A23N-07	2.419131e-01	1.063359e+00	0	4.491941e-01	6.857624e-01	4.534939e-01
TCGA-FY-A40N-01A-11R-A23N-07	5.958808e-01	3.330372e-01	8.163894e-01	1.267047e+00	0	2.108168e-01
TCGA-FY-A4B0-01A-21R-A23W-07	4.428178e-01	0	6.316484e-01	1.294424e+00	1.305047e+00	6.965579e-01
TCGA-FY-A4B3-01A-11R-A23W-07	2.454837e-01	1.624907e+00	1.759658e-03	7.910576e-01	2.087430e+00	2.029285e-01
TCGA-FY-A4B4-01A-11R-A23W-07	6.842435e-01	1.406040e+00	9.521865e-02	5.550809e-01	1.352004e+00	5.020157e-01
TCGA-FY-A76V-01A-11R-A39I-07	2.590223e-01	0	3.950049e-01	2.393824e+00	1.010756e+00	1.392274e-01
TCGA-GE-A2C6-11A-11R-A16R-07	1.279079e+00	0	2.424937e+00	5.233568e-02	4.141205e-01	6.489065e-01
TCGA-GE-A2C6-01A-11R-A16R-07	8.086755e-01	9.179858e-04	2.415853e-01	1.353062e+00	2.554472e+00	1.104443e-01
TCGA-H2-A26U-01A-11R-A16R-07	1.121874e+00	8.016344e-01	0	2.878026e-01	2.393992e+00	3.572058e-01
TCGA-H2-A2K9-11A-11R-A180-07	9.767749e-01	0	2.380951e+00	0	4.197355e-01	4.746935e-01
TCGA-H2-A2K9-01A-11R-A180-07	1.109618e-01	2.351005e-01	0	2.770022e+00	1.594765e-01	2.280842e-01
TCGA-H2-A3RH-01A-11R-A220-07	2.417166e-01	8.131173e-01	4.170266e-01	2.495055e+00	3.602394e-01	3.475087e-01
TCGA-H2-A3RI-11A-11R-A220-07	5.705196e-01	0	2.755863e+00	0	5.782879e-01	5.157121e-01
TCGA-H2-A3RI-01A-11R-A220-07	4.388116e-01	2.280993e-01	1.610626e-01	0	1.152485e+00	5.809660e-01
TCGA-H2-A421-01A-11R-A23N-07	9.556924e-01	8.353195e-01	0	3.064172e-01	1.825008e+00	3.963623e-01
TCGA-H2-A422-01A-11R-A23N-07	2.154467e-01	1.494994e+00	0	0	7.142051e-01	6.905205e-01
TCGA-IM-A3EB-01A-11R-A206-07	8.250858e-01	1.682400e+00	0	2.463993e-01	1.359878e+00	9.284916e-01
TCGA-IM-A3ED-01A-11R-A206-07	8.645259e-01	1.219894e+00	0	2.738345e-01	1.053260e+00	1.478514e-01
TCGA-IM-A3U2-01A-21R-A22L-07	2.857732e-01	1.110927e+00	0	0	2.769611e+00	7.459636e-01
TCGA-IM-A3U3-01A-11R-A22L-07	5.244279e-01	3.177680e-01	0	6.219770e-01	2.095643e+00	5.888598e-01
TCGA-IM-A41Y-01A-11R-A23W-07	5.332619e-02	1.086212e+00	1.975282e-01	2.532848e-01	1.174848e+00	9.329791e-01
TCGA-IM-A41Z-01A-11R-A23N-07	6.394050e-01	0	0	2.140624e+00	3.643080e-01	1.395159e+00
TCGA-IM-A420-01A-11R-A23N-07	9.785210e-01	1.384085e+00	0	1.234354e-01	1.722171e+00	7.273201e-01
TCGA-IM-A4EB-01A-11R-A250-07	8.413331e-01	1.321717e+00	5.229787e-01	3.527325e-01	2.056103e+00	5.407985e-01
TCGA-J8-A3NZ-01A-11R-A21D-07	4.873650e-01	8.031799e-01	0	0	1.537564e+00	6.297330e-01
TCGA-J8-A3O0-01A-11R-A21D-07	3.542290e-01	7.611600e-01	3.357848e-01	2.065735e+00	5.253024e-01	4.386589e-01
TCGA-J8-A3O1-01A-11R-A21D-07	1.151618e-01	9.769971e-01	0	2.509072e-01	1.302599e+00	1.218427e+00
TCGA-J8-A3O2-06A-11R-A23N-07	2.811000e-01	5.905026e-01	0	0	9.638248e-01	2.343531e-01
TCGA-J8-A3O2-01A-11R-A23N-07	7.037124e-01	5.687396e-01	1.433397e+00	1.344691e-01	1.200511e+00	3.805881e-01
TCGA-J8-A3YD-01A-11R-A22U-07	1.697214e-01	6.901862e-01	1.613384e+00	4.809263e-01	1.180843e+00	6.333884e-01
TCGA-J8-A3YE-01A-12R-A23N-07	0	3.986054e-01	0	0	7.746282e-01	1.280504e+00
TCGA-J8-A3YF-01A-12R-A23N-07	7.746845e-01	1.040154e+00	0	4.700021e-01	2.016344e+00	4.343286e-01
TCGA-J8-A3YG-01A-11R-A22U-07	5.719797e-01	1.381583e+00	5.113769e-01	5.887813e-01	1.978848e+00	5.094682e-01
TCGA-J8-A3YH-06A-11R-A23N-07	7.210694e-01	2.159116e-02	1.933577e-01	8.877114e-01	1.000592e+00	8.319800e-02
TCGA-J8-A3YH-01A-11R-A22U-07	2.403966e-01	1.517211e-01	6.201040e-02	9.096469e-01	1.066319e+00	5.668984e-02
TCGA-J8-A42S-01A-11R-A23N-07	1.482671e-01	3.244572e-01	1.284364e+00	2.582929e-01	1.642084e+00	1.641774e-01
TCGA-J8-A4HW-06A-11R-A250-07	1.021637e+00	1.061341e+00	5.480975e-01	3.872618e-01	1.262809e+00	1.992634e-01
TCGA-J8-A4HW-01A-11R-A250-07	6.751521e-02	1.539693e+00	4.748341e-01	0	9.902470e-01	2.556680e-01
TCGA-J8-A4HY-01A-11R-A250-07	3.835434e-01	2.524755e-01	5.525694e-01	5.691526e-01	9.031621e-01	9.277250e-01
TCGA-KS-A41F-01A-11R-A23N-07	1.351042e-01	7.459615e-01	6.186998e-01	1.666906e-01	7.540574e-01	1.204618e+00
TCGA-KS-A41I-11A-11R-A23N-07	1.326470e+00	0	2.377944e+00	0	5.415714e-01	6.020029e-01
TCGA-KS-A41I-01A-11R-A23N-07	6.381494e-01	0	3.639857e-01	2.226249e+00	1.588273e+00	6.822042e-01
TCGA-KS-A41J-11A-12R-A23N-07	7.047276e-01	0	2.900970e+00	0	4.334440e-01	3.546075e-01
TCGA-KS-A41J-01A-11R-A23N-07	6.444397e-01	9.336228e-01	0	1.128502e-01	8.777643e-01	9.142684e-01
TCGA-KS-A41L-11A-11R-A23N-07	4.068298e-01	0	2.871155e+00	0	4.497285e-01	5.845089e-01
TCGA-KS-A41L-01A-11R-A23N-07	8.580615e-02	9.544522e-02	4.818716e-01	1.060852e-01	3.894346e-01	6.318963e-01
TCGA-KS-A4I1-01A-11R-A250-07	3.011772e-01	8.625629e-01	0	0	8.459562e-01	2.956784e-01
TCGA-KS-A4I3-01A-11R-A250-07	2.126515e-01	5.938851e-01	1.202084e-01	1.648619e-02	1.338265e+00	9.491491e-01
TCGA-KS-A4I5-01A-11R-A250-07	2.982095e-01	1.126083e+00	9.330545e-02	4.145125e-01	1.012207e+00	3.725973e-02
TCGA-KS-A4I7-01A-11R-A250-07	4.498951e-01	3.526535e-01	0	1.465251e+00	1.121110e+00	1.976909e-01
TCGA-KS-A4I9-01A-11R-A250-07	4.385559e-01	7.668799e-01	0	1.885207e-02	1.791458e+00	5.917579e-01
TCGA-KS-A4IB-01A-11R-A250-07	6.152335e-02	6.376709e-02	0	1.538531e+00	1.158499e+00	5.380015e-01
TCGA-KS-A4IC-01A-11R-A250-07	4.405631e-01	5.441367e-01	4.325135e-01	9.645665e-02	9.177612e-01	5.911823e-01
TCGA-KS-A4ID-01A-11R-A250-07	1.141306e+00	8.176947e-01	2.509454e-01	1.457839e+00	8.350236e-01	8.033971e-01
TCGA-L6-A4EP-01A-11R-A250-07	2.985555e-01	1.308653e+00	2.564486e-02	6.763554e-01	1.053097e+00	3.204215e-01
TCGA-L6-A4EQ-01A-11R-A250-07	2.507084e-01	6.256623e-01	0	2.026946e-01	4.981357e-01	3.118669e-01
TCGA-L6-A4ET-01A-11R-A250-07	0	2.642274e-01	9.184766e-02	0	4.493525e-01	2.531525e-01
TCGA-L6-A4EU-01A-11R-A250-07	5.930074e-01	1.018196e+00	1.096386e-01	7.506196e-01	2.924806e+00	8.630678e-01
TCGA-MK-A4N6-01A-11R-A250-07	5.525336e-01	1.096988e+00	0	0	2.399805e+00	6.537401e-01
TCGA-MK-A4N7-01A-11R-A250-07	4.535898e-02	2.773269e-01	0	0	1.117389e+00	1.215087e-01
TCGA-MK-A4N9-01A-11R-A250-07	1.807991e-01	2.529421e-01	6.887508e-02	3.255563e-01	1.117012e+00	3.547832e-02
TCGA-MK-A84Z-01A-11R-A39I-07	1.055151e-01	0	6.725627e-01	3.113349e+00	9.045371e-01	4.482170e-01
TCGA-QD-A8IV-01A-11R-A39I-07	4.230460e-01	2.106683e-01	3.165186e-01	2.384956e+00	4.406128e-02	3.696308e-01
