sampleID	D7.6_HAEGERSTRAND-RESPONSE-TO-IMATINIB	D12.5_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D7.7_GNF2-SERPINB5	D13.11_RUNNE-GENDER-EFFECT-UP	D7.5_EPITHELIAL-CELL-DIFFERENTIATION	D14.5_ANASTASSIOU-CANCER-MESENCHYMAL-TRANSITION-SIGNATURE	D13.2_REACTOME-BETA-DEFENSINS	D13.4_PID-INTEGRIN4-PATHWAY	D13.3_KUMAMOTO-RESPONSE-TO-NUTLIN-3A-DN
TCGA-HQ-A2OE-01A-11R-A206-07	2.363148e-01	1.747377e-01	3.283888e-01	8.629707e-01	1.143715e+00	2.558504e-02	1.262764e+00	4.722079e-01	2.091316e+00
TCGA-HQ-A2OF-01A-11R-A26T-07	4.527889e-01	0	2.425715e-01	1.303532e-01	8.725681e-01	0	4.775838e-01	8.134370e-01	3.004694e+00
TCGA-HQ-A5ND-01A-11R-A26T-07	2.264909e-01	3.232150e-01	1.332187e+00	4.586018e-01	0	8.292626e-02	8.921571e-01	1.506649e+00	9.982346e-01
TCGA-HQ-A5NE-01A-12R-A28M-07	7.219035e-01	5.160080e-01	1.210976e+00	4.891649e-01	5.243865e-01	5.823808e-01	1.108024e+00	1.962832e+00	0
TCGA-K4-A3WS-01A-11R-A22U-07	1.613037e+00	6.772574e-01	1.826006e-01	6.601225e-01	1.290096e+00	1.053287e+00	1.182759e+00	3.461816e-01	9.461111e-01
TCGA-K4-A3WU-01B-11R-A23N-07	1.540015e+00	6.918754e-01	2.746976e-01	4.880136e-01	1.700067e+00	6.374103e-01	1.079861e+00	2.477959e-01	1.012468e+00
TCGA-K4-A3WV-11A-21R-A22U-07	1.460554e+00	2.771602e-01	0	3.460896e-01	6.098703e-01	3.872527e-02	2.691886e+00	2.910166e-01	2.381433e-01
TCGA-K4-A3WV-01A-11R-A22U-07	5.926253e-01	1.540386e-01	1.125582e+00	7.252590e-02	4.738813e-01	6.231035e-01	4.352069e-01	7.045321e-01	3.111044e+00
TCGA-K4-A4AB-01B-12R-A28M-07	1.257259e+00	4.434438e-01	6.868352e-01	4.704033e-01	3.497765e-01	6.490548e-01	1.714555e+00	8.287678e-01	0
TCGA-K4-A4AC-01A-21R-A26T-07	2.418440e-01	7.492842e-01	1.624452e+00	5.567612e-01	0	4.902073e-01	2.870777e-01	2.210252e+00	2.118457e-01
TCGA-K4-A54R-11A-11R-A26T-07	1.713975e+00	2.578774e-01	1.951778e-01	3.822201e-01	2.431017e-01	0	2.570163e+00	1.406063e+00	0
TCGA-K4-A54R-01A-11R-A26T-07	5.444464e-01	6.195983e-01	3.981694e-01	8.937781e-01	1.123427e+00	1.019372e+00	1.030997e+00	7.511529e-01	0
TCGA-K4-A5RH-01A-11R-A30C-07	1.194300e+00	1.096345e+00	0	9.016611e-01	0	6.907504e-01	0	1.135221e+00	1.559222e+00
TCGA-K4-A5RI-11A-11R-A28M-07	2.034017e+00	1.069710e+00	0	6.801142e-02	1.585467e-01	1.336882e-01	1.891818e+00	7.684514e-01	7.762716e-02
TCGA-K4-A5RI-01A-11R-A28M-07	8.751594e-01	4.167120e-01	1.199209e+00	0	0	5.505851e-01	6.438773e-01	7.065799e-01	9.184244e-01
TCGA-K4-A5RJ-01A-11R-A28M-07	6.431802e-01	1.415767e+00	0	9.562197e-01	0	2.375941e-01	0	5.679115e-01	8.728962e-01
TCGA-K4-A6FZ-01A-11R-A31N-07	3.476113e-01	7.449997e-01	1.211783e+00	2.844688e-01	2.408694e-01	2.955818e-02	1.527656e+00	2.162078e+00	0
TCGA-K4-A6MB-01A-11R-A31N-07	8.933732e-01	8.619696e-02	8.044095e-01	6.096538e-01	1.710990e+00	1.023303e+00	1.052692e+00	3.528152e-01	1.408345e+00
TCGA-K4-A83P-01A-11R-A352-07	1.670369e+00	9.900197e-01	0	4.029624e-01	1.381120e+00	6.236054e-01	1.165902e+00	2.621391e-01	1.208939e+00
TCGA-K4-AAQO-01A-11R-A38B-07	1.851047e+00	4.689876e-01	8.916218e-02	5.482062e-01	1.357124e+00	6.040243e-01	1.294524e+00	1.957068e-02	7.871071e-01
TCGA-KQ-A41N-01A-11R-A33J-07	4.796005e-01	6.641419e-02	0	9.059180e-02	9.603653e-01	6.572639e-01	2.105573e+00	4.382358e-01	7.550544e-01
TCGA-KQ-A41O-01A-12R-A352-07	0	0	0	3.821485e-01	4.485400e-01	1.856554e-02	2.951516e+00	0	1.312018e+00
TCGA-KQ-A41P-01A-12R-A33J-07	8.318823e-01	5.755254e-01	3.332402e-01	1.897209e-01	1.089976e+00	8.290273e-01	1.649918e+00	4.993639e-02	7.630179e-01
TCGA-KQ-A41Q-01A-11R-A33J-07	2.945469e-01	4.728382e-02	0	5.992048e-01	1.715632e+00	5.729783e-01	1.336101e+00	3.420905e-01	9.805220e-01
TCGA-KQ-A41R-01A-21R-A352-07	2.866283e-01	2.947661e-01	0	1.341339e-01	1.377207e+00	2.294248e-01	1.887057e+00	1.058545e-01	7.710945e-01
TCGA-KQ-A41S-01A-12R-A33J-07	1.151403e+00	4.292862e-01	5.592207e-02	3.790110e-01	1.318079e+00	6.346335e-01	8.606645e-01	3.194147e-01	7.163678e-01
TCGA-LC-A66R-01A-41R-A30C-07	4.616552e-01	9.084143e-01	1.266156e+00	5.165762e-01	3.829023e-01	6.076758e-01	1.216271e-01	2.026175e+00	6.693368e-01
TCGA-LT-A5Z6-01A-11R-A28M-07	2.194280e-01	4.436628e-01	0	6.076045e-01	1.873807e+00	2.223502e-01	9.043339e-01	0	8.128971e-01
TCGA-LT-A8JT-01A-11R-A36F-07	4.213582e-01	3.225344e-01	0	5.386462e-01	6.141151e-01	1.393726e-01	2.875502e+00	5.506300e-01	5.573487e-01
TCGA-MV-A51V-01A-11R-A26T-07	6.700368e-01	2.821114e-01	0	2.602124e-01	1.651596e+00	6.822754e-02	1.185663e+00	2.942128e-01	5.851050e-01
TCGA-PQ-A6FI-01A-11R-A31N-07	1.648413e-02	7.375537e-01	1.917442e+00	3.701566e-01	0	2.719460e-01	6.837640e-02	2.430215e+00	8.921027e-01
TCGA-PQ-A6FN-01A-11R-A31N-07	4.728972e-01	7.223148e-01	1.483787e+00	0	1.207475e-01	7.712434e-01	6.276872e-01	1.431914e+00	1.814629e-01
TCGA-R3-A69X-01A-22R-A30C-07	1.409258e+00	5.901037e-01	2.179315e-02	5.762440e-01	1.142488e+00	6.954654e-01	1.336726e+00	4.364010e-01	7.066529e-01
TCGA-S5-A6DX-01A-11R-A31N-07	7.815648e-01	1.046996e+00	1.017259e-01	7.182054e-02	1.474805e+00	9.993711e-01	1.198278e+00	0	0
TCGA-S5-AA26-01A-11R-A38B-07	3.136132e-01	0	6.196042e-01	6.349574e-01	3.338545e-01	2.716990e-01	2.743581e+00	8.727931e-02	5.338337e-01
TCGA-SY-A9G0-01A-12R-A38B-07	2.079096e+00	3.886265e-01	3.274801e-02	5.152328e-01	9.887784e-01	8.808606e-01	1.298748e+00	5.437953e-01	6.197365e-01
TCGA-SY-A9G5-01A-11R-A38B-07	7.964980e-01	9.444281e-01	7.102389e-01	7.836948e-01	5.916321e-01	1.145086e+00	9.817757e-01	7.306533e-01	0
TCGA-UY-A78K-01A-11R-A33J-07	5.491360e-01	9.798735e-01	0	5.069699e-01	1.795574e+00	4.037779e-01	2.152057e-01	0	1.264025e+00
TCGA-UY-A78L-01A-12R-A33J-07	4.225589e-01	5.014201e-01	1.185462e+00	7.403063e-01	5.949620e-01	9.227508e-01	0	1.024262e+00	3.862665e-01
TCGA-UY-A78M-01A-21R-A352-07	5.157025e-01	2.498218e-01	5.955257e-01	9.732992e-02	1.191519e+00	1.163784e+00	1.462468e+00	3.880567e-01	1.015105e+00
TCGA-UY-A78N-01A-12R-A33J-07	8.615803e-01	3.406776e-02	1.991163e-01	4.843469e-01	9.507785e-01	7.344803e-01	1.728499e+00	5.474657e-02	2.025863e+00
TCGA-UY-A78O-01A-12R-A33J-07	5.826530e-01	3.764182e-01	0	1.366886e-01	1.196988e+00	5.811097e-01	2.371288e+00	0	6.475023e-01
TCGA-UY-A78P-01A-12R-A36F-07	6.358469e-01	1.224750e+00	1.040222e+00	3.537695e-03	0	3.688210e-01	1.150767e+00	1.326246e+00	6.745743e-01
TCGA-UY-A8OB-01A-12R-A42T-07	0	5.541130e-01	1.320373e+00	3.873113e-01	0	3.773494e-01	0	2.480827e+00	0
TCGA-UY-A8OC-01A-11R-A36F-07	8.540420e-01	4.167528e-01	1.215318e+00	3.349245e-01	0	1.079470e+00	9.501740e-01	2.118054e+00	2.547753e-01
TCGA-UY-A8OD-01A-11R-A36F-07	1.513785e+00	5.672126e-01	0	1.238374e-01	1.195919e+00	9.116769e-01	8.300168e-01	2.160034e-01	7.603618e-01
TCGA-UY-A9PA-01A-11R-A38B-07	1.323739e-01	6.012829e-01	6.470827e-01	7.268198e-01	1.341779e-01	0	2.287202e+00	1.808387e+00	0
TCGA-UY-A9PB-01A-11R-A38B-07	6.931382e-01	1.084360e+00	7.291299e-01	5.597459e-01	8.304862e-02	1.052601e+00	2.075297e-01	2.095931e+00	8.322336e-01
TCGA-UY-A9PD-01A-11R-A38B-07	9.042204e-01	3.580391e-01	0	4.252487e-01	1.838409e+00	1.148938e+00	9.279649e-01	0	1.218870e+00
TCGA-UY-A9PE-01A-11R-A38B-07	8.538762e-01	3.907191e-01	8.876022e-02	3.976957e-01	1.765952e+00	1.045224e+00	1.054965e+00	1.234690e-01	1.101661e+00
TCGA-UY-A9PF-01A-11R-A38B-07	1.004108e+00	4.023752e-01	0	3.553157e-01	1.440280e+00	3.768888e-01	1.746866e+00	8.461820e-01	1.519834e-02
TCGA-UY-A9PH-01A-11R-A38B-07	4.857825e-01	1.148713e+00	5.957886e-02	6.971871e-01	1.133896e+00	6.404762e-01	1.797328e+00	2.884647e-01	0
TCGA-XF-A8HB-01A-11R-A36F-07	0	2.769897e-01	7.291874e-01	2.310678e-02	0	0	1.646579e+00	7.400711e-01	7.577387e-01
TCGA-XF-A8HC-01A-11R-A36F-07	1.848410e-02	2.744847e-02	0	4.956162e-01	1.436794e+00	0	1.244641e+00	0	0
TCGA-XF-A8HD-01A-11R-A36F-07	4.087422e-01	8.773606e-01	0	7.317965e-01	8.352804e-01	8.348523e-01	2.997708e-01	1.122013e+00	1.727040e-01
TCGA-XF-A8HE-01A-11R-A36F-07	3.153216e-01	9.975258e-01	1.785135e+00	6.072102e-01	0	3.615298e-01	2.234111e-01	1.521199e+00	1.066329e+00
TCGA-XF-A8HF-01A-11R-A36F-07	7.387217e-01	5.119705e-01	0	2.201455e-01	1.354147e+00	1.056213e+00	1.332859e+00	5.602429e-02	4.826413e-01
TCGA-XF-A8HG-01A-11R-A36F-07	3.663020e-02	0	0	5.599049e-01	1.286017e+00	1.671429e-01	1.703225e+00	2.129696e-01	4.021037e-01
TCGA-XF-A8HH-01A-11R-A38B-07	1.256188e+00	2.767914e-01	3.949268e-02	4.720632e-01	1.810770e+00	1.044542e+00	1.241182e+00	1.604388e-01	5.831104e-01
TCGA-XF-A8HI-01A-11R-A38B-07	3.792919e-01	3.888945e-01	3.376350e-01	6.618143e-01	4.056082e-02	0	3.213564e+00	7.951704e-01	7.147615e-01
TCGA-XF-A9SH-01A-11R-A39I-07	8.214201e-01	2.689759e-01	1.114475e-01	2.974774e-01	5.910983e-01	5.658670e-01	2.406123e+00	5.105747e-01	3.345151e-03
TCGA-XF-A9SI-01A-11R-A39I-07	1.260874e+00	1.369323e+00	0	3.868982e-01	6.018676e-01	4.475525e-01	5.755745e-01	3.735973e-01	2.523237e+00
TCGA-XF-A9SJ-01A-11R-A39I-07	5.783709e-01	9.578873e-01	1.933496e-01	4.424134e-01	1.213610e+00	9.138331e-01	3.898756e-01	5.165986e-01	0
TCGA-XF-A9SK-01A-11R-A42T-07	9.843183e-01	8.119892e-01	3.679699e-01	7.068345e-01	9.270535e-01	1.127542e+00	1.287326e+00	7.318623e-02	0
TCGA-XF-A9SL-01A-11R-A39I-07	1.919260e+00	7.653101e-01	0	2.782254e-01	1.115543e+00	6.907822e-01	1.015759e+00	1.032546e-01	4.720455e-02
TCGA-XF-A9SM-01A-11R-A42T-07	4.899184e-01	1.223150e+00	1.052411e+00	7.052746e-01	2.176664e-01	8.255819e-01	4.619394e-02	1.714190e+00	7.229796e-01
TCGA-XF-A9SP-01A-11R-A39I-07	1.501347e+00	6.168465e-01	2.574556e-02	2.293666e-01	1.198323e+00	1.136202e+00	1.095109e+00	4.687356e-01	6.009129e-01
TCGA-XF-A9ST-01A-11R-A42T-07	1.983738e-01	0	3.162270e-01	1.283730e-01	6.669230e-01	5.828774e-01	3.940944e-01	8.904087e-01	3.147600e+00
TCGA-XF-A9SU-01A-31R-A39I-07	1.142717e+00	6.402209e-01	2.530496e-02	0	1.160707e+00	1.059363e+00	1.611712e+00	4.954668e-01	7.599035e-01
TCGA-XF-A9SV-01A-21R-A42T-07	9.048965e-01	1.273566e-01	2.300468e-01	8.177134e-01	1.449936e+00	1.198177e+00	1.611521e+00	9.410004e-02	3.352179e-01
TCGA-XF-A9SW-01A-11R-A42T-07	2.099963e+00	6.257503e-01	0	5.365036e-01	1.014178e+00	8.796348e-01	2.401354e-01	2.613870e-01	1.192783e-01
TCGA-XF-A9SX-01A-21R-A39I-07	7.500436e-01	1.053558e+00	0	1.369933e-01	4.407721e-01	1.170610e+00	4.298068e-02	1.254299e+00	6.581041e-01
TCGA-XF-A9SY-01A-21R-A42T-07	6.087245e-01	1.084110e+00	9.502867e-01	3.258423e-01	0	7.654542e-01	9.653789e-02	3.046266e+00	1.440867e+00
TCGA-XF-A9SZ-01A-11R-A39I-07	8.596520e-01	5.348785e-01	2.637007e-01	6.831533e-01	1.593167e+00	1.302943e+00	6.102249e-01	1.859236e-01	0
TCGA-XF-A9T0-01A-11R-A39I-07	6.316114e-01	4.880740e-01	1.764106e-01	3.082585e-01	1.493262e+00	9.736068e-01	9.292211e-01	4.556504e-01	1.466042e+00
TCGA-XF-A9T2-01A-11R-A42T-07	8.830201e-01	3.601683e-01	5.606284e-01	4.205119e-01	2.921423e-01	9.729790e-01	9.685306e-01	8.087931e-01	2.894447e+00
TCGA-XF-A9T3-01A-11R-A42T-07	1.274617e+00	7.676794e-01	4.149501e-01	1.717115e-01	3.265627e-01	7.746679e-01	3.670808e-01	1.436221e+00	8.043438e-01
TCGA-XF-A9T4-01A-11R-A39I-07	4.255124e-01	5.449319e-01	1.423406e+00	7.168702e-01	0	5.199669e-01	1.408936e+00	2.421706e+00	0
TCGA-XF-A9T5-01A-11R-A42T-07	5.197758e-01	1.302784e+00	6.064027e-01	2.012595e-01	0	5.190345e-01	4.439877e-01	6.948079e-01	1.689442e+00
TCGA-XF-A9T6-01A-11R-A42T-07	0	5.285229e-01	8.566676e-01	0	1.868672e-01	4.906039e-01	4.859939e-01	2.074285e+00	7.970974e-02
TCGA-XF-A9T8-01A-11R-A39I-07	6.098021e-01	1.163992e+00	1.565408e+00	6.929646e-01	0	4.029716e-01	1.647277e-01	1.239431e+00	7.886959e-02
TCGA-XF-AAME-01A-12R-A42T-07	1.798649e+00	9.536063e-01	1.097936e+00	1.017721e-01	2.589826e-01	6.083019e-01	7.601391e-01	1.226868e+00	7.809254e-01
TCGA-XF-AAMG-01A-11R-A42T-07	7.983954e-01	4.501790e-01	0	3.653794e-01	1.401772e+00	6.410716e-01	4.140349e-01	4.310899e-01	3.134916e+00
TCGA-XF-AAMH-01A-11R-A42T-07	5.296562e-01	3.769908e-01	6.575229e-01	0	4.894131e-01	8.880426e-01	1.194038e+00	4.852905e-01	2.211067e+00
TCGA-XF-AAMJ-01A-11R-A42T-07	1.479298e+00	4.430707e-01	0	6.370215e-01	8.603538e-01	1.377172e+00	1.359156e+00	6.145570e-01	2.465409e-01
TCGA-XF-AAML-01A-11R-A42T-07	0	6.769990e-01	0	6.694274e-01	1.633220e+00	0	8.568813e-01	2.715805e-01	1.188921e+00
TCGA-XF-AAMQ-01A-11R-A42T-07	4.957217e-01	7.768809e-01	3.903722e-01	5.215233e-01	3.983004e-01	2.154416e-01	2.198552e+00	7.828389e-01	1.288757e+00
TCGA-XF-AAMR-01A-31R-A42T-07	1.961426e+00	2.972624e-01	4.122485e-01	7.545953e-01	5.051427e-01	5.759156e-01	1.422157e+00	2.992595e-01	9.052682e-03
TCGA-XF-AAMT-01A-11R-A42T-07	1.072584e+00	7.082576e-01	1.250762e+00	2.368479e-01	0	9.766381e-01	6.672206e-01	1.854823e+00	1.058846e+00
TCGA-XF-AAMW-01A-11R-A42T-07	4.960409e-01	6.877661e-01	1.356055e+00	3.195146e-01	0	4.298664e-01	1.142625e+00	2.794380e+00	6.192272e-01
TCGA-XF-AAMX-01A-11R-A42T-07	6.049637e-01	1.601187e-01	7.742908e-02	4.449279e-01	1.664923e+00	9.048631e-01	1.198030e+00	1.200985e-01	1.335472e+00
TCGA-XF-AAMY-01A-11R-A42T-07	1.156062e+00	2.621930e-01	1.363741e-01	6.031015e-01	1.837432e+00	1.111970e+00	1.159031e+00	4.410957e-01	1.303559e+00
TCGA-XF-AAMZ-01A-11R-A42T-07	6.566813e-01	4.082214e-01	0	2.107698e-01	1.357917e+00	4.063393e-01	1.813775e+00	1.775627e-01	1.788617e+00
TCGA-XF-AAN0-01A-11R-A42T-07	7.572093e-01	7.597620e-01	5.152810e-01	6.898990e-01	1.064774e+00	3.703055e-01	7.939376e-01	1.923151e-01	5.781161e-01
TCGA-XF-AAN1-01A-31R-A42T-07	2.985622e-01	3.817969e-01	0	4.579389e-01	4.201003e-01	1.969966e-01	2.867740e+00	4.386170e-01	9.880948e-01
TCGA-XF-AAN2-01A-11R-A42T-07	0	7.808408e-01	1.241433e+00	7.473431e-01	7.290988e-01	4.346399e-01	7.530942e-02	1.398413e+00	0
TCGA-XF-AAN3-01A-11R-A42T-07	9.932296e-01	4.968459e-01	1.071994e+00	5.201994e-01	1.659065e-01	8.824321e-01	7.919753e-01	4.388432e-01	0
TCGA-XF-AAN4-01A-11R-A42T-07	2.184874e+00	7.805851e-01	2.418715e-01	3.843752e-01	0	4.260569e-01	4.563386e-01	1.524392e+00	6.739932e-01
TCGA-XF-AAN5-01A-11R-A42T-07	4.204420e-01	7.918532e-01	1.195668e+00	2.453568e-01	0	4.110449e-01	5.128094e-01	2.500641e+00	2.676112e-01
TCGA-XF-AAN7-01A-11R-A42T-07	1.265044e+00	3.271252e-01	0	7.790180e-01	0	3.017923e-01	0	5.888949e-01	2.900493e+00
TCGA-XF-AAN8-01A-11R-A42T-07	2.095306e+00	9.701632e-01	0	2.920761e-01	0	6.441192e-01	3.270386e-01	1.111386e+00	3.081338e-02
TCGA-YC-A89H-01A-11R-A36F-07	3.176865e-01	2.606311e-01	9.788332e-01	9.044518e-02	8.014816e-01	8.526366e-01	1.638063e+00	1.384120e+00	7.992749e-01
TCGA-YC-A8S6-01A-31R-A38B-07	1.229971e+00	5.434170e-01	4.431016e-01	3.660022e-01	3.399612e-01	3.606624e-01	2.376899e+00	1.357710e+00	3.271715e-01
TCGA-YC-A9TC-01A-22R-A39I-07	4.119901e-01	5.995148e-01	2.167965e-01	1.189975e-01	0	3.892895e-01	5.262077e-01	5.678201e-01	3.273418e+00
TCGA-YF-AA3L-01A-11R-A38B-07	3.575153e-01	3.563290e-01	0	1.975704e-01	3.929459e-01	2.781192e-01	2.743351e+00	0	1.030566e-01
TCGA-YF-AA3M-01A-11R-A42T-07	3.119181e-01	3.631443e-01	8.376474e-01	4.780727e-01	4.676818e-01	4.334825e-01	1.060223e+00	9.652217e-01	4.639157e-01
TCGA-ZF-A9R0-01A-11R-A38B-07	1.069462e+00	3.447077e-01	0	5.777766e-01	1.356408e+00	8.884992e-01	2.035468e+00	0	1.325735e-01
TCGA-ZF-A9R1-01A-11R-A39I-07	9.190988e-01	2.223598e-01	5.189112e-01	6.577455e-01	6.609639e-01	5.905143e-01	2.352603e+00	1.971494e-01	1.165215e+00
TCGA-ZF-A9R2-01A-11R-A39I-07	0	0	8.438916e-01	7.914816e-01	0	0	2.793510e+00	5.459047e-01	1.608364e+00
TCGA-ZF-A9R3-01A-11R-A38B-07	4.976674e-01	4.584264e-01	0	6.205542e-01	1.090954e+00	2.220793e-01	1.954553e+00	6.053878e-01	2.070997e-01
TCGA-ZF-A9R4-01A-11R-A38B-07	0	4.355358e-01	0	8.124377e-01	1.198829e+00	0	1.717357e+00	4.577364e-01	1.093095e+00
TCGA-ZF-A9R5-01A-12R-A42T-07	1.421795e-01	4.414812e-01	0	8.700211e-01	0	0	2.944846e+00	3.387721e-01	1.146950e+00
TCGA-ZF-A9R7-01A-11R-A38B-07	2.861073e-01	1.085060e+00	2.390494e-01	5.146473e-01	5.383401e-01	2.058761e-01	2.055519e+00	3.301288e-01	2.111396e-01
TCGA-ZF-A9R9-01A-11R-A38B-07	1.432300e+00	4.128620e-01	0	6.387900e-01	1.364929e+00	1.219075e+00	1.057904e+00	0	0
TCGA-ZF-A9RC-01A-11R-A38B-07	1.130118e+00	1.378811e-01	3.528488e-01	4.942540e-01	1.408871e+00	1.324777e+00	1.419114e+00	2.098941e-01	1.551817e+00
TCGA-ZF-A9RD-01A-11R-A42T-07	5.449729e-01	1.115673e+00	1.845395e+00	0	0	3.153443e-01	2.184225e-01	1.995928e+00	0
TCGA-ZF-A9RE-01A-11R-A38B-07	9.025672e-02	3.000394e-01	1.706394e+00	4.050192e-01	0	0	1.073084e+00	1.055475e+00	1.255380e+00
TCGA-ZF-A9RF-01A-11R-A38B-07	2.506773e-01	1.034071e+00	0	8.379946e-01	0	2.263126e-01	0	1.329227e+00	5.427288e-01
TCGA-ZF-A9RL-01A-11R-A38B-07	9.899017e-02	0	1.437605e-02	7.987377e-01	9.365543e-01	0	2.491142e+00	0	1.189588e+00
TCGA-ZF-A9RM-01A-11R-A38B-07	0	0	0	8.272425e-01	1.675370e+00	4.827040e-02	1.559366e+00	2.733044e-01	1.111313e+00
TCGA-ZF-A9RN-01A-11R-A42T-07	5.406765e-02	9.849307e-01	3.949323e-01	3.978564e-01	1.889218e-01	0	3.177010e-01	4.815632e-01	4.153915e+00
TCGA-ZF-AA4N-01A-11R-A38B-07	7.507711e-01	5.140485e-01	1.281809e+00	1.714258e-01	0	3.142965e-01	0	2.191126e+00	4.693258e-01
TCGA-ZF-AA4R-01A-11R-A38B-07	9.005602e-01	3.787444e-01	8.570112e-01	8.467454e-01	1.171814e+00	1.181306e+00	6.656171e-01	4.645765e-01	1.382017e+00
TCGA-ZF-AA4T-01A-11R-A38B-07	0	2.995428e-01	0	6.206420e-01	1.695182e+00	1.708000e-01	7.811016e-01	4.693037e-01	9.212074e-01
TCGA-ZF-AA4U-01A-11R-A38B-07	0	1.845488e-01	5.516500e-01	7.219377e-01	0	0	3.133222e+00	5.372763e-01	5.053993e-01
TCGA-ZF-AA4V-01A-11R-A38B-07	1.726483e-01	7.783116e-01	8.537836e-01	6.602875e-01	7.120881e-01	7.251855e-01	1.910381e-02	1.151597e+00	2.958145e-01
TCGA-ZF-AA4W-01A-12R-A38B-07	0	6.612789e-01	1.785963e+00	4.104380e-02	0	3.320746e-01	5.952923e-01	2.207675e+00	7.771501e-01
TCGA-ZF-AA4X-01A-11R-A38B-07	1.980006e-02	2.751995e-01	1.159490e-01	7.575612e-01	1.417336e+00	0	1.261865e+00	1.827488e-01	3.080913e-01
TCGA-ZF-AA51-01A-21R-A39I-07	6.953670e-01	8.130795e-01	0	3.413887e-01	1.323859e+00	7.716950e-01	1.208134e+00	7.674398e-01	9.058897e-01
TCGA-ZF-AA52-01A-12R-A39I-07	1.196641e+00	7.198399e-01	2.723782e-02	4.130756e-01	1.139460e+00	1.068149e+00	4.869161e-01	2.125206e-01	0
TCGA-ZF-AA53-01A-11R-A39I-07	6.433964e-01	9.749373e-01	1.385525e+00	5.148371e-01	0	9.538585e-01	2.582983e-01	1.761480e+00	0
TCGA-ZF-AA54-01A-11R-A39I-07	1.051189e+00	8.216675e-01	0	8.118390e-01	0	6.747131e-01	0	1.223877e+00	1.654783e+00
TCGA-ZF-AA56-01A-31R-A39I-07	7.681990e-01	7.537818e-01	1.263853e+00	6.552289e-02	3.011834e-01	4.272211e-01	1.188325e+00	1.377017e+00	2.409739e-01
TCGA-ZF-AA58-01A-12R-A42T-07	7.775704e-01	1.209565e+00	3.798786e-01	4.447545e-01	0	8.610961e-01	1.571244e-01	2.207266e+00	9.435490e-01
TCGA-ZF-AA5H-01A-11R-A39I-07	5.005148e-01	7.176634e-01	6.874938e-01	3.931163e-01	2.895565e-01	8.923673e-01	3.786551e-02	2.359811e+00	7.807747e-01
TCGA-ZF-AA5N-01A-11R-A42T-07	0	5.208181e-02	8.205286e-01	0	5.963909e-01	5.534240e-01	1.228054e+00	1.957362e+00	3.603407e-02
TCGA-ZF-AA5P-01A-11R-A39I-07	1.996105e+00	6.838063e-01	0	3.485976e-01	1.166929e+00	4.974900e-01	8.915918e-01	4.487342e-01	5.556420e-01
