sampleID	D15.15_GNF2-BUB1	D17.11_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D12.10_AIGNER-ZEB1-TARGETS	D8.3_BOYAULT-LIVER-CANCER-SUBCLASS-G56-UP	D10.8_chr11q11	D19.17_MODULE-78	D14.1_REACTOME-RECYCLING-OF-BILE-ACIDS-AND-SALTS	D19.16_CHIANG-LIVER-CANCER-SUBCLASS-POLYSOMY7-UP	D17.9_REACTOME-BETA-DEFENSINS	D19.5_THUM-MIR21-TARGETS-HEART-DISEASE-UP	D17.12_REACTOME-BETA-DEFENSINS	D14.4_MIPS-UTX-MLL2-3-COMPLEX	D14.7_RUNNE-GENDER-EFFECT-UP	D17.17_LY-AGING-MIDDLE-DN
TCGA-DD-AADO-01A-11R-A41C-07	0	4.104603e-01	0	8.339938e-01	2.625612e-01	0	1.757158e-01	0	1.555421e+00	0	2.342249e-01	6.016361e-01	1.197400e+00	0
TCGA-DD-AADP-01A-11R-A39D-07	0	3.524299e-02	9.176678e-02	5.963646e-01	5.595430e-01	2.728526e-02	2.115269e+00	0	5.008288e-01	3.090645e-01	1.948804e-01	1.270210e+00	1.416736e+00	0
TCGA-DD-AADQ-01A-11R-A41C-07	0	7.872072e-02	0	1.730312e+00	5.558713e-01	5.391786e-02	1.645126e+00	0	0	0	1.252121e+00	8.978102e-01	1.350672e+00	0
TCGA-DD-AADR-01A-11R-A41C-07	0	1.628536e-01	0	1.194610e+00	3.446043e-01	0	3.096711e+00	0	1.221509e-01	0	4.789418e-02	1.007162e+00	2.114815e+00	0
TCGA-DD-AADS-01A-11R-A41C-07	0	4.269163e-01	0	1.405213e+00	7.043663e-01	1.402124e-01	3.527062e+00	0	3.112359e-02	0	0	1.029001e-01	1.629589e+00	0
TCGA-DD-AADU-01A-11R-A41C-07	0	0	4.058854e-02	5.273861e+00	0	5.522708e-04	1.142054e+00	9.117918e-02	0	0	0	1.273818e-01	1.238812e+00	0
TCGA-DD-AADV-01A-11R-A39D-07	2.144276e-01	3.488524e-02	4.032575e-02	7.530272e-01	1.269965e-01	1.825264e-01	2.783744e+00	6.483886e-02	3.363237e-02	4.862402e-01	0	1.089632e+00	1.571781e+00	0
TCGA-DD-AADW-01A-11R-A39D-07	0	0	5.394889e-01	3.247951e-01	0	2.542962e-02	4.982501e-01	1.676845e-02	9.535858e-01	7.318747e-01	0	1.451652e+00	9.316765e-01	0
TCGA-DD-AADY-01A-11R-A41C-07	0	0	1.824816e-01	4.190895e-01	0	1.718024e-01	9.614698e-01	0	1.220255e-01	1.511124e-01	0	1.669116e+00	5.818781e-01	0
TCGA-DD-AAE0-01A-11R-A41C-07	0	4.315518e-02	1.087430e+00	8.830882e-02	0	0	2.457014e-02	0	1.030907e+00	6.380047e-01	1.588070e-01	5.762452e-01	9.374499e-01	0
TCGA-DD-AAE1-01A-11R-A41C-07	0	1.478533e-01	0	1.141157e+00	4.696873e-01	0	8.926652e-01	0	1.364534e+00	0	0	1.457856e+00	1.373197e+00	0
TCGA-DD-AAE2-01A-11R-A41C-07	1.389843e-01	3.514366e-01	0	4.907764e-01	7.077053e-01	0	3.408085e+00	5.243913e-01	0	2.592677e-01	0	1.442470e+00	1.033523e+00	0
TCGA-DD-AAE3-01A-11R-A41C-07	0	5.112552e-02	0	2.675594e+00	3.124958e-01	6.605463e-02	3.038561e+00	1.661747e-01	0	3.255231e-01	0	3.044706e-01	1.700577e+00	0
TCGA-DD-AAE4-01A-11R-A41C-07	0	5.428136e-01	0	6.104856e-01	5.658186e-01	2.904737e-01	3.607411e+00	0	0	3.440343e-01	0	5.876905e-01	1.306663e+00	0
TCGA-DD-AAE6-01A-11R-A41C-07	0	0	0	1.257832e+00	0	2.785961e-01	4.935124e-01	2.475927e-01	8.176785e-01	0	0	9.728670e-01	1.329272e+00	1.512748e-01
TCGA-DD-AAE7-01A-11R-A41C-07	0	1.401287e-01	6.466573e-02	8.108926e-01	1.393203e+00	1.319684e-02	2.927240e+00	0	0	4.507641e-01	7.541677e-02	9.633794e-01	1.095138e+00	0
TCGA-DD-AAE9-01A-11R-A41C-07	9.326636e-02	1.144003e-01	0	5.054783e+00	0	0	9.435829e-01	9.655558e-02	0	0	6.746504e-02	2.724912e-01	1.340365e+00	0
TCGA-DD-AAEA-01A-11R-A41C-07	0	2.827916e-01	0	1.343457e+00	0	6.205683e-02	2.486307e+00	4.182322e-01	4.765022e-01	0	0	9.888240e-01	1.456917e+00	0
TCGA-DD-AAEB-01A-11R-A41C-07	0	1.095758e-01	0	3.983728e+00	2.238222e-01	0	2.492489e+00	2.169955e-01	0	1.537635e-01	7.707816e-02	4.528986e-02	1.309554e+00	0
TCGA-DD-AAED-01A-12R-A41C-07	0	0	3.369176e-01	6.278522e-01	4.459473e-01	0	7.593334e-01	1.621708e-02	7.145530e-01	0	0	1.066126e+00	1.141859e+00	0
TCGA-DD-AAEE-01A-11R-A41C-07	1.363999e-01	0	3.014028e-02	3.597234e+00	0	1.028905e-01	1.660324e+00	0	2.428837e-01	6.382552e-02	0	4.801613e-01	1.698497e+00	0
TCGA-DD-AAEG-01A-11R-A39D-07	0	0	5.862131e-02	9.260997e-01	0	5.659015e-01	9.457802e-01	1.406174e-01	0	4.518949e-01	3.446194e-01	8.484903e-01	7.180923e-01	2.638123e-01
TCGA-DD-AAEH-01A-11R-A41C-07	0	2.985058e-01	0	2.109789e+00	4.303969e-01	1.523822e-01	2.640344e+00	0	0	3.574772e-01	0	6.308494e-01	1.243592e+00	0
TCGA-DD-AAEI-01A-11R-A41C-07	0	2.248562e-01	0	1.286688e+00	0	0	2.723169e+00	2.817193e-01	0	0	0	1.126460e+00	1.288499e+00	0
TCGA-DD-AAEK-01A-11R-A41C-07	0	2.999247e-01	0	2.608692e+00	3.996641e-01	0	1.876078e+00	2.387535e-01	2.230806e-01	5.162850e-01	0	9.953869e-01	9.393210e-01	0
TCGA-DD-AAVP-01A-11R-A41C-07	0	1.856771e-01	5.794153e-02	4.634483e+00	0	2.385007e-01	8.591982e-01	1.707659e-01	1.732745e-01	2.567314e-01	6.064523e-02	7.260859e-02	1.160543e+00	9.327634e-02
TCGA-DD-AAVQ-01A-11R-A41C-07	0	5.463143e-01	3.507008e-01	9.450226e-01	0	0	6.881906e-01	3.572713e-02	9.753235e-01	8.884822e-01	0	6.991572e-01	5.890388e-01	0
TCGA-DD-AAVR-01A-11R-A41C-07	0	2.674283e-01	2.741493e-02	1.174864e+00	1.160029e-02	4.393252e-01	1.233795e+00	0	1.008477e-01	8.348066e-01	1.786887e-01	5.496390e-01	8.446077e-01	0
TCGA-DD-AAVS-01A-11R-A41C-07	0	0	4.391932e-01	8.840352e-01	0	7.624433e-02	1.174039e+00	0	1.065268e+00	5.718522e-01	0	9.662305e-01	1.259195e+00	0
TCGA-DD-AAVU-01A-11R-A41C-07	0	0	0	2.019623e+00	0	0	1.861787e+00	0	3.519662e-01	0	7.862538e-03	3.634973e-01	1.903247e+00	0
TCGA-DD-AAVV-01A-11R-A41C-07	0	2.353259e-01	0	1.103327e+00	1.451180e-03	2.123282e-01	6.622823e-01	0	0	5.914390e-01	5.450032e-01	9.075826e-01	1.032896e+00	1.437565e-01
TCGA-DD-AAVW-01A-11R-A41C-07	0	4.536659e-02	3.696280e-01	6.306518e-01	0	8.209354e-02	1.561875e+00	4.775580e-02	7.110677e-01	1.017755e+00	0	9.264386e-01	1.012334e+00	0
TCGA-DD-AAVX-01A-11R-A41C-07	0	2.931092e-01	0	2.933745e+00	9.735955e-01	0	2.223480e+00	0	0	0	6.404442e-01	9.049170e-01	1.509788e+00	0
TCGA-DD-AAVY-01A-11R-A41C-07	0	0	0	4.224307e+00	0	2.362344e-02	1.593422e+00	4.125651e-02	0	0	0	7.081496e-01	1.052875e+00	0
TCGA-DD-AAVZ-01A-11R-A41C-07	0	1.019470e-01	1.489651e-01	8.072834e-01	2.070655e-01	1.643391e-01	1.168578e+00	0	1.055395e+00	3.718781e-01	4.535147e-02	1.186687e+00	1.022508e+00	0
TCGA-DD-AAW0-01A-11R-A41C-07	0	1.810972e-01	2.306492e-01	6.497435e-01	2.600087e-01	5.262571e-02	2.233897e+00	3.075410e-01	2.686136e-01	8.550979e-01	0	9.538639e-01	6.576830e-01	0
TCGA-DD-AAW1-01A-11R-A41C-07	0	1.616527e-01	0	5.103932e+00	2.231392e-01	0	1.763121e+00	0	0	0	1.684545e-02	7.108588e-01	1.214253e+00	0
TCGA-DD-AAW2-01A-11R-A41C-07	0	0	2.233945e-02	3.959475e+00	0	0	2.134420e+00	0	0	6.132561e-02	0	7.044764e-01	1.402719e+00	0
TCGA-DD-AAW3-01A-11R-A41C-07	0	0	0	3.590308e+00	3.663444e-02	0	1.676745e+00	0	0	1.111465e-01	0	7.478400e-01	1.182988e+00	0
TCGA-ED-A459-01A-11R-A266-07	0	8.425915e-02	0	5.320615e-01	1.610385e-01	1.758687e-01	1.496063e+00	2.868332e-01	0	0	8.127616e-01	1.384610e+00	1.288660e+00	3.364896e-01
TCGA-ED-A4XI-01A-11R-A266-07	0	1.977383e-01	2.371121e-01	7.160101e-01	9.165215e-01	3.228757e-01	1.887481e+00	1.375214e-01	1.693233e-01	8.505296e-01	0	1.012027e+00	3.338662e-01	0
TCGA-ED-A5KG-01A-11R-A27V-07	0	6.084695e-01	4.298463e-01	5.672751e-01	3.791681e-01	0	0	0	1.007087e+00	6.592263e-01	0	1.508175e+00	5.293678e-01	0
TCGA-ED-A627-01A-12R-A311-07	0	2.986001e-01	4.267479e-01	6.678778e-01	1.837735e+00	2.325612e-03	2.478061e+00	0	0	7.436163e-01	1.773173e-01	1.071035e+00	6.202923e-01	0
TCGA-ED-A66X-01A-11R-A311-07	0	1.750476e-01	3.973748e-01	3.890253e-01	0	9.254860e-02	1.838949e-01	4.981810e-02	1.203447e+00	9.998396e-01	0	1.072617e+00	8.515562e-01	0
TCGA-ED-A66Y-01A-11R-A311-07	0	0	2.813347e-01	0	0	0	0	3.297021e-02	1.289193e+00	3.004682e-01	0	1.688357e+00	8.377251e-01	0
TCGA-ED-A7PX-01A-51R-A352-07	0	7.138358e-02	1.201790e+00	2.506448e-01	0	8.520049e-02	0	1.198003e-01	0	6.626740e-01	1.182178e-01	1.081326e+00	4.477117e-01	0
TCGA-ED-A7PY-01A-11R-A33R-07	0	0	3.096568e-01	5.515037e-01	0	3.147995e-01	9.743665e-01	0	1.097331e+00	3.484536e-01	0	8.708949e-01	7.855973e-01	0
TCGA-ED-A7PZ-01A-11R-A33R-07	3.912948e-01	0	2.992301e-01	3.106329e+00	0	5.362027e-01	0	0	7.945759e-01	0	0	2.472898e-01	1.443621e+00	0
TCGA-ED-A7XO-01A-11R-A352-07	1.150496e-01	2.493855e-01	1.242671e-01	4.053870e-01	9.337316e-01	1.129773e-01	3.362361e+00	1.530421e-01	5.587067e-02	5.234176e-01	0	8.603702e-01	1.294936e+00	0
TCGA-ED-A7XP-01A-11R-A352-07	0	1.552747e-02	1.520896e-01	2.673414e+00	1.619225e-01	2.876820e-01	8.169907e-01	0	0	4.545895e-01	1.725019e-01	8.383725e-01	1.221488e+00	0
TCGA-ED-A82E-01A-11R-A352-07	0	0	1.612525e+00	6.183106e-01	0	8.812734e-02	0	0	0	3.326931e-01	3.349716e-02	1.016250e+00	5.178797e-01	0
TCGA-ED-A8O5-01A-11R-A36F-07	0	0	3.848509e-02	1.183757e+00	2.118757e-01	4.028533e-02	0	0	1.488730e+00	1.116025e-01	0	1.594330e+00	9.416226e-01	0
TCGA-ED-A8O6-01A-11R-A36F-07	0	3.288829e-02	4.350464e-01	6.985082e-01	2.329249e-01	6.656212e-02	0	5.802334e-02	1.537843e+00	2.908440e-01	2.179944e-01	1.065143e+00	1.000808e+00	1.056947e-01
TCGA-ED-A97K-01A-21R-A38B-07	0	1.457404e-01	9.135694e-01	3.712315e-01	1.074548e+00	0	1.261771e+00	5.885389e-02	1.320887e-02	7.231607e-01	5.363234e-01	1.143675e+00	5.790197e-01	4.826920e-02
TCGA-EP-A12J-11A-11R-A131-07	0	3.431455e-01	1.500681e-01	6.350359e-01	1.782252e+00	7.373777e-02	3.034904e+00	3.045530e-01	0	2.842639e-01	0	1.307384e+00	1.807044e-01	0
TCGA-EP-A12J-01A-11R-A131-07	0	1.809637e-01	0	4.538102e+00	1.011377e-01	0	1.789683e+00	0	0	0	0	8.804837e-01	8.506115e-01	0
TCGA-EP-A26S-11A-12R-A16W-07	0	7.053289e-02	0	8.784610e-01	2.298316e+00	1.881457e-02	3.205827e+00	1.649651e-01	0	0	0	1.266407e+00	4.905703e-01	0
TCGA-EP-A26S-01A-11R-A16W-07	0	2.053802e-02	0	4.396052e+00	1.189294e-01	0	1.566419e+00	0	0	7.947060e-02	0	7.907932e-01	1.075459e+00	0
TCGA-EP-A2KA-01A-11R-A180-07	0	5.001881e-01	1.243225e-01	3.186758e-01	8.511450e-02	0	3.183084e-01	0	2.179729e-02	0	1.852228e-01	1.312267e+00	1.825500e-01	8.566050e-02
TCGA-EP-A2KB-01A-11R-A180-07	0	0	0	1.305588e+00	9.162055e-01	0	1.134372e+00	0	1.395874e+00	0	0	1.373382e+00	1.807189e+00	0
TCGA-EP-A2KC-01A-11R-A213-07	0	2.401007e-01	0	3.449294e+00	0	0	1.360665e+00	8.835470e-02	0	2.773020e-01	9.122340e-02	6.808118e-01	1.011678e+00	0
TCGA-EP-A3JL-01A-11R-A213-07	0	4.046379e-01	0	1.333003e+00	0	1.231519e-01	1.725019e+00	2.446806e-02	1.614831e-01	5.394025e-01	3.364151e-01	5.277053e-01	1.160097e+00	1.591617e-02
TCGA-EP-A3RK-11A-11R-A22L-07	0	3.037652e-02	3.003703e-02	7.517121e-01	2.298132e+00	0	3.190937e+00	3.269374e-01	1.562015e-02	0	0	1.300984e+00	5.113980e-01	0
TCGA-EP-A3RK-01A-11R-A22L-07	1.923301e-01	5.682637e-01	0	3.451953e+00	0	0	9.816224e-01	2.311853e-02	7.756085e-03	1.020398e-01	3.101532e-01	5.119372e-01	9.330402e-01	0
TCGA-ES-A2HS-01A-11R-A180-07	0	0	0	9.995713e-01	2.793939e-01	0	3.071808e+00	0	2.954516e-01	3.681374e-01	2.734656e-03	2.761168e-01	1.556946e+00	0
TCGA-ES-A2HT-11A-11R-A180-07	0	5.005955e-01	3.326843e-01	5.750731e-01	1.538576e+00	4.448409e-02	2.653921e+00	1.418969e-01	0	3.447576e-01	0	1.071689e+00	9.669196e-02	0
TCGA-ES-A2HT-01A-12R-A180-07	0	3.090874e-01	0	9.510292e-01	0	5.321698e-01	1.953642e+00	0	0	5.194278e-01	3.741803e-01	2.343564e-01	7.756229e-01	0
TCGA-FV-A23B-11A-11R-A16W-07	0	2.932470e-01	1.517420e-01	8.927425e-01	2.054764e+00	1.198380e-02	2.597908e+00	1.405359e-01	0	3.583217e-01	0	1.288316e+00	1.319064e-01	0
TCGA-FV-A23B-01A-11R-A16W-07	0	1.793937e-01	0	5.851326e-01	6.162357e-01	0	9.198294e-01	0	1.219641e+00	0	1.683380e-01	1.927640e+00	1.062047e+00	0
TCGA-FV-A2QQ-01A-11R-A22L-07	1.536724e-02	2.738420e-01	2.252525e-02	1.316075e+00	4.151599e-02	1.850843e-01	2.027906e+00	0	1.557078e-01	4.678552e-01	1.026661e-01	5.498419e-01	1.089994e+00	0
TCGA-FV-A2QR-11A-11R-A213-07	0	2.384946e-01	3.674384e-01	4.979239e-01	2.076392e+00	0	2.720448e+00	0	0	5.512326e-01	7.924560e-02	1.131699e+00	4.510112e-01	0
TCGA-FV-A2QR-01A-11R-A213-07	0	1.130943e-01	0	3.268848e-01	0	0	2.003682e+00	8.861004e-01	0	4.098278e-01	0	1.389896e+00	3.568912e-01	0
TCGA-FV-A3I0-11A-11R-A22L-07	0	0	6.417097e-02	4.342032e-01	2.704602e+00	1.405337e-01	3.010957e+00	2.396741e-01	0	0	6.796100e-02	1.418312e+00	2.170816e-01	0
TCGA-FV-A3I0-01A-11R-A22L-07	0	0	1.788369e+00	8.482481e-02	0	0	0	0	0	5.185236e-01	7.214254e-02	8.078066e-01	4.884013e-01	0
TCGA-FV-A3I1-11A-11R-A22L-07	0	5.952683e-02	0	7.988084e-01	2.364553e+00	0	2.901592e+00	2.750664e-01	0	0	0	1.504404e+00	1.586841e-01	0
TCGA-FV-A3I1-01A-11R-A22L-07	2.185802e-01	2.051705e-01	1.148202e-01	5.478047e-01	0	1.921687e-02	1.090386e+00	3.110748e-01	1.891814e-01	4.956011e-01	0	1.201838e+00	3.819536e-01	0
TCGA-FV-A3R2-11A-11R-A22L-07	0	2.133368e-01	1.948608e-01	6.837804e-01	2.215773e+00	8.525756e-02	3.014995e+00	1.380709e-02	0	1.430210e-01	0	1.053065e+00	4.822630e-01	0
TCGA-FV-A3R2-01A-11R-A22L-07	0	7.185915e-03	0	1.369364e+00	3.003231e-01	0	2.419957e+00	2.723519e-02	2.835905e-02	0	0	1.322379e+00	1.526401e+00	1.436191e-02
TCGA-FV-A3R3-01A-11R-A22L-07	0	2.910658e-02	2.162568e-01	5.609282e-01	2.571407e-01	8.917324e-01	3.111466e-01	0	3.914912e-01	8.754156e-01	0	1.183484e+00	4.919831e-01	1.297622e-01
TCGA-FV-A495-01A-11R-A266-07	2.128184e-01	4.080218e-01	2.829582e-01	6.003581e-01	2.963071e-01	1.846128e-01	2.278928e+00	0	1.115206e-01	7.700648e-01	0	1.089267e-01	7.840357e-01	0
TCGA-FV-A496-01A-11R-A266-07	0	0	0	4.553294e-01	4.714691e-02	7.297101e-02	1.690385e+00	7.367695e-01	1.014219e-01	0	1.155467e-01	1.459930e+00	6.292034e-01	0
TCGA-FV-A4ZP-01A-12R-A266-07	0	1.460871e-01	3.472146e-01	1.644642e-01	0	0	0	0	3.184287e-01	0	1.999808e-01	0	1.077579e+00	3.879777e-01
TCGA-FV-A4ZQ-01A-11R-A266-07	0	5.771847e-01	0	3.195835e+00	8.138131e-01	0	8.081640e-03	2.165795e-02	1.154443e+00	0	0	1.247137e+00	1.389496e+00	0
TCGA-G3-A25S-01A-11R-A16W-07	2.317800e-01	1.753622e-01	0	1.943498e+00	0	1.409293e-01	1.004744e+00	0	6.061328e-03	0	6.774752e-04	4.482587e-01	1.147004e+00	0
TCGA-G3-A25T-01A-11R-A16W-07	0	4.760002e-02	1.302418e+00	4.874073e-01	5.294764e-01	1.950146e-02	1.309930e+00	0	0	4.735722e-01	2.138193e-01	4.623731e-01	6.870348e-01	0
TCGA-G3-A25U-01A-11R-A16W-07	0	0	0	7.661079e-01	3.815323e-01	2.270139e-01	3.343082e+00	5.622394e-01	0	0	0	1.534383e+00	1.611989e+00	0
TCGA-G3-A25V-01A-11R-A16W-07	0	3.004579e-01	1.168611e-01	9.890078e-01	1.120081e+00	5.424306e-02	2.216755e+00	1.137717e-01	0	5.748118e-01	3.002280e-01	8.892419e-01	6.248085e-01	0
TCGA-G3-A25X-01A-11R-A16W-07	0	1.621690e-01	5.902446e-01	1.752589e-01	0	4.584768e-02	1.615399e-01	0	0	4.163305e-01	5.043222e-01	5.469947e-01	1.144723e+00	4.046091e-01
TCGA-G3-A25Y-01A-11R-A16W-07	0	2.082499e-01	5.258467e-01	1.129360e-01	2.799542e-02	2.071749e-01	6.844945e-01	0	6.653599e-01	8.425109e-01	3.928432e-02	1.162772e+00	5.552769e-01	0
TCGA-G3-A25Z-01A-11R-A16W-07	0	1.178234e-01	0	9.527367e-01	3.157872e-01	2.425113e-01	2.665629e+00	1.468386e-01	0	1.438566e-01	2.484783e-01	8.892228e-01	1.496363e+00	0
TCGA-G3-A3CG-01A-11R-A213-07	0	1.981355e-01	0	7.333513e-01	1.271352e-01	2.355749e-01	1.805958e+00	8.305739e-02	0	1.279999e-01	2.820125e-01	1.387279e+00	5.472749e-01	0
TCGA-G3-A3CH-11A-11R-A22L-07	0	2.738414e-01	3.384820e-02	8.446322e-01	2.267950e+00	5.995092e-02	3.265367e+00	2.493868e-01	0	3.463426e-02	0	1.326876e+00	4.404491e-01	0
TCGA-G3-A3CH-01A-11R-A22L-07	0	1.146334e-01	4.559153e-02	4.254121e-01	1.849715e-01	2.269401e-01	2.775134e+00	6.729923e-02	1.577479e-01	5.219421e-01	0	1.124873e+00	1.319040e+00	9.062244e-02
TCGA-G3-A3CI-01A-11R-A213-07	0	1.514354e-01	0	7.392347e-01	1.153274e+00	1.450364e-01	2.719247e+00	4.438805e-01	6.477397e-02	9.172439e-02	1.349664e-01	1.375537e+00	8.014907e-01	0
TCGA-G3-A3CJ-01A-11R-A213-07	0	1.319494e-01	0	4.293428e+00	5.840931e-01	7.330745e-02	1.929028e+00	0	0	0	2.546423e-01	1.082658e-01	1.354399e+00	0
TCGA-G3-A3CK-01A-11R-A213-07	0	3.595616e-01	0	4.277497e+00	6.128273e-01	1.380137e-01	1.365183e+00	0	0	0	1.959109e-01	8.973915e-01	1.043722e+00	0
TCGA-G3-A5SI-01A-31R-A27V-07	0	0	0	5.991046e-02	0	4.135838e-01	2.746208e+00	0	1.367238e-01	0	0	1.244638e+00	1.954882e+00	1.749282e-01
TCGA-G3-A5SJ-01A-11R-A27V-07	1.257768e-01	3.515395e-01	5.833932e-01	4.547443e-01	4.985291e-01	0	1.214150e+00	0	0	1.232557e-01	1.719713e-01	1.156294e+00	7.643123e-01	1.219185e-01
TCGA-G3-A5SK-01A-11R-A27V-07	0	4.112318e-01	0	1.237434e+00	1.468617e+00	2.669997e-01	3.127655e+00	1.088934e-01	0	0	1.394411e-01	1.376858e+00	7.754846e-01	0
TCGA-G3-A5SL-01A-11R-A27V-07	0	0	0	4.269326e+00	9.508988e-02	0	1.751604e+00	0	0	1.446117e-01	3.258087e-02	6.925599e-01	1.264206e+00	0
TCGA-G3-A5SM-01A-12R-A28V-07	0	3.279116e-01	0	9.126874e-01	1.763836e-01	3.010520e-01	2.032481e+00	3.033010e-01	0	5.640625e-01	3.177536e-01	9.548760e-01	8.441218e-01	0
TCGA-G3-A6UC-01A-21R-A33J-07	0	0	0	3.268616e+00	3.373688e-01	4.792841e-02	2.508142e+00	1.639270e-01	0	0	0	9.697460e-01	1.038771e+00	0
TCGA-G3-A7M5-01A-11R-A33R-07	6.302792e-02	2.030913e-01	0	9.265918e-01	2.106326e-01	2.269066e-01	3.480214e+00	6.421857e-01	4.357624e-03	0	0	7.674215e-01	1.184858e+00	0
TCGA-G3-A7M6-01A-11R-A33R-07	2.128287e-01	9.036323e-02	8.276816e-01	2.241419e-01	4.924940e-01	0	1.043409e+00	0	3.298645e-01	6.454720e-01	3.570952e-03	1.143886e+00	8.539760e-01	0
TCGA-G3-A7M7-01A-12R-A352-07	0	0	0	1.281822e+00	8.396022e-02	5.037936e-01	1.703496e+00	4.758833e-02	0	1.814425e-01	6.043667e-01	6.899324e-01	1.361635e+00	0
TCGA-G3-A7M8-01A-11R-A33R-07	0	7.967542e-02	2.660444e-02	6.568533e-01	9.059908e-01	1.415837e-01	3.016145e+00	3.822927e-01	2.458973e-02	2.542358e-01	3.630954e-02	1.245350e+00	8.893164e-01	0
TCGA-G3-A7M9-01A-23R-A352-07	4.760452e-01	0	3.667181e-01	4.908884e-01	3.709586e-01	2.037470e-01	0	6.226978e-02	9.839172e-01	1.405060e-01	2.775842e-01	1.292199e+00	1.492592e+00	1.979795e-01
TCGA-G3-AAUZ-01A-11R-A38B-07	0	3.396084e-01	0	6.928464e-01	5.312018e-01	2.458396e-01	3.357103e+00	0	0	4.855901e-01	0	4.203611e-01	1.547310e+00	0
TCGA-G3-AAV0-01A-11R-A37K-07	0	2.246718e-01	0	3.793684e-01	1.865298e-01	2.324465e-02	3.005674e+00	7.789155e-01	0	2.374293e-01	0	8.824478e-01	6.138902e-01	0
TCGA-G3-AAV1-01A-11R-A38B-07	0	0	0	3.883421e+00	2.988978e-01	1.627028e-01	1.194435e+00	0	2.166686e-01	0	0	9.299915e-01	1.709922e+00	0
TCGA-G3-AAV2-01A-11R-A37K-07	0	9.913734e-02	0	5.131791e+00	0	0	1.516497e+00	0	0	0	0	3.431734e-01	1.238852e+00	0
TCGA-G3-AAV3-01A-11R-A37K-07	3.348645e-02	4.832632e-01	0	4.634453e+00	0	0	9.065238e-01	1.046338e-01	7.197679e-02	1.529619e-01	1.815437e-01	6.078107e-01	8.526158e-01	0
TCGA-G3-AAV4-01A-11R-A38B-07	0	2.823242e-02	0	5.475088e+00	1.495214e-01	0	3.007542e-01	1.442639e-01	0	0	0	7.879163e-01	9.283645e-01	0
TCGA-G3-AAV5-01A-11R-A37K-07	0	0	0	4.159409e+00	0	0	5.474093e-01	0	0	0	0	3.749823e-01	1.363596e+00	0
TCGA-G3-AAV6-01A-21R-A37K-07	2.131495e-01	0	6.056693e-02	2.071662e+00	2.161292e-02	2.073063e-03	0	0	1.762413e+00	1.850496e-01	2.584441e-01	7.149859e-01	1.704996e+00	7.560237e-02
TCGA-G3-AAV7-01A-11R-A38B-07	0	6.080708e-02	2.138063e-01	7.250534e-01	0	0	0	6.400947e-02	0	9.309783e-02	5.174443e-01	1.497281e+00	1.232736e+00	5.419607e-01
TCGA-GJ-A3OU-01A-31R-A38B-07	0	4.764850e-01	1.011254e-01	9.313635e-01	2.435199e-01	0	1.261172e+00	1.305827e-01	2.777821e-01	8.802298e-01	3.199080e-01	9.058855e-01	1.082002e+00	6.454240e-02
TCGA-GJ-A6C0-01A-12R-A311-07	3.291685e-01	4.002934e-01	0	1.495294e-01	1.364648e-01	0	1.698861e+00	6.494193e-01	2.168911e-02	0	2.529854e-01	1.504157e+00	5.129611e-01	8.312225e-02
TCGA-GJ-A9DB-01A-11R-A37K-07	2.098198e-01	2.023336e-01	1.454873e-01	6.093631e-01	0	1.495258e-02	2.638088e+00	2.883548e-01	0	5.118489e-01	0	1.143992e+00	9.821540e-01	0
TCGA-HP-A5MZ-01A-21R-A27V-07	0	3.675307e-01	0	1.212447e+00	1.732971e-01	1.101185e-01	1.858040e+00	1.001242e-01	0	8.121776e-01	3.864054e-01	7.538711e-01	9.332045e-01	4.177418e-03
TCGA-HP-A5N0-01A-11R-A28V-07	0	1.507945e-01	0	4.968470e-01	2.106416e-01	0	3.011332e+00	6.285172e-01	0	6.331719e-01	0	1.221416e+00	6.136040e-01	0
TCGA-K7-A5RF-01A-11R-A28V-07	0	3.505054e-01	2.580498e-01	5.565066e-01	1.942104e+00	6.980815e-02	2.967102e+00	1.862681e-01	0	4.304814e-01	0	1.134270e+00	2.345252e-01	0
TCGA-K7-A5RG-01A-11R-A28V-07	2.849437e-01	6.230497e-01	0	6.132060e-01	2.412167e-01	3.641714e-02	2.245439e+00	1.896873e-01	2.243278e-01	3.021407e-01	0	1.343739e+00	1.133091e+00	4.258899e-02
TCGA-K7-A6G5-01A-11R-A311-07	0	3.524303e-01	2.438019e-02	1.334992e+00	5.093391e-01	2.620452e-02	2.303831e+00	2.468992e-01	0	4.400649e-01	2.312997e-01	6.553675e-01	6.099295e-01	0
TCGA-K7-AAU7-01A-11R-A38B-07	1.415687e-01	1.172772e-01	8.339149e-01	2.676946e-01	7.028210e-01	0	8.054465e-01	0	1.083970e-01	5.743643e-01	4.959565e-01	1.127451e+00	8.266045e-01	8.685584e-02
TCGA-KR-A7K0-01A-12R-A33R-07	0	1.819895e-01	4.868505e-02	3.562195e+00	5.209308e-01	1.164856e-01	1.275594e+00	0	0	3.963973e-01	3.434002e-01	5.598241e-01	1.026942e+00	0
TCGA-KR-A7K2-01A-12R-A33R-07	0	2.019351e-01	4.828688e-02	5.856038e-01	0	3.410018e-01	1.815098e+00	0	7.705731e-02	6.863025e-01	1.950953e-01	6.623489e-01	9.558994e-01	7.877675e-02
