sampleID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
Lung_49089	1.131902e-01	1.911705e-01	8.436456e-02	0	2.081887e-01	3.651307e-01	1.788334e-01	2.333057e-01	5.622744e-01	5.579396e-02	6.713903e-02	2.693565e-02	0	6.043308e-02	1.518427e-01	3.070815e-01
Lung_49090	6.894424e-02	1.354617e-01	6.055698e-02	3.013874e-02	2.071393e-01	4.197590e-01	4.357291e-01	2.143151e-01	1.975788e-01	1.009050e-01	0	9.691607e-02	0	8.902870e-02	3.031162e-01	3.591996e-01
Lung_49087	9.736799e-02	1.511915e-01	9.465691e-02	1.603405e-02	2.489034e-01	3.593945e-01	3.246664e-01	1.666449e-01	6.193861e-01	3.691998e-02	7.642454e-02	0	0	2.501231e-02	2.584015e-01	3.726446e-01
LN_53850	7.576376e-02	5.334456e-01	1.030218e-01	5.858154e-02	2.167690e-01	3.693704e-01	2.204977e-01	3.211344e-01	3.227130e-02	0	3.979913e-02	0	0	0	3.067757e-01	3.435148e-01
Pancreas_49092	8.157947e-02	1.429409e-01	2.474824e-02	2.775291e-01	2.194988e-01	3.261201e-01	4.226816e-01	4.615735e-02	4.324635e-02	6.771270e-02	9.968260e-02	0	2.453813e-01	0	2.433258e-01	3.358265e-01
Peritoneal_49091	6.449119e-02	2.597208e-01	1.535535e-01	0	2.160343e-01	4.052078e-01	2.372908e-01	1.926566e-01	1.380104e-01	7.591713e-02	3.682449e-01	0	0	1.236599e-02	1.255683e-01	2.806092e-01
Diaphragm_53849	1.388491e-01	8.088314e-02	4.539741e-01	0	1.842769e-01	3.806574e-01	2.340216e-01	2.289079e-01	1.031932e-01	7.156334e-02	2.799667e-01	0	0	0	1.265071e-01	2.702789e-01
Peritoneal_53851	8.809383e-02	2.298172e-01	3.561822e-01	9.945201e-04	1.765158e-01	2.784070e-01	1.434268e-01	3.469123e-01	1.240752e-01	1.535499e-01	2.412786e-01	0	0	0	2.057546e-01	2.611750e-01
PelvicWall_53857	7.063186e-02	1.304087e-01	5.223556e-01	6.671563e-02	1.761533e-01	2.430607e-01	2.215342e-01	3.577474e-01	2.251295e-02	1.099226e-01	1.778811e-01	0	0	0	1.934557e-01	2.299552e-01
Spleen_49346	1.398789e-01	4.045874e-01	1.155609e-01	0	2.183961e-01	3.026253e-01	2.328988e-01	2.541756e-01	2.269926e-01	3.022679e-02	1.124807e-01	0	0	0	1.961868e-01	2.599857e-01
Liver_49340	8.720497e-01	1.716749e-01	8.062563e-02	4.643918e-03	2.335766e-01	3.877144e-01	7.529293e-02	1.769063e-01	1.287381e-01	1.695799e-02	2.775020e-02	1.596056e-02	0	0	1.012861e-01	2.500786e-01
Lung_53834	8.683453e-02	2.885742e-02	7.767869e-02	3.213602e-02	1.903296e-01	3.409084e-01	2.702725e-01	2.154239e-01	7.031125e-01	0	1.232595e-01	0	0	3.909394e-02	3.292611e-01	3.657432e-01
Liver_53855	7.234632e-01	1.053548e-01	8.476592e-02	0	1.613874e-01	3.184305e-01	3.216438e-02	3.596136e-01	1.018229e-01	1.538603e-01	1.722244e-02	1.897822e-02	0	7.063755e-02	1.862448e-01	2.065900e-01
Pancreas_53856	1.192199e-01	2.763249e-01	1.297507e-01	0	1.658760e-01	3.399419e-01	2.075124e-01	2.799142e-01	1.662123e-01	1.390454e-01	2.490612e-01	0	0	2.599485e-02	1.917718e-01	2.328177e-01
Lung_49393	7.540274e-02	1.513011e-01	1.079719e-01	0	1.968344e-01	2.431866e-01	2.164489e-01	2.931948e-01	5.969988e-01	1.013103e-01	5.974031e-02	0	0	1.022198e-01	2.184879e-01	2.219706e-01
Lung_49395	7.232083e-02	5.131070e-02	9.132499e-02	1.779074e-02	1.919143e-01	2.109200e-01	2.161043e-01	2.208022e-01	7.524415e-01	2.680290e-02	1.083039e-01	1.260453e-02	1.350478e-02	9.352872e-02	2.469914e-01	2.385541e-01
Liver_49397	8.839479e-01	1.042521e-01	9.075800e-02	1.185901e-02	2.185526e-01	3.057600e-01	1.745507e-01	1.815613e-01	1.148799e-01	0	3.964523e-02	1.138480e-02	0	0	1.818884e-01	2.803706e-01
Lung_53859	1.121867e-01	6.371026e-02	1.064796e-01	0	1.596943e-01	2.776748e-01	3.360811e-01	2.116989e-01	7.020029e-01	2.572918e-02	9.818979e-02	0	0	2.352076e-02	2.944813e-01	2.835213e-01
Spleen_53860	1.781663e-01	2.725022e-01	7.689114e-02	5.249362e-02	2.026629e-01	5.000833e-01	2.351381e-01	2.990167e-01	1.553060e-01	1.313275e-02	4.637488e-02	0	0	0	2.619847e-01	4.372921e-01
LN_48606	8.939039e-02	5.291321e-01	1.130657e-01	2.961321e-02	2.361994e-01	3.728224e-01	1.369705e-01	3.670153e-01	1.010763e-01	1.393362e-02	0	0	0	0	1.612102e-01	2.732337e-01
Pancreas_48608	1.433528e-01	4.253679e-02	5.651543e-02	4.648914e-01	2.324154e-01	4.148967e-01	8.122012e-02	2.487304e-01	1.312198e-01	1.006666e-01	3.580103e-02	8.864985e-03	9.272180e-02	1.538696e-02	6.816127e-02	3.636074e-01
Lung_48607	8.692021e-02	1.243317e-01	7.820047e-02	1.379971e-01	1.984302e-01	3.365151e-01	1.375428e-01	2.950328e-01	6.416667e-01	7.360493e-02	0	0	0	2.295850e-02	1.604818e-01	3.196015e-01
Liver_48605	6.253078e-01	7.775191e-02	6.127247e-02	4.898791e-02	2.146789e-01	3.374146e-01	2.241954e-01	2.342709e-01	1.250163e-01	1.385701e-01	2.150453e-02	0	0	3.699688e-02	1.333077e-01	2.749826e-01
Spleen_48609	1.337494e-01	3.437424e-01	1.260111e-01	2.413110e-02	2.150875e-01	3.209879e-01	2.305359e-01	2.863565e-01	2.330889e-01	9.892626e-02	1.065207e-01	0	0	0	1.580584e-01	2.736705e-01
LN_48573	8.906520e-02	5.533884e-01	1.092954e-01	0	3.064783e-01	2.896211e-01	2.526005e-01	2.665560e-01	3.679691e-02	0	1.152761e-01	0	0	0	1.054710e-01	2.041533e-01
Fat_48612	6.924633e-02	1.916963e-01	8.327955e-02	0	1.971452e-01	3.155153e-01	2.580449e-01	2.256017e-01	8.938437e-02	1.435221e-01	3.018797e-01	4.458910e-02	1.309498e-02	4.962856e-02	9.438233e-02	2.893853e-01
Lung_48610	7.195472e-02	1.200868e-01	9.435915e-02	1.479395e-02	1.924195e-01	2.774605e-01	1.789168e-01	2.377146e-01	6.471393e-01	6.996271e-02	1.351411e-01	0	0	9.396405e-02	1.948433e-01	3.005104e-01
Liver_48570	8.432521e-01	1.975031e-01	3.632785e-02	2.955199e-03	3.277190e-01	2.814637e-01	1.842484e-01	1.721306e-01	3.543423e-02	0	4.474407e-02	7.207469e-03	0	1.691876e-03	7.246203e-02	2.218479e-01
Liver_48571	7.778722e-01	2.315999e-01	5.517046e-02	2.578527e-02	2.871056e-01	2.754439e-01	1.427221e-01	2.090319e-01	1.149626e-01	2.430493e-02	4.717283e-02	2.091995e-02	0	1.946322e-02	1.267441e-01	2.213812e-01
Pancreas_48611	9.063921e-02	1.159359e-01	4.616201e-02	3.360706e-01	1.960759e-01	2.832695e-01	2.202028e-01	1.363562e-01	1.127229e-01	1.227869e-01	8.033410e-02	1.254011e-02	1.721250e-01	3.574672e-02	1.718538e-01	3.107558e-01
LN_49358	6.660133e-02	5.432346e-01	1.221552e-01	1.320555e-02	2.249538e-01	3.960144e-01	2.190971e-01	2.872674e-01	3.912087e-02	0	5.645298e-02	0	0	0	1.884899e-01	3.004966e-01
Spleen_48572	1.667098e-01	4.473638e-01	6.989208e-02	6.232224e-02	3.008771e-01	4.232610e-01	3.097817e-01	2.382339e-01	1.090520e-01	0	0	0	0	0	2.281546e-01	3.115476e-01
Liver_48582	7.949421e-01	2.094252e-01	6.968187e-02	5.267750e-03	2.456215e-01	2.146933e-01	2.142601e-01	2.037331e-01	1.490454e-01	3.905559e-02	4.975248e-02	0	0	2.851832e-02	1.390744e-01	2.317491e-01
Liver_48583	8.799780e-01	1.512105e-01	7.768581e-02	4.278202e-03	2.591580e-01	2.626146e-01	2.345090e-01	1.845046e-01	7.799405e-02	1.449088e-02	2.223063e-02	1.315901e-02	0	2.410716e-02	1.304380e-01	2.645844e-01
Spleen_48588	1.891826e-01	4.686378e-01	8.342811e-02	1.759687e-02	3.063672e-01	3.027165e-01	3.410046e-01	2.110207e-01	1.572491e-01	0	0	0	3.142645e-03	0	2.377205e-01	2.008218e-01
Pancreas_48579	1.176715e-01	2.681508e-01	5.780234e-02	4.877162e-02	2.525494e-01	1.926755e-01	1.968150e-01	1.478583e-01	7.839893e-02	6.434318e-02	1.546566e-01	1.073679e-02	3.734282e-01	3.314701e-02	1.504035e-01	1.274247e-01
Pancreas_48576	1.284970e-01	3.580252e-01	2.723704e-02	4.756621e-02	2.986787e-01	2.713179e-01	2.426358e-01	2.272194e-01	9.179104e-02	1.656899e-03	1.795053e-01	1.982986e-01	8.225034e-02	0	1.641937e-01	2.921358e-01
Vessel_49361	8.984359e-02	1.784459e-01	1.523150e-01	0	1.994128e-01	3.809958e-01	3.678046e-01	1.724134e-01	1.343045e-01	1.134280e-01	3.540409e-01	0	0	4.204792e-02	2.125054e-01	3.593244e-01
Lung_48585	1.144274e-01	2.214344e-01	1.201504e-01	0	2.347829e-01	2.066725e-01	2.698685e-01	2.378186e-01	5.339450e-01	9.082182e-02	1.296225e-01	0	0	2.923236e-02	1.475416e-01	2.398078e-01
Diaphragm_48580	9.162389e-02	1.186447e-01	5.510206e-01	1.076769e-02	2.292195e-01	2.683046e-01	2.097994e-01	2.266191e-01	0	1.002423e-01	1.737734e-01	4.230060e-02	2.093802e-02	1.363558e-01	6.879468e-02	1.566124e-01
Diaphragm_48575	1.142966e-01	1.299822e-01	6.058638e-01	2.533455e-02	2.603474e-01	2.930771e-01	2.173541e-01	2.197706e-01	5.704366e-02	6.128134e-02	1.867733e-01	0	0	2.555045e-02	8.732107e-02	2.519152e-01
Liver_49371	8.219686e-01	1.495945e-01	1.087145e-01	1.206856e-02	2.276625e-01	3.546639e-01	2.249690e-01	1.633539e-01	1.363287e-01	4.716857e-03	0	2.563253e-03	0	1.512309e-03	1.592080e-01	2.912544e-01
Liver_49372	6.855707e-01	1.692975e-01	1.105479e-01	0	2.301814e-01	3.903404e-01	3.129655e-01	1.613812e-01	1.580125e-01	2.458996e-02	0	0	0	0	1.018230e-01	3.033905e-01
Liver_49373	7.970004e-01	1.695762e-01	1.076774e-01	4.802178e-03	2.453524e-01	4.003065e-01	2.288311e-01	1.451340e-01	1.223786e-01	0	0	0	0	0	1.111339e-01	2.899377e-01
Spleen_48595	1.870141e-01	4.000276e-01	9.173314e-02	1.609080e-03	3.805730e-01	4.834726e-01	4.286210e-01	7.716972e-02	3.805612e-02	0	5.552057e-04	0	0	0	2.148435e-01	2.588623e-01
Lung_48593	1.335305e-01	1.825448e-01	1.153256e-01	0	2.832290e-01	3.014311e-01	2.143149e-01	1.951233e-01	6.207769e-01	0	2.593370e-02	1.425891e-02	0	6.143630e-02	2.049090e-01	1.846525e-01
Liver_48590	8.066995e-01	2.118329e-01	8.524383e-02	0	3.536578e-01	3.436634e-01	2.545838e-01	9.042511e-02	4.337067e-02	0	0	5.549481e-03	7.535187e-03	1.163783e-02	7.257630e-02	1.765805e-01
Fat_48589	1.409188e-01	1.749189e-01	1.794277e-01	0	2.854404e-01	3.322637e-01	3.832933e-01	1.340542e-01	1.198341e-01	5.127088e-02	3.215173e-01	0	0	1.435265e-02	9.003158e-02	1.902017e-01
Diaphragm_49365	1.025602e-01	3.857240e-02	7.035362e-01	3.903695e-02	2.010324e-01	4.020491e-01	2.210204e-01	2.083286e-01	1.675253e-02	2.864295e-02	1.536971e-01	0	0	0	1.222983e-01	3.570795e-01
Diaphragm_49366	6.735601e-02	8.293760e-02	4.996405e-01	0	1.956803e-01	3.880704e-01	2.181389e-01	2.147801e-01	0	1.370735e-01	1.211912e-01	1.265802e-01	1.543282e-02	9.174452e-02	7.114871e-02	2.282717e-01
Diaphragm_49367	1.018366e-01	4.008680e-02	6.834961e-01	7.576824e-03	1.840002e-01	4.061121e-01	2.107364e-01	2.028682e-01	5.889899e-02	2.794277e-02	1.787526e-01	0	0	0	1.142707e-01	2.334991e-01
Diaphragm_49368	1.051300e-01	5.647348e-02	6.813273e-01	1.321567e-02	2.061454e-01	4.097539e-01	1.889027e-01	2.001261e-01	5.855348e-02	1.725660e-02	1.741505e-01	0	0	0	1.112520e-01	2.297754e-01
Pancreas_48614	1.412200e-01	9.546429e-02	1.728582e-01	0	2.773165e-01	3.269337e-01	3.608833e-01	1.229320e-01	1.034127e-01	4.078535e-02	3.695706e-01	0	9.518543e-03	7.681184e-03	1.164626e-01	1.882975e-01
Pancreas_49369	1.069253e-01	8.335258e-02	8.533653e-02	1.762174e-01	1.987411e-01	3.479565e-01	3.798942e-01	7.680976e-02	2.382576e-02	1.097047e-01	7.389045e-02	3.076716e-02	2.055270e-01	4.764256e-02	2.386774e-01	2.559580e-01
Liver_49378	7.467271e-01	1.643932e-01	1.070803e-01	1.889724e-02	2.254260e-01	3.429962e-01	3.423069e-01	1.484927e-01	1.066535e-01	1.552823e-02	0	0	0	3.281395e-02	2.603054e-01	3.408594e-01
Lung_48601	1.229592e-01	2.344905e-01	2.747383e-02	0	3.137062e-01	3.631692e-01	3.733493e-01	1.706949e-01	4.116109e-01	5.491972e-02	0	0	0	3.988570e-02	2.273496e-01	2.288064e-01
LN_49374	7.736256e-02	4.556200e-01	8.461250e-02	3.015113e-02	2.374001e-01	3.710177e-01	2.835202e-01	2.733688e-01	5.947477e-02	1.623798e-02	1.058134e-02	8.725198e-03	0	1.291502e-01	2.205511e-01	3.072749e-01
Liver_48604	8.216395e-01	1.742707e-01	5.948926e-02	6.555694e-03	3.194719e-01	3.880205e-01	2.263574e-01	1.460983e-01	1.664947e-02	0	0	1.722278e-02	3.883687e-03	2.459759e-02	1.710298e-01	2.283623e-01
Spleen_48600	1.707725e-01	4.262517e-01	8.421252e-02	3.636224e-03	3.132738e-01	3.681017e-01	3.626389e-01	2.235851e-01	1.177017e-01	0	0	0	2.089695e-03	0	2.257441e-01	1.989458e-01
Pancreas_48599	1.585117e-01	9.591165e-02	5.653369e-02	3.745829e-01	2.753641e-01	2.833704e-01	3.355767e-01	6.451055e-02	5.598634e-02	9.084569e-02	7.300992e-03	1.719619e-02	1.430420e-01	2.202098e-02	2.185371e-01	1.962085e-01
Pancreas_49377	1.458968e-01	6.238996e-02	6.753021e-02	4.007267e-01	2.210208e-01	3.292339e-01	2.777823e-01	1.259785e-01	9.696527e-02	7.995353e-02	3.124167e-02	2.540262e-03	1.136879e-01	1.388121e-02	1.656812e-01	3.254285e-01
LN_48603	1.028454e-01	5.177246e-01	6.469149e-02	2.119820e-02	3.086323e-01	3.589647e-01	3.773235e-01	1.951970e-01	0	0	0	6.886087e-04	0	9.225605e-02	2.648387e-01	2.109555e-01
Liver_48596	6.918287e-01	1.883890e-01	8.116259e-02	0	2.921562e-01	4.117006e-01	2.312640e-01	1.681926e-01	7.821642e-02	4.671426e-02	1.363345e-02	4.655511e-03	2.978425e-03	6.826879e-02	9.263105e-02	2.356907e-01
Liver_48645	7.758163e-01	2.006696e-01	6.594866e-02	9.784050e-03	2.651631e-01	4.797331e-01	8.142017e-02	1.395402e-01	1.119153e-01	2.583182e-02	4.530000e-02	4.381173e-02	0	2.889817e-03	9.183728e-02	2.878649e-01
Liver_48646	8.394201e-01	1.882745e-01	5.174759e-02	1.515342e-02	2.742607e-01	4.709396e-01	6.255110e-02	1.574240e-01	8.744159e-02	6.856342e-03	0	3.396983e-02	0	5.617527e-03	8.853495e-02	3.026614e-01
Pancreas_48647	4.446792e-02	2.855876e-01	4.515825e-02	9.225610e-02	2.283359e-01	3.910197e-01	1.960990e-01	1.043853e-01	9.593218e-02	9.177857e-02	2.648533e-01	0	2.292459e-01	9.285316e-03	1.686802e-01	2.819718e-01
Fat_49379	7.548309e-02	3.083601e-01	1.468521e-01	0	1.967362e-01	3.652453e-01	2.617080e-01	1.954206e-01	1.681508e-01	3.898402e-02	3.386451e-01	0	0	5.209954e-03	1.395392e-01	3.216291e-01
Pancreas_48641	9.921511e-02	3.315797e-01	1.188525e-01	0	2.409232e-01	4.277039e-01	1.970877e-01	1.646969e-01	1.465143e-01	6.006078e-02	3.130788e-01	0	3.269919e-02	3.951502e-03	6.679700e-02	2.204094e-01
Liver_48640	7.071521e-01	2.068234e-01	6.242494e-02	0	2.535791e-01	4.737520e-01	8.705410e-02	1.752782e-01	9.393033e-02	6.446655e-02	4.038905e-02	6.955119e-02	0	6.499666e-02	9.425651e-02	2.403996e-01
LN_49380	7.231409e-02	5.799784e-01	1.274648e-01	3.845206e-02	2.268939e-01	3.536868e-01	9.805654e-02	3.572709e-01	6.405714e-02	0	1.607019e-03	0	0	0	1.826113e-01	3.111082e-01
LN_48644	7.724925e-02	5.665602e-01	9.411434e-02	1.497620e-02	2.789534e-01	4.437866e-01	2.726275e-01	1.932171e-01	2.757720e-02	0	7.088750e-02	0	0	0	2.292480e-01	2.691058e-01
Spleen_48643	1.614492e-01	4.652668e-01	7.067828e-02	3.848766e-02	2.722951e-01	4.714492e-01	2.772518e-01	1.887462e-01	1.723066e-01	0	0	0	0	0	2.437801e-01	2.960339e-01
Diaphragm_49383	5.819057e-02	2.869024e-01	1.122955e-01	0	2.006211e-01	3.793192e-01	1.723276e-01	2.956001e-01	3.621928e-02	1.635369e-01	2.074086e-01	1.043683e-01	0	1.594749e-01	1.400263e-01	2.529665e-01
Lung_48642	1.129060e-01	1.486336e-01	6.266913e-02	2.503213e-02	2.299614e-01	4.428159e-01	8.532525e-02	2.420691e-01	6.970461e-01	3.650411e-02	0	2.852156e-02	0	8.223204e-02	1.744828e-01	2.645677e-01
Spleen_48657	3.795583e-01	2.287875e-01	5.780078e-02	0	2.560166e-01	3.651712e-01	1.042704e-01	2.493788e-01	1.439208e-01	2.456295e-01	0	0	0	1.229786e-01	4.769238e-02	2.311174e-01
Lung_48655	1.161116e-01	1.554300e-01	1.117515e-01	0	2.302318e-01	3.143324e-01	1.521605e-01	2.219848e-01	7.136551e-01	4.314389e-02	6.430128e-02	7.821391e-04	0	6.991257e-02	1.378081e-01	2.571643e-01
Liver_48651	7.002007e-01	2.088277e-01	6.638864e-02	3.693342e-03	2.441039e-01	3.660251e-01	3.895279e-01	9.317937e-02	1.028199e-01	3.946813e-02	0	1.464000e-02	0	0	2.521123e-01	1.993729e-01
Diaphragm_48649	1.009850e-01	1.464308e-01	5.906567e-01	2.688638e-02	2.150446e-01	4.211972e-01	2.952372e-01	1.706476e-01	3.539331e-02	7.336179e-02	1.251083e-01	0	0	3.192266e-03	1.383003e-01	2.736254e-01
Diaphragm_49384	9.652064e-02	1.742872e-01	6.153653e-01	2.819147e-02	1.950046e-01	3.577517e-01	2.396064e-01	2.040265e-01	3.660434e-02	6.574861e-02	1.154694e-01	0	0	6.891789e-03	1.717539e-01	2.374734e-01
Pancreas_48656	1.028949e-01	8.041221e-02	5.109674e-02	3.381641e-01	2.336649e-01	3.215489e-01	2.647696e-01	8.901978e-02	1.460855e-01	6.323249e-02	1.571169e-01	5.355523e-03	1.458628e-01	1.137334e-02	1.074103e-01	2.917532e-01
Lung_53835	1.082053e-01	1.228213e-01	1.083455e-01	0	1.559099e-01	3.574110e-01	1.374468e-01	2.977147e-01	4.878538e-01	9.562160e-02	7.501709e-02	7.323860e-02	0	7.194817e-02	1.557968e-01	3.094628e-01
Pancreas_53837	7.122323e-02	9.280212e-02	1.263583e-01	0	1.681391e-01	3.882966e-01	3.476093e-01	1.870020e-01	1.751143e-01	6.396348e-02	3.819779e-01	0	0	2.200529e-02	1.814763e-01	2.900300e-01
Fat_48650	1.231604e-01	3.064132e-01	1.601948e-01	0	2.390218e-01	3.480876e-01	2.819330e-01	1.773475e-01	1.837008e-01	8.685474e-02	2.438902e-01	0	0	0	1.303375e-01	1.530504e-01
Lung_48654	9.774812e-02	1.180735e-01	8.566153e-02	1.271325e-02	2.288816e-01	2.916961e-01	1.959908e-01	1.927530e-01	8.073606e-01	0	2.698357e-02	0	0	8.738945e-02	2.626986e-01	2.495084e-01
LN_48663	6.175141e-02	5.475969e-01	9.437239e-02	2.664579e-03	2.616129e-01	3.503718e-01	2.614529e-01	2.276280e-01	5.860155e-02	3.392085e-03	1.333695e-01	0	0	0	2.256736e-01	2.475848e-01
Pancreas_48665	7.715761e-02	2.438294e-01	4.484839e-02	1.112262e-02	2.492034e-01	3.120615e-01	3.161440e-01	1.056313e-01	9.084644e-02	1.230386e-01	2.460158e-01	8.930182e-03	2.131957e-01	1.373772e-02	1.941453e-01	2.361688e-01
Spleen_48662	1.434330e-01	4.744324e-01	8.936122e-02	4.484191e-03	2.645730e-01	3.582080e-01	2.001330e-01	2.665739e-01	2.162753e-01	1.601163e-02	0	0	0	0	1.625086e-01	2.329546e-01
Lung_48660	9.169852e-02	1.785657e-01	9.751957e-02	0	2.519163e-01	3.555789e-01	2.014507e-01	1.576257e-01	5.909107e-01	4.916574e-02	1.438834e-01	1.024350e-02	0	3.050583e-02	1.485448e-01	2.593460e-01
Liver_48678	3.795583e-01	2.287875e-01	5.780078e-02	0	2.560166e-01	3.651712e-01	1.042704e-01	2.493788e-01	1.439208e-01	2.456295e-01	0	0	0	1.229786e-01	4.769238e-02	2.311174e-01
Peritoneal_48664	1.272123e-01	2.817220e-01	1.178414e-01	0	2.579511e-01	3.511291e-01	1.532361e-01	2.537470e-01	1.851285e-01	1.391513e-01	1.801762e-01	2.459488e-02	0	6.538071e-02	4.736408e-02	2.319085e-01
Spleen_49072	1.556324e-01	4.162131e-01	7.867424e-02	0	2.583651e-01	2.429522e-01	3.249950e-01	2.071200e-01	2.426757e-01	6.767472e-03	8.936907e-02	0	0	0	2.643435e-01	2.486829e-01
Liver_49064	8.527484e-01	8.723262e-02	6.836269e-02	0	2.657631e-01	3.618235e-01	7.987441e-02	2.176208e-01	6.682243e-02	1.868980e-02	2.425262e-02	6.334451e-02	0	2.907101e-02	6.064231e-02	2.438075e-01
Lung_49069	1.262275e-01	8.921701e-02	8.960922e-02	0	2.166650e-01	3.477736e-01	8.569505e-02	2.933946e-01	6.354128e-01	3.491137e-02	2.929222e-02	1.109946e-01	0	9.241814e-02	1.046257e-01	2.396898e-01
Plastic_53265	6.018530e-02	0	0	0	2.239009e-01	2.737939e-01	9.582601e-02	6.171937e-01	0	1.079150e-01	6.489463e-02	0	0	0	7.627037e-02	2.176899e-01
Plastic_53266	5.768036e-02	0	0	0	2.231027e-01	2.553245e-01	8.905553e-02	6.272221e-01	3.908507e-03	1.046931e-01	6.301709e-02	0	0	0	7.217617e-02	2.046267e-01
Pancreas_48557	2.415714e-02	2.746399e-01	2.449258e-02	2.046231e-01	1.954929e-01	4.621558e-01	1.741872e-01	2.082018e-01	3.127557e-02	2.134732e-01	5.010077e-02	1.535910e-02	7.496145e-03	4.950243e-02	1.051880e-01	3.696989e-01
Pancreas_48563	8.198665e-02	1.662913e-01	5.543087e-02	6.254807e-03	2.146033e-01	4.545768e-01	1.309176e-01	1.849510e-01	9.088048e-02	3.902230e-02	4.154230e-01	2.108358e-01	3.898257e-02	0	1.332951e-01	3.865230e-01
Pancreas_49387	8.417451e-02	8.537407e-02	6.028760e-02	2.907173e-01	1.764709e-01	3.355378e-01	5.822049e-02	2.467340e-01	5.388716e-02	1.916292e-01	5.648253e-02	3.377684e-02	6.474851e-02	3.185014e-02	1.619669e-02	3.151197e-01
Pancreas_47697	3.426430e-02	6.150376e-02	2.516824e-02	2.740818e-01	2.350224e-01	3.076242e-01	1.882500e-01	1.727643e-01	4.704980e-02	9.163098e-02	1.338638e-01	1.112373e-01	1.196289e-01	3.501988e-02	4.414564e-02	2.952610e-01
Pancreas_47967	1.744971e-02	1.323234e-01	2.077134e-02	1.373561e-01	2.399908e-01	3.543284e-01	4.155054e-01	1.230211e-01	1.583297e-02	7.825572e-02	2.963924e-01	0	1.145326e-01	0	8.236391e-02	4.008538e-01
Pancreas_47968	7.606579e-02	5.832948e-02	3.767539e-03	2.130288e-01	1.892432e-01	3.154014e-01	1.953617e-01	1.511696e-01	6.449593e-02	8.953535e-02	1.068999e-01	5.151961e-02	2.037574e-01	0	5.799696e-02	3.625150e-01
Pancreas_48112	9.243299e-02	1.025562e-01	5.388458e-02	3.299102e-01	2.338625e-01	3.173678e-01	1.235830e-01	1.895230e-01	3.765753e-02	1.837428e-01	1.562990e-02	0	1.651872e-01	8.013650e-04	4.504906e-02	2.397429e-01
Pancreas_47589	7.270806e-02	1.419943e-01	4.579026e-02	1.741710e-01	1.456275e-01	3.154751e-01	1.538400e-01	2.247975e-01	7.447619e-02	2.151414e-01	1.418693e-01	2.390358e-02	1.134049e-01	2.867452e-02	1.098206e-01	2.964934e-01
Pancreas_47970	5.851171e-02	9.705061e-02	6.262428e-03	3.892597e-01	2.264767e-01	3.392906e-01	2.444491e-01	1.435525e-01	8.268932e-02	7.698310e-02	1.254702e-01	0	1.158764e-01	0	7.378324e-02	3.928540e-01
Pancreas_46454	5.212978e-02	1.800263e-01	1.436179e-02	1.790381e-01	2.075647e-01	4.176969e-01	1.674451e-01	1.607897e-01	1.414512e-03	2.135320e-01	1.260741e-01	1.194868e-02	6.331788e-02	7.577368e-02	2.386380e-02	3.287146e-01
Pancreas_46453	7.614265e-02	1.536724e-01	4.281554e-02	2.780061e-01	1.913549e-01	2.865281e-01	1.485209e-01	2.033713e-01	4.547834e-02	2.224799e-01	5.944806e-02	0	1.029932e-01	2.037275e-02	1.050781e-01	2.837485e-01
Pancreas_47693	5.804541e-02	1.353003e-01	6.849160e-02	0	2.207098e-01	3.807703e-01	3.746064e-01	2.013455e-01	3.405375e-02	2.642131e-01	2.636279e-01	0	0	8.665177e-02	6.326296e-02	3.258445e-01
Pancreas_47694	1.107434e-01	6.460236e-02	2.675568e-02	3.393813e-01	2.281744e-01	2.764547e-01	2.158451e-01	1.510940e-01	6.239272e-02	1.344336e-01	0	0	1.386921e-01	3.746665e-04	7.182376e-02	2.602631e-01
Pancreas_46336	6.960662e-02	1.974621e-01	2.480258e-02	4.386603e-01	2.576302e-01	4.971098e-01	2.042562e-01	1.040658e-01	5.283977e-02	1.537610e-02	1.394091e-01	1.316292e-02	4.437603e-02	1.004170e-02	9.632867e-02	4.323192e-01
Pancreas_46338	7.688184e-02	8.658066e-02	5.817855e-02	3.329692e-01	1.800381e-01	3.957271e-01	2.579732e-01	1.310759e-01	1.301538e-01	1.983897e-01	1.114853e-01	0	5.856024e-02	3.482440e-03	1.103939e-01	3.699667e-01
Pancreas_46576	9.729809e-02	4.578054e-02	3.180059e-02	3.468197e-01	1.898737e-01	2.905124e-01	1.671379e-01	2.444159e-01	6.732844e-02	1.711557e-01	1.165982e-02	0	6.016287e-02	1.884256e-04	6.580746e-02	3.202938e-01
