geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
SPATA20	1.021872e+00	6.763770e-01	6.841834e-01	1.183125e+00	2.136607e+00	1.121573e+00	1.391522e+00	1.359128e+00	7.437800e-01	6.332600e-01	5.671018e-01	4.924583e-01	8.945713e-01	3.796271e-01	1.564858e+00	1.301062e+00
SPATA22	2.696524e-01	3.108866e-01	4.471385e-01	1.488223e-01	0	1.143781e+00	2.304675e-01	3.798749e-01	3.971061e-01	5.844942e-01	8.408882e-01	2.345312e-01	2.310131e-01	0	4.776406e-01	0
SPATA2L	1.563281e+00	1.208777e+00	9.467599e-01	1.209366e+00	5.418501e+00	1.018031e+00	1.550704e+00	1.321126e+00	8.631110e-01	7.242560e-01	4.519487e-01	4.387461e-01	9.718311e-01	4.693977e-01	7.484449e-01	8.513356e-01
SPATA3	2.113182e-01	2.303395e-01	0	7.078768e-01	1.299786e+00	1.613980e+00	7.099706e-03	7.702250e-02	1.198607e-01	0	1.318859e-02	1.014648e-01	0	1.719777e-01	0	0
SPATA4	4.288282e-01	0	1.924381e+00	9.218900e-01	2.777686e-01	0	0	7.299771e-01	1.682316e+00	0	4.698819e-01	0	1.239406e+00	4.153750e-01	8.071885e-02	0
SPATA5	2.004228e-01	4.333837e-01	9.624110e-01	2.316109e-01	0	9.155387e-01	6.397664e-01	1.552028e+00	3.883191e-01	2.831388e-01	5.758978e-01	3.759560e-02	1.889677e-01	6.239754e-01	0	1.821500e+00
SPATA5L1	9.766240e-01	6.564216e-01	1.108591e+00	1.055727e+00	6.611304e-01	2.550271e-01	9.139542e-01	1.692708e+00	6.418671e-01	1.543879e-01	4.415133e-01	4.988442e-01	5.722126e-01	5.691693e-01	1.274411e+00	3.756835e-01
SPATA6	5.973132e-01	6.598131e-01	7.387939e-01	7.497838e-01	1.448901e-01	4.832992e-01	4.850950e-01	5.673449e-01	1.080965e+00	1.068804e+00	1.264769e+00	1.085273e+00	9.009609e-01	3.805173e-01	8.527383e-01	6.227731e-02
SPATA7	8.959706e-01	3.478126e-01	1.160017e+00	1.067833e+00	2.395721e-01	6.583465e-01	4.754470e-01	1.457173e+00	9.299448e-01	6.641646e-01	1.263243e+00	6.531951e-01	1.862191e+00	6.228256e-01	8.559707e-01	1.786483e-01
SPATA8	2.538104e-01	0	1.721937e-01	6.441516e-01	0	3.218701e+00	1.272614e-02	2.282105e-02	3.813274e-02	0	5.558460e-01	1.177965e-01	0	3.229914e-02	0	3.306524e-01
SPATA9	2.181427e-01	3.698655e-01	2.498015e-01	4.291794e-01	0	0	1.204428e-01	6.427731e-01	2.600606e-01	6.447155e-01	6.302452e-01	0	4.599318e-01	3.157346e-01	6.452907e-01	0
SPATS1	7.776570e-02	0	1.307093e+00	1.210637e-01	0	9.908679e-01	2.100803e-01	1.985543e-01	9.630219e-01	0	5.293025e-01	0	5.754037e-01	2.999189e-01	4.080451e-01	6.541687e-01
SPATS2	4.656848e-01	5.058801e-01	7.330849e-01	6.884961e-01	2.216289e-01	6.568383e-01	8.076086e-01	1.821745e+00	3.633725e-01	7.539810e-01	5.464791e-01	0	8.677411e-01	5.301071e-01	9.300063e-01	1.169384e+00
SPC24	3.335554e-01	1.552680e-01	5.264936e-01	2.549470e-01	7.854830e-01	9.489241e-01	6.742457e-01	2.185312e+00	1.222066e-01	1.184486e-01	0	5.614245e-01	2.700109e-01	4.847317e-01	4.738712e-01	3.743295e-01
SPC25	1.373043e-01	1.852097e-01	8.969461e-03	3.645075e-01	0	1.142512e+00	6.894484e-01	3.718406e+00	1.304330e-01	1.325375e-01	0	1.087874e+00	1.347507e+00	3.692534e-01	1.140098e+00	3.139516e-01
SPCS1	1.216860e+00	1.163683e+00	1.201961e+00	1.372322e+00	2.319878e+00	7.881958e-01	9.108245e-01	2.468544e+00	1.115697e+00	6.779127e-01	1.075242e+00	6.950716e-01	1.322220e+00	8.087246e-01	9.332070e-01	9.946174e-01
SPCS2	1.293523e+00	1.303191e+00	1.323830e+00	1.295566e+00	1.737225e+00	9.504518e-01	8.911380e-01	2.349053e+00	1.242739e+00	5.524367e-01	1.084138e+00	6.494563e-01	1.533978e+00	1.312856e+00	9.153456e-01	8.591992e-01
SPCS3	1.253131e+00	1.359596e+00	1.244865e+00	1.357520e+00	1.913263e+00	1.129399e+00	1.066139e+00	2.534642e+00	1.113874e+00	4.908796e-01	7.184575e-01	1.327241e-01	1.145148e+00	7.821419e-01	8.955066e-01	1.011481e+00
SPDEF	6.514431e-01	3.686392e-01	6.121336e-01	6.231024e-01	1.702526e+00	8.318287e-01	6.713986e-01	3.470456e-01	5.050001e-01	5.833276e-01	1.031102e-01	3.020867e+00	5.273702e-01	1.554993e+00	8.721832e-02	1.064375e-02
SPDYA	1.555595e-01	0	2.765048e-01	2.583340e-02	0	4.779822e-01	3.851627e-01	5.245961e-01	9.748955e-02	3.780101e-02	1.693505e-01	1.554251e-01	1.071611e-01	2.697913e-01	1.667002e-01	3.286772e-02
SPEF1	6.609979e-01	5.340553e-01	4.568643e-01	7.931935e-01	4.297018e+00	9.172199e-01	1.268781e+00	3.144570e-01	5.948809e-01	8.390339e-03	5.565469e-02	1.588564e-02	4.779465e-01	1.885185e-01	0	4.389463e-01
SPEF2	2.605420e-01	1.932981e-01	0	9.891755e-01	0	0	4.978003e-01	8.819271e-01	1.333472e+00	5.870712e-01	6.653996e-01	0	7.107729e-01	4.419614e-01	1.895188e+00	0
SPEG	8.754845e-01	8.580970e-01	1.706290e+00	8.812641e-01	7.816818e-01	1.103738e+00	1.866016e+00	9.162056e-01	1.180393e+00	1.310158e+00	2.292728e+00	4.231289e-01	1.191034e+00	7.061864e-01	2.691753e+00	1.453340e+00
SPEM1	7.754910e-02	1.031315e-01	1.143999e-02	7.543941e-02	0	1.185189e+00	4.617424e-02	6.733579e-02	6.020319e-02	1.936003e-01	1.123906e-01	0	2.606481e-02	3.517946e-02	0	8.970907e-02
SPEN	7.287900e-01	6.787991e-01	1.011025e+00	6.220498e-01	1.175312e+00	1.083631e+00	1.200618e+00	7.993455e-01	6.850487e-01	2.432095e-01	6.535428e-01	1.407242e-01	6.394865e-01	5.507782e-01	1.255047e+00	1.075567e+00
SPERT	0	0	3.229862e-01	7.849420e-02	0	0	6.109472e-01	8.299500e-01	2.994591e-02	8.400358e-01	0	1.165315e+00	0	2.217673e+00	3.404725e-01	0
SPESP1	7.414901e-01	7.535608e-01	1.408240e+00	3.440898e-01	0	0	8.189820e-02	5.410286e-01	8.875314e-01	8.153447e-01	1.678997e+00	1.389155e-01	6.752018e-01	9.453309e-01	2.308909e-01	0
SPG11	9.227212e-01	1.027755e+00	1.148985e+00	1.039238e+00	9.667255e-01	5.807377e-01	8.724698e-01	1.070229e+00	9.123382e-01	5.129156e-01	6.087594e-01	1.076879e+00	8.668761e-01	1.150020e+00	1.125294e+00	8.486758e-01
SPG20	1.379071e+00	1.947721e+00	2.150710e+00	6.636841e-01	2.298719e-01	4.171424e-01	3.662928e-01	4.976636e-02	1.788268e+00	1.437089e+00	2.310148e+00	4.048357e-02	1.461892e+00	2.854919e-01	3.302786e-01	2.422173e-01
SPG21	1.216360e+00	1.138053e+00	1.317277e+00	1.013336e+00	1.982740e+00	1.257391e+00	1.330783e+00	1.938817e+00	1.169420e+00	1.038508e+00	1.026449e+00	8.536174e-01	1.299754e+00	9.848295e-01	1.037067e+00	1.106819e+00
SPG7	9.810593e-01	7.401972e-01	9.410038e-01	1.002938e+00	1.979504e+00	9.200826e-01	1.487258e+00	1.366441e+00	6.759440e-01	6.695384e-01	4.999230e-01	4.355251e-01	8.659765e-01	4.844147e-01	1.655916e+00	9.913041e-01
SPHAR	1.300632e+00	7.992994e-01	1.730272e+00	1.415134e+00	2.435801e-01	7.320233e-01	7.633930e-01	1.306437e+00	1.056308e+00	5.035366e-01	1.306988e+00	1.093565e+00	1.164057e+00	8.537155e-01	7.420213e-01	1.272707e+00
SPHK1	5.959729e-01	1.009790e+00	7.185121e-01	9.642664e-01	2.354310e+00	8.677876e-01	1.847013e+00	1.394872e+00	7.025402e-01	2.475521e+00	8.745451e-01	0	4.201421e-01	6.368289e-01	1.122781e+00	6.004106e-01
SPHK2	1.192385e+00	9.881911e-01	1.033297e+00	8.976322e-01	9.826353e-01	1.381431e+00	1.358227e+00	1.598412e+00	9.811053e-01	5.108809e-01	6.530599e-01	9.099846e-01	1.443795e+00	2.314359e-01	1.481661e+00	1.465640e+00
SPHKAP	3.126736e-01	4.877249e-01	2.024329e-01	3.568059e-02	0	2.370364e-01	4.109958e-01	4.227711e-01	3.966835e-01	4.680983e-02	6.344664e-01	7.811260e-02	1.075843e+00	3.364723e-01	0	5.833401e-01
SPI1	4.688804e-01	1.302524e+00	3.504607e-01	1.819782e-01	1.660142e+00	0	9.103455e-01	0	1.212959e+00	1.091382e+00	0	2.552910e-01	0	0	5.415780e-02	0
SPIB	6.547842e-02	1.732644e+00	3.667922e-01	5.458054e-01	5.702379e-01	2.183362e+00	6.918488e-01	3.088978e-01	0	0	1.246775e-02	3.019816e-01	5.923347e-01	0	5.832220e-02	4.645712e-01
SPIC	8.202651e-01	1.803291e+00	8.177144e-01	0	6.285376e-01	5.796643e-01	3.328418e-01	3.413376e-01	1.303543e-01	0	0	0	0	1.647815e-02	3.645092e-01	4.861211e-01
SPIN1	8.184977e-01	6.353278e-01	8.265228e-01	7.668835e-01	3.784955e-01	1.678453e-01	6.365710e-01	1.731999e+00	8.942579e-01	7.178274e-01	1.081369e+00	3.362767e-01	1.214209e+00	1.009252e+00	5.164556e-01	4.938288e-01
SPIN2B	8.002782e-01	7.583572e-01	1.286305e+00	9.014467e-01	0	1.373716e+00	9.453079e-01	1.896338e+00	9.637668e-01	8.161876e-01	1.351417e+00	3.098124e-01	1.180408e+00	5.145293e-01	1.791121e+00	1.347096e+00
SPIN3	5.400454e-01	6.232185e-01	6.180061e-01	6.372697e-01	0	5.889757e-01	5.063521e-01	1.274640e+00	5.850589e-01	4.158565e-01	7.240557e-01	2.965833e-01	1.022643e+00	5.938894e-01	1.614265e+00	2.433718e-01
SPIN4	4.417144e-01	1.667274e-01	2.051583e-01	3.316893e-01	0	1.245269e-01	7.365327e-01	1.945165e+00	5.225867e-01	5.773826e-02	4.159113e-01	2.967742e-01	9.709063e-01	1.742106e+00	5.858728e-01	0
SPINK1	2.423016e+00	5.902319e-01	6.111915e-01	3.731154e+00	0	1.241538e+00	1.512576e+00	0	6.486573e-01	2.258261e+00	1.410400e+00	5.632506e+00	1.928477e+00	2.102665e+00	1.293224e+00	1.546776e+00
SPINK2	0	2.183982e+00	6.279858e-01	1.321894e-01	0	0	1.330197e-01	7.052382e-01	9.006566e-02	0	3.080311e-01	0	2.817782e+00	6.657211e-01	5.281763e-01	0
SPINK4	1.548252e-02	0	0	1.109287e+00	0	0	1.159689e-01	6.322512e-01	4.571688e-02	0	8.228311e-01	8.534750e+00	1.993428e+00	1.260540e+00	4.629299e-01	0
SPINK5	1.781202e-01	3.906606e-02	1.001930e+00	1.063360e-01	0	1.387023e+00	2.284549e-01	5.130649e-01	1.671707e+00	2.405878e-01	6.581610e-01	2.875198e+00	1.087318e+00	2.052750e+00	3.341235e-01	1.076771e-01
SPINK5L3	3.301873e-01	0	2.406698e-01	4.245280e-01	0	0	2.967536e-01	1.879331e-01	7.529253e-02	1.342009e+00	2.841222e-01	1.438087e+00	8.920094e-02	2.099151e-01	5.965260e-01	0
SPINK6	2.279627e-01	6.207086e-01	4.634872e-01	1.673598e-02	0	0	2.228602e-01	1.061070e+00	6.440323e-01	1.176652e+00	6.649309e-01	5.603289e-02	0	6.224185e-01	0	3.847421e-02
SPINK7	6.432797e-01	6.609786e-01	4.793644e-01	1.041845e+00	3.346669e+00	1.700523e+00	1.140102e+00	7.162849e-01	5.402328e-01	6.658900e-01	3.912295e-01	3.662462e-01	4.411933e-01	2.679983e-01	4.110037e-01	1.288442e+00
SPINLW1	0	0	7.572288e-02	6.025999e-02	0	1.446091e+00	8.100903e-02	6.661306e-01	1.216897e-01	1.480408e-01	1.666910e-01	0	0	2.821655e-01	6.013390e-01	1.831982e+00
SPINT1	6.987320e-01	5.081918e-01	0	1.836753e+00	1.005114e+00	1.325178e-01	7.113222e-01	0	1.249837e+00	4.140711e-01	0	3.549213e+00	1.461180e+00	5.100244e+00	3.517550e-01	0
SPINT2	1.140572e+00	9.101433e-01	8.455366e-01	1.432381e+00	1.150431e+00	1.454425e+00	1.625519e+00	1.933947e+00	1.348419e+00	7.118905e-01	8.762717e-01	1.748493e+00	2.203655e+00	2.958756e+00	1.731603e+00	1.355780e+00
SPIRE1	7.886882e-01	1.304398e-01	1.214351e+00	3.445112e-01	0	1.117844e+00	4.284569e-01	1.273925e+00	6.198317e-01	6.419622e-01	8.619061e-01	1.960898e-01	8.440933e-01	7.998388e-01	5.890536e-01	6.938913e-01
SPIRE2	6.416370e-01	2.166520e-01	7.814969e-01	4.593347e-01	5.408649e-01	1.205300e+00	5.867580e-01	3.538311e-01	4.366652e-01	3.952343e-01	8.197853e-03	2.138353e+00	7.668994e-01	1.158760e+00	1.301943e+00	0
SPN	5.429129e-01	1.175869e+00	4.308024e-01	6.258832e-01	1.636177e+00	1.891675e+00	1.032529e+00	3.825678e-01	7.349890e-01	5.788923e-01	3.565015e-02	1.576053e-01	2.291349e-01	2.972906e-03	3.759939e-01	1.174808e+00
SPNS1	6.434834e-01	5.267166e-01	6.273520e-01	7.703174e-01	2.085177e+00	5.353349e-01	1.016627e+00	1.040645e+00	4.740723e-01	3.828690e-01	1.034201e-01	4.169547e-02	4.272145e-01	2.698167e-01	3.520425e-01	5.616494e-01
SPNS2	8.754545e-01	9.938460e-01	8.853767e-01	1.451744e+00	1.678894e+00	1.358014e+00	1.457486e+00	4.687659e-01	1.133041e+00	1.897097e-01	7.088701e-01	1.009809e+00	4.402151e-01	1.407211e+00	1.360527e+00	1.643969e+00
SPNS3	5.957394e-01	8.693778e-01	2.707513e-01	1.092132e+00	1.431756e+00	1.930002e+00	1.254499e+00	7.144375e-01	4.707519e-01	0	3.261222e-01	2.593938e-01	4.002446e-01	4.010996e-01	7.630633e-01	2.475704e+00
SPO11	5.171628e-02	0	4.833442e-02	9.986019e-02	0	1.122500e+00	2.057606e-01	5.431527e-01	5.020805e-02	1.050272e-01	1.247892e-01	0	0	8.586985e-02	5.755397e-01	1.763101e+00
SPOCD1	2.088090e-01	0	3.535718e-01	2.071654e-01	0	7.509689e-01	1.790147e+00	1.828176e+00	8.321191e-01	2.290003e+00	5.865272e-01	4.542038e-01	0	1.585780e+00	1.948764e+00	8.548259e-01
SPOCK1	1.368592e-01	1.049113e+00	1.930960e+00	6.435987e-01	0	9.634751e-01	5.441316e-01	6.298974e-01	4.996628e-01	3.316816e+00	2.102865e+00	0	1.144945e+00	8.224648e-01	8.595535e-01	0
SPOCK2	6.015338e-01	2.084186e+00	5.815625e-01	4.270062e-01	9.365241e-01	1.570703e+00	1.279640e+00	5.128919e-01	1.205907e+00	7.091722e-01	7.544375e-01	7.389531e-01	8.979434e-01	6.822073e-01	1.086295e+00	1.670043e+00
SPOCK3	3.921845e-01	2.369697e-01	3.049155e-01	6.523253e-02	6.855848e-01	5.355012e-01	1.095739e+00	8.496000e-01	3.009119e-01	0	7.299432e-01	0	2.318431e+00	4.026848e-01	1.186101e+00	1.107595e+00
SPON1	8.974685e-01	2.412330e+00	1.983191e+00	1.040366e+00	0	4.184006e-01	5.421880e-01	6.556233e-02	2.219007e+00	4.053908e+00	3.677009e+00	2.489258e+00	1.292018e+00	1.583432e+00	2.273630e-01	7.155690e-01
SPON2	1.692510e+00	1.679432e+00	1.634832e+00	1.389666e+00	1.102270e+00	1.134957e+00	1.524600e+00	6.546766e-01	1.572746e+00	3.334108e+00	1.666909e+00	2.045744e+00	1.855673e+00	1.254665e+00	1.757963e+00	1.449871e+00
SPOP	1.147886e+00	1.024744e+00	1.409814e+00	8.689856e-01	7.940124e-01	8.801548e-01	1.187872e+00	1.792189e+00	1.107880e+00	6.324827e-01	1.317823e+00	2.545567e-01	1.186193e+00	6.848897e-01	1.270020e+00	9.838614e-01
SPOPL	1.101042e+00	1.168901e+00	1.200853e+00	9.802250e-01	8.033110e-01	3.258934e-01	7.591304e-01	1.314148e+00	1.205849e+00	5.335776e-01	1.219255e+00	1.082727e+00	1.166979e+00	1.654771e+00	8.184067e-01	5.565513e-01
SPP1	1.555516e+00	1.013981e+00	1.506321e+00	2.185233e+00	4.321474e-01	1.501881e+00	1.686918e+00	8.341529e-01	7.594311e-01	3.646098e+00	8.593941e-01	1.558531e+00	2.047730e+00	1.513915e+00	1.288935e+00	1.027312e+00
SPP2	2.654673e+00	3.527014e-02	1.830001e-01	2.762613e-01	0	1.314564e+00	0	5.931195e-01	1.254651e-01	5.505859e-01	1.354077e-01	5.321901e-01	7.036689e-02	3.752724e-02	0	1.232249e+00
SPPL2A	1.193653e+00	1.014121e+00	1.664418e+00	1.199609e+00	1.724328e-01	1.121828e+00	1.328222e-01	2.034293e+00	1.044624e+00	4.861781e-01	9.950019e-01	4.881939e-01	5.643502e-01	9.582895e-01	1.321942e-01	1.310442e+00
SPPL2B	1.174924e+00	1.170192e+00	9.843583e-01	1.279136e+00	5.013944e+00	1.011878e+00	1.602754e+00	1.366728e+00	8.828659e-01	5.502241e-01	5.917125e-01	7.508715e-01	8.038600e-01	4.468184e-01	1.026603e+00	1.151911e+00
SPR	1.468090e+00	3.361721e-01	1.591442e+00	1.365331e+00	7.938586e-01	1.382121e+00	1.423713e+00	1.569915e+00	9.568341e-01	4.404204e-01	3.968205e-01	1.542851e+00	1.270592e+00	8.911741e-01	1.273709e+00	1.005252e+00
SPRED1	4.456103e-01	9.377158e-01	2.900630e-01	3.853709e-01	0	0	5.217024e-02	1.809099e+00	9.451357e-01	1.154462e+00	1.099104e+00	1.029659e+00	4.875681e-01	1.330746e+00	0	0
SPRED2	4.177410e-01	5.063575e-01	5.025356e-01	2.784883e-01	0	0	8.463076e-02	1.622052e+00	7.139879e-01	5.569315e-01	8.599051e-01	8.613043e-01	8.004426e-01	7.089044e-01	3.493726e-01	0
SPRN	5.213253e-01	5.698895e-02	6.938800e-02	2.091291e-01	2.219676e+00	8.812609e-01	1.709643e+00	4.219290e-02	0	8.076238e-02	1.583045e-01	3.580875e-01	0	2.281296e-01	1.766122e-01	3.945557e-01
SPRR1A	7.518701e-01	5.861798e-01	4.932176e-01	6.135264e-01	2.239617e+00	2.115315e+00	1.125495e+00	6.328800e-01	3.392181e-01	7.449780e-01	2.045870e-01	3.843623e-01	6.042514e-01	1.529395e+00	2.581631e-01	2.058393e+00
SPRR1B	3.613664e-01	2.605712e-01	1.380446e-01	4.391213e-01	0	1.334210e+00	8.688795e-01	0	0	1.333395e+00	0	6.013278e-01	2.798470e-01	4.949332e+00	0	0
SPRR2C	1.735433e-01	2.721375e-01	1.347314e-01	4.869459e-01	0	3.557882e+00	1.258967e+00	5.106952e-01	3.561606e-01	4.742592e-01	4.867013e-01	0	4.976335e-01	1.437161e+00	1.530747e+00	1.952170e+00
SPRR2D	4.125388e-01	2.099087e-01	7.181593e-01	2.485979e-01	5.083362e-01	1.094144e+00	7.999027e-01	7.613560e-01	3.298788e-01	3.299825e-01	1.893282e-01	0	3.159461e-01	2.435144e+00	0	3.753262e-01
SPRR2E	6.427128e-01	5.585704e-01	5.111517e-01	8.773824e-01	2.837427e+00	2.056941e+00	1.415810e+00	9.096772e-01	4.218379e-01	2.743730e-01	4.965607e-01	0	4.544395e-01	4.888598e-01	6.751451e-01	2.706060e+00
SPRR2G	3.397087e-01	3.721583e-02	7.737466e-01	5.079955e-01	0	1.219463e+00	5.741590e-01	9.590557e-01	3.137843e-01	3.127513e-01	6.845062e-01	0	3.907020e-02	5.051840e-01	8.686194e-01	2.919089e+00
SPRR3	3.830412e-01	1.439724e-01	5.603696e-01	1.969887e+00	0	2.244201e+00	9.401161e-01	7.409247e-02	2.177965e-01	1.308039e+00	4.844957e-01	3.347737e-01	7.646460e-01	4.379892e+00	9.986610e-01	2.859364e+00
SPRR4	2.769548e-01	3.644700e-01	2.705506e-01	2.585977e-01	1.384683e+00	4.717621e-02	6.185034e-01	2.334756e-01	1.466617e-01	0	9.305282e-02	4.133916e-01	0	4.753207e-01	0	2.782796e-02
SPRY1	7.621500e-01	1.809968e+00	1.791353e+00	5.814549e-01	0	5.499290e-01	5.453581e-01	1.203960e+00	1.249996e+00	1.028859e+00	2.701735e+00	6.237173e-01	1.032278e+00	1.367969e+00	3.533065e-01	8.429502e-01
SPRY2	1.021672e+00	7.441797e-01	1.026668e+00	9.208129e-01	1.401175e-01	5.338101e-01	9.428085e-01	2.053677e+00	1.128999e+00	8.953923e-01	2.004272e+00	1.310120e+00	1.034531e+00	7.424305e-01	7.921479e-01	1.069387e+00
SPRY3	5.749083e-01	3.554012e-01	6.841886e-01	3.926064e-01	2.812140e-01	1.630192e+00	6.424575e-01	3.000600e-01	4.872580e-01	2.602358e-01	3.018168e-01	2.611698e-01	3.094497e-01	3.275929e-01	4.317214e-01	7.357727e-01
SPRY4	6.696786e-01	7.803365e-01	6.878128e-01	2.358996e-01	1.314481e+00	6.485887e-02	1.028554e+00	1.575363e+00	9.529690e-01	1.499708e+00	8.119516e-01	9.790247e-01	9.789851e-01	1.175911e+00	7.883275e-01	1.435335e-01
SPRYD3	9.409215e-01	8.862528e-01	9.443187e-01	8.902152e-01	1.720200e+00	1.370630e+00	1.228368e+00	9.606312e-01	9.425235e-01	7.524006e-01	8.984888e-01	6.006314e-01	1.346299e+00	7.388612e-01	1.000263e+00	1.398297e+00
SPRYD4	1.904918e+00	5.742667e-01	1.701163e+00	1.193677e+00	0	9.243771e-01	6.961843e-01	1.752153e+00	8.428904e-01	0	6.219427e-01	9.306324e-01	1.486991e+00	0	9.690114e-01	1.070692e+00
SPRYD5	1.515682e-01	1.046881e-01	1.138678e-01	1.353656e-01	1.852969e-01	1.174585e-01	5.789782e-01	6.070877e-01	0	0	1.402083e-01	0	9.748141e-02	3.596003e-02	6.745803e-01	4.409408e-01
SPSB1	1.223363e+00	1.105246e+00	1.514746e+00	8.696403e-01	1.300451e+00	9.994061e-01	1.102355e+00	8.733915e-01	8.581855e-01	1.636833e+00	1.112978e+00	3.765224e-01	8.750564e-01	8.625754e-01	4.729320e-01	1.415519e+00
SPSB2	6.029289e-01	8.656249e-01	5.653192e-01	6.708177e-01	9.404868e-01	1.284165e+00	1.156235e+00	1.241448e+00	1.169537e+00	6.586996e-01	3.433314e-01	9.499307e-01	1.391573e+00	1.267407e+00	7.469470e-01	7.179816e-01
SPSB3	1.142067e+00	1.126614e+00	1.348599e+00	1.472304e+00	2.076309e+00	9.525475e-01	1.462330e+00	8.863920e-01	9.755553e-01	7.510865e-01	7.209092e-01	8.370262e-01	8.823438e-01	1.130027e+00	1.643115e+00	9.905956e-01
SPSB4	8.592325e-01	9.010805e-01	7.245660e-01	1.017207e+00	5.218147e+00	1.377089e+00	1.393184e+00	1.228916e+00	6.156700e-01	4.230015e-01	7.929624e-01	1.509120e-01	5.155103e-01	5.973600e-01	5.271642e-01	1.504490e+00
SPTA1	7.878567e-01	3.224430e-01	6.275177e-01	5.042208e-01	0	0	8.480362e-01	1.134609e+00	3.326096e-01	7.502065e-01	9.683646e-01	0	0	0	1.491409e+00	0
SPTAN1	8.664166e-01	1.182193e+00	8.451971e-01	6.295926e-01	2.435637e+00	6.722728e-01	1.080546e+00	1.355961e+00	1.089971e+00	8.107577e-01	9.246158e-01	6.684550e-01	1.079451e+00	7.588683e-01	8.370064e-01	7.792931e-01
SPTB	5.473246e-01	0	3.046675e+00	7.824744e-01	1.431351e-01	1.120024e+00	8.746485e-01	0	2.434579e-01	0	8.758971e-01	2.678864e-02	1.987470e+00	4.128214e-01	4.341726e-01	1.402634e+00
SPTBN1	1.061447e+00	7.854294e-01	1.231628e+00	3.813812e-01	4.145913e-01	4.201927e-01	1.005177e+00	9.998020e-01	1.285104e+00	4.576098e-01	1.157482e+00	9.771728e-01	8.417826e-01	1.011291e+00	4.150792e-01	6.139570e-01
SPTBN2	7.446832e-01	3.899652e-01	5.640195e-01	7.663152e-01	4.684211e-01	2.351144e+00	9.329274e-01	5.874731e-01	3.432373e-01	2.566483e-01	4.294685e-01	3.120844e-01	8.426485e-01	1.041363e+00	6.517528e-01	1.297531e+00
SPTBN4	4.424238e-01	2.108833e-01	5.589997e-01	2.223650e-01	6.944582e-01	2.183633e-01	5.840941e-01	6.042029e-01	2.177562e-01	4.074811e-01	3.860264e-01	0	2.672684e+00	0	4.903100e-01	0
SPTBN5	2.605618e-01	2.760279e-01	1.232323e-01	8.246786e-01	0	6.571476e-01	1.543502e+00	3.534040e-01	4.338311e-01	1.082882e+00	0	4.349323e-01	0	4.909316e-01	2.626444e+00	4.449059e-01
SPTLC1	9.273846e-01	5.925307e-01	8.668219e-01	9.145063e-01	5.212370e-01	4.625293e-01	3.817615e-01	2.286341e+00	9.212555e-01	2.454640e-01	9.818889e-01	7.398863e-01	1.113201e+00	1.362175e+00	1.088942e-01	4.980766e-01
SPTLC2	4.846618e-01	9.337603e-01	6.043769e-01	2.455371e-01	3.183039e-01	4.987855e-01	4.930017e-01	1.915122e+00	9.032302e-01	6.877032e-01	8.970975e-01	8.896161e-01	5.560090e-01	1.325283e+00	2.943779e-01	7.474930e-01
SPTLC3	1.281938e+00	4.958379e-01	5.861904e-01	7.440029e-01	0	4.376673e-01	1.925122e-01	1.149221e+00	9.443275e-01	1.972870e-01	1.033639e+00	6.043725e-01	5.768136e-01	9.674886e-01	3.631658e-01	7.346041e-01
SPTY2D1	8.315826e-01	4.896535e-01	1.016236e+00	6.744771e-01	0	0	1.010128e+00	1.856077e+00	6.146609e-01	5.999185e-01	1.101555e+00	3.763997e-01	7.982907e-01	1.165140e+00	1.228239e-01	3.656107e-02
SPZ1	1.754012e-01	1.302355e-01	3.077364e-01	3.046935e-01	1.427344e-01	6.638951e-01	2.019539e-01	2.243608e-01	2.025972e-01	0	9.258652e-02	5.112045e-01	1.764435e-01	2.688055e-01	0	0
SQLE	1.086527e+00	5.792778e-01	7.023763e-01	8.130564e-01	2.688024e-01	8.439626e-01	1.096677e+00	2.771788e+00	1.090638e+00	6.755137e-01	4.844616e-01	1.301007e+00	1.502250e+00	1.352185e+00	1.450273e+00	8.531536e-01
SQRDL	1.468903e+00	1.282603e+00	1.820562e+00	1.349510e+00	1.425859e+00	1.231828e+00	1.317356e+00	1.988241e+00	1.432656e+00	1.144023e+00	1.003732e+00	1.246234e+00	1.317630e+00	1.440679e+00	1.267962e+00	1.074611e+00
SQSTM1	9.839803e-01	8.534883e-01	1.286813e+00	8.254141e-01	2.083341e+00	1.139014e+00	1.246974e+00	1.076376e+00	7.359291e-01	5.265232e-01	5.568530e-01	4.492472e-01	9.117248e-01	9.833589e-01	2.994121e-01	1.015024e+00
