geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
FGF2	3.541659e-01	9.295483e-01	8.603383e-01	5.358040e-03	2.677585e-01	7.771746e-01	4.418130e-01	8.381691e-01	1.416557e+00	5.283829e-01	2.531648e+00	0	3.640029e-01	4.349746e-01	0	9.656231e-01
FGF20	1.654621e-01	1.005692e-01	2.013368e-01	3.742965e-01	0	0	0	4.370042e-01	2.283836e-01	1.043523e+00	0	1.368908e+00	6.874043e-01	2.032760e-01	8.430355e-01	0
FGF21	1.675708e+00	1.647612e-01	9.565078e-01	3.556420e-01	4.617867e-01	1.031522e+00	8.349085e-02	4.239269e-03	2.176938e-02	5.899639e-01	4.749521e-02	3.324037e-01	1.964402e-01	3.984480e-01	1.973628e-02	2.188610e-02
FGF22	4.206840e-01	5.916751e-02	3.114390e-01	2.435601e-01	7.021916e-01	0	1.902338e-01	2.656109e-02	2.313855e-01	2.851044e-01	1.044515e-01	4.241929e-01	0	0	0	0
FGF23	2.445857e+00	1.007211e+00	3.852710e-01	0	1.167110e+00	4.500924e-01	3.067405e-01	5.533918e-02	0	5.468994e-01	0	1.479938e-01	0	1.756626e-01	0	0
FGF3	9.534400e-01	1.130834e+00	9.561885e-01	1.652909e+00	3.743729e+00	1.513834e+00	1.400198e+00	1.356637e+00	8.487708e-01	5.166321e-01	9.732620e-01	4.743669e-01	1.133181e+00	7.572689e-01	8.493420e-01	1.720092e+00
FGF4	3.285738e-01	6.521546e-02	2.956504e-01	4.578657e-02	2.661496e-01	1.806155e+00	4.034471e-01	2.729252e-01	3.266825e-02	5.723730e-02	1.499022e-01	4.324857e-01	4.029170e-02	3.660368e-01	0	1.371143e-01
FGF5	2.664576e-01	0	1.477405e-01	0	1.136904e-01	1.540912e-01	4.547151e-02	7.966138e-01	8.421883e-02	9.123793e-02	5.576303e-01	0	0	0	0	6.429786e-02
FGF6	3.338633e-01	5.929811e-02	2.493913e-01	0	0	1.235364e+00	4.914997e-01	6.426379e-01	1.410536e-01	0	4.948509e-01	0	6.850561e-02	5.482195e-01	5.177686e-01	2.568187e+00
FGF7	4.951912e-01	1.785269e+00	1.197997e+00	2.706313e-01	4.865258e-01	5.436657e-01	6.024333e-01	1.653624e-01	1.430607e+00	1.678160e+00	2.902589e+00	3.768957e-03	5.630735e-01	6.955640e-01	4.317198e-01	4.779404e-01
FGF8	6.639770e-01	0	3.729531e-01	0	1.916152e-01	1.968930e+00	1.032957e+00	0	0	0	3.999349e-01	1.864346e-01	2.458108e-02	2.583936e-01	0	5.280873e-01
FGF9	4.444343e-01	4.814555e-01	1.823294e+00	7.403209e-01	0	5.935844e-01	1.207015e+00	1.673892e-01	1.201951e+00	1.108573e+00	1.799583e+00	1.470672e+00	1.880535e+00	0	1.698546e+00	8.632126e-01
FGFBP1	1.435111e-01	0	3.513789e-01	2.702239e-01	0	1.663168e+00	0	1.040282e+00	1.067226e+00	4.545805e-01	0	1.649954e+00	3.625395e-01	4.551822e+00	0	1.059394e-01
FGFBP2	6.790982e-01	1.612139e+00	1.337963e+00	0	0	2.661165e-01	4.658322e-01	2.362808e-01	1.797402e+00	1.367793e-01	1.935739e+00	2.258056e-01	0	5.788206e-01	0	0
FGFBP3	5.816568e-01	2.841111e-01	5.695901e-01	8.947134e-01	0	1.029185e+00	1.392618e+00	1.836733e+00	6.149825e-01	4.906860e-01	8.954229e-01	5.671705e-01	1.632409e+00	3.594710e-02	2.091525e+00	1.140746e+00
FGFR1	7.535370e-01	8.209579e-01	8.976362e-01	1.039003e+00	1.264468e+00	1.664424e-01	1.153378e+00	4.856204e-01	7.581154e-01	8.635809e-01	1.401789e+00	0	1.181803e+00	2.254253e-01	8.093036e-01	6.731360e-01
FGFR1OP	1.360208e+00	5.305848e-01	9.078905e-01	1.026919e+00	0	6.158135e-01	1.242308e+00	2.552115e+00	5.679467e-01	6.400623e-01	3.151230e-01	6.763952e-01	9.153678e-01	5.537670e-01	1.735554e+00	8.894273e-01
FGFR1OP2	9.388187e-01	9.612137e-01	1.309280e+00	7.745538e-01	2.841953e-01	5.007801e-01	9.651863e-01	2.399650e+00	9.314268e-01	7.210230e-01	9.820087e-01	1.467967e-01	9.319209e-01	6.859337e-01	9.512230e-01	6.608006e-01
FGFR2	1.488169e+00	1.731313e-01	3.409235e-01	1.602255e+00	4.178319e-01	3.826039e-01	2.123996e-01	2.154382e-01	1.008483e+00	3.138645e-01	5.935958e-01	2.105007e+00	3.792902e-01	7.088233e-01	0	0
FGFR3	1.397039e+00	2.173225e-02	3.607336e-01	2.103669e+00	5.649977e-01	1.233627e+00	1.341715e+00	2.199502e-01	9.335080e-01	7.499631e-02	0	9.913732e-01	7.883389e-01	9.914773e-01	1.563029e+00	1.008315e+00
FGFR4	8.737361e-01	1.400290e-01	7.541350e-01	3.229107e+00	1.700504e+00	6.084356e-01	2.828823e-01	6.400079e-01	7.982632e-01	0	3.360037e-01	1.481934e+00	0	4.650357e-01	6.042456e-01	7.352372e-01
FGFRL1	5.601246e-01	4.193010e-01	5.316786e-01	1.120382e+00	6.854111e-01	9.640243e-01	4.726356e-01	1.067932e+00	4.636159e-01	2.139600e-01	4.632293e-01	3.596962e-01	5.544597e-01	1.037529e+00	8.313313e-01	9.568503e-01
FGG	2.966852e+00	1.836750e-01	6.507121e-01	1.139436e+00	1.930746e+00	1.512202e+00	1.261760e+00	7.494283e-01	1.285911e+00	7.234490e-01	3.205953e-02	3.053319e-01	5.838024e-01	1.446182e+00	6.617646e-01	8.391837e-01
FGGY	2.279628e+00	5.175763e-01	1.996631e+00	1.825375e+00	1.730463e-01	6.821192e-01	6.347360e-01	1.222352e+00	1.210352e+00	4.216722e-01	9.826299e-01	6.842120e-01	1.570886e+00	9.404007e-01	6.991073e-01	8.116899e-01
FGL1	3.536498e+00	0	6.854563e-01	3.796930e+00	2.153625e-01	1.833592e+00	1.049151e+00	1.740168e-01	5.740142e-01	8.826617e-01	8.512944e-01	1.084853e+00	7.937339e-01	1.210078e+00	1.596388e+00	1.996601e+00
FGL2	1.315807e+00	2.691519e+00	1.620322e+00	1.023111e+00	0	8.927552e-01	1.955040e-01	2.350177e-01	1.796830e+00	2.421572e+00	2.054548e+00	1.444010e+00	9.139005e-01	2.806544e-01	4.523392e-01	1.208902e+00
FGR	8.939527e-01	1.831096e+00	1.049873e+00	8.051091e-01	7.564710e-01	5.224651e-01	1.449145e+00	2.660065e-02	1.660301e+00	1.853287e+00	3.981405e-01	8.839594e-01	4.732148e-01	2.307252e-01	1.045662e+00	8.432118e-01
FH	1.449867e+00	9.644228e-01	1.668371e+00	1.042851e+00	2.108842e+00	7.309554e-01	4.828668e-01	2.254967e+00	1.004820e+00	3.581369e-01	1.070354e+00	6.173444e-01	1.074789e+00	6.981172e-01	2.410734e-01	7.552443e-01
FHAD1	1.461215e-01	2.747757e-01	1.010579e-01	3.665811e-01	7.530632e-02	0	3.906621e-01	3.838245e-02	1.382351e+00	1.074829e+00	0	9.038318e-02	4.379385e-01	9.123131e-01	7.675757e-01	0
FHDC1	0	3.917269e-01	6.391533e-02	4.352607e-01	0	0	0	6.209332e-01	9.608476e-01	2.688340e-01	4.295522e-01	1.864085e+00	8.933088e-01	1.865658e+00	1.187520e+00	0
FHIT	1.078992e+00	1.049984e+00	9.005721e-01	1.172563e+00	4.576355e+00	8.709226e-01	1.558473e+00	1.122429e+00	6.943708e-01	4.434480e-01	4.603553e-01	5.864719e-01	7.961407e-01	4.615918e-01	4.433490e-01	7.779993e-01
FHL1	7.276421e-01	1.265738e+00	3.087661e+00	4.879565e-01	7.633099e-01	9.592734e-01	7.267888e-01	5.199251e-01	1.502253e+00	2.801074e-01	2.746791e+00	4.043932e-01	5.910169e-01	5.344436e-01	3.650946e-01	2.094655e+00
FHL2	1.155224e+00	1.011086e+00	1.598111e+00	5.639143e-01	4.414326e-01	1.245366e+00	1.224271e+00	2.495141e+00	8.121821e-01	1.486806e+00	1.561974e+00	1.646359e+00	1.409516e+00	1.545193e+00	9.127072e-01	1.438724e+00
FHL3	5.567966e-01	5.986745e-01	1.833668e+00	7.068468e-01	1.267817e+00	1.262845e+00	4.963640e-01	5.984959e-01	4.078065e-01	1.059365e+00	6.386441e-01	3.209364e-01	4.140211e-01	6.582525e-01	0	4.456073e-01
FHL5	5.607862e-02	1.578078e+00	1.763004e+00	1.467574e-01	0	0	9.435614e-02	0	1.586104e+00	5.641394e-01	3.088293e+00	4.563245e-01	1.536181e+00	3.489471e-01	0	0
FHOD1	7.469947e-01	9.785212e-01	1.027334e+00	8.177992e-01	2.049483e+00	9.777279e-01	1.426272e+00	1.419051e+00	1.149372e+00	1.189712e+00	7.344662e-01	2.101919e-01	6.390738e-01	8.508939e-02	1.726910e+00	5.855686e-01
FHOD3	5.559736e-01	6.754958e-01	2.383797e+00	4.589850e-01	0	2.354809e-02	6.944852e-01	1.485824e+00	6.452723e-01	2.141543e+00	2.261647e+00	0	1.123518e+00	2.140089e+00	6.454968e-01	6.462448e-01
FIBCD1	2.259335e-01	3.313382e-01	4.260292e-01	1.417168e-01	1.740128e+00	1.073233e+00	1.431323e+00	8.457277e-01	1.536024e-01	1.427328e-01	0	4.632596e-01	1.766285e-01	2.028367e-01	1.169104e+00	1.703629e+00
FIBIN	5.247969e-01	9.782403e-01	1.162221e+00	3.147537e-01	0	2.062875e+00	5.224107e-02	0	1.551026e+00	2.216625e+00	2.276251e+00	7.839843e-01	7.011366e-01	7.093993e-01	4.027174e-02	6.934812e-01
FIBP	8.938202e-01	8.267202e-01	1.003064e+00	9.080014e-01	1.970588e+00	9.891195e-01	9.978512e-01	1.956756e+00	8.302331e-01	8.369410e-01	8.278434e-01	5.972884e-01	1.085444e+00	9.410830e-01	4.909416e-01	1.013502e+00
FICD	1.277689e+00	1.104766e+00	6.105734e-01	9.285919e-01	3.269406e+00	1.567404e-01	1.253583e+00	1.039637e+00	9.632097e-01	2.898091e-01	9.947366e-02	1.707045e-01	1.684969e+00	7.307030e-02	6.675238e-01	0
FIG4	6.016089e-01	1.041936e+00	1.458165e+00	8.544383e-01	0	0	0	1.803817e+00	1.153790e+00	7.913969e-01	1.089572e+00	5.010730e-01	1.089507e+00	2.660683e-01	5.462644e-01	0
FIGF	9.369517e-01	1.159656e+00	1.861321e+00	1.096845e-01	0	7.281988e-01	1.936473e-01	0	2.757842e+00	0	3.273294e+00	0	1.021754e+00	0	7.331962e-01	0
FIGN	1.031557e+00	4.474855e-01	3.859912e-01	3.476553e-01	1.356233e-01	0	4.112841e-01	5.476422e-01	5.190432e-01	0	1.419282e+00	0	1.012545e+00	3.496346e-01	7.461982e-01	0
FIGNL1	4.469385e-01	5.378236e-01	1.032515e+00	2.522457e-01	0	3.801630e-02	3.834637e-02	3.068505e+00	4.103819e-01	0	5.901232e-01	3.809620e-01	4.396061e-01	3.190337e-01	3.691871e-01	3.452738e-02
FILIP1	9.255707e-01	1.780520e+00	2.388023e+00	2.196164e-01	0	1.150759e-02	9.572517e-01	0	1.594590e+00	1.544437e+00	3.072523e+00	5.775835e-01	3.001632e-02	2.182209e-01	1.102119e-01	3.483848e-01
FILIP1L	6.183970e-01	2.011969e+00	1.672328e+00	1.098400e+00	9.535037e-01	5.322879e-01	1.364334e-01	4.662827e-01	1.386748e+00	1.599823e+00	2.631235e+00	9.802229e-01	7.053692e-02	6.001736e-01	0	8.296876e-01
FIP1L1	9.526576e-01	9.596583e-01	1.330818e+00	8.030164e-01	5.008042e-01	9.183789e-01	1.050264e+00	1.870817e+00	8.748336e-01	5.191634e-01	7.131511e-01	3.405065e-01	1.188518e+00	9.826790e-01	9.240745e-01	9.867357e-01
FIS1	1.273096e+00	9.991869e-01	1.453970e+00	1.276590e+00	1.871264e+00	1.007300e+00	1.279176e+00	1.800203e+00	1.078566e+00	8.172492e-01	1.146514e+00	7.541732e-01	1.210589e+00	1.086645e+00	1.018328e+00	1.093075e+00
FIT1	8.301359e-01	1.238429e-01	2.225985e+00	8.953779e-01	0	1.201341e+00	4.411225e-01	3.189499e-01	2.468906e-01	2.772768e-01	1.182846e-02	6.636731e-01	2.603741e-01	2.558869e-01	6.219219e-01	6.688378e-01
FIZ1	6.867025e-01	4.812811e-01	5.905950e-01	5.902833e-01	2.947446e+00	4.604326e-01	1.444206e+00	9.310535e-01	3.643977e-01	3.038373e-01	1.548730e-01	1.987892e-01	8.230620e-01	0	8.809581e-01	3.753591e-01
FJX1	6.568074e-01	4.430631e-01	6.684045e-01	5.366771e-01	7.324288e-01	1.251872e+00	1.671546e+00	2.390200e+00	4.086403e-01	1.267182e+00	8.661091e-01	0	8.896618e-01	7.852530e-01	1.672717e-01	6.768321e-01
FKBP10	1.019519e+00	8.404725e-01	8.519542e-01	8.381212e-01	1.765780e+00	1.243465e+00	1.765976e+00	1.950339e+00	8.528871e-01	1.611988e+00	9.256141e-01	0	1.198004e+00	4.452061e-01	1.662809e+00	1.267130e+00
FKBP11	1.201493e+00	1.751911e+00	5.776331e-01	1.845983e+00	2.524424e+00	8.850143e-01	1.284596e+00	2.020548e+00	1.081356e+00	7.306088e-01	9.817341e-01	4.665480e-01	1.196600e+00	5.143723e-01	1.242369e+00	8.772107e-01
FKBP14	9.266971e-01	7.400004e-01	6.740935e-01	3.865901e-01	1.796031e+00	6.309932e-01	1.155016e+00	1.818818e+00	7.386288e-01	1.533978e+00	8.982196e-01	0	1.244131e+00	5.979045e-01	5.873178e-01	5.911678e-01
FKBP15	9.697997e-01	1.171922e+00	1.017152e+00	8.022680e-01	1.686511e+00	8.699824e-01	1.158160e+00	1.611547e+00	1.164045e+00	1.335561e+00	6.582691e-01	3.889768e-01	1.015357e+00	4.655085e-01	1.271805e+00	6.235254e-01
FKBP1A	6.888083e-01	8.772793e-01	9.086978e-01	6.459288e-01	1.338294e+00	7.909677e-01	1.244074e+00	1.818299e+00	9.333610e-01	8.611409e-01	8.274694e-01	1.018400e-01	5.259562e-01	7.678293e-01	8.497137e-01	9.457766e-01
FKBP1B	1.171667e+00	4.443878e-01	8.279044e-01	1.055530e+00	0	1.571242e+00	8.062928e-01	9.873895e-01	1.350460e+00	7.707432e-01	1.024038e+00	1.864955e+00	2.372409e+00	1.590619e+00	1.191559e+00	1.424505e+00
FKBP2	1.491611e+00	1.194237e+00	1.195553e+00	1.273129e+00	2.308212e+00	1.097009e+00	1.610968e+00	2.261396e+00	1.250205e+00	7.225119e-01	9.265363e-01	6.120564e-01	1.783426e+00	1.075283e+00	1.413325e+00	1.371811e+00
FKBP3	1.240366e+00	8.658443e-01	1.842875e+00	1.182991e+00	1.541311e+00	1.026989e+00	1.199194e+00	2.450566e+00	1.013279e+00	6.627051e-01	9.530701e-01	4.750038e-01	1.384692e+00	9.029181e-01	1.339342e+00	9.176697e-01
FKBP4	1.029070e+00	4.760277e-01	1.402495e+00	1.052585e+00	2.322253e+00	1.066987e+00	1.459727e+00	1.456345e+00	6.130037e-01	5.890132e-02	2.002426e-01	1.075907e-01	1.023123e+00	7.528486e-01	1.159573e+00	1.151103e+00
FKBP5	1.323382e+00	1.524013e+00	1.618868e+00	9.156148e-01	1.719989e+00	7.478924e-01	1.701319e+00	9.548177e-01	1.147546e+00	1.187469e+00	1.260633e+00	2.598847e-01	1.259258e+00	1.854986e-01	1.373118e+00	1.011015e+00
FKBP6	5.477866e-01	0	5.177108e-01	6.901125e-01	0	1.302249e+00	8.541837e-01	7.717813e-01	3.021466e-01	6.637558e-02	4.542414e-01	0	2.268477e-01	4.871659e-01	9.879465e-01	2.852379e+00
FKBP7	1.086863e+00	1.127785e+00	1.343723e+00	5.702793e-01	5.719315e-01	6.864783e-01	3.466049e-01	1.786747e+00	1.225717e+00	2.180877e+00	1.741656e+00	1.251525e-01	1.560873e+00	4.209578e-01	1.205681e-01	3.751084e-01
FKBP8	6.978799e-01	7.210081e-01	7.219370e-01	5.673545e-01	2.007566e+00	7.677152e-01	5.544785e-01	8.436484e-01	7.308518e-01	4.431606e-01	5.648059e-01	5.708362e-01	7.796623e-01	6.376146e-01	2.229663e-01	5.309773e-01
FKBP9	8.825660e-01	8.036328e-01	9.779136e-01	9.640170e-01	8.096173e-01	1.217933e+00	1.125915e+00	1.718615e+00	1.105447e+00	1.310276e+00	1.274993e+00	6.332133e-01	1.256042e+00	1.124519e+00	9.976764e-01	1.309836e+00
FKBP9L	4.351161e-01	3.016058e-01	6.883179e-01	8.943771e-01	2.711157e-01	6.513668e-03	5.152295e-01	1.631999e+00	6.840481e-01	1.128308e+00	9.339702e-01	4.110324e-01	6.877930e-01	8.707416e-01	2.080641e-01	1.709353e-01
FKBPL	3.175307e-01	1.919762e-01	1.079384e+00	6.188066e-01	0	0	0	1.789675e+00	4.600237e-01	4.049259e-01	2.016146e-01	3.441015e-01	7.440854e-01	8.649294e-01	0	0
FKRP	8.144389e-01	7.912558e-01	1.126155e+00	5.523771e-01	1.018185e+00	3.614933e-01	8.363875e-01	1.422202e+00	8.249420e-01	4.888821e-01	5.792456e-01	0	1.044954e+00	1.666107e-01	6.187157e-01	4.627364e-01
FKSG2	1.173292e+00	1.210757e+00	1.940520e+00	1.727337e+00	1.959613e+00	1.124128e+00	7.739962e-01	1.420668e+00	9.655660e-01	7.216917e-01	1.416297e+00	7.518003e-01	6.158158e-01	1.387314e+00	8.155498e-01	9.056357e-01
FKSG24	1.088766e+00	8.412894e-01	1.023656e+00	7.877457e-01	2.191215e+00	1.489823e+00	1.219512e+00	1.655485e+00	8.507728e-01	3.580489e-01	5.361471e-01	3.250567e-01	9.193712e-01	1.809321e-01	7.922341e-01	1.352177e+00
FKSG29	5.294927e-01	1.097303e-01	3.669686e-01	1.103088e-01	0	3.725912e-01	3.460361e-01	3.230680e-01	1.796851e-01	2.286975e-01	2.058818e-01	0	0	1.012377e-01	5.669324e-01	9.833999e-01
FKSG43	2.759378e-01	0	4.080847e-01	6.452940e-02	0	3.206923e+00	6.470062e-01	3.229240e-01	1.295711e-01	3.124525e-01	1.307394e-02	2.007017e-01	3.897911e-01	1.647275e-01	9.689295e-02	6.743268e-01
FKSG83	2.974312e-01	6.838327e-03	2.564633e-01	9.679228e-01	0	3.048371e+00	4.446927e-01	6.000679e-01	2.835660e-01	1.915196e-01	6.263150e-01	0	0	3.482559e-01	8.469146e-01	3.088839e+00
FKTN	4.075794e-01	7.415217e-02	1.250659e-01	1.534311e-01	1.354756e-01	0	1.408419e-01	1.608092e+00	3.747420e-01	2.271005e-01	3.380748e-01	1.933145e-01	1.249883e+00	5.011356e-01	6.540811e-01	0
FLAD1	7.870045e-01	6.811508e-01	1.213946e+00	7.663914e-01	1.624889e+00	7.335409e-01	6.285126e-01	1.319761e+00	5.996124e-01	2.890083e-01	2.519394e-01	6.558515e-01	7.861988e-01	8.266187e-01	4.338252e-01	4.370130e-01
FLCN	8.054684e-01	2.032981e-01	1.080595e+00	1.003782e+00	7.035852e-01	1.321743e+00	1.154576e+00	8.268423e-01	4.199767e-01	8.238822e-01	2.137365e-01	0	7.652881e-01	3.970992e-02	1.236681e+00	8.777896e-01
FLG	2.377659e-01	0	2.716839e-01	1.718470e-01	1.991501e-01	5.043445e-01	5.180428e-01	7.927112e-01	6.491419e-02	0	3.005987e-01	0	4.386712e-02	4.022360e-01	3.490158e-01	1.019646e+00
FLI1	1.057164e+00	2.844523e+00	1.437451e+00	6.346749e-01	3.842879e-01	5.108037e-01	1.055409e+00	4.519018e-01	1.866928e+00	2.113858e+00	1.776744e+00	3.489589e-01	6.155461e-01	0	6.761709e-01	3.767217e-01
FLII	9.841334e-01	1.105783e+00	1.905943e+00	1.139436e+00	1.208013e+00	1.128568e+00	8.894007e-01	1.716451e+00	1.123699e+00	8.395047e-01	1.074900e+00	6.043777e-01	9.705585e-01	1.234636e+00	1.069426e+00	1.177714e+00
FLJ00049	4.603527e-01	4.834364e-01	3.743442e-01	5.953644e-01	2.102774e+00	1.500587e+00	1.403741e+00	4.765905e-01	2.314580e-01	0	1.810960e-01	0	1.581660e-01	1.500491e-01	1.197432e+00	1.507522e+00
FLJ00290	2.292039e-01	4.705169e-01	4.463335e-01	4.914038e-01	0	0	3.994455e-01	9.034498e-03	1.278399e-01	1.449428e-01	0	8.580665e-02	0	2.254959e-01	8.842882e-01	0
FLJ10038	1.007325e+00	1.324662e+00	1.368769e+00	1.061847e+00	6.831915e-01	1.063104e+00	1.104978e+00	1.377501e+00	1.195641e+00	7.436144e-01	1.198035e+00	5.565329e-01	1.139319e+00	6.703885e-01	1.495874e+00	1.102730e+00
FLJ10213	1.109477e+00	9.177282e-01	5.008904e-01	1.112650e+00	8.285227e-01	8.285841e-01	2.360081e+00	1.037026e+00	9.220562e-01	9.611305e-01	5.245121e-01	4.789787e-04	6.989305e-01	4.469234e-01	3.033809e+00	7.937143e-01
FLJ10232	1.405731e-01	3.039061e-01	0	5.253274e-01	2.329449e-01	1.803398e+00	1.064314e+00	4.557087e-01	3.220362e-01	7.961637e-03	4.211908e-01	7.550107e-02	4.685096e-02	0	1.809350e+00	2.886037e+00
FLJ10246	2.878685e-01	2.549683e-01	0	7.238377e-01	3.849183e-01	3.065773e-01	6.775199e-01	7.571972e-01	1.505828e-02	1.948352e-03	0	2.828486e-01	0	0	1.504508e+00	7.792484e-01
FLJ10357	1.376568e+00	1.016556e+00	1.071320e+00	1.433454e+00	4.662166e-01	1.119234e+00	1.491948e+00	1.438672e+00	1.280984e+00	1.555918e+00	1.232061e+00	1.067085e+00	1.301537e+00	4.320166e-01	1.816364e+00	1.257481e+00
FLJ10404	3.458377e-01	3.401586e-01	4.094854e-01	4.621427e-01	0	6.166305e-01	2.865654e+00	2.431638e-01	4.274294e-01	4.125984e-01	5.306855e-01	3.179887e-01	2.060421e-01	7.135569e-01	1.707204e+00	3.573993e-01
FLJ10490	1.206703e+00	1.108395e+00	1.053256e+00	1.255445e+00	5.201862e+00	9.062817e-01	1.495903e+00	1.357910e+00	8.675575e-01	3.478619e-01	4.627080e-01	6.564608e-01	1.075391e+00	4.534479e-01	5.018685e-01	8.347941e-01
FLJ11151	1.406565e+00	1.212380e+00	1.023583e+00	3.721640e-01	0	2.100900e-01	2.138032e-01	1.683018e+00	1.345906e+00	1.314898e+00	1.538337e+00	6.588252e-01	4.190629e-01	8.359650e-01	0	2.243268e-01
FLJ11235	1.100353e+00	5.888878e-01	1.121212e+00	8.246356e-01	1.148311e+00	1.187122e+00	1.450813e+00	2.410260e-01	7.290954e-01	3.549682e-01	8.615290e-01	6.649329e-01	5.881544e-01	4.854030e-01	2.964222e-01	1.761456e+00
FLJ11292	6.103077e-01	1.973727e-02	5.384965e-02	1.257797e+00	1.436523e+00	6.996091e-01	2.442440e+00	4.512795e-01	2.028328e-01	4.874677e-01	3.610434e-01	1.153835e-02	4.912731e-01	9.013139e-02	2.449657e+00	1.389793e+00
FLJ11506	1.077903e+00	8.833229e-01	1.313903e+00	1.003685e+00	1.415624e+00	1.507128e+00	1.461901e+00	2.062768e+00	9.520605e-01	7.796443e-01	7.499367e-01	8.329453e-01	1.326485e+00	9.506061e-01	1.274203e+00	1.417398e+00
FLJ11710	6.843418e-01	4.605708e-01	5.310037e-01	8.044649e-01	6.450442e-01	1.258079e+00	2.309082e+00	3.986840e-01	4.265185e-01	7.075504e-01	1.622014e-01	2.383103e-02	8.567004e-01	2.053295e-01	2.965700e+00	1.308266e+00
FLJ11827	1.914502e-01	4.861748e-02	1.597661e-01	2.015580e-01	9.052245e-02	1.093689e+00	2.085329e-01	2.133630e-01	1.315233e-01	7.681091e-02	7.265070e-02	1.760252e-01	4.666497e-01	2.828997e-01	0	0
FLJ11996	4.544681e-01	3.078893e-01	3.332574e-01	4.712114e-01	0	0	5.566479e-01	1.202118e-01	3.226617e-01	1.892360e-01	2.610503e-01	0	6.310004e-01	2.604570e-01	1.060430e+00	0
FLJ12078	5.807046e-01	4.713118e-01	2.153456e-01	8.599882e-01	0	0	1.326516e+00	5.773060e-01	5.399089e-01	5.613418e-01	6.525602e-01	0	3.181764e-01	0	3.281946e+00	0
FLJ12151	3.175336e-01	3.910926e-01	1.663020e-01	2.641677e-01	7.697983e-01	0	5.390591e-01	1.671529e-01	1.247250e-01	0	3.928069e-02	4.697321e-02	3.409955e-01	3.768165e-01	0	0
FLJ12331	6.968939e-01	9.622194e-01	8.671308e-01	9.794114e-01	1.990627e+00	1.915325e+00	1.196314e+00	1.315613e+00	6.768513e-01	5.402462e-01	7.203719e-01	3.929959e-01	7.089578e-01	7.572256e-01	9.484314e-01	1.949240e+00
FLJ12529	6.225997e-01	7.311888e-01	7.628632e-01	5.052513e-01	1.255368e+00	2.785944e-01	8.137641e-01	1.090754e+00	6.390434e-01	3.929632e-01	3.090293e-01	1.511146e-01	9.684309e-01	6.811244e-01	1.357857e+00	0
FLJ12547	6.654153e-01	5.715173e-01	5.078997e-01	7.103970e-01	2.913796e+00	6.898579e-01	1.030876e+00	1.150472e-01	3.085272e-01	3.960691e-01	0	2.339605e-01	6.274222e-01	4.712879e-01	8.645581e-01	0
FLJ12616	2.536249e-01	4.466881e-01	7.005150e-01	2.113812e-01	4.211052e-01	1.446771e+00	1.057188e+00	3.828168e-01	2.247894e-01	1.804620e-01	2.830847e-01	2.747872e-01	5.980550e-03	7.116855e-01	2.807747e-01	1.424610e+00
FLJ12825	2.174430e-01	0	2.577170e-01	1.271910e+00	1.644920e-01	2.225957e+00	0	5.177261e-03	1.351687e-01	2.180663e-01	2.159557e-01	2.507655e-01	0	2.444512e-01	3.559997e-01	5.308144e-01
FLJ12986	6.511664e-01	1.987662e-01	4.252670e-01	7.585981e-01	6.890000e-01	3.556328e-01	1.283782e+00	5.269108e-01	5.342522e-01	2.554720e-01	3.414581e-01	6.066734e-02	5.337898e-01	1.515659e-01	2.133191e+00	0
FLJ12993	9.908556e-01	1.648631e+00	6.804284e-01	0	3.518494e-01	0	9.126504e-01	6.315803e-02	9.002476e-01	9.725322e-01	1.653880e+00	1.434836e-02	1.703986e+00	0	2.874210e-01	0
FLJ13197	6.307804e-01	4.570693e-01	2.912115e-01	1.996671e+00	0	4.019102e-02	1.977204e+00	0	8.955432e-01	3.971239e-01	1.287524e+00	2.785552e-01	9.507862e-01	8.284745e-01	3.454635e+00	0
FLJ13224	4.578392e-01	1.292376e-01	6.296967e-01	3.307422e-01	3.848933e-01	1.295298e+00	7.602900e-01	6.178782e-01	1.801630e-01	0	3.579459e-01	3.575247e-02	9.401108e-02	5.063207e-01	3.806609e-01	1.870821e+00
FLJ13310	7.604011e-02	4.490078e-01	2.385344e-01	8.689246e-02	5.860442e-01	3.754821e-01	2.520010e-01	2.363734e-01	4.486559e-02	0	9.169308e-02	1.039836e-01	1.699469e-01	0	3.215760e-01	7.224784e-02
FLJ13744	1.225212e-01	0	3.899351e-01	4.190610e-01	0	1.287465e+00	4.393963e-01	4.532857e-01	2.495752e-01	2.757306e-01	2.005685e-01	1.440590e-01	2.503866e-01	3.571884e-01	9.022672e-01	5.752520e-01
